OIL_hs_capex_total_USD,OIL_hs_opex_var_USD,OIL_hs_opex_fixed_USD,OIL_hs_opex_USD,OIL_hs_capex_a_USD,OIL_hs_opex_a_fixed_USD,OIL_hs_opex_a_var_USD,OIL_hs_opex_a_USD,OIL_hs_TAC_USD,OIL_hs_capex_total_district_scale_USD,OIL_hs_capex_total_building_scale_USD,OIL_hs_capex_total_city_scale_USD,OIL_hs_capex_a_district_scale_USD,OIL_hs_capex_a_building_scale_USD,OIL_hs_capex_a_city_scale_USD,OIL_hs_opex_district_scale_USD,OIL_hs_opex_building_scale_USD,OIL_hs_opex_city_scale_USD,OIL_hs_opex_a_district_scale_USD,OIL_hs_opex_a_building_scale_USD,OIL_hs_opex_a_city_scale_USD,NG_hs_capex_total_USD,NG_hs_opex_var_USD,NG_hs_opex_fixed_USD,NG_hs_opex_USD,NG_hs_capex_a_USD,NG_hs_opex_a_fixed_USD,NG_hs_opex_a_var_USD,NG_hs_opex_a_USD,NG_hs_TAC_USD,NG_hs_capex_total_district_scale_USD,NG_hs_capex_total_building_scale_USD,NG_hs_capex_total_city_scale_USD,NG_hs_capex_a_district_scale_USD,NG_hs_capex_a_building_scale_USD,NG_hs_capex_a_city_scale_USD,NG_hs_opex_district_scale_USD,NG_hs_opex_building_scale_USD,NG_hs_opex_city_scale_USD,NG_hs_opex_a_district_scale_USD,NG_hs_opex_a_building_scale_USD,NG_hs_opex_a_city_scale_USD,WOOD_hs_capex_total_USD,WOOD_hs_opex_var_USD,WOOD_hs_opex_fixed_USD,WOOD_hs_opex_USD,WOOD_hs_capex_a_USD,WOOD_hs_opex_a_fixed_USD,WOOD_hs_opex_a_var_USD,WOOD_hs_opex_a_USD,WOOD_hs_TAC_USD,WOOD_hs_capex_total_district_scale_USD,WOOD_hs_capex_total_building_scale_USD,WOOD_hs_capex_total_city_scale_USD,WOOD_hs_capex_a_district_scale_USD,WOOD_hs_capex_a_building_scale_USD,WOOD_hs_capex_a_city_scale_USD,WOOD_hs_opex_district_scale_USD,WOOD_hs_opex_building_scale_USD,WOOD_hs_opex_city_scale_USD,WOOD_hs_opex_a_district_scale_USD,WOOD_hs_opex_a_building_scale_USD,WOOD_hs_opex_a_city_scale_USD,COAL_hs_capex_total_USD,COAL_hs_opex_var_USD,COAL_hs_opex_fixed_USD,COAL_hs_opex_USD,COAL_hs_capex_a_USD,COAL_hs_opex_a_fixed_USD,COAL_hs_opex_a_var_USD,COAL_hs_opex_a_USD,COAL_hs_TAC_USD,COAL_hs_capex_total_district_scale_USD,COAL_hs_capex_total_building_scale_USD,COAL_hs_capex_total_city_scale_USD,COAL_hs_capex_a_district_scale_USD,COAL_hs_capex_a_building_scale_USD,COAL_hs_capex_a_city_scale_USD,COAL_hs_opex_district_scale_USD,COAL_hs_opex_building_scale_USD,COAL_hs_opex_city_scale_USD,COAL_hs_opex_a_district_scale_USD,COAL_hs_opex_a_building_scale_USD,COAL_hs_opex_a_city_scale_USD,GRID_hs_capex_total_USD,GRID_hs_opex_var_USD,GRID_hs_opex_fixed_USD,GRID_hs_opex_USD,GRID_hs_capex_a_USD,GRID_hs_opex_a_fixed_USD,GRID_hs_opex_a_var_USD,GRID_hs_opex_a_USD,GRID_hs_TAC_USD,GRID_hs_capex_total_district_scale_USD,GRID_hs_capex_total_building_scale_USD,GRID_hs_capex_total_city_scale_USD,GRID_hs_capex_a_district_scale_USD,GRID_hs_capex_a_building_scale_USD,GRID_hs_capex_a_city_scale_USD,GRID_hs_opex_district_scale_USD,GRID_hs_opex_building_scale_USD,GRID_hs_opex_city_scale_USD,GRID_hs_opex_a_district_scale_USD,GRID_hs_opex_a_building_scale_USD,GRID_hs_opex_a_city_scale_USD,DH_hs_capex_total_USD,DH_hs_opex_var_USD,DH_hs_opex_fixed_USD,DH_hs_opex_USD,DH_hs_capex_a_USD,DH_hs_opex_a_fixed_USD,DH_hs_opex_a_var_USD,DH_hs_opex_a_USD,DH_hs_TAC_USD,DH_hs_capex_total_district_scale_USD,DH_hs_capex_total_building_scale_USD,DH_hs_capex_total_city_scale_USD,DH_hs_capex_a_district_scale_USD,DH_hs_capex_a_building_scale_USD,DH_hs_capex_a_city_scale_USD,DH_hs_opex_district_scale_USD,DH_hs_opex_building_scale_USD,DH_hs_opex_city_scale_USD,DH_hs_opex_a_district_scale_USD,DH_hs_opex_a_building_scale_USD,DH_hs_opex_a_city_scale_USD,OIL_ww_capex_total_USD,OIL_ww_opex_var_USD,OIL_ww_opex_fixed_USD,OIL_ww_opex_USD,OIL_ww_capex_a_USD,OIL_ww_opex_a_fixed_USD,OIL_ww_opex_a_var_USD,OIL_ww_opex_a_USD,OIL_ww_TAC_USD,OIL_ww_capex_total_district_scale_USD,OIL_ww_capex_total_building_scale_USD,OIL_ww_capex_total_city_scale_USD,OIL_ww_capex_a_district_scale_USD,OIL_ww_capex_a_building_scale_USD,OIL_ww_capex_a_city_scale_USD,OIL_ww_opex_district_scale_USD,OIL_ww_opex_building_scale_USD,OIL_ww_opex_city_scale_USD,OIL_ww_opex_a_district_scale_USD,OIL_ww_opex_a_building_scale_USD,OIL_ww_opex_a_city_scale_USD,NG_ww_capex_total_USD,NG_ww_opex_var_USD,NG_ww_opex_fixed_USD,NG_ww_opex_USD,NG_ww_capex_a_USD,NG_ww_opex_a_fixed_USD,NG_ww_opex_a_var_USD,NG_ww_opex_a_USD,NG_ww_TAC_USD,NG_ww_capex_total_district_scale_USD,NG_ww_capex_total_building_scale_USD,NG_ww_capex_total_city_scale_USD,NG_ww_capex_a_district_scale_USD,NG_ww_capex_a_building_scale_USD,NG_ww_capex_a_city_scale_USD,NG_ww_opex_district_scale_USD,NG_ww_opex_building_scale_USD,NG_ww_opex_city_scale_USD,NG_ww_opex_a_district_scale_USD,NG_ww_opex_a_building_scale_USD,NG_ww_opex_a_city_scale_USD,WOOD_ww_capex_total_USD,WOOD_ww_opex_var_USD,WOOD_ww_opex_fixed_USD,WOOD_ww_opex_USD,WOOD_ww_capex_a_USD,WOOD_ww_opex_a_fixed_USD,WOOD_ww_opex_a_var_USD,WOOD_ww_opex_a_USD,WOOD_ww_TAC_USD,WOOD_ww_capex_total_district_scale_USD,WOOD_ww_capex_total_building_scale_USD,WOOD_ww_capex_total_city_scale_USD,WOOD_ww_capex_a_district_scale_USD,WOOD_ww_capex_a_building_scale_USD,WOOD_ww_capex_a_city_scale_USD,WOOD_ww_opex_district_scale_USD,WOOD_ww_opex_building_scale_USD,WOOD_ww_opex_city_scale_USD,WOOD_ww_opex_a_district_scale_USD,WOOD_ww_opex_a_building_scale_USD,WOOD_ww_opex_a_city_scale_USD,COAL_ww_capex_total_USD,COAL_ww_opex_var_USD,COAL_ww_opex_fixed_USD,COAL_ww_opex_USD,COAL_ww_capex_a_USD,COAL_ww_opex_a_fixed_USD,COAL_ww_opex_a_var_USD,COAL_ww_opex_a_USD,COAL_ww_TAC_USD,COAL_ww_capex_total_district_scale_USD,COAL_ww_capex_total_building_scale_USD,COAL_ww_capex_total_city_scale_USD,COAL_ww_capex_a_district_scale_USD,COAL_ww_capex_a_building_scale_USD,COAL_ww_capex_a_city_scale_USD,COAL_ww_opex_district_scale_USD,COAL_ww_opex_building_scale_USD,COAL_ww_opex_city_scale_USD,COAL_ww_opex_a_district_scale_USD,COAL_ww_opex_a_building_scale_USD,COAL_ww_opex_a_city_scale_USD,GRID_ww_capex_total_USD,GRID_ww_opex_var_USD,GRID_ww_opex_fixed_USD,GRID_ww_opex_USD,GRID_ww_capex_a_USD,GRID_ww_opex_a_fixed_USD,GRID_ww_opex_a_var_USD,GRID_ww_opex_a_USD,GRID_ww_TAC_USD,GRID_ww_capex_total_district_scale_USD,GRID_ww_capex_total_building_scale_USD,GRID_ww_capex_total_city_scale_USD,GRID_ww_capex_a_district_scale_USD,GRID_ww_capex_a_building_scale_USD,GRID_ww_capex_a_city_scale_USD,GRID_ww_opex_district_scale_USD,GRID_ww_opex_building_scale_USD,GRID_ww_opex_city_scale_USD,GRID_ww_opex_a_district_scale_USD,GRID_ww_opex_a_building_scale_USD,GRID_ww_opex_a_city_scale_USD,DH_ww_capex_total_USD,DH_ww_opex_var_USD,DH_ww_opex_fixed_USD,DH_ww_opex_USD,DH_ww_capex_a_USD,DH_ww_opex_a_fixed_USD,DH_ww_opex_a_var_USD,DH_ww_opex_a_USD,DH_ww_TAC_USD,DH_ww_capex_total_district_scale_USD,DH_ww_capex_total_building_scale_USD,DH_ww_capex_total_city_scale_USD,DH_ww_capex_a_district_scale_USD,DH_ww_capex_a_building_scale_USD,DH_ww_capex_a_city_scale_USD,DH_ww_opex_district_scale_USD,DH_ww_opex_building_scale_USD,DH_ww_opex_city_scale_USD,DH_ww_opex_a_district_scale_USD,DH_ww_opex_a_building_scale_USD,DH_ww_opex_a_city_scale_USD,GRID_cs_capex_total_USD,GRID_cs_opex_var_USD,GRID_cs_opex_fixed_USD,GRID_cs_opex_USD,GRID_cs_capex_a_USD,GRID_cs_opex_a_fixed_USD,GRID_cs_opex_a_var_USD,GRID_cs_opex_a_USD,GRID_cs_TAC_USD,GRID_cs_capex_total_district_scale_USD,GRID_cs_capex_total_building_scale_USD,GRID_cs_capex_total_city_scale_USD,GRID_cs_capex_a_district_scale_USD,GRID_cs_capex_a_building_scale_USD,GRID_cs_capex_a_city_scale_USD,GRID_cs_opex_district_scale_USD,GRID_cs_opex_building_scale_USD,GRID_cs_opex_city_scale_USD,GRID_cs_opex_a_district_scale_USD,GRID_cs_opex_a_building_scale_USD,GRID_cs_opex_a_city_scale_USD,GRID_cdata_capex_total_USD,GRID_cdata_opex_var_USD,GRID_cdata_opex_fixed_USD,GRID_cdata_opex_USD,GRID_cdata_capex_a_USD,GRID_cdata_opex_a_fixed_USD,GRID_cdata_opex_a_var_USD,GRID_cdata_opex_a_USD,GRID_cdata_TAC_USD,GRID_cdata_capex_total_district_scale_USD,GRID_cdata_capex_total_building_scale_USD,GRID_cdata_capex_total_city_scale_USD,GRID_cdata_capex_a_district_scale_USD,GRID_cdata_capex_a_building_scale_USD,GRID_cdata_capex_a_city_scale_USD,GRID_cdata_opex_district_scale_USD,GRID_cdata_opex_building_scale_USD,GRID_cdata_opex_city_scale_USD,GRID_cdata_opex_a_district_scale_USD,GRID_cdata_opex_a_building_scale_USD,GRID_cdata_opex_a_city_scale_USD,GRID_cre_capex_total_USD,GRID_cre_opex_var_USD,GRID_cre_opex_fixed_USD,GRID_cre_opex_USD,GRID_cre_capex_a_USD,GRID_cre_opex_a_fixed_USD,GRID_cre_opex_a_var_USD,GRID_cre_opex_a_USD,GRID_cre_TAC_USD,GRID_cre_capex_total_district_scale_USD,GRID_cre_capex_total_building_scale_USD,GRID_cre_capex_total_city_scale_USD,GRID_cre_capex_a_district_scale_USD,GRID_cre_capex_a_building_scale_USD,GRID_cre_capex_a_city_scale_USD,GRID_cre_opex_district_scale_USD,GRID_cre_opex_building_scale_USD,GRID_cre_opex_city_scale_USD,GRID_cre_opex_a_district_scale_USD,GRID_cre_opex_a_building_scale_USD,GRID_cre_opex_a_city_scale_USD,DC_cs_capex_total_USD,DC_cs_opex_var_USD,DC_cs_opex_fixed_USD,DC_cs_opex_USD,DC_cs_capex_a_USD,DC_cs_opex_a_fixed_USD,DC_cs_opex_a_var_USD,DC_cs_opex_a_USD,DC_cs_TAC_USD,DC_cs_capex_total_district_scale_USD,DC_cs_capex_total_building_scale_USD,DC_cs_capex_total_city_scale_USD,DC_cs_capex_a_district_scale_USD,DC_cs_capex_a_building_scale_USD,DC_cs_capex_a_city_scale_USD,DC_cs_opex_district_scale_USD,DC_cs_opex_building_scale_USD,DC_cs_opex_city_scale_USD,DC_cs_opex_a_district_scale_USD,DC_cs_opex_a_building_scale_USD,DC_cs_opex_a_city_scale_USD,GRID_pro_capex_total_USD,GRID_pro_opex_var_USD,GRID_pro_opex_fixed_USD,GRID_pro_opex_USD,GRID_pro_capex_a_USD,GRID_pro_opex_a_fixed_USD,GRID_pro_opex_a_var_USD,GRID_pro_opex_a_USD,GRID_pro_TAC_USD,GRID_pro_capex_total_district_scale_USD,GRID_pro_capex_total_building_scale_USD,GRID_pro_capex_total_city_scale_USD,GRID_pro_capex_a_district_scale_USD,GRID_pro_capex_a_building_scale_USD,GRID_pro_capex_a_city_scale_USD,GRID_pro_opex_district_scale_USD,GRID_pro_opex_building_scale_USD,GRID_pro_opex_city_scale_USD,GRID_pro_opex_a_district_scale_USD,GRID_pro_opex_a_building_scale_USD,GRID_pro_opex_a_city_scale_USD,GRID_l_capex_total_USD,GRID_l_opex_var_USD,GRID_l_opex_fixed_USD,GRID_l_opex_USD,GRID_l_capex_a_USD,GRID_l_opex_a_fixed_USD,GRID_l_opex_a_var_USD,GRID_l_opex_a_USD,GRID_l_TAC_USD,GRID_l_capex_total_district_scale_USD,GRID_l_capex_total_building_scale_USD,GRID_l_capex_total_city_scale_USD,GRID_l_capex_a_district_scale_USD,GRID_l_capex_a_building_scale_USD,GRID_l_capex_a_city_scale_USD,GRID_l_opex_district_scale_USD,GRID_l_opex_building_scale_USD,GRID_l_opex_city_scale_USD,GRID_l_opex_a_district_scale_USD,GRID_l_opex_a_building_scale_USD,GRID_l_opex_a_city_scale_USD,GRID_aux_capex_total_USD,GRID_aux_opex_var_USD,GRID_aux_opex_fixed_USD,GRID_aux_opex_USD,GRID_aux_capex_a_USD,GRID_aux_opex_a_fixed_USD,GRID_aux_opex_a_var_USD,GRID_aux_opex_a_USD,GRID_aux_TAC_USD,GRID_aux_capex_total_district_scale_USD,GRID_aux_capex_total_building_scale_USD,GRID_aux_capex_total_city_scale_USD,GRID_aux_capex_a_district_scale_USD,GRID_aux_capex_a_building_scale_USD,GRID_aux_capex_a_city_scale_USD,GRID_aux_opex_district_scale_USD,GRID_aux_opex_building_scale_USD,GRID_aux_opex_city_scale_USD,GRID_aux_opex_a_district_scale_USD,GRID_aux_opex_a_building_scale_USD,GRID_aux_opex_a_city_scale_USD,GRID_v_capex_total_USD,GRID_v_opex_var_USD,GRID_v_opex_fixed_USD,GRID_v_opex_USD,GRID_v_capex_a_USD,GRID_v_opex_a_fixed_USD,GRID_v_opex_a_var_USD,GRID_v_opex_a_USD,GRID_v_TAC_USD,GRID_v_capex_total_district_scale_USD,GRID_v_capex_total_building_scale_USD,GRID_v_capex_total_city_scale_USD,GRID_v_capex_a_district_scale_USD,GRID_v_capex_a_building_scale_USD,GRID_v_capex_a_city_scale_USD,GRID_v_opex_district_scale_USD,GRID_v_opex_building_scale_USD,GRID_v_opex_city_scale_USD,GRID_v_opex_a_district_scale_USD,GRID_v_opex_a_building_scale_USD,GRID_v_opex_a_city_scale_USD,GRID_a_capex_total_USD,GRID_a_opex_var_USD,GRID_a_opex_fixed_USD,GRID_a_opex_USD,GRID_a_capex_a_USD,GRID_a_opex_a_fixed_USD,GRID_a_opex_a_var_USD,GRID_a_opex_a_USD,GRID_a_TAC_USD,GRID_a_capex_total_district_scale_USD,GRID_a_capex_total_building_scale_USD,GRID_a_capex_total_city_scale_USD,GRID_a_capex_a_district_scale_USD,GRID_a_capex_a_building_scale_USD,GRID_a_capex_a_city_scale_USD,GRID_a_opex_district_scale_USD,GRID_a_opex_building_scale_USD,GRID_a_opex_city_scale_USD,GRID_a_opex_a_district_scale_USD,GRID_a_opex_a_building_scale_USD,GRID_a_opex_a_city_scale_USD,GRID_data_capex_total_USD,GRID_data_opex_var_USD,GRID_data_opex_fixed_USD,GRID_data_opex_USD,GRID_data_capex_a_USD,GRID_data_opex_a_fixed_USD,GRID_data_opex_a_var_USD,GRID_data_opex_a_USD,GRID_data_TAC_USD,GRID_data_capex_total_district_scale_USD,GRID_data_capex_total_building_scale_USD,GRID_data_capex_total_city_scale_USD,GRID_data_capex_a_district_scale_USD,GRID_data_capex_a_building_scale_USD,GRID_data_capex_a_city_scale_USD,GRID_data_opex_district_scale_USD,GRID_data_opex_building_scale_USD,GRID_data_opex_city_scale_USD,GRID_data_opex_a_district_scale_USD,GRID_data_opex_a_building_scale_USD,GRID_data_opex_a_city_scale_USD,GRID_ve_capex_total_USD,GRID_ve_opex_var_USD,GRID_ve_opex_fixed_USD,GRID_ve_opex_USD,GRID_ve_capex_a_USD,GRID_ve_opex_a_fixed_USD,GRID_ve_opex_a_var_USD,GRID_ve_opex_a_USD,GRID_ve_TAC_USD,GRID_ve_capex_total_district_scale_USD,GRID_ve_capex_total_building_scale_USD,GRID_ve_capex_total_city_scale_USD,GRID_ve_capex_a_district_scale_USD,GRID_ve_capex_a_building_scale_USD,GRID_ve_capex_a_city_scale_USD,GRID_ve_opex_district_scale_USD,GRID_ve_opex_building_scale_USD,GRID_ve_opex_city_scale_USD,GRID_ve_opex_a_district_scale_USD,GRID_ve_opex_a_building_scale_USD,GRID_ve_opex_a_city_scale_USD,PV_capex_total_USD,PV_opex_var_USD,PV_opex_fixed_USD,PV_opex_USD,PV_capex_a_USD,PV_opex_a_fixed_USD,PV_opex_a_var_USD,PV_opex_a_USD,PV_TAC_USD,PV_capex_total_district_scale_USD,PV_capex_total_building_scale_USD,PV_capex_total_city_scale_USD,PV_capex_a_district_scale_USD,PV_capex_a_building_scale_USD,PV_capex_a_city_scale_USD,PV_opex_district_scale_USD,PV_opex_building_scale_USD,PV_opex_city_scale_USD,PV_opex_a_district_scale_USD,PV_opex_a_building_scale_USD,PV_opex_a_city_scale_USD,Capex_total_sys_USD,Opex_fixed_sys_USD,Opex_var_sys_USD,Opex_sys_USD,Capex_a_sys_USD,Opex_a_var_sys_USD,Opex_a_fixed_sys_USD,Opex_a_sys_USD,TAC_sys_USD,Capex_total_sys_building_scale_USD,Opex_sys_building_scale_USD,Capex_a_sys_building_scale_USD,Opex_a_sys_building_scale_USD,Capex_total_sys_district_scale_USD,Opex_sys_district_scale_USD,Capex_a_sys_district_scale_USD,Opex_a_sys_district_scale_USD,Capex_total_sys_city_scale_USD,Opex_sys_city_scale_USD,Capex_a_sys_city_scale_USD,Opex_a_sys_city_scale_USD,Name
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151759.20,424871.48,1517.59,426389.07,12177.55,1517.59,424871.48,426389.07,438566.62,151759.20,0.00,0.00,12177.55,0.00,0.00,426389.07,0.00,0.00,426389.07,0.00,0.00,9712.89,3753.07,97.13,3850.20,779.39,97.13,3753.07,3850.20,4629.59,0.00,9712.89,0.00,0.00,779.39,0.00,0.00,3850.20,0.00,0.00,3850.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.76,72985.66,1.28,72986.94,10.25,1.28,72985.66,72986.94,72997.19,0.00,0.00,127.76,0.00,0.00,10.25,0.00,0.00,72986.94,0.00,0.00,72986.94,3.94,1990.12,0.04,1990.16,0.32,0.04,1990.12,1990.16,1990.48,0.00,0.00,3.94,0.00,0.00,0.32,0.00,0.00,1990.16,0.00,0.00,1990.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.25,32132.10,0.56,32132.66,4.51,0.56,32132.10,32132.66,32137.18,0.00,0.00,56.25,0.00,0.00,4.51,0.00,0.00,32132.66,0.00,0.00,32132.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161660.04,1616.60,535732.43,537349.03,12972.02,535732.43,1616.60,537349.03,550321.05,9712.89,3850.20,779.39,3850.20,151759.20,426389.07,12177.55,426389.07,187.95,107109.76,15.08,107109.76,B1000
152599.28,32998.87,1525.99,34524.86,12244.96,1525.99,32998.87,34524.86,46769.82,0.00,152599.28,0.00,0.00,12244.96,0.00,0.00,34524.86,0.00,0.00,34524.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1875.37,1459.66,18.75,1478.41,150.48,18.75,1459.66,1478.41,1628.90,0.00,1875.37,0.00,0.00,150.48,0.00,0.00,1478.41,0.00,0.00,1478.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.45,16381.64,0.12,16381.76,1.00,0.12,16381.64,16381.76,16382.76,0.00,0.00,12.45,0.00,0.00,1.00,0.00,0.00,16381.76,0.00,0.00,16381.76,20.74,20383.22,0.21,20383.43,1.66,0.21,20383.22,20383.43,20385.09,0.00,0.00,20.74,0.00,0.00,1.66,0.00,0.00,20383.43,0.00,0.00,20383.43,0.33,265.32,0.00,265.32,0.03,0.00,265.32,265.32,265.35,0.00,0.00,0.33,0.00,0.00,0.03,0.00,0.00,265.32,0.00,0.00,265.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.21,18873.36,0.19,18873.55,1.54,0.19,18873.36,18873.55,18875.09,0.00,0.00,19.21,0.00,0.00,1.54,0.00,0.00,18873.55,0.00,0.00,18873.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154527.37,1545.27,90362.07,91907.34,12399.68,90362.07,1545.27,91907.34,104307.02,154474.65,36003.27,12395.45,36003.27,0.00,0.00,0.00,0.00,52.73,55904.07,4.23,55904.07,B1001
