AREA_m2,BUILDING,SURFACE,TYPE,Xcoor,Xdir,Ycoor,Ydir,Zcoor,Zdir,orientation
72.6694284909,B009,srf0,walls,371533.600587,-0.766603789213,140413.16173,0.64212041734,5.84557695251,-0.0,west
39.1336848863,B009,srf1,walls,371532.489575,-0.766603789213,140411.835333,0.64212041734,5.84557695251,-0.0,west
39.1336848863,B009,srf2,walls,371534.7116,-0.766603789213,140414.488126,0.64212041734,38.1544230475,-0.0,west
72.6694284909,B009,srf3,walls,371533.600587,-0.766603789213,140413.16173,0.64212041734,38.1544230475,-0.0,west
72.6694284907,B009,srf4,walls,371529.896639,-0.766603789213,140408.739723,0.64212041734,22.0,-0.0,west
39.1336848863,B009,srf5,walls,371529.896639,-0.766603789213,140408.739723,0.64212041734,26.8455769525,-0.0,west
72.6694284915,B009,srf6,walls,371537.304536,-0.766603789213,140417.583736,0.64212041734,22.0,-0.0,west
39.1336848867,B009,srf7,walls,371537.304536,-0.766603789213,140417.583736,0.64212041734,17.1544230475,-0.0,west
120.135561314,B009,srf8,walls,371606.321401,0.742675031944,140359.790745,0.669651996882,5.84557695251,-0.0,east
64.6949796872,B009,srf9,walls,371604.405948,0.742675031944,140361.91507,0.669651996882,5.84557695251,-0.0,east
64.6949796871,B009,srf10,walls,371599.93557,0.742675031944,140366.872926,0.669651996882,26.8455769525,-0.0,east
120.135561314,B009,srf11,walls,371599.93557,0.742675031944,140366.872926,0.669651996882,22.0,-0.0,east
64.6949796871,B009,srf12,walls,371612.707232,0.742675031944,140352.708563,0.669651996882,26.8455769525,-0.0,east
64.6949796872,B009,srf13,walls,371608.236854,0.742675031944,140357.666419,0.669651996882,38.1544230475,-0.0,east
120.135561314,B009,srf14,walls,371612.707232,0.742675031944,140352.708563,0.669651996882,22.0,-0.0,east
120.135561314,B009,srf15,walls,371606.321401,0.742675031944,140359.790745,0.669651996882,38.1544230475,-0.0,east
376.65529586,B009,srf16,walls,371545.304526,0.642120367377,140413.152853,0.766603831062,22.0,-0.0,north
202.835084369,B009,srf17,walls,371545.304526,0.642120367377,140413.152853,0.766603831062,17.1544230475,-0.0,north
202.835084369,B009,srf18,walls,371575.099264,0.642120367377,140388.196275,0.766603831062,5.84557695251,-0.0,north
376.65529586,B009,srf19,walls,371568.224373,0.642120367377,140393.9548,0.766603831062,5.84557695251,-0.0,north
202.835084369,B009,srf20,walls,371591.144221,0.642120367377,140374.756746,0.766603831062,26.8455769525,-0.0,north
376.65529586,B009,srf21,walls,371591.144221,0.642120367377,140374.756746,0.766603831062,22.0,-0.0,north
376.65529586,B009,srf22,walls,371568.224373,0.642120367377,140393.9548,0.766603831062,38.1544230475,-0.0,north
202.835084369,B009,srf23,walls,371575.099264,0.642120367377,140388.196275,0.766603831062,38.1544230475,-0.0,north
72.669410644,B009,srf24,walls,371609.052983,0.669652032368,140345.548708,-0.742674999947,5.84557695251,-0.0,south
39.1336752754,B009,srf25,walls,371610.337978,0.669652032368,140346.707356,-0.742674999947,5.84557695251,-0.0,south
39.1336752754,B009,srf26,walls,371607.767989,0.669652032368,140344.39006,-0.742674999947,38.1544230475,-0.0,south
72.669410644,B009,srf27,walls,371609.052983,0.669652032368,140345.548708,-0.742674999947,38.1544230475,-0.0,south
72.6694106443,B009,srf28,walls,371613.33696,0.669652032368,140349.411466,-0.742674999947,22.0,-0.0,south
39.1336752757,B009,srf29,walls,371613.33696,0.669652032368,140349.411466,-0.742674999947,26.8455769525,-0.0,south
72.6694106443,B009,srf30,walls,371604.769007,0.669652032368,140341.68595,-0.742674999947,22.0,-0.0,south
39.1336752757,B009,srf31,walls,371604.769007,0.669652032368,140341.68595,-0.742674999947,26.8455769525,-0.0,south
485.757701741,B009,srf32,walls,371594.854284,-0.667069769382,140348.24238,-0.74499525017,22.0,0.0,south
261.588528021,B009,srf33,walls,371594.854284,-0.667069769382,140348.24238,-0.74499525017,17.1544230475,0.0,south
261.588528021,B009,srf34,walls,371557.512272,-0.667069769382,140381.678469,-0.74499525017,5.84557695251,0.0,south
485.757701741,B009,srf35,walls,371566.128634,-0.667069769382,140373.963367,-0.74499525017,5.84557695251,0.0,south
261.588528021,B009,srf36,walls,371537.402984,-0.667069769382,140399.684353,-0.74499525017,26.8455769525,0.0,south
485.757701741,B009,srf37,walls,371537.402984,-0.667069769382,140399.684353,-0.74499525017,22.0,0.0,south
485.757701741,B009,srf38,walls,371566.128634,-0.667069769382,140373.963367,-0.74499525017,38.1544230475,0.0,south
261.588528021,B009,srf39,walls,371557.512272,-0.667069769382,140381.678469,-0.74499525017,38.1544230475,0.0,south
182.664241574,B009,srf40,windows,371533.600587,-0.766603789213,140413.16173,0.64212041734,22.0,-0.0,west
301.976658537,B009,srf41,windows,371606.321401,0.742675031944,140359.790745,0.669651996882,22.0,-0.0,east
946.773015585,B009,srf42,windows,371568.224373,0.642120367377,140393.9548,0.766603831062,22.0,-0.0,north
182.664196713,B009,srf43,windows,371609.052983,0.669652032368,140345.548708,-0.742674999947,22.0,-0.0,south
1221.01637539,B009,srf44,windows,371566.128634,-0.667069769382,140373.963367,-0.74499525017,22.0,0.0,south
11.0579029876,B009,srf45,roofs,371612.091518,0.0,140348.301945,0.0,43.01,1.0,top
13.9202244424,B009,srf46,roofs,371612.115258,0.0,140353.034729,0.0,43.01,1.0,top
0.155897407428,B009,srf47,roofs,371609.88037,0.0,140355.82875,0.0,43.01,1.0,top
8.75716250228,B009,srf48,roofs,371606.818902,0.0,140343.547756,0.0,43.01,1.0,top
