Name,Af_m2,Aroof_m2,GFA_m2,people0,Q_gain_sen_base0_kW,Qhs_sen_ahu_MWhyr,Eauxf_cs0_kW,Qcsf_aru_MWhyr,Qhsf_aru0_kW,Qcs_lat_sys_MWhyr,Q_gain_lat_peop_MWhyr,Qhs_dis_ls0_kW,Qhs_lat_sys_MWhyr,Qhprof0_kW,Qhsf_lat0_kW,Qhs_sen_ahu0_kW,Qwwf_MWhyr,Q_loss_sen_ref0_kW,Q_gain_sen_vent_MWhyr,Qcsf_scu0_kW,Edataf_MWhyr,Qcs_em_ls_MWhyr,I_sol0_kW,Eauxf_fw_MWhyr,Qhs_lat_aru_MWhyr,Qcsf_MWhyr,Qcdataf0_kW,Qcs_lat_sys0_kW,Qhs_sen_sys0_kW,Eaf0_kW,Q_gain_sen_light_MWhyr,Qcs_sen_scu_MWhyr,Qcref_MWhyr,Q_gain_sen_wind0_kW,Q_gain_sen_data0_kW,Qcs_em_ls0_kW,Edataf0_kW,Q_gain_sen_peop_MWhyr,Qcsf_scu_MWhyr,Q_gain_sen_roof_MWhyr,Qcs_lat_aru0_kW,Eauxf0_kW,Qhsf_ahu0_kW,Qcsf_lat0_kW,Eauxf_hs0_kW,Eprof_MWhyr,Q_gain_sen_wall_MWhyr,Ef_MWhyr,Qcs_lat_ahu0_kW,Qhs_lat_sys0_kW,QEf_MWhyr,Ef0_kW,Qcs_lat_aru_MWhyr,Egenf_cs_MWhyr,Qhsf_shu0_kW,Qhsf_MWhyr,Q_gain_sen_peop0_kW,Qcs_MWhyr,Eauxf_cs_MWhyr,Qcref0_kW,Eauxf_MWhyr,Qcsf_aru0_kW,Q_gain_sen_app_MWhyr,Eauxf_ww_MWhyr,Qwwf0_kW,Qcsf_lat_MWhyr,Qhs_sen_aru0_kW,I_sol_MWhyr,Qcsf0_kW,Qcdataf_MWhyr,Qhs_lat_ahu_MWhyr,Q_gain_sen_roof0_kW,Elf0_kW,Eaf_MWhyr,Egenf_cs0_kW,Eref0_kW,I_sol_and_I_rad0_kW,Q_gain_lat_peop0_kW,Qcs_dis_ls_MWhyr,Qcs_lat_ahu_MWhyr,Ecaf0_kW,QHf0_kW,Q_gain_sen_vent0_kW,Q_gain_sen_wall0_kW,Qcs_sen_ahu_MWhyr,Eauxf_hs_MWhyr,Qcs_sen_sys_MWhyr,Eprof0_kW,Ealf_MWhyr,Ecaf_MWhyr,Qhsf_ahu_MWhyr,Qcs0_kW,Qcs_sen_aru0_kW,Qcs_sen_ahu0_kW,Qhs_lat_ahu0_kW,Qhsf0_kW,Qcs_sen_sys0_kW,Ealf0_kW,Qhs_sen_sys_MWhyr,Qcs_dis_ls0_kW,QCf0_kW,Qhs_dis_ls_MWhyr,QCf_MWhyr,Qww0_kW,QEf0_kW,Qhs_lat_aru0_kW,Qcs_sen_aru_MWhyr,I_sol_and_I_rad_MWhyr,Eauxf_ve0_kW,Qhsf_lat_MWhyr,Qcs_sen_scu0_kW,Eauxf_ww0_kW,Elf_MWhyr,Eauxf_ve_MWhyr,Eref_MWhyr,Qhprof_MWhyr,Q_loss_sen_ref_MWhyr,Qhs_sen_aru_MWhyr,Q_gain_sen_base_MWhyr,Q_gain_sen_light0_kW,Qhs_sen_shu_MWhyr,Qhs_MWhyr,Qhsf_aru_MWhyr,Q_gain_sen_wind_MWhyr,Qhs_sen_shu0_kW,Qcsf_ahu_MWhyr,I_rad0_kW,I_rad_MWhyr,Qhsf_shu_MWhyr,Qhs_em_ls0_kW,Qcsf_ahu0_kW,Qww_MWhyr,Qhs0_kW,Eauxf_fw0_kW,Q_gain_sen_app0_kW,Q_gain_sen_data_MWhyr,QHf_MWhyr,Qhs_em_ls_MWhyr
B001,37892.106,7725.200,69526.800,2180.000,116.470,0.000,0.582,-13047.321,0.000,-3144.820,508.831,0.000,0.000,0.000,0.000,0.000,346.725,0,500.482,0.000,0.000,-379.270,792.263,2.436,0.000,13047.321,0,0.000,0.000,450.221,4252.210,0.000,0,234.219,0.000,0.000,0.000,623.728,0.000,51.148,0.000,395.904,0.000,1151.759,0.000,0.000,112.502,11173.347,0.000,0.000,24567.393,2125.667,-3144.820,1886.324,0.000,0.000,152.600,12662.332,1.398,0,1997.065,0.000,2308.752,0.098,96.270,3144.820,0.000,1431.681,2770.563,0,0.000,34.425,820.065,2565.280,460.348,0.000,771.505,124.490,-5.720,0.000,0.000,96.270,235.608,75.718,0.000,0.000,-9517.512,0.000,7289.957,0.000,0.000,2680.677,0.000,0.000,0.000,0.000,0.000,1270.286,0.000,0.000,2770.563,0.000,13047.321,93.149,4774.006,0.000,-9517.512,1164.789,393.983,0.000,0.000,0.038,4724.678,1993.133,0.000,0.000,0,0.000,173.051,738.059,0.000,0.000,0.000,497.045,0.000,0.000,-9.877,-266.892,0.000,0.000,0.000,328.820,0.000,1.335,405.199,0.000,346.725,0.000
B002,37892.106,7725.200,69526.800,2180.000,117.234,0.000,0.581,-13048.937,0.000,-3144.820,508.831,0.000,0.000,0.000,0.000,0.000,346.725,0,500.482,0.000,0.000,-379.302,798.257,2.436,0.000,13048.937,0,0.000,0.000,450.221,4252.210,0.000,0,235.249,0.000,0.000,0.000,623.728,0.000,51.119,0.000,397.800,0.000,1151.759,0.000,0.000,112.437,11174.017,0.000,0.000,24569.678,2129.290,-3144.820,1886.634,0.000,0.000,152.600,12663.900,1.410,0,1997.425,0.000,2308.752,0.098,96.270,3144.820,0.000,1433.648,2763.545,0,0.000,34.650,820.065,2565.280,461.203,0.000,771.108,124.490,-5.735,0.000,0.000,96.270,235.608,76.214,0.000,0.000,-9519.079,0.000,7289.957,0.000,0.000,2674.045,0.000,0.000,0.000,0.000,0.000,1270.286,0.000,0.000,2763.545,0.000,13048.937,93.149,4761.988,0.000,-9519.079,1166.741,395.878,0.000,0.000,0.038,4724.678,1993.482,0.000,0.000,0,0.000,172.952,738.059,0.000,0.000,0.000,496.919,0.000,0.000,-9.847,-266.908,0.000,0.000,0.000,328.820,0.000,1.335,405.199,0.000,346.725,0.000
B003,55159.177,3748.500,101209.500,3173.000,55.825,0.000,0.582,-19859.781,0.000,-4577.878,740.792,0.000,0.000,0.000,0.000,0.000,493.844,0,729.873,0.000,0.000,-583.116,1561.388,19.502,0.000,19859.781,0,0.000,0.000,655.382,6189.901,0.000,0,601.426,0.000,0.000,0.000,908.067,0.000,25.447,0.000,651.299,0.000,1676.621,0.000,0.000,301.647,16588.703,0.000,0.000,36942.328,3229.539,-4577.878,2877.218,0.000,0.000,222.110,19273.531,1.610,0,3099.563,0.000,3360.828,0.098,137.893,4577.878,0.000,2793.775,4051.151,0,0.000,16.500,1193.761,3734.253,729.097,0.000,1524.163,181.195,-3.133,0.000,0.000,137.893,342.935,195.588,0.000,0.000,-14695.653,0.000,10611.921,0.000,0.000,3967.830,0.000,0.000,0.000,0.000,0.000,1849.143,0.000,0.000,4051.151,0.000,19859.781,135.596,7375.956,0.000,-14695.653,2206.696,640.003,0.000,0.000,0.038,6877.668,3078.353,0.000,0.000,0,0.000,86.097,1074.385,0.000,0.000,0.000,1312.282,0.000,0.000,-23.100,-587.080,0.000,0.000,0.000,478.661,0.000,10.686,589.844,0.000,493.844,0.000
B004,38926.998,3948.704,71425.685,2240.000,53.944,0.000,0.509,-15252.831,0.000,-3230.624,522.707,0.000,0.000,0.000,0.000,0.000,352.380,0,514.042,0.000,0.000,-459.485,2223.720,8.133,0.000,15252.831,0,0.000,0.000,462.517,4368.344,0.000,0,399.662,0.000,0.000,0.000,640.737,0.000,17.035,0.000,509.113,0.000,1183.171,0.000,0.000,134.842,12127.319,0.000,0.000,27732.530,2332.483,-3230.624,2207.976,0.000,0.000,156.800,14790.095,1.381,0,2430.286,0.000,2371.807,0.081,97.853,3230.624,0.000,3494.549,3149.086,0,0.000,15.866,842.462,2635.341,524.894,0.000,2161.825,127.916,-3.252,0.000,0.000,97.853,242.090,125.593,0.000,0.000,-11559.471,0.000,7489.057,0.000,0.000,3071.853,0.000,0.000,0.000,0.000,0.000,1304.979,0.000,0.000,3149.086,0.000,15252.831,95.693,5571.353,0.000,-11559.471,3058.112,504.117,0.000,0.000,0.031,4853.716,2420.691,0.000,0.000,0,0.000,57.917,758.216,0.000,0.000,0.000,774.967,0.000,0.000,-17.434,-436.436,0.000,0.000,0.000,337.801,0.000,4.456,416.265,0.000,352.380,0.000
B005,55159.178,3748.500,101209.500,3173.000,51.437,0.000,0.611,-21548.335,0.000,-4577.878,740.792,0.000,0.000,0.000,0.000,0.000,493.840,0,728.225,0.000,0.000,-648.949,3138.271,19.502,0.000,21548.335,0,0.000,0.000,655.382,6189.901,0.000,0,572.742,0.000,0.000,0.000,908.067,0.000,15.951,0.000,725.093,0.000,1676.621,0.000,0.000,189.084,17168.937,0.000,0.000,39211.111,3308.288,-4577.878,3118.604,0.000,0.000,222.110,20896.300,1.639,0,3438.411,0.000,3360.828,0.098,137.893,4577.878,0.000,4924.242,4459.177,0,0.000,15.203,1193.761,3734.253,740.540,0.000,3093.027,181.195,-3.086,0.000,0.000,137.893,342.935,180.213,0.000,0.000,-16318.422,0.000,10611.921,0.000,0.000,4350.175,0.000,0.000,0.000,0.000,0.000,1849.143,0.000,0.000,4459.177,0.000,21548.335,135.596,7894.038,0.000,-16318.422,4316.330,713.760,0.000,0.000,0.038,6877.668,3417.173,0.000,0.000,0,0.000,53.969,1074.385,0.000,0.000,0.000,1097.679,0.000,0.000,-24.214,-607.912,0.000,0.000,0.000,478.661,0.000,10.686,589.844,0.000,493.840,0.000
B006,25329.420,5164.000,46476.000,1458.000,76.441,0.000,0.467,-8819.995,0.000,-2102.103,340.203,0.000,0.000,0.000,0.000,0.000,236.944,0,334.053,0.000,0.000,-257.964,691.399,1.628,0.000,8819.995,0,0.000,0.000,300.955,2842.439,0.000,0,130.898,0.000,0.000,0.000,417.023,0.000,29.775,0.000,257.187,0.000,769.934,0.000,0.000,55.128,7500.868,0.000,0.000,16557.806,1398.571,-2102.103,1273.400,0.000,0.000,102.060,8557.592,1.114,0,1354.411,0.000,1543.312,0.078,65.198,2102.103,0.000,1128.392,1873.740,0,0.000,22.593,548.182,1714.791,295.897,0.000,674.712,83.260,-4.438,0.000,0.000,65.198,157.575,41.831,0.000,0.000,-6455.489,0.000,4873.057,0.000,0.000,1812.361,0.000,0.000,0.000,0.000,0.000,849.137,0.000,0.000,1873.740,0.000,8819.995,62.267,3144.053,0.000,-6455.489,970.896,255.822,0.000,0.000,0.030,3158.266,1351.592,0.000,0.000,0,0.000,100.740,493.364,0.000,0.000,0.000,263.911,0.000,0.000,-5.718,-157.496,0.000,0.000,0.000,219.804,0.000,0.892,270.860,0.000,236.944,0.000
B007,92704.500,2025.000,170100.000,5333.000,28.649,0.000,0.937,-32982.436,0.000,-7693.823,1244.900,0.000,0.000,0.000,0.000,0.000,826.907,0,1221.595,0.000,0.000,-971.944,3313.442,117.700,0.000,32982.436,0,0.000,0.000,1101.483,10403.196,0.000,0,631.329,0.000,0.000,0.000,1526.006,0.000,9.651,0.000,1044.576,0.000,2817.828,0.000,0.000,223.834,27806.822,0.000,0.000,61616.166,5209.807,-7693.823,4761.250,0.000,0.000,373.310,32008.420,2.261,0,5210.410,0.000,5648.450,0.155,232.180,7693.823,0.000,5215.162,6977.413,0,0.000,8.468,2006.321,6276.056,1091.111,0.000,3231.614,304.543,-2.073,0.000,0.000,232.180,576.383,196.392,0.000,0.000,-24314.597,0.000,17835.162,0.000,0.000,6748.524,0.000,0.000,0.000,0.000,0.000,3107.804,0.000,0.000,6977.413,0.000,32982.436,227.893,11907.335,0.000,-24314.597,4590.952,979.127,0.000,0.000,0.060,11559.106,5090.294,0.000,0.000,0,0.000,32.652,1805.689,0.000,0.000,0.000,1208.984,0.000,0.000,-22.956,-624.210,0.000,0.000,0.000,804.472,0.000,64.493,991.334,0.000,826.907,0.000
B008,42379.200,1440.000,77760.000,2439.000,20.037,0.000,0.551,-15589.509,0.000,-3517.278,569.101,0.000,0.000,0.000,0.000,0.000,385.246,0,558.883,0.000,0.000,-463.128,1840.270,33.373,0.000,15589.509,0,0.000,0.000,503.535,4755.747,0.000,0,341.548,0.000,0.000,0.000,697.608,0.000,6.549,0.000,500.569,0.000,1288.134,0.000,0.000,117.482,12870.949,0.000,0.000,28845.704,2431.273,-3517.278,2252.502,0.000,0.000,170.730,15124.703,1.500,0,2465.230,0.000,2582.149,0.091,107.153,3517.278,0.000,2868.095,3188.696,0,0.000,5.922,917.175,2869.054,521.787,0.000,1818.984,139.280,-1.678,0.000,0.000,107.153,263.601,106.235,0.000,0.000,-11607.425,0.000,8153.217,0.000,0.000,3084.003,0.000,0.000,0.000,0.000,0.000,1420.710,0.000,0.000,3188.696,0.000,15589.509,104.180,5643.783,0.000,-11607.425,2521.353,481.706,0.000,0.000,0.035,5284.163,2430.266,0.000,0.000,0,0.000,22.158,825.458,0.000,0.000,0.000,653.280,0.000,0.000,-13.132,-346.742,0.000,0.000,0.000,367.759,0.000,18.287,453.181,0.000,385.246,0.000
B009,28252.800,1440.000,51840.000,1625.000,20.048,0.000,0.424,-10417.416,0.000,-2344.695,379.435,0.000,0.000,0.000,0.000,0.000,260.421,0,372.524,0.000,0.000,-309.619,1228.604,14.076,0.000,10417.416,0,0.000,0.000,335.690,3170.498,0.000,0,227.466,0.000,0.000,0.000,465.114,0.000,6.607,0.000,330.832,0.000,858.806,0.000,0.000,79.011,8581.122,0.000,0.000,19258.959,1619.215,-2344.695,1505.332,0.000,0.000,113.750,10106.132,1.126,0,1640.312,0.000,1721.432,0.070,71.832,2344.695,0.000,1925.895,2147.213,0,0.000,5.926,611.450,1912.703,349.389,0.000,1210.569,92.796,-1.665,0.000,0.000,71.832,175.626,70.865,0.000,0.000,-7761.437,0.000,5435.478,0.000,0.000,2076.155,0.000,0.000,0.000,0.000,0.000,947.140,0.000,0.000,2147.213,0.000,10417.416,69.453,3758.102,0.000,-7761.437,1691.540,322.677,0.000,0.000,0.027,3522.775,1625.041,0.000,0.000,0,0.000,22.353,550.305,0.000,0.000,0.000,436.628,0.000,0.000,-8.899,-234.355,0.000,0.000,0.000,245.172,0.000,7.713,302.121,0.000,260.421,0.000
B010,42379.200,1440.000,77760.000,2439.000,20.032,0.000,0.554,-15592.955,0.000,-3517.278,569.101,0.000,0.000,0.000,0.000,0.000,385.246,0,558.824,0.000,0.000,-463.288,1839.797,33.373,0.000,15592.955,0,0.000,0.000,503.535,4755.747,0.000,0,341.599,0.000,0.000,0.000,697.608,0.000,6.535,0.000,501.045,0.000,1288.134,0.000,0.000,117.227,12872.017,0.000,0.000,28850.218,2432.134,-3517.278,2252.944,0.000,0.000,170.730,15128.008,1.453,0,2465.857,0.000,2582.149,0.091,107.153,3517.278,0.000,2872.572,3225.746,0,0.000,5.921,917.175,2869.054,521.983,0.000,1813.086,139.280,-1.659,0.000,0.000,107.153,263.601,106.212,0.000,0.000,-11610.730,0.000,8153.217,0.000,0.000,3119.018,0.000,0.000,0.000,0.000,0.000,1420.710,0.000,0.000,3225.746,0.000,15592.955,104.180,5630.926,0.000,-11610.730,2525.784,482.182,0.000,0.000,0.035,5284.163,2430.939,0.000,0.000,0,0.000,22.110,825.458,0.000,0.000,0.000,652.731,0.000,0.000,-13.136,-346.788,0.000,0.000,0.000,367.759,0.000,18.287,453.181,0.000,385.246,0.000
