AREA_m2,BUILDING,SURFACE,TYPE,Xcoor,Xdir,Ycoor,Ydir,Zcoor,Zdir,orientation
10.7515745048,B005,srf0,walls,371761.729414,-0.742674986884,140321.778013,-0.669652046855,2.75,0.0,west
8.25844107904,B005,srf1,walls,371761.729414,-0.742674986884,140321.778013,-0.669652046855,2.54710025294,0.0,west
8.258441079,B005,srf2,walls,371743.98712,-0.742674986884,140341.455035,-0.669652046855,1.20289974706,0.0,west
10.7515745048,B005,srf3,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,1.20289974706,0.0,west
8.25844107901,B005,srf4,walls,371730.359006,-0.742674986884,140356.569242,-0.669652046855,2.95289974706,0.0,west
10.7515745048,B005,srf5,walls,371730.359006,-0.742674986884,140356.569242,-0.669652046855,2.75,0.0,west
10.7515745048,B005,srf6,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,4.29710025294,0.0,west
8.258441079,B005,srf7,walls,371743.98712,-0.742674986884,140341.455035,-0.669652046855,4.29710025294,0.0,west
10.7515745048,B005,srf8,walls,371761.729414,-0.742674986884,140321.778013,-0.669652046855,6.25,0.0,west
8.25844107904,B005,srf9,walls,371761.729414,-0.742674986884,140321.778013,-0.669652046855,6.04710025294,0.0,west
8.258441079,B005,srf10,walls,371743.98712,-0.742674986884,140341.455035,-0.669652046855,4.70289974706,0.0,west
10.7515745048,B005,srf11,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,4.70289974706,0.0,west
8.25844107901,B005,srf12,walls,371730.359006,-0.742674986884,140356.569242,-0.669652046855,6.45289974706,0.0,west
10.7515745048,B005,srf13,walls,371730.359006,-0.742674986884,140356.569242,-0.669652046855,6.25,0.0,west
10.7515745048,B005,srf14,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,7.79710025294,0.0,west
8.258441079,B005,srf15,walls,371743.98712,-0.742674986884,140341.455035,-0.669652046855,7.79710025294,0.0,west
10.7515745048,B005,srf16,walls,371761.729414,-0.742674986884,140321.778013,-0.669652046855,9.75,0.0,west
8.25844107904,B005,srf17,walls,371761.729414,-0.742674986884,140321.778013,-0.669652046855,9.54710025294,0.0,west
8.258441079,B005,srf18,walls,371743.98712,-0.742674986884,140341.455035,-0.669652046855,8.20289974706,0.0,west
10.7515745048,B005,srf19,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,8.20289974706,0.0,west
8.25844107901,B005,srf20,walls,371730.359006,-0.742674986884,140356.569242,-0.669652046855,9.95289974706,0.0,west
10.7515745048,B005,srf21,walls,371730.359006,-0.742674986884,140356.569242,-0.669652046855,9.75,0.0,west
10.7515745048,B005,srf22,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,11.2971002529,0.0,west
