Name,Af_m2,Aroof_m2,GFA_m2,NFA_m2people0,Qhs_sen_ahu_MWhyr,Qcs_lat_sys_MWhyr,Qcs_sys_MWhyr,Qhs_sys_MWhyr,Qhs_dis_ls0_kW,Qhs_lat_sys_MWhyr,OIL_hs0_kW,Epro_MWhyr,QH_sys_MWhyr,Qhs_sen_ahu0_kW,Qcs0_kW,WOOD_hs_MWhyr,Qcs_dis_ls0_kW,GRID0_kW,GRID_MWhyr,Edata0_kW,Qcdata_MWhyr,Edata_MWhyr,Qcs_em_ls_MWhyr,Qhs_lat_aru_MWhyr,E_sys_MWhyr,E_cdata0_kW,PV_MWhyr,Qww_sys_MWhyr,QH_sys0_kW,Qhs_sys_aru0_kW,E_cre0_kW,Qcs_lat_sys0_kW,OIL_ww0_kW,Eal0_kW,Qhs_sen_sys0_kW,DH_hs_MWhyr,Qcre_sys_MWhyr,COAL_ww0_kW,Qcs_sen_scu_MWhyr,Qcs_em_ls0_kW,Qcdata0_kW,Qhs_sys_shu0_kW,Qcs_sys_aru0_kW,Qcs_lat_aru0_kW,Qcs_sen_scu0_kW,Qcs_lat_ahu0_kW,Qcre0_kW,Qhs_lat_sys0_kW,Qcs_lat_aru_MWhyr,SOLAR_hs_MWhyr,COAL_ww_MWhyr,Qcs_sys_ahu_MWhyr,Qhs_sys0_kW,Qcs_sys_scu0_kW,SOLAR_ww_MWhyr,DC_cdata_MWhyr,Qcs_MWhyr,Qcs_sys_ahu0_kW,Qhs_sys_ahu_MWhyr,OIL_hs_MWhyr,OIL_ww_MWhyr,E_cs_MWhyr,NG_ww_MWhyr,Qhs_sen_aru0_kW,Qhs_lat_ahu_MWhyr,PV0_kW,Qcs_sys0_kW,Qcs_lat_ahu_MWhyr,Eaux0_kW,DC_cre_MWhyr,Qhs_sys_aru_MWhyr,Qcs_dis_ls_MWhyr,Qhpro_sys_MWhyr,Epro0_kW,Qcre_sys0_kW,Qcs_sen_ahu_MWhyr,E_sys0_kW,E_cdata_MWhyr,Eaux_MWhyr,SOLAR_hs0_kW,Qcs_sen_sys_MWhyr,SOLAR_ww0_kW,COAL_hs_MWhyr,E_ww_MWhyr,Qcs_sys_scu_MWhyr,Qcs_sen_ahu0_kW,Qhs_lat_ahu0_kW,QC_sys_MWhyr,Qcs_sen_aru0_kW,Qcs_sen_sys0_kW,COAL_hs0_kW,Qhs_sen_sys_MWhyr,E_hs0_kW,DH_ww0_kW,DH_ww_MWhyr,Qhs_dis_ls_MWhyr,WOOD_ww0_kW,E_ww0_kW,Qww0_kW,Qhs_lat_aru0_kW,Qhs_sys_shu_MWhyr,Qhs_sys_ahu0_kW,Qcdata_sys_MWhyr,Qww_sys0_kW,Qcs_sen_aru_MWhyr,NG_hs0_kW,NG_hs_MWhyr,Qhs_sen_aru_MWhyr,WOOD_hs0_kW,E_cre_MWhyr,NG_ww0_kW,E_cs0_kW,DC_cre0_kW,Qhs_sen_shu_MWhyr,DC_cs_MWhyr,DC_cs0_kW,Qcdata_sys0_kW,Qhs_MWhyr,WOOD_ww_MWhyr,Qhpro_sys0_kW,Qhs_sen_shu0_kW,DH_hs0_kW,DC_cdata0_kW,Qcre_MWhyr,Eal_MWhyr,Qhs_em_ls0_kW,E_hs_MWhyr,Qww_MWhyr,Qhs0_kW,QC_sys0_kW,Qcs_sys_aru_MWhyr,Qhs_em_ls_MWhyr
B001,73546.168,2499.020,134947.097,,0.000,9465.311,26552.758,0.000,0.000,0.000,0.000,0.000,1405.668,0.000,0.000,0.000,0.000,5047.320,22597.911,0.000,0.000,0.000,-883.135,0.000,12907.210,0.000,0.000,1405.668,351.098,0.000,0.000,2110.531,0.000,2354.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-9465.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-25667.484,0.000,0.000,0.000,0.000,8128.848,0.000,0.000,0.000,0.000,6393.909,0.000,44.843,0.000,0.000,-2.140,0.000,0.000,0.000,0.000,2354.952,0.000,82.222,0.000,-16202.173,0.000,0.000,1561.854,0.000,0.000,0.000,26552.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.109,347.916,0.000,0.000,0.000,0.000,351.098,-16202.173,0.000,0.000,0.000,0.000,0.000,0.000,2332.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12824.988,0.000,0.000,1390.896,0.000,6393.909,-26552.758,0.000
B002,15192.994,4646.175,27877.053,,0.000,1830.067,4862.031,0.000,0.000,0.000,0.000,0.000,298.079,0.000,0.000,0.000,0.000,1040.796,4485.898,0.000,0.000,0.000,-151.701,0.000,2650.233,0.000,0.000,298.079,74.202,0.000,0.000,452.212,0.000,486.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1830.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-4707.096,0.000,0.000,0.000,0.000,1504.466,0.000,0.000,0.000,0.000,1295.405,0.000,0.445,0.000,0.000,-3.235,0.000,0.000,0.000,0.000,486.610,0.000,0.877,0.000,-2877.029,0.000,0.000,331.199,0.000,0.000,0.000,4862.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.446,71.872,0.000,0.000,0.000,0.000,74.202,-2877.029,0.000,0.000,0.000,0.000,0.000,0.000,483.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2649.356,0.000,0.000,287.328,0.000,1295.405,-4862.031,0.000
B003,18991.714,2903.932,34847.181,,0.000,2195.588,6233.223,0.000,0.000,0.000,0.000,0.000,365.976,0.000,0.000,0.000,0.000,1387.310,5667.259,0.000,0.000,0.000,-197.638,0.000,3315.168,0.000,0.000,365.976,91.148,0.000,0.000,630.887,0.000,607.961,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2195.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-6033.927,0.000,0.000,0.000,0.000,1945.450,0.000,0.000,0.000,0.000,1842.498,0.000,1.860,0.000,0.000,-1.658,0.000,0.000,0.000,0.000,608.191,0.000,3.391,0.000,-3838.339,0.000,0.000,406.640,0.000,0.000,0.000,6233.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101.276,89.842,0.000,0.000,0.000,0.000,91.148,-3838.339,0.000,0.000,0.000,0.000,0.000,0.000,685.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3311.777,0.000,0.000,359.169,0.000,1842.498,-6233.223,0.000
B004,19861.197,6073.760,36442.562,,0.000,2491.562,6434.397,0.000,0.000,0.000,0.000,0.000,387.641,0.000,0.000,0.000,0.000,1307.362,5869.544,0.000,0.000,0.000,-202.086,0.000,3464.576,0.000,0.000,387.641,96.603,0.000,0.000,570.002,0.000,635.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2491.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-6228.064,0.000,0.000,0.000,0.000,1974.255,0.000,0.000,0.000,0.000,1575.879,0.000,0.549,0.000,0.000,-4.247,0.000,0.000,0.000,0.000,636.095,0.000,1.179,0.000,-3736.503,0.000,0.000,430.712,0.000,0.000,0.000,6434.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,107.336,93.955,0.000,0.000,0.000,0.000,96.603,-3736.503,0.000,0.000,0.000,0.000,0.000,0.000,579.861,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3463.397,0.000,0.000,375.613,0.000,1575.879,-6434.397,0.000
B005,18190.401,1854.271,33376.882,,0.000,2271.341,6407.267,0.000,0.000,0.000,0.000,0.000,352.633,0.000,0.000,0.000,0.000,1282.692,5543.142,0.000,0.000,0.000,-209.887,0.000,3177.915,0.000,0.000,352.633,87.817,0.000,0.000,564.179,0.000,582.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2271.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-6195.766,0.000,0.000,0.000,0.000,1973.413,0.000,0.000,0.000,0.000,1637.865,0.000,3.156,0.000,0.000,-1.614,0.000,0.000,0.000,0.000,582.567,0.000,5.871,0.000,-3924.425,0.000,0.000,391.815,0.000,0.000,0.000,6407.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.575,86.051,0.000,0.000,0.000,0.000,87.817,-3924.425,0.000,0.000,0.000,0.000,0.000,0.000,602.669,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3172.044,0.000,0.000,344.015,0.000,1637.865,-6407.267,0.000
B006,11762.341,1798.523,21582.277,,0.000,1356.066,3910.623,0.000,0.000,0.000,0.000,0.000,229.344,0.000,0.000,0.000,0.000,856.662,3529.504,0.000,0.000,0.000,-124.815,0.000,2053.300,0.000,0.000,229.344,56.992,0.000,0.000,398.145,0.000,376.535,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1356.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-3784.469,0.000,0.000,0.000,0.000,1221.378,0.000,0.000,0.000,0.000,1152.299,0.000,1.195,0.000,0.000,-1.340,0.000,0.000,0.000,0.000,376.715,0.000,2.182,0.000,-2428.403,0.000,0.000,254.826,0.000,0.000,0.000,3910.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.325,55.643,0.000,0.000,0.000,0.000,56.992,-2428.403,0.000,0.000,0.000,0.000,0.000,0.000,429.564,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2051.118,0.000,0.000,222.448,0.000,1152.299,-3910.623,0.000
B007,9148.250,1398.815,16785.780,,0.000,1052.365,3064.832,0.000,0.000,0.000,0.000,0.000,178.558,0.000,0.000,0.000,0.000,678.199,2753.260,0.000,0.000,0.000,-98.165,0.000,1596.966,0.000,0.000,178.558,44.291,0.000,0.000,314.472,0.000,292.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1052.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2965.695,0.000,0.000,0.000,0.000,957.896,0.000,0.000,0.000,0.000,923.199,0.000,0.933,0.000,0.000,-0.972,0.000,0.000,0.000,0.000,293.000,0.000,1.693,0.000,-1913.330,0.000,0.000,198.398,0.000,0.000,0.000,3064.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.212,43.277,0.000,0.000,0.000,0.000,44.291,-1913.330,0.000,0.000,0.000,0.000,0.000,0.000,339.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1595.273,0.000,0.000,173.011,0.000,923.199,-3064.832,0.000
B008,8825.547,1349.472,16193.664,,0.000,1002.442,2795.623,0.000,0.000,0.000,0.000,0.000,172.952,0.000,0.000,0.000,0.000,626.371,2607.085,0.000,0.000,0.000,-87.270,0.000,1540.664,0.000,0.000,172.952,42.891,0.000,0.000,307.590,0.000,282.523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1002.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2707.296,0.000,0.000,0.000,0.000,874.252,0.000,0.000,0.000,0.000,814.304,0.000,0.906,0.000,0.000,-1.057,0.000,0.000,0.000,0.000,282.665,0.000,1.665,0.000,-1704.855,0.000,0.000,192.169,0.000,0.000,0.000,2795.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.657,41.750,0.000,0.000,0.000,0.000,42.891,-1704.855,0.000,0.000,0.000,0.000,0.000,0.000,305.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1539.000,0.000,0.000,166.908,0.000,814.304,-2795.623,0.000
B009,9952.712,1521.821,18261.857,,0.000,1149.678,3351.416,0.000,0.000,0.000,0.000,0.000,193.745,0.000,0.000,0.000,0.000,737.796,2999.465,0.000,0.000,0.000,-107.563,0.000,1737.386,0.000,0.000,193.745,48.087,0.000,0.000,339.887,0.000,318.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1149.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-3242.838,0.000,0.000,0.000,0.000,1046.808,0.000,0.000,0.000,0.000,1001.569,0.000,1.008,0.000,0.000,-1.015,0.000,0.000,0.000,0.000,318.757,0.000,1.831,0.000,-2093.159,0.000,0.000,215.272,0.000,0.000,0.000,3351.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.430,47.082,0.000,0.000,0.000,0.000,48.087,-2093.159,0.000,0.000,0.000,0.000,0.000,0.000,368.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1735.555,0.000,0.000,188.224,0.000,1001.569,-3351.416,0.000
B010,18487.868,5653.782,33922.693,,0.000,2229.309,5871.641,0.000,0.000,0.000,0.000,0.000,361.274,0.000,0.000,0.000,0.000,1249.454,5441.565,0.000,0.000,0.000,-182.696,0.000,3224.973,0.000,0.000,361.274,90.007,0.000,0.000,531.870,0.000,591.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2229.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-5685.127,0.000,0.000,0.000,0.000,1815.176,0.000,0.000,0.000,0.000,1529.229,0.000,0.515,0.000,0.000,-3.819,0.000,0.000,0.000,0.000,592.121,0.000,1.057,0.000,-3455.818,0.000,0.000,401.416,0.000,0.000,0.000,5871.641,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.008,87.458,0.000,0.000,0.000,0.000,90.007,-3455.818,0.000,0.000,0.000,0.000,0.000,0.000,562.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3223.916,0.000,0.000,349.640,0.000,1529.229,-5871.641,0.000
