,OFFICE_temperature,OFFICE_total_fresh_air_flow,OFFICE_ahu_fresh_air_flow,OFFICE_window_fresh_air_flow,OFFICE_ahu_heat_electric_power,OFFICE_ahu_cool_electric_power,OFFICE_tu_heat_electric_power,OFFICE_tu_cool_electric_power
2005-01-01 00:00:00,25.0,0.502275928023,0.0,8.881784197e-14,0.0,0.0,0.0,30887.2520422
2005-01-01 01:00:00,25.0,0.502275928023,0.0,0.0,0.0,0.0,0.0,31098.5013746
2005-01-01 02:00:00,25.0,0.502275928024,0.0,9.09494701773e-13,0.0,0.0,0.0,31045.6890415
2005-01-01 03:00:00,25.0,0.502275928023,0.0,4.54747350886e-13,0.0,0.0,0.0,31028.0849305
2005-01-01 04:00:00,25.0,0.502275928024,0.0,9.09494701773e-13,0.0,0.0,0.0,31010.4808194
2005-01-01 05:00:00,25.0,0.502275928023,0.0,4.54747350886e-13,0.0,0.0,0.0,30992.8767084
2005-01-01 06:00:00,25.0,1.67857800401,0.0,1.17630207599,0.0,0.0,0.0,46639.1474578
2005-01-01 07:00:00,25.0,1.67857800401,0.0,1.17630207599,0.0,0.0,0.0,46656.7515689
2005-01-01 08:00:00,25.0,5.03573401202,0.0,4.533458084,0.0,0.0,0.0,69666.2790821
2005-01-01 09:00:00,25.0,5.03573401202,0.0,4.533458084,0.0,0.0,0.0,69807.1119704
2005-01-01 10:00:00,25.0,5.03573401202,0.0,4.533458084,0.0,0.0,0.0,69895.1325256
2005-01-01 11:00:00,25.0,5.03573401202,0.0,4.533458084,0.0,0.0,0.0,70018.3613028
2005-01-01 12:00:00,25.0,1.67857800401,0.0,1.17630207599,0.0,0.0,0.0,42101.5479667
2005-01-01 13:00:00,25.0,1.67857800401,0.0,1.17630207599,0.0,0.0,0.0,42136.7561888
2005-01-01 14:00:00,25.0,1.67857800401,0.0,1.17630207599,0.0,0.0,0.0,42119.1520777
2005-01-01 15:00:00,25.0,1.67857800401,0.0,1.17630207599,0.0,0.0,0.0,42083.9438557
2005-01-01 16:00:00,25.0,1.67857800401,0.0,1.17630207599,0.0,0.0,0.0,42048.7356336
2005-01-01 17:00:00,25.0,0.839289002004,0.0,0.337013073981,0.0,0.0,0.0,33671.0707612
2005-01-01 18:00:00,25.0,0.839289002004,0.0,0.337013073981,0.0,0.0,0.0,33547.841984
2005-01-01 19:00:00,25.0,0.502275928023,0.0,0.0,0.0,0.0,0.0,31274.5424627
2005-01-01 20:00:00,25.0000000001,0.502275928022,0.0,-9.09494701773e-13,0.0,0.0,0.0,31168.9178187
2005-01-01 21:00:00,25.0000000001,0.502275928023,0.0,0.0,0.0,0.0,0.0,31133.709619
2005-01-01 22:00:00,25.0,0.502275928023,0.0,0.0,0.0,0.0,0.0,31098.5013746
2005-01-01 23:00:00,25.0,0.502275928023,0.0,0.0,0.0,0.0,0.0,0.0
