Name,Af_m2,Aroof_m2,GFA_m2,people0,Q_gain_sen_base0_kW,Qhs_sen_ahu_MWhyr,Eauxf_cs0_kW,Qcsf_aru_MWhyr,Qhsf_aru0_kW,Qcs_lat_sys_MWhyr,Q_gain_lat_peop_MWhyr,Qhs_dis_ls0_kW,Qhs_lat_sys_MWhyr,Qhprof0_kW,Qhsf_lat0_kW,Qhs_sen_ahu0_kW,Qwwf_MWhyr,Q_loss_sen_ref0_kW,Q_gain_sen_vent_MWhyr,Qcsf_scu0_kW,Edataf_MWhyr,Qcs_em_ls_MWhyr,I_sol0_kW,Eauxf_fw_MWhyr,Qhs_lat_aru_MWhyr,Qcsf_MWhyr,Qcdataf0_kW,Qcs_lat_sys0_kW,Qhs_sen_sys0_kW,Eaf0_kW,Q_gain_sen_light_MWhyr,Qcs_sen_scu_MWhyr,Qcref_MWhyr,Q_gain_sen_wind0_kW,Q_gain_sen_data0_kW,Qcs_em_ls0_kW,Edataf0_kW,Q_gain_sen_peop_MWhyr,Qcsf_scu_MWhyr,Q_gain_sen_roof_MWhyr,Qcs_lat_aru0_kW,Eauxf0_kW,Qhsf_ahu0_kW,Qcsf_lat0_kW,Eauxf_hs0_kW,Eprof_MWhyr,Q_gain_sen_wall_MWhyr,Ef_MWhyr,Qcs_lat_ahu0_kW,Qhs_lat_sys0_kW,QEf_MWhyr,Ef0_kW,Qcs_lat_aru_MWhyr,Egenf_cs_MWhyr,Qhsf_shu0_kW,Qhsf_MWhyr,Q_gain_sen_peop0_kW,Qcs_MWhyr,Eauxf_cs_MWhyr,Qcref0_kW,Eauxf_MWhyr,Qcsf_aru0_kW,Q_gain_sen_app_MWhyr,Eauxf_ww_MWhyr,Qwwf0_kW,Qcsf_lat_MWhyr,Qhs_sen_aru0_kW,I_sol_MWhyr,Qcsf0_kW,Qcdataf_MWhyr,Qhs_lat_ahu_MWhyr,Q_gain_sen_roof0_kW,Elf0_kW,Eaf_MWhyr,Egenf_cs0_kW,Eref0_kW,I_sol_and_I_rad0_kW,Q_gain_lat_peop0_kW,Qcs_dis_ls_MWhyr,Qcs_lat_ahu_MWhyr,Ecaf0_kW,QHf0_kW,Q_gain_sen_vent0_kW,Q_gain_sen_wall0_kW,Qcs_sen_ahu_MWhyr,Eauxf_hs_MWhyr,Qcs_sen_sys_MWhyr,Eprof0_kW,Ealf_MWhyr,Ecaf_MWhyr,Qhsf_ahu_MWhyr,Qcs0_kW,Qcs_sen_aru0_kW,Qcs_sen_ahu0_kW,Qhs_lat_ahu0_kW,Qhsf0_kW,Qcs_sen_sys0_kW,Ealf0_kW,Qhs_sen_sys_MWhyr,Qcs_dis_ls0_kW,QCf0_kW,Qhs_dis_ls_MWhyr,QCf_MWhyr,Qww0_kW,QEf0_kW,Qhs_lat_aru0_kW,Qcs_sen_aru_MWhyr,I_sol_and_I_rad_MWhyr,Eauxf_ve0_kW,Qhsf_lat_MWhyr,Qcs_sen_scu0_kW,Eauxf_ww0_kW,Elf_MWhyr,Eauxf_ve_MWhyr,Eref_MWhyr,Qhprof_MWhyr,Q_loss_sen_ref_MWhyr,Qhs_sen_aru_MWhyr,Q_gain_sen_base_MWhyr,Q_gain_sen_light0_kW,Qhs_sen_shu_MWhyr,Qhs_MWhyr,Qhsf_aru_MWhyr,Q_gain_sen_wind_MWhyr,Qhs_sen_shu0_kW,Qcsf_ahu_MWhyr,I_rad0_kW,I_rad_MWhyr,Qhsf_shu_MWhyr,Qhs_em_ls0_kW,Qcsf_ahu0_kW,Qww_MWhyr,Qhs0_kW,Eauxf_fw0_kW,Q_gain_sen_app0_kW,Q_gain_sen_data_MWhyr,QHf_MWhyr,Qhs_em_ls_MWhyr
B001,52249.390,7725.200,69526.800,4487.000,73.528,0.000,0.983,-10876.679,0.000,-5115.409,748.524,0.000,0.000,0.000,0.000,0.000,0.000,0,320.007,0.000,0.000,-538.801,460.854,3.301,0.000,15429.298,0,0.000,0.000,686.125,4030.017,0.000,0,121.696,0.000,0.000,0.000,935.825,0.000,57.482,0.000,393.970,0.000,2544.762,0.000,0.000,493.863,11641.835,-0.000,0.000,27071.134,2479.699,-1641.911,1623.809,0.000,0.000,314.090,14883.919,1.846,0,2021.947,0.000,3166.454,0.000,0.000,5115.409,0.000,817.425,4415.710,0,0.000,37.073,857.703,3518.283,585.337,0.000,427.493,251.226,-6.579,-3473.498,0.000,0.000,167.890,318.515,-1025.646,0.000,-9768.510,0.000,7996.079,0.000,0.000,4276.427,0.000,-0.000,0.000,0.000,0.000,1543.829,0.000,0.000,4415.710,0.000,15429.298,-0.330,6730.360,0.000,-8742.863,468.031,391.262,0.000,0.000,0.000,4477.796,2016.800,0.000,0.000,0,0.000,114.006,771.933,0.000,0.000,0.000,256.347,0.000,-4552.620,-11.359,-349.394,0.000,0.000,-0.000,-122.431,0.000,1.809,617.513,0.000,0.000,0.000
B002,52249.390,7725.200,69526.800,4487.000,73.505,0.000,0.983,-10915.502,0.000,-5115.409,748.524,0.000,0.000,0.000,0.000,0.000,0.000,0,319.980,0.000,0.000,-540.850,439.774,3.301,0.000,15468.121,0,0.000,0.000,686.125,4030.017,0.000,0,121.971,0.000,0.000,0.000,935.825,0.000,56.775,0.000,398.118,0.000,2544.762,0.000,0.000,487.792,11653.582,-0.000,0.000,27121.703,2480.455,-1641.911,1627.858,0.000,0.000,314.090,14920.682,1.849,0,2029.645,0.000,3166.454,0.000,0.000,5115.409,0.000,865.098,4419.171,0,0.000,37.061,857.703,3518.283,585.643,0.000,410.015,251.226,-6.589,-3473.498,0.000,0.000,167.890,318.416,-1025.646,0.000,-9805.272,0.000,7996.079,0.000,0.000,4279.633,0.000,-0.000,0.000,0.000,0.000,1543.829,0.000,0.000,4419.171,0.000,15468.121,-0.330,6733.341,0.000,-8779.626,515.248,395.403,0.000,0.000,0.000,4477.796,2024.495,0.000,0.000,0,0.000,112.605,771.933,0.000,0.000,0.000,254.867,0.000,-4552.618,-11.421,-349.850,0.000,0.000,-0.000,-122.431,0.000,1.809,617.513,0.000,0.000,0.000
B003,34926.714,5164.000,46476.000,3000.000,49.063,0.000,0.784,-7198.270,0.000,-3419.281,500.355,0.000,0.000,0.000,0.000,0.000,0.000,0,213.745,0.000,0.000,-356.729,347.690,2.207,0.000,10241.357,0,0.000,0.000,458.648,2693.912,0.000,0,69.045,0.000,0.000,0.000,625.557,0.000,37.202,0.000,261.221,0.000,1701.034,0.000,0.000,269.049,7759.602,-0.000,0.000,18000.959,1649.359,-1097.579,1077.431,0.000,0.000,210.000,9879.571,1.426,0,1337.099,0.000,2116.653,0.000,0.000,3419.281,0.000,533.303,2964.933,0,0.000,24.738,573.342,2351.837,387.872,0.000,323.605,167.969,-5.056,-2321.702,0.000,0.000,112.206,178.905,-685.542,0.000,-6460.290,0.000,5345.072,0.000,0.000,2870.697,0.000,-0.000,0.000,0.000,0.000,1031.990,0.000,0.000,2964.933,0.000,10241.357,-0.221,4468.897,0.000,-5774.748,330.788,259.327,0.000,0.000,0.000,2993.235,1333.467,0.000,0.000,0,0.000,73.784,516.008,0.000,0.000,0.000,142.520,0.000,-3043.087,-6.448,-202.515,0.000,0.000,-0.000,-81.840,0.000,1.209,412.784,0.000,0.000,0.000
B004,124786.575,2025.000,166050.000,10715.000,16.968,0.000,1.552,-28048.858,0.000,-12215.966,1787.516,0.000,0.000,0.000,0.000,0.000,0.000,0,761.746,0.000,0.000,-1396.217,2893.253,151.772,0.000,38918.584,0,0.000,0.000,1638.664,9624.839,0.000,0,307.100,0.000,0.000,0.000,2234.801,0.000,9.278,0.000,1124.195,0.000,6077.514,0.000,0.000,820.563,28572.906,-0.000,0.000,67491.489,6073.622,-3921.323,4092.364,0.000,0.000,750.050,37519.971,2.836,0,5383.606,0.000,7562.404,0.000,0.000,12215.966,0.000,4819.927,11036.599,0,0.000,8.555,2048.443,8402.671,1427.283,0.000,2835.188,599.931,-2.396,-8294.643,0.000,0.000,400.939,756.620,-2449.233,0.000,-25304.006,0.000,19096.936,0.000,0.000,10670.678,0.000,-0.000,0.000,0.000,0.000,3687.107,0.000,0.000,11036.599,0.000,38918.584,-0.788,16493.425,0.000,-22854.773,3968.207,1039.659,0.000,0.000,0.000,10694.265,5228.997,0.000,0.000,0,0.000,18.402,1843.598,0.000,0.000,0.000,567.527,0.000,-10869.726,-31.012,-851.721,0.000,0.000,-0.000,-292.400,0.000,83.163,1474.798,0.000,0.000,0.000
B005,32742.576,3630.802,43569.629,2812.000,30.357,0.000,0.659,-7512.225,0.000,-3205.478,468.997,0.000,0.000,0.000,0.000,0.000,0.000,0,200.030,0.000,0.000,-373.762,793.460,3.620,0.000,10364.934,0,0.000,0.000,429.967,2525.448,0.000,0,78.692,0.000,0.000,0.000,586.352,0.000,17.534,0.000,283.582,0.000,1594.610,0.000,0.000,221.822,7507.954,-0.000,0.000,17872.888,1589.370,-1028.867,1090.255,0.000,0.000,196.840,9987.604,1.249,0,1406.880,0.000,1984.289,0.000,0.000,3205.478,0.000,1368.882,2902.234,0,0.000,15.306,537.488,2204.765,379.499,0.000,777.012,157.443,-3.568,-2176.612,0.000,0.000,105.199,193.640,-642.707,0.000,-6782.126,0.000,5010.819,0.000,0.000,2805.125,0.000,-0.000,0.000,0.000,0.000,967.455,0.000,0.000,2902.234,0.000,10364.934,-0.207,4345.799,0.000,-6139.419,1129.760,280.987,0.000,0.000,0.000,2806.053,1402.011,0.000,0.000,0,0.000,34.775,483.739,0.000,0.000,0.000,148.127,0.000,-2852.709,-8.822,-239.122,0.000,0.000,-0.000,-76.722,0.000,1.984,386.970,0.000,0.000,0.000
B006,32829.641,3640.457,43685.483,2819.000,30.604,0.000,0.663,-7508.632,0.000,-3213.688,470.280,0.000,0.000,0.000,0.000,0.000,0.000,0,200.564,0.000,0.000,-373.521,788.994,3.630,0.000,10368.421,0,0.000,0.000,431.110,2532.163,0.000,0,78.845,0.000,0.000,0.000,587.956,0.000,17.902,0.000,282.500,0.000,1598.735,0.000,0.000,226.376,7520.690,-0.000,0.000,17889.111,1592.344,-1031.678,1090.635,0.000,0.000,197.330,9991.280,1.256,0,1405.913,0.000,1989.565,0.000,0.000,3213.688,0.000,1343.124,2905.137,0,0.000,15.431,538.917,2210.628,379.778,0.000,772.527,157.835,-3.621,-2182.010,0.000,0.000,105.470,195.127,-644.300,0.000,-6777.592,0.000,5024.143,0.000,0.000,2808.107,0.000,-0.000,0.000,0.000,0.000,970.027,0.000,0.000,2905.137,0.000,10368.421,-0.207,4349.180,0.000,-6133.292,1103.756,279.897,0.000,0.000,0.000,2813.515,1401.027,0.000,0.000,0,0.000,35.506,485.026,0.000,0.000,0.000,149.440,0.000,-2859.790,-8.762,-239.367,0.000,0.000,-0.000,-76.926,0.000,1.989,387.999,0.000,0.000,0.000
B007,138039.030,20409.408,183684.671,11853.000,188.507,0.000,2.268,-28056.969,0.000,-13512.402,1977.233,0.000,0.000,0.000,0.000,0.000,0.000,0,842.567,0.000,0.000,-1393.039,1395.645,8.722,0.000,40081.838,0,0.000,0.000,1812.692,10647.006,0.000,0,132.807,0.000,0.000,0.000,2471.991,0.000,124.699,0.000,1052.856,0.000,6722.726,0.000,0.000,441.145,30540.258,-0.000,0.000,70622.096,6445.943,-4337.767,4212.169,0.000,0.000,829.710,38672.690,3.655,0,5203.039,0.000,8365.539,0.000,0.000,13512.402,0.000,2323.658,11988.627,0,0.000,95.045,2265.989,9295.043,1500.786,0.000,1365.444,663.647,-16.110,-9174.635,0.000,0.000,443.490,336.239,-2709.076,0.000,-25160.288,0.000,21125.050,0.000,0.000,11596.975,0.000,-0.000,0.000,0.000,0.000,4078.681,0.000,0.000,11988.627,0.000,40081.838,-0.872,17464.467,0.000,-22451.212,1856.713,1046.652,0.000,0.000,0.000,11830.007,5190.663,0.000,0.000,0,0.000,247.320,2039.390,0.000,0.000,0.000,258.029,0.000,-12024.869,-14.467,-466.945,0.000,0.000,-0.000,-323.453,0.000,4.779,1631.423,0.000,0.000,0.000
B008,49347.275,7236.767,65665.036,4237.000,66.642,0.000,1.008,-10233.954,0.000,-4830.420,706.713,0.000,0.000,0.000,0.000,0.000,0.000,0,301.450,0.000,0.000,-507.872,642.017,3.118,0.000,14532.817,0,0.000,0.000,648.015,3806.175,0.000,0,70.403,0.000,0.000,0.000,883.552,0.000,44.893,0.000,384.418,0.000,2403.127,0.000,0.000,239.743,10981.083,-0.000,0.000,25513.900,2323.213,-1550.576,1527.943,0.000,0.000,296.590,14018.461,1.722,0,1901.192,0.000,2990.578,0.000,0.000,4830.420,0.000,967.871,4270.103,0,0.000,33.328,810.064,3322.865,545.188,0.000,626.592,237.229,-6.484,-3279.844,0.000,0.000,158.559,177.981,-968.475,0.000,-9188.041,0.000,7551.948,0.000,0.000,4131.097,0.000,-0.000,0.000,0.000,0.000,1458.079,0.000,0.000,4270.103,0.000,14532.817,-0.312,6282.318,0.000,-8219.566,742.761,381.826,0.000,0.000,0.000,4229.084,1896.351,0.000,0.000,0,0.000,89.768,729.057,0.000,0.000,0.000,138.439,0.000,-4298.863,-7.276,-225.110,0.000,0.000,-0.000,-115.631,0.000,1.708,583.214,0.000,0.000,0.000
B009,49238.280,7280.000,65520.000,4228.000,65.759,0.000,1.004,-10344.632,0.000,-4819.718,705.239,0.000,0.000,0.000,0.000,0.000,0.000,0,300.649,0.000,0.000,-513.868,663.366,3.111,0.000,14633.788,0,0.000,0.000,646.584,3797.768,0.000,0,67.522,0.000,0.000,0.000,881.708,0.000,42.693,0.000,387.655,0.000,2397.943,0.000,0.000,219.013,10996.871,-0.000,0.000,25630.660,2321.414,-1547.252,1538.292,0.000,0.000,295.960,14113.611,1.695,0,1923.311,0.000,2983.973,0.000,0.000,4819.718,0.000,1122.857,4304.221,0,0.000,33.156,808.274,3315.525,544.929,0.000,648.847,236.725,-6.309,-3272.466,0.000,0.000,158.188,170.091,-966.293,0.000,-9293.894,0.000,7535.268,0.000,0.000,4162.356,0.000,-0.000,0.000,0.000,0.000,1454.858,0.000,0.000,4304.221,0.000,14633.788,-0.311,6295.537,0.000,-8327.600,902.339,385.071,0.000,0.000,0.000,4219.743,1918.505,0.000,0.000,0,0.000,84.674,727.447,0.000,0.000,0.000,130.668,0.000,-4289.157,-7.108,-220.518,0.000,0.000,-0.000,-115.375,0.000,1.705,581.926,0.000,0.000,0.000
B010,36686.477,4068.139,48817.667,3150.000,34.688,0.000,0.714,-8291.018,0.000,-3591.192,525.456,0.000,0.000,0.000,0.000,0.000,0.000,0,224.166,0.000,0.000,-412.311,834.770,4.056,0.000,11486.803,0,0.000,0.000,481.757,2829.643,0.000,0,86.880,0.000,0.000,0.000,656.940,0.000,21.081,0.000,310.133,0.000,1786.553,0.000,0.000,261.594,8373.893,-0.000,0.000,19860.696,1770.876,-1152.810,1208.269,0.000,0.000,220.500,11070.611,1.337,0,1551.244,0.000,2223.300,0.000,0.000,3591.192,0.000,1386.093,3236.726,0,0.000,17.490,602.229,2470.333,422.617,0.000,816.885,176.368,-3.882,-2438.382,0.000,0.000,117.863,217.035,-720.004,0.000,-7479.418,0.000,5614.381,0.000,0.000,3129.043,0.000,-0.000,0.000,0.000,0.000,1083.987,0.000,0.000,3236.726,0.000,11486.803,-0.232,4839.880,0.000,-6759.415,1124.045,307.251,0.000,0.000,0.000,3144.048,1545.851,0.000,0.000,0,0.000,41.810,542.006,0.000,0.000,0.000,167.142,0.000,-3195.785,-9.466,-262.048,0.000,0.000,-0.000,-85.964,0.000,2.223,433.581,0.000,0.000,0.000
