Name,Af_m2,Aroof_m2,GFA_m2,NFA_m2people0,Qhs_sen_ahu_MWhyr,Qcs_lat_sys_MWhyr,Qcs_sys_MWhyr,Qhs_sys_MWhyr,Qhs_dis_ls0_kW,Qhs_lat_sys_MWhyr,OIL_hs0_kW,Epro_MWhyr,QH_sys_MWhyr,Qhs_sen_ahu0_kW,Qcs0_kW,WOOD_hs_MWhyr,Qcs_dis_ls0_kW,GRID0_kW,GRID_MWhyr,Edata0_kW,Qcdata_MWhyr,Edata_MWhyr,Qcs_em_ls_MWhyr,Qhs_lat_aru_MWhyr,E_sys_MWhyr,E_cdata0_kW,PV_MWhyr,Qww_sys_MWhyr,QH_sys0_kW,Qhs_sys_aru0_kW,E_cre0_kW,Qcs_lat_sys0_kW,OIL_ww0_kW,Eal0_kW,Qhs_sen_sys0_kW,DH_hs_MWhyr,Qcre_sys_MWhyr,COAL_ww0_kW,Qcs_sen_scu_MWhyr,Qcs_em_ls0_kW,Qcdata0_kW,Qhs_sys_shu0_kW,Qcs_sys_aru0_kW,Qcs_lat_aru0_kW,Qcs_sen_scu0_kW,Qcs_lat_ahu0_kW,Qcre0_kW,Qhs_lat_sys0_kW,Qcs_lat_aru_MWhyr,SOLAR_hs_MWhyr,COAL_ww_MWhyr,Qcs_sys_ahu_MWhyr,Qhs_sys0_kW,Qcs_sys_scu0_kW,SOLAR_ww_MWhyr,DC_cdata_MWhyr,Qcs_MWhyr,Qcs_sys_ahu0_kW,Qhs_sys_ahu_MWhyr,OIL_hs_MWhyr,OIL_ww_MWhyr,E_cs_MWhyr,NG_ww_MWhyr,Qhs_sen_aru0_kW,Qhs_lat_ahu_MWhyr,PV0_kW,Qcs_sys0_kW,Qcs_lat_ahu_MWhyr,Eaux0_kW,DC_cre_MWhyr,Qhs_sys_aru_MWhyr,Qcs_dis_ls_MWhyr,Qhpro_sys_MWhyr,Epro0_kW,Qcre_sys0_kW,Qcs_sen_ahu_MWhyr,E_sys0_kW,E_cdata_MWhyr,Eaux_MWhyr,SOLAR_hs0_kW,Qcs_sen_sys_MWhyr,SOLAR_ww0_kW,COAL_hs_MWhyr,E_ww_MWhyr,Qcs_sys_scu_MWhyr,Qcs_sen_ahu0_kW,Qhs_lat_ahu0_kW,QC_sys_MWhyr,Qcs_sen_aru0_kW,Qcs_sen_sys0_kW,COAL_hs0_kW,Qhs_sen_sys_MWhyr,E_hs0_kW,DH_ww0_kW,DH_ww_MWhyr,Qhs_dis_ls_MWhyr,WOOD_ww0_kW,E_ww0_kW,Qww0_kW,Qhs_lat_aru0_kW,Qhs_sys_shu_MWhyr,Qhs_sys_ahu0_kW,Qcdata_sys_MWhyr,Qww_sys0_kW,Qcs_sen_aru_MWhyr,NG_hs0_kW,NG_hs_MWhyr,Qhs_sen_aru_MWhyr,WOOD_hs0_kW,E_cre_MWhyr,NG_ww0_kW,E_cs0_kW,DC_cre0_kW,Qhs_sen_shu_MWhyr,DC_cs_MWhyr,DC_cs0_kW,Qcdata_sys0_kW,Qhs_MWhyr,WOOD_ww_MWhyr,Qhpro_sys0_kW,Qhs_sen_shu0_kW,DH_hs0_kW,DC_cdata0_kW,Qcre_MWhyr,Eal_MWhyr,Qhs_em_ls0_kW,E_hs_MWhyr,Qww_MWhyr,Qhs0_kW,QC_sys0_kW,Qcs_sys_aru_MWhyr,Qhs_em_ls_MWhyr
B001,73546.168,2499.020,134947.097,,0.000,8534.065,21299.670,0.000,0.000,0.000,0.000,0.000,1088.750,0.000,0.000,0.000,0.000,3960.012,16039.673,0.000,0.000,0.000,-659.988,0.000,8324.273,0.000,0.000,1088.750,331.080,0.000,0.000,2293.189,0.000,1487.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-8534.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-20637.782,0.000,0.000,0.000,0.000,6505.679,0.000,0.000,0.000,0.000,5763.771,0.000,64.780,0.000,0.000,-1.900,0.000,0.000,0.000,0.000,1552.572,0.000,118.145,0.000,-12103.718,0.000,0.000,1209.722,0.000,0.000,0.000,21299.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,367.866,327.800,0.000,0.000,0.000,0.000,331.080,-12103.718,0.000,0.000,0.000,0.000,0.000,0.000,2096.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8206.128,0.000,0.000,1076.823,0.000,5763.771,-21299.670,0.000
B002,15192.994,4646.175,27877.053,,0.000,1628.649,3849.492,0.000,0.000,0.000,0.000,0.000,230.891,0.000,0.000,0.000,0.000,809.502,3142.217,0.000,0.000,0.000,-110.804,0.000,1696.038,0.000,0.000,230.891,70.185,0.000,0.000,510.035,0.000,307.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1628.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-3735.843,0.000,0.000,0.000,0.000,1189.634,0.000,0.000,0.000,0.000,1165.277,0.000,0.511,0.000,0.000,-2.844,0.000,0.000,0.000,0.000,307.855,0.000,0.835,0.000,-2107.194,0.000,0.000,256.546,0.000,0.000,0.000,3849.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.983,67.716,0.000,0.000,0.000,0.000,70.185,-2107.194,0.000,0.000,0.000,0.000,0.000,0.000,433.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1695.203,0.000,0.000,222.448,0.000,1165.277,-3849.492,0.000
B003,18991.714,2903.932,34847.181,,0.000,1963.974,5080.587,0.000,0.000,0.000,0.000,0.000,283.295,0.000,0.000,0.000,0.000,1096.720,4022.930,0.000,0.000,0.000,-151.909,0.000,2123.667,0.000,0.000,283.295,86.048,0.000,0.000,691.303,0.000,384.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1963.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-4927.182,0.000,0.000,0.000,0.000,1584.490,0.000,0.000,0.000,0.000,1662.510,0.000,2.586,0.000,0.000,-1.497,0.000,0.000,0.000,0.000,386.776,0.000,4.611,0.000,-2963.208,0.000,0.000,314.773,0.000,0.000,0.000,5080.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95.608,84.647,0.000,0.000,0.000,0.000,86.048,-2963.208,0.000,0.000,0.000,0.000,0.000,0.000,626.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2119.056,0.000,0.000,278.066,0.000,1662.510,-5080.587,0.000
B004,19861.197,6073.760,36442.562,,0.000,2218.504,5012.308,0.000,0.000,0.000,0.000,0.000,300.309,0.000,0.000,0.000,0.000,1004.566,4085.603,0.000,0.000,0.000,-143.162,0.000,2217.167,0.000,0.000,300.309,91.292,0.000,0.000,571.449,0.000,401.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2218.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-4865.425,0.000,0.000,0.000,0.000,1534.759,0.000,0.000,0.000,0.000,1398.506,0.000,0.635,0.000,0.000,-3.721,0.000,0.000,0.000,0.000,402.414,0.000,1.096,0.000,-2646.920,0.000,0.000,333.677,0.000,0.000,0.000,5012.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101.436,88.523,0.000,0.000,0.000,0.000,91.292,-2646.920,0.000,0.000,0.000,0.000,0.000,0.000,513.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2216.071,0.000,0.000,290.797,0.000,1398.506,-5012.308,0.000
B005,18190.401,1854.271,33376.882,,0.000,2042.745,5171.769,0.000,0.000,0.000,0.000,0.000,273.052,0.000,0.000,0.000,0.000,988.718,3931.131,0.000,0.000,0.000,-158.598,0.000,2037.704,0.000,0.000,273.052,82.928,0.000,0.000,568.200,0.000,367.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2042.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-5011.742,0.000,0.000,0.000,0.000,1590.036,0.000,0.000,0.000,0.000,1490.350,0.000,4.450,0.000,0.000,-1.430,0.000,0.000,0.000,0.000,372.428,0.000,8.057,0.000,-2968.997,0.000,0.000,303.391,0.000,0.000,0.000,5171.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.142,81.076,0.000,0.000,0.000,0.000,82.928,-2968.997,0.000,0.000,0.000,0.000,0.000,0.000,541.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2029.647,0.000,0.000,266.334,0.000,1490.350,-5171.769,0.000
B006,11762.341,1798.523,21582.277,,0.000,1215.288,3207.116,0.000,0.000,0.000,0.000,0.000,177.495,0.000,0.000,0.000,0.000,685.284,2513.372,0.000,0.000,0.000,-96.934,0.000,1315.325,0.000,0.000,177.495,53.877,0.000,0.000,428.252,0.000,237.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1215.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-3108.987,0.000,0.000,0.000,0.000,1000.831,0.000,0.000,0.000,0.000,1059.024,0.000,1.641,0.000,0.000,-1.195,0.000,0.000,0.000,0.000,239.586,0.000,2.908,0.000,-1893.699,0.000,0.000,197.216,0.000,0.000,0.000,3207.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.863,52.426,0.000,0.000,0.000,0.000,53.877,-1893.699,0.000,0.000,0.000,0.000,0.000,0.000,393.515,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1312.417,0.000,0.000,172.218,0.000,1059.024,-3207.116,0.000
B007,9148.250,1398.815,16785.780,,0.000,943.864,2522.966,0.000,0.000,0.000,0.000,0.000,138.102,0.000,0.000,0.000,0.000,540.105,1964.364,0.000,0.000,0.000,-76.721,0.000,1023.004,0.000,0.000,138.102,41.866,0.000,0.000,324.600,0.000,185.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-943.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2445.377,0.000,0.000,0.000,0.000,787.913,0.000,0.000,0.000,0.000,851.163,0.000,1.281,0.000,0.000,-0.867,0.000,0.000,0.000,0.000,186.344,0.000,2.261,0.000,-1501.513,0.000,0.000,153.447,0.000,0.000,0.000,2522.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.517,40.774,0.000,0.000,0.000,0.000,41.866,-1501.513,0.000,0.000,0.000,0.000,0.000,0.000,313.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1020.743,0.000,0.000,133.944,0.000,851.163,-2522.966,0.000
B008,8825.547,1349.472,16193.664,,0.000,892.697,2269.151,0.000,0.000,0.000,0.000,0.000,133.784,0.000,0.000,0.000,0.000,497.938,1844.775,0.000,0.000,0.000,-66.688,0.000,986.933,0.000,0.000,133.784,40.567,0.000,0.000,322.162,0.000,178.535,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-892.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2201.527,0.000,0.000,0.000,0.000,709.193,0.000,0.000,0.000,0.000,746.282,0.000,1.241,0.000,0.000,-0.936,0.000,0.000,0.000,0.000,179.776,0.000,2.197,0.000,-1308.831,0.000,0.000,148.649,0.000,0.000,0.000,2269.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.075,39.336,0.000,0.000,0.000,0.000,40.567,-1308.831,0.000,0.000,0.000,0.000,0.000,0.000,283.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,984.736,0.000,0.000,129.219,0.000,746.282,-2269.151,0.000
B009,9952.712,1521.821,18261.857,,0.000,1031.704,2760.212,0.000,0.000,0.000,0.000,0.000,149.861,0.000,0.000,0.000,0.000,586.395,2140.839,0.000,0.000,0.000,-84.138,0.000,1112.955,0.000,0.000,149.861,45.440,0.000,0.000,362.464,0.000,201.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1031.704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-2675.167,0.000,0.000,0.000,0.000,861.373,0.000,0.000,0.000,0.000,923.009,0.000,1.386,0.000,0.000,-0.907,0.000,0.000,0.000,0.000,202.723,0.000,2.452,0.000,-1643.464,0.000,0.000,166.512,0.000,0.000,0.000,2760.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.489,44.360,0.000,0.000,0.000,0.000,45.440,-1643.464,0.000,0.000,0.000,0.000,0.000,0.000,339.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1110.503,0.000,0.000,145.722,0.000,923.009,-2760.212,0.000
B010,18487.868,5653.782,33922.693,,0.000,1983.710,4633.856,0.000,0.000,0.000,0.000,0.000,279.872,0.000,0.000,0.000,0.000,961.137,3805.251,0.000,0.000,0.000,-132.625,0.000,2063.842,0.000,0.000,279.872,85.101,0.000,0.000,619.591,0.000,373.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1983.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-4497.897,0.000,0.000,0.000,0.000,1430.440,0.000,0.000,0.000,0.000,1380.522,0.000,0.596,0.000,0.000,-3.334,0.000,0.000,0.000,0.000,374.594,0.000,1.005,0.000,-2514.187,0.000,0.000,310.969,0.000,0.000,0.000,4633.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94.556,82.402,0.000,0.000,0.000,0.000,85.101,-2514.187,0.000,0.000,0.000,0.000,0.000,0.000,504.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2062.838,0.000,0.000,270.689,0.000,1380.522,-4633.856,0.000
