description,code,cap_min,cap_max,unit,currency,a,b,c,d,e,LT_yr,O&M_%,IR_%,assumption,parasitic_frac,tank_capacity_L_per_m2,tank_loss_frac_hour
generic PVT,PVT1,1,10000000000,W,USD-2015,0,5.197505197505198,1,0,0,20,1,5,IR_%,0.02,50.0,0.02
