AREA_m2,BUILDING,SURFACE,TYPE,Xcoor,Xdir,Ycoor,Ydir,Zcoor,Zdir,orientation
20.1859488054,B001,srf0,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,2.75,0.0,west
10.8704661106,B001,srf1,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,2.34620192062,0.0,west
10.8704661106,B001,srf2,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,1.40379807938,0.0,west
20.1859488054,B001,srf3,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,1.40379807938,0.0,west
10.8704661106,B001,srf4,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,3.15379807938,0.0,west
20.1859488054,B001,srf5,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,2.75,0.0,west
20.1859488054,B001,srf6,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,4.09620192062,0.0,west
10.8704661106,B001,srf7,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,4.09620192062,0.0,west
20.1859488054,B001,srf8,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,6.25,0.0,west
10.8704661106,B001,srf9,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,5.84620192062,0.0,west
10.8704661106,B001,srf10,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,4.90379807938,0.0,west
20.1859488054,B001,srf11,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,4.90379807938,0.0,west
10.8704661106,B001,srf12,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,6.65379807938,0.0,west
20.1859488054,B001,srf13,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,6.25,0.0,west
20.1859488054,B001,srf14,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,7.59620192062,0.0,west
10.8704661106,B001,srf15,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,7.59620192062,0.0,west
20.1859488054,B001,srf16,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,9.75,0.0,west
10.8704661106,B001,srf17,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,9.34620192062,0.0,west
10.8704661106,B001,srf18,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,8.40379807938,0.0,west
20.1859488054,B001,srf19,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,8.40379807938,0.0,west
10.8704661106,B001,srf20,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,10.1537980794,0.0,west
20.1859488054,B001,srf21,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,9.75,0.0,west
20.1859488054,B001,srf22,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,11.0962019206,0.0,west
10.8704661106,B001,srf23,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,11.0962019206,0.0,west
20.1859488054,B001,srf24,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,13.25,0.0,west
10.8704661106,B001,srf25,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,12.8462019206,0.0,west
10.8704661106,B001,srf26,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,11.9037980794,0.0,west
20.1859488054,B001,srf27,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,11.9037980794,0.0,west
10.8704661106,B001,srf28,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,13.6537980794,0.0,west
20.1859488054,B001,srf29,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,13.25,0.0,west
20.1859488054,B001,srf30,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,14.5962019206,0.0,west
10.8704661106,B001,srf31,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,14.5962019206,0.0,west
20.1859488054,B001,srf32,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,16.75,0.0,west
10.8704661106,B001,srf33,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,16.3462019206,0.0,west
10.8704661106,B001,srf34,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,15.4037980794,0.0,west
20.1859488054,B001,srf35,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,15.4037980794,0.0,west
10.8704661106,B001,srf36,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,17.1537980794,0.0,west
20.1859488054,B001,srf37,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,16.75,0.0,west
20.1859488054,B001,srf38,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,18.0962019206,0.0,west
10.8704661106,B001,srf39,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,18.0962019206,0.0,west
20.1859488054,B001,srf40,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,20.25,0.0,west
10.8704661106,B001,srf41,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,19.8462019206,0.0,west
10.8704661106,B001,srf42,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,18.9037980794,0.0,west
20.1859488054,B001,srf43,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,18.9037980794,0.0,west
10.8704661106,B001,srf44,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,20.6537980794,0.0,west
20.1859488054,B001,srf45,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,20.25,0.0,west
20.1859488054,B001,srf46,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,21.5962019206,0.0,west
10.8704661106,B001,srf47,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,21.5962019206,0.0,west
20.1859488054,B001,srf48,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,23.75,0.0,west
10.8704661106,B001,srf49,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,23.3462019206,0.0,west
10.8704661106,B001,srf50,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,22.4037980794,0.0,west
20.1859488054,B001,srf51,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,22.4037980794,0.0,west
10.8704661106,B001,srf52,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,24.1537980794,0.0,west
20.1859488054,B001,srf53,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,23.75,0.0,west
20.1859488054,B001,srf54,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,25.0962019206,0.0,west
10.8704661106,B001,srf55,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,25.0962019206,0.0,west
20.1859488054,B001,srf56,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,27.25,0.0,west
10.8704661106,B001,srf57,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,26.8462019206,0.0,west
10.8704661106,B001,srf58,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,25.9037980794,0.0,west
20.1859488054,B001,srf59,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,25.9037980794,0.0,west
10.8704661106,B001,srf60,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,27.6537980794,0.0,west
20.1859488054,B001,srf61,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,27.25,0.0,west
20.1859488054,B001,srf62,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,28.5962019206,0.0,west
10.8704661106,B001,srf63,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,28.5962019206,0.0,west
20.1859488054,B001,srf64,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,30.75,0.0,west
10.8704661106,B001,srf65,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,30.3462019206,0.0,west
10.8704661106,B001,srf66,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,29.4037980794,0.0,west
20.1859488054,B001,srf67,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,29.4037980794,0.0,west
10.8704661106,B001,srf68,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,31.1537980794,0.0,west
20.1859488054,B001,srf69,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,30.75,0.0,west
20.1859488054,B001,srf70,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,32.0962019206,0.0,west
10.8704661106,B001,srf71,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,32.0962019206,0.0,west
20.1859488054,B001,srf72,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,34.25,0.0,west
10.8704661106,B001,srf73,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,33.8462019206,0.0,west
10.8704661106,B001,srf74,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,32.9037980794,0.0,west
20.1859488054,B001,srf75,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,32.9037980794,0.0,west
10.8704661106,B001,srf76,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,34.6537980794,0.0,west
20.1859488054,B001,srf77,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,34.25,0.0,west
20.1859488054,B001,srf78,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,35.5962019206,0.0,west
10.8704661106,B001,srf79,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,35.5962019206,0.0,west
20.1859488054,B001,srf80,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,37.75,0.0,west
10.8704661106,B001,srf81,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,37.3462019206,0.0,west
10.8704661106,B001,srf82,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,36.4037980794,0.0,west
20.1859488054,B001,srf83,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,36.4037980794,0.0,west
10.8704661106,B001,srf84,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,38.1537980794,0.0,west
20.1859488054,B001,srf85,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,37.75,0.0,west
20.1859488054,B001,srf86,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,39.0962019206,0.0,west
10.8704661106,B001,srf87,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,39.0962019206,0.0,west
20.1859488054,B001,srf88,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,41.25,0.0,west
10.8704661106,B001,srf89,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,40.8462019206,0.0,west
10.8704661106,B001,srf90,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,39.9037980794,0.0,west
20.1859488054,B001,srf91,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,39.9037980794,0.0,west
10.8704661106,B001,srf92,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,41.6537980794,0.0,west
20.1859488054,B001,srf93,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,41.25,0.0,west
20.1859488054,B001,srf94,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,42.5962019206,0.0,west
10.8704661106,B001,srf95,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,42.5962019206,0.0,west
20.1859488054,B001,srf96,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,44.75,0.0,west
10.8704661106,B001,srf97,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,44.3462019206,0.0,west
10.8704661106,B001,srf98,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,43.4037980794,0.0,west
20.1859488054,B001,srf99,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,43.4037980794,0.0,west
10.8704661106,B001,srf100,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,45.1537980794,0.0,west
20.1859488054,B001,srf101,walls,371574.685644,-0.742674828813,140279.883832,-0.669652222162,44.75,0.0,west
20.1859488054,B001,srf102,walls,371587.561508,-0.742674828813,140265.603912,-0.669652222162,46.0962019206,0.0,west
10.8704661106,B001,srf103,walls,371583.699347,-0.742674828813,140269.887225,-0.669652222162,46.0962019206,0.0,west
20.1859488054,B001,srf104,walls,371600.437373,-0.742674828813,140251.323992,-0.669652222162,48.25,0.0,west
