2.142862e+002	1.517247e+002	1.419664e+002	
5.657405e+002	4.678454e+002	4.525757e+002	
2.975112e+002	2.225233e+002	2.108268e+002	
6.145513e+002	5.185591e+002	5.035864e+002	
5.599456e+002	5.578793e+002	5.575571e+002	
5.546816e+002	5.532221e+002	5.529946e+002	
5.565809e+002	5.563803e+002	5.563490e+002	
5.609733e+002	5.605990e+002	5.605406e+002	
6.241227e+002	6.130166e+002	6.112843e+002	
6.595789e+002	6.480355e+002	6.462352e+002	
5.601104e+002	5.118696e+002	5.043447e+002	
6.690948e+002	6.185704e+002	6.106901e+002	
5.388344e+002	5.110575e+002	5.067961e+002	
6.046414e+002	5.736707e+002	5.689186e+002	
5.166110e+002	4.781393e+002	4.721815e+002	
4.505179e+002	4.206868e+002	4.160771e+002	
3.892401e+002	3.036785e+002	2.903959e+002	
5.918126e+002	5.033191e+002	4.895888e+002	
5.644787e+002	5.628121e+002	5.625536e+002	
5.589772e+002	5.573840e+002	5.571370e+002	
5.687526e+002	5.679772e+002	5.678571e+002	
5.587822e+002	5.577747e+002	5.576179e+002	
6.678893e+002	6.678893e+002	6.678893e+002	
6.709814e+002	6.709814e+002	6.709814e+002	
6.683898e+002	6.683898e+002	6.683898e+002	
6.680135e+002	6.680135e+002	6.680135e+002	
6.770947e+002	6.770947e+002	6.770947e+002	
6.701389e+002	6.701389e+002	6.701389e+002	
6.788727e+002	6.788727e+002	6.788727e+002	
6.765018e+002	6.765018e+002	6.765018e+002	
6.747441e+002	6.747441e+002	6.747441e+002	
6.748380e+002	6.748380e+002	6.748380e+002	
6.760262e+002	6.760262e+002	6.760262e+002	
6.766385e+002	6.766385e+002	6.766385e+002	
5.958910e+002	5.958910e+002	5.958910e+002	
5.941097e+002	5.941097e+002	5.941097e+002	
5.654414e+002	5.654414e+002	5.654414e+002	
5.665195e+002	5.665195e+002	5.665195e+002	
5.634638e+002	5.634638e+002	5.634638e+002	
5.701685e+002	5.701685e+002	5.701685e+002	
5.751179e+002	5.751179e+002	5.751179e+002	
5.654841e+002	5.654841e+002	5.654841e+002	
5.634599e+002	5.634599e+002	5.634599e+002	
5.656740e+002	5.656740e+002	5.656740e+002	
2.184065e+002	1.604109e+002	1.513648e+002	
5.802474e+002	4.879237e+002	4.735233e+002	
2.749192e+002	2.121687e+002	2.023810e+002	
6.133920e+002	5.219590e+002	5.076972e+002	
4.272491e+002	3.748705e+002	3.667007e+002	
6.576887e+002	5.892886e+002	5.786201e+002	
4.205943e+002	3.307245e+002	3.167455e+002	
2.090969e+002	1.634849e+002	1.563838e+002	
3.344741e+002	2.608957e+002	2.495208e+002	
6.171539e+002	5.230638e+002	5.084618e+002	
2.539727e+002	1.852089e+002	1.745455e+002	
5.936036e+002	4.953453e+002	4.800805e+002	
1.916426e+002	1.321938e+002	1.229440e+002	
5.140475e+002	4.146687e+002	3.991935e+002	
5.664536e+002	5.664536e+002	5.664536e+002	
5.669725e+002	5.668959e+002	5.668840e+002	
5.647274e+002	5.647274e+002	5.647274e+002	
5.654256e+002	5.652413e+002	5.652125e+002	
5.681922e+002	5.681922e+002	5.681922e+002	
5.691164e+002	5.690352e+002	5.690225e+002	
5.607830e+002	5.605683e+002	5.605348e+002	
5.590988e+002	5.590988e+002	5.590988e+002	
5.673884e+002	5.670084e+002	5.669491e+002	
5.623640e+002	5.622963e+002	5.622856e+002	
7.051075e+002	7.051075e+002	7.051075e+002	
6.986285e+002	6.986285e+002	6.986285e+002	
6.986877e+002	6.986877e+002	6.986877e+002	
7.035739e+002	7.035739e+002	7.035739e+002	
7.040276e+002	7.040276e+002	7.040276e+002	
7.022032e+002	7.022032e+002	7.022032e+002	
6.992225e+002	6.992225e+002	6.992225e+002	
6.988932e+002	6.988932e+002	6.988932e+002	
6.994418e+002	6.994418e+002	6.994418e+002	
6.924521e+002	6.924521e+002	6.924521e+002	
6.983470e+002	6.983470e+002	6.983470e+002	
7.017462e+002	7.017462e+002	7.017462e+002	
5.606561e+002	5.606561e+002	5.606561e+002	
5.599802e+002	5.599802e+002	5.599802e+002	
5.661830e+002	5.661830e+002	5.661830e+002	
5.624882e+002	5.624882e+002	5.624882e+002	
5.645637e+002	5.645637e+002	5.645637e+002	
5.567433e+002	5.567433e+002	5.567433e+002	
5.610632e+002	5.610632e+002	5.610632e+002	
5.666995e+002	5.666995e+002	5.666995e+002	
5.589124e+002	5.589124e+002	5.589124e+002	
5.603137e+002	5.603137e+002	5.603137e+002	
3.875652e+002	3.394868e+002	3.320500e+002	
6.120917e+002	5.417696e+002	5.308456e+002	
2.148693e+002	1.588070e+002	1.500770e+002	
5.538890e+002	4.615385e+002	4.471538e+002	
4.070223e+002	3.178857e+002	3.039912e+002	
2.087781e+002	1.657043e+002	1.589950e+002	
