SCRIPT,LOCATOR_METHOD,FILE_NAME,VARIABLE,DESCRIPTION,UNIT,VALUES,TYPE,COLOR
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,COAL_ww_cost_yr,Operation costs of coal due to hotwater,$USD(2015)/yr,TODO,TODO,grey
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DC_cdata_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DC_cdata_cost_yr,Operation costs due to space heating,$USD(2015)/yr,TODO,TODO,blue_light
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DC_cre_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DC_cre_cost_yr,Operation costs due to hotwater,$USD(2015)/yr,TODO,TODO,blue_lighter
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DC_cs_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DC_cs_cost_yr,Operation costs due to space cooling,$USD(2015)/yr,TODO,TODO,blue
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DH_hs_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DH_hs_cost_yr,Operation costs due to space heating,$USD(2015)/yr,TODO,TODO,orange
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DH_ww_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,DH_ww_cost_yr,Operation costs due to hotwater,$USD(2015)/yr,TODO,TODO,orange_lighter
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,GRID_cost_m2yr,Electricity supply from the grid,$USD(2015)/m2.yr,TODO,TODO,green
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,GRID_cost_yr,Electricity supply from the grid,$USD(2015)/yr,TODO,TODO,green
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,NFA_m2,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,NG_hs_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,NG_hs_cost_yr,Operation costs of NG due to space heating,$USD(2015)/yr,TODO,TODO,red
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,NG_ww_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,NG_ww_cost_yr,Operation costs of NG due to hotwater,$USD(2015)/yr,TODO,TODO,red_light
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,Name,Unique building ID. It must start with a letter.,[-],alphanumeric,string,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,OIL_hs_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,OIL_hs_cost_yr,Operation costs of oil due to space heating,$USD(2015)/yr,TODO,TODO,yellow
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,OIL_ww_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,OIL_ww_cost_yr,Operation costs of oil due to hotwater,$USD(2015)/yr,TODO,TODO,yellow_light
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,PV_cost_m2yr,Electricity supply from PV,$USD(2015)/yr,TODO,TODO,green_light
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,PV_cost_yr,Electricity supply from PV,$USD(2015)/yr,TODO,TODO,green_light
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,SOLAR_hs_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,SOLAR_hs_cost_yr,Operation costs due to solar collectors for hotwater,$USD(2015)/yr,TODO,TODO,yellow
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,SOLAR_ww_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,SOLAR_ww_cost_yr,Operation costs due to solar collectors for space heating,$USD(2015)/yr,TODO,TODO,yellow_light
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,WOOD_hs_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,WOOD_hs_cost_yr,Operation costs of wood due to space heating,$USD(2015)/yr,TODO,TODO,brown
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,WOOD_ww_cost_m2yr,TODO,TODO,TODO,TODO,black
operation-costs,get_costs_operation_file,outputs/data/costs/operation_costs.csv,WOOD_ww_cost_yr,Operation costs of wood due to hotwater,$USD(2015)/yr,TODO,TODO,brown_light
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,AREA_m2,Surface area.,[m2],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,BUILDING,Unique building ID. It must start with a letter.,[-],alphanumeric,string,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,B_deg,Tilt angle of the installed solar panels,[deg],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,CATB,Category according to the tilt angle of the panel,[-],{0...n},int,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,CATGB,Category according to the annual radiation on the panel surface,[-],{0...n},int,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,CATteta_z,Category according to the surface azimuth of the panel,[-],{0...n},int,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,SURFACE,Unique surface ID for each building exterior surface.,[-],{srf0...srfn},string,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,TYPE,Surface typology.,[-],{walls/windows/roofs},string,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,Xcoor,Describes the position of the x vector.,[-],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,Xdir,Directional scalar of the x vector.,[-],{-1...1},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,Ycoor,Describes the position of the y vector.,[-],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,Ydir,Directional scalar of the y vector.,[-],{-1...1},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,Zcoor,Describes the position of the z vector.,[-],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,Zdir,Directional scalar of the z vector.,[-],{-1...1},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,area_installed_module_m2,The area of the building suface covered by one solar panel,[m2],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,array_spacing_m,Spacing between solar arrays.,[m],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,orientation,Orientation of the surface (north/east/south/west/top),[-],{north...},string,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,surface,Unique surface ID for each building exterior surface.,[-],{srf0...srfn},string,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,surface_azimuth_deg,Azimuth angle of the panel surface e.g. south facing = 180 deg,[deg],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,tilt_deg,Tilt angle of roof or walls,[deg],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,total_rad_Whm2,Total radiatiative potential of a given surfaces area.,[Wh/m2],{0.0...n},float,black
photovoltaic,PV_metadata_results,outputs/data/potentials/solar/b001_pv_sensors.csv,type_orientation,Concatenated surface type and orientation.,[-],{type_orientation},string,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,Area_PV_m2,Total area of investigated collector.,[m2],{0.0...n},float,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,Date,Date and time in hourly steps.,[datetime],{yyyy-mm-dd hh:mm:ss-Z},date,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,E_PV_gen_kWh,Total electricity generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_roofs_top_E_kWh,Electricity production from photovoltaic panels on roof tops,kWh,{0.0...n},float,yellow
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_roofs_top_m2,Collector surface area on roof tops.,[kWh],{0.0...n},float,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_walls_east_E_kWh,Electricity production from photovoltaic panels on east facades,kWh,{0.0...n},float,purple
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_walls_east_m2,Collector surface area on east facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_walls_north_E_kWh,Electricity production from photovoltaic panels on north facades,kWh,{0.0...n},float,orange
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_walls_north_m2,Collector surface area on north facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_walls_south_E_kWh,Electricity production from photovoltaic panels on south facades,kWh,{0.0...n},float,red
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_walls_south_m2,Collector surface area on south facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_walls_west_E_kWh,Electricity production from photovoltaic panels on west facades,kWh,{0.0...n},float,brown
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,PV_walls_west_m2,West facing wall collector surface area.,[kWh],{0.0...n},float,black
photovoltaic,PV_results,outputs/data/potentials/solar/b001_pv.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,Area_PV_m2,Total area of investigated collector.,[m2],{0.0...n},float,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,E_PV_gen_kWh,Total electricity generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_roofs_top_E_kWh,Electricity production from photovoltaic panels on roof tops,kWh,{0.0...n},float,yellow
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_roofs_top_m2,Collector surface area on roof tops.,[kWh],{0.0...n},float,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_walls_east_E_kWh,Electricity production from photovoltaic panels on east facades,kWh,{0.0...n},float,purple
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_walls_east_m2,Collector surface area on east facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_walls_north_E_kWh,Electricity production from photovoltaic panels on north facades,kWh,{0.0...n},float,orange
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_walls_north_m2,Collector surface area on north facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_walls_south_E_kWh,Electricity production from photovoltaic panels on south facades,kWh,{0.0...n},float,red
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_walls_south_m2,Collector surface area on south facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_walls_west_E_kWh,Electricity production from photovoltaic panels on west facades,kWh,{0.0...n},float,brown
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,PV_walls_west_m2,West facing wall collector surface area.,[kWh],{0.0...n},float,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,Unnamed: 0,TODO,TODO,TODO,TODO,black
photovoltaic,PV_total_buildings,outputs/data/potentials/solar/pv_total_buildings.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,Area_PV_m2,Total area of investigated collector.,[m2],{0.0...n},float,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,Date,Date and time in hourly steps.,[datetime],{yyyy-mm-dd hh:mm:ss-Z},date,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,E_PV_gen_kWh,Total electricity generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_roofs_top_E_kWh,Electricity production from photovoltaic panels on roof tops,kWh,{0.0...n},float,yellow
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_roofs_top_m2,Collector surface area on roof tops.,[kWh],{0.0...n},float,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_walls_east_E_kWh,Electricity production from photovoltaic panels on east facades,kWh,{0.0...n},float,purple
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_walls_east_m2,Collector surface area on east facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_walls_north_E_kWh,Electricity production from photovoltaic panels on north facades,kWh,{0.0...n},float,orange
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_walls_north_m2,Collector surface area on north facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_walls_south_E_kWh,Electricity production from photovoltaic panels on south facades,kWh,{0.0...n},float,red
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_walls_south_m2,Collector surface area on south facades.,[kWh],{0.0...n},float,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_walls_west_E_kWh,Electricity production from photovoltaic panels on west facades,kWh,{0.0...n},float,brown
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,PV_walls_west_m2,West facing wall collector surface area.,[kWh],{0.0...n},float,black
photovoltaic,PV_totals,outputs/data/potentials/solar/pv_total.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,AREA_m2,Surface area.,[m2],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,BUILDING,Unique building ID. It must start with a letter.,[-],alphanumeric,string,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,B_deg,Tilt angle of the installed solar panels,[deg],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,CATB,Category according to the tilt angle of the panel,[-],{0...n},int,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,CATGB,Category according to the annual radiation on the panel surface,[-],{0...n},int,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,CATteta_z,Category according to the surface azimuth of the panel,[-],{0...n},int,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,SURFACE,Unique surface ID for each building exterior surface.,[-],{srf0...srfn},string,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,TYPE,Surface typology.,[-],{walls/windows/roofs},string,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,Xcoor,Describes the position of the x vector.,[-],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,Xdir,Directional scalar of the x vector.,[-],{-1...1},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,Ycoor,Describes the position of the y vector.,[-],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,Ydir,Directional scalar of the y vector.,[-],{-1...1},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,Zcoor,Describes the position of the z vector.,[-],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,Zdir,Directional scalar of the z vector.,[-],{-1...1},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,area_installed_module_m2,The area of the building suface covered by one solar panel,[m2],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,array_spacing_m,Spacing between solar arrays.,[m],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,orientation,Orientation of the surface (north/east/south/west/top),[-],{north...},string,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,surface,Unique surface ID for each building exterior surface.,[-],{srf0...srfn},string,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,surface_azimuth_deg,Azimuth angle of the panel surface e.g. south facing = 180 deg,[deg],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,tilt_deg,Tilt angle of roof or walls,[deg],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,total_rad_Whm2,Total radiatiative potential of a given surfaces area.,[Wh/m2],{0.0...n},float,black
photovoltaic-thermal,PVT_metadata_results,outputs/data/potentials/solar/b001_pvt_sensors.csv,type_orientation,Concatenated surface type and orientation.,[-],{type_orientation},string,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,Area_PVT_m2,Total area of investigated collector.,[m2],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,Date,Date and time in hourly steps.,[datetime],{yyyy-mm-dd hh:mm:ss-Z},date,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,E_PVT_gen_kWh,Total electricity generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,Eaux_PVT_kWh,Auxiliary electricity consumed by the collector.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_roofs_top_E_kWh,Electricity production from photovoltaic-thermal panels on roof tops,kWh,{0.0...n},float,yellow
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_roofs_top_Q_kWh,Heat production from photovoltaic-thermal panels on roof tops,kWh,{0.0...n},float,yellow_light
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_roofs_top_m2,Collector surface area on roof tops.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_east_E_kWh,Electricity production from photovoltaic-thermal panels on east facades,kWh,{0.0...n},float,purple
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_east_Q_kWh,Heat production from photovoltaic-thermal panels on east facades,kWh,{0.0...n},float,purple_light
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_east_m2,Collector surface area on east facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_north_E_kWh,Electricity production from photovoltaic-thermal panels on north facades,kWh,{0.0...n},float,orange
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_north_Q_kWh,Heat production from photovoltaic-thermal panels on north facades,kWh,{0.0...n},float,orange_light
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_north_m2,Collector surface area on north facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_south_E_kWh,Electricity production from photovoltaic-thermal panels on south facades,kWh,{0.0...n},float,red
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_south_Q_kWh,Heat production from photovoltaic-thermal panels on south facades,kWh,{0.0...n},float,red_light
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_south_m2,Collector surface area on south facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_west_E_kWh,Electricity production from photovoltaic-thermal panels on west facades,kWh,{0.0...n},float,brown
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_west_Q_kWh,Heat production from photovoltaic-thermal panels on west facades,kWh,{0.0...n},float,brown_light
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,PVT_walls_west_m2,West facing wall collector surface area.,[m2],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,Q_PVT_gen_kWh,Total heat generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,Q_PVT_l_kWh,Collector heat loss.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,T_PVT_re_C,Collector heating supply temperature.,[C],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,T_PVT_sup_C,Collector heating supply temperature.,[C],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,mcp_PVT_kWperC,Capacity flow rate (mass flow* specific heat capacity) of the hot water delivered by the collector.,[kW/Cap],{0.0...n},float,black
photovoltaic-thermal,PVT_results,outputs/data/potentials/solar/b001_pvt.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,Area_PVT_m2,Total area of investigated collector.,[m2],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,E_PVT_gen_kWh,Total electricity generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,Eaux_PVT_kWh,Auxiliary electricity consumed by the collector.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_roofs_top_E_kWh,Electricity production from photovoltaic-thermal panels on roof tops,kWh,{0.0...n},float,yellow
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_roofs_top_Q_kWh,Heat production from photovoltaic-thermal panels on roof tops,kWh,{0.0...n},float,yellow_light
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_roofs_top_m2,Collector surface area on roof tops.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_east_E_kWh,Electricity production from photovoltaic-thermal panels on east facades,kWh,{0.0...n},float,purple
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_east_Q_kWh,Heat production from photovoltaic-thermal panels on east facades,kWh,{0.0...n},float,purple_light
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_east_m2,Collector surface area on east facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_north_E_kWh,Electricity production from photovoltaic-thermal panels on north facades,kWh,{0.0...n},float,orange
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_north_Q_kWh,Heat production from photovoltaic-thermal panels on north facades,kWh,{0.0...n},float,orange_light
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_north_m2,Collector surface area on north facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_south_E_kWh,Electricity production from photovoltaic-thermal panels on south facades,kWh,{0.0...n},float,red
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_south_Q_kWh,Heat production from photovoltaic-thermal panels on south facades,kWh,{0.0...n},float,red_light
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_south_m2,Collector surface area on south facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_west_E_kWh,Electricity production from photovoltaic-thermal panels on west facades,kWh,{0.0...n},float,brown
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_west_Q_kWh,Heat production from photovoltaic-thermal panels on west facades,kWh,{0.0...n},float,brown_light
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,PVT_walls_west_m2,West facing wall collector surface area.,[m2],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,Q_PVT_gen_kWh,Total heat generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,Q_PVT_l_kWh,Collector heat loss.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,Unnamed: 0,TODO,TODO,TODO,TODO,black
photovoltaic-thermal,PVT_total_buildings,outputs/data/potentials/solar/pvt_total_buildings.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,Area_PVT_m2,Total area of investigated collector.,[m2],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,Date,Date and time in hourly steps.,[datetime],{yyyy-mm-dd hh:mm:ss-Z},date,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,E_PVT_gen_kWh,Total electricity generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,Eaux_PVT_kWh,Auxiliary electricity consumed by the collector.,[kWh],{0.0...n},float,black
