SCRIPT,LOCATOR_METHOD,FILE_NAME,VARIABLE,DESCRIPTION,UNIT,VALUES,TYPE,COLOR
-,get_building_occupancy,inputs/building-properties/occupancy.dbf,SCHOOL,Schools,m2,{0.0...1},float,green
-,get_building_occupancy,inputs/building-properties/occupancy.dbf,SERVERROOM,Data center,m2,{0.0...1},float,blue
-,get_building_occupancy,inputs/building-properties/occupancy.dbf,SINGLE_RES,Residential (single dwellings),m2,{0.0...1},float,grey
-,get_building_occupancy,inputs/building-properties/occupancy.dbf,SWIMMING,Swimming halls,m2,{0.0...1},float,purple
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,CO2_target_new,Target CO2 production for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,CO2_target_retrofit,Target CO2 production for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,CO2_today,Present CO2 production,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,NRE_target_new,Target non-renewable energy consumption for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,NRE_target_retrofit,Target non-renewable energy consumption for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,NRE_today,Present non-renewable energy consumption,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,PEN_target_new,Target primary energy demand for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,PEN_target_retrofit,Target primary energy demand for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,PEN_today,Present primary energy demand,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:EMBODIED,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,CO2_target_new,Target CO2 production for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,CO2_target_retrofit,Target CO2 production for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,CO2_today,Present CO2 production,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,NRE_target_new,Target non-renewable energy consumption for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,NRE_target_retrofit,Target non-renewable energy consumption for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,NRE_today,Present non-renewable energy consumption,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,PEN_target_new,Target primary energy demand for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,PEN_target_retrofit,Target primary energy demand for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,PEN_today,Present primary energy demand,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:MOBILITY,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,CO2_target_new,Target CO2 production for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,CO2_target_retrofit,Target CO2 production for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,CO2_today,Present CO2 production,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,NRE_target_new,Target non-renewable energy consumption for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,NRE_target_retrofit,Target non-renewable energy consumption for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,NRE_today,Present non-renewable energy consumption,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,PEN_target_new,Target primary energy demand for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,PEN_target_retrofit,Target primary energy demand for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,PEN_today,Present primary energy demand,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:OPERATION,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,CO2_target_new,Target CO2 production for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,CO2_target_retrofit,Target CO2 production for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,CO2_today,Present CO2 production,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,NRE_target_new,Target non-renewable energy consumption for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,NRE_target_retrofit,Target non-renewable energy consumption for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,NRE_today,Present non-renewable energy consumption,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,PEN_target_new,Target primary energy demand for newly constructed buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,PEN_target_retrofit,Target primary energy demand for retrofitted buildings,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,PEN_today,Present primary energy demand,[-],{0.0...n},float,black
-,get_data_benchmark,databases/sg/benchmarks/benchmark_2000w.xls:TOTAL,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_district_geometry,inputs/building-geometry/district.shp,Name,Unique building ID. It must start with a letter.,[-],alphanumeric,string,black
-,get_district_geometry,inputs/building-geometry/district.shp,floors_ag,TODO,TODO,TODO,TODO,black
-,get_district_geometry,inputs/building-geometry/district.shp,floors_bg,TODO,TODO,TODO,TODO,black
-,get_district_geometry,inputs/building-geometry/district.shp,geometry,TODO,TODO,TODO,TODO,black
-,get_district_geometry,inputs/building-geometry/district.shp,height_ag,Aggregated height of the walls.,[m],{0.0...n},float,black
-,get_district_geometry,inputs/building-geometry/district.shp,height_bg,TODO,TODO,TODO,TODO,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:CONSTRUCTION,Cm_Af,Internal heat capacity per unit of air conditioned area. Defined according to ISO 13790.,[J/Km2],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:CONSTRUCTION,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:CONSTRUCTION,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:LEAKAGE,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:LEAKAGE,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:LEAKAGE,n50,Air exchanges per hour at a pressure of 50 Pa.,[1/h],{0.0...10},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:ROOF,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:ROOF,U_roof,Thermal transmittance of windows including linear losses (+10%). Defined according to ISO 13790.,[-],{0.1...n},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:ROOF,a_roof,Solar absorption coefficient. Defined according to ISO 13790.,[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:ROOF,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:ROOF,e_roof,Emissivity of external surface. Defined according to ISO 13790.,[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:ROOF,r_roof,Reflectance in the Red spectrum. Defined according Radiance. (long-wave),[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:SHADING,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:SHADING,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:SHADING,rf_sh,Shading coefficient when shading device is active. Defined according to ISO 13790.,[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WALL,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WALL,U_base,Thermal transmittance of basement including linear losses (+10%). Defined according to ISO 13790.,[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WALL,U_wall,Thermal transmittance of windows including linear losses (+10%). Defined according to ISO 13790.,[-],{0.1...n},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WALL,a_wall,Solar absorption coefficient. Defined according to ISO 13790.,[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WALL,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WALL,e_wall,Emissivity of external surface. Defined according to ISO 13790.,[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WALL,r_wall,Reflectance in the Red spectrum. Defined according Radiance. (long-wave),[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WINDOW,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WINDOW,G_win,Solar heat gain coefficient. Defined according to ISO 13790.,[-],{0.0...1},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WINDOW,U_win,Thermal transmittance of windows including linear losses (+10%). Defined according to ISO 13790.,[-],{0.1...n},float,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WINDOW,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_envelope_systems,databases/ch/systems/envelope_systems.xls:WINDOW,e_win,Emissivity of external surface. Defined according to ISO 13790.,[-],{0.0...1},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Excavation,Typical embodied energy for site excavation.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Floor_g,Typical embodied energy of the ground floor.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Floor_int,Typical embodied energy of the interior floor.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Roof,Typical embodied energy of the roof.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Services,Typical embodied energy of the building services.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Wall_ext_ag,Typical embodied energy of the exterior above ground walls.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Wall_ext_bg,Typical embodied energy of the exterior below ground walls.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Wall_int_nosup,nan,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Wall_int_sup,nan,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,Win_ext,Typical embodied energy of the external glazing.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,building_use,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,standard,Letter representing whereas the field represent construction properties of a building as newly constructed (C) or renovated (R),[-],{C or R},string,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,year_end,Upper limit of year interval where the building properties apply,[yr],{0...n},int,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_EMISSIONS,year_start,Lower limit of year interval where the building properties apply,[yr],{0...n},int,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Excavation,Typical embodied energy for site excavation.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Floor_g,Typical embodied energy of the ground floor.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Floor_int,Typical embodied energy of the interior floor.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Roof,Typical embodied energy of the roof.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Services,Typical embodied energy of the building services.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Wall_ext_ag,Typical embodied energy of the exterior above ground walls.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Wall_ext_bg,Typical embodied energy of the exterior below ground walls.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Wall_int_nosup,nan,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Wall_int_sup,nan,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,Win_ext,Typical embodied energy of the external glazing.,[GJ],{0.0....n},float,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,building_use,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,standard,Letter representing whereas the field represent construction properties of a building as newly constructed (C) or renovated (R),[-],{C or R},string,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,year_end,Upper limit of year interval where the building properties apply,[yr],{0...n},int,black
-,get_life_cycle_inventory_building_systems,databases/sg/lifecycle/lca_buildings.xlsx:EMBODIED_ENERGY,year_start,Lower limit of year interval where the building properties apply,[yr],{0...n},int,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:COOLING,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:COOLING,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:COOLING,eff_cs,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:COOLING,reference,nan,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:COOLING,scale_cs,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:COOLING,source_cs,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:DHW,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:DHW,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:DHW,eff_dhw,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:DHW,reference,nan,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:DHW,scale_dhw,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:DHW,source_dhw,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:ELECTRICITY,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:ELECTRICITY,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:ELECTRICITY,eff_el,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:ELECTRICITY,reference,nan,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:ELECTRICITY,scale_el,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:ELECTRICITY,source_el,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:HEATING,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:HEATING,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:HEATING,eff_hs,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:HEATING,reference,nan,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:HEATING,scale_hs,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:HEATING,source_hs,TODO,TODO,TODO,TODO,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:RESOURCES,CO2,Refers to the equivalent CO2 required to run the heating or cooling system.,[kg/kWh],{0.0....n},float,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:RESOURCES,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:RESOURCES,PEN,Refers to the amount of primary energy needed (PEN) to run the heating or cooling system.,[kWh/kWh],{0.0....n},float,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:RESOURCES,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:RESOURCES,costs_kWh,Refers to the financial costs required to run the heating or cooling system.,[$/kWh],{0.0....n},float,black
-,get_life_cycle_inventory_supply_systems,databases/sg/lifecycle/lca_infrastructure.xlsx:RESOURCES,reference,nan,[-],[-],string,black
-,get_street_network,inputs/networks/streets.shp,FID,TODO,TODO,TODO,TODO,black
-,get_street_network,inputs/networks/streets.shp,geometry,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,a_e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,a_g,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,e_e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,e_g,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,el_W,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,m_cw,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,m_hw,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,r_e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,r_g,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,s_e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,s_g,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,type,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Absorption_chiller,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:BH,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,Description,Describes the source of the benchmark standards.,[-],[-],string,black
