METADATA,mixed-schedule
MONTHLY_MULTIPLIER,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.0,1,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,2,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,3,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,4,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,5,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,6,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,7,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,8,SETPOINT,0.20000000000000004,0.0,0.2,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,9,SETPOINT,0.4000000000000001,0.0,0.4,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,10,SETPOINT,0.4000000000000001,0.0,0.6,SETPOINT,0.9836206896551724,1.0,WEEKDAY
0.0,11,SETPOINT,0.4000000000000001,0.0,0.8,SETPOINT,1.0,1.0,WEEKDAY
0.0,12,SETPOINT,0.6,0.0,0.8,SETPOINT,1.0,1.0,WEEKDAY
0.0,13,SETPOINT,0.6,0.0,0.4,SETPOINT,0.9672413793103448,1.0,WEEKDAY
0.0,14,SETPOINT,0.6,0.0,0.6,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,15,SETPOINT,0.4000000000000001,0.0,0.8,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,16,SETPOINT,0.4000000000000001,0.0,0.8,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,17,SETPOINT,0.6,0.0,0.4,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,18,SETPOINT,1.0,0.0,0.2,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,19,SETPOINT,0.6,0.0,0.0,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,20,SETPOINT,0.4000000000000001,0.0,0.0,SETPOINT,0.9508620689655172,1.0,WEEKDAY
0.0,21,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,22,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,23,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,24,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,WEEKDAY
0.0,1,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,SATURDAY
0.0,2,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,SATURDAY
0.0,3,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,SATURDAY
0.0,4,SETBACK,0.0,0.0,0.0,OFF,0.2163793103448276,0.20000000000000004,SATURDAY
