Eaf,Ealf,Eauxf,Eauxf_cs,Eauxf_fw,Eauxf_hs,Eauxf_ve,Eauxf_ww,Ecaf,Edataf,Ef,Ehs_lat_aux,Elf,Eprof,Eref,I_rad,I_sol,QCf,QEf,QHf,Qcdataf,Qcref,Qcs,Qcs_em_ls,Qcs_lat_sys,Qcs_sen,Qcs_sen_incl_em_ls,Qcs_sen_sys,Qcsf,Qcsf_lat,Qhprof,Qhs,Qhs_em_ls,Qhs_lat_sys,Qhs_sen,Qhs_sen_incl_em_ls,Qhs_sen_sys,Qhsf,Qhsf_lat,Qs,Qww,Qwwf,T_ext,T_sky,Ta_re_cs,Ta_re_hs,Ta_sup_cs,Ta_sup_hs,Tcdataf_re,Tcdataf_sup,Tcref_re,Tcref_sup,Tcsf_re,Tcsf_sup,Thsf_re,Thsf_sup,Twwf_re,Twwf_sup,m_ve_inf,m_ve_mech,m_ve_recirculation,m_ve_required,m_ve_window,ma_sup_cs,ma_sup_hs,mcpcsf,mcpdataf,mcphsf,mcpref,mcpwwf,people,rh_ext,system_status,ta_cs_set,ta_hs_set,theta_a,theta_c,theta_m,theta_o,theta_ve_mech,u_wind,ve,w_int
204.151,612.763,14.248,0,0,14.203,0,0.045,0,0,627.011,0,408.612,0,0,401.935,-401.935,0,26167.722,25540.711,0,0,0,0,0,0,0,0,0,0,0,22154.909,1990.499,0,22154.909,24145.407,22154.909,24814.764,0,449.992,16.510,725.947,-5.300,25.711,0,0,0,0,0,0,0,0,0,0,67.441,86.004,10,60,0.113,0,0,0.084,0.000,0,0,0,0,1336.819,0,14.519,6,71,Radiative heating,,21.545,21.545,16.700,14.939,18.202,-5.300,0.100,231.425,0
204.151,612.763,14.267,0,0,14.203,0,0.064,0,0,627.030,0,408.612,0,0,418.365,-418.365,0,26174.466,25547.436,0,0,0,0,0,0,0,0,0,0,0,22128.776,2001.724,0,22128.776,24130.500,22128.776,24798.231,0,449.992,33.020,749.205,-5.100,26.042,0,0,0,0,0,0,0,0,0,0,67.419,85.969,10,60,0.112,0,0,0.084,0.000,0,0,0,0,1336.819,0,14.984,6,75,Radiative heating,,21.545,21.545,16.701,14.936,18.203,-5.100,0.200,231.425,0
204.151,612.763,14.480,0,0,14.203,0,0.277,0,0,627.243,0,408.612,0,0,425.632,-425.632,0,26408.999,25781.756,0,0,0,0,0,0,0,0,0,0,0,22135.235,2002.308,0,22135.235,24137.543,22135.235,24805.469,0,449.992,627.386,976.287,-5.100,26.190,0,0,0,0,0,0,0,0,0,0,67.428,85.984,10,60,0.112,0,0,0.084,0.000,0,0,0,0,1336.819,0,19.526,6,82,Radiative heating,,21.545,21.545,16.699,14.934,18.202,-5.100,0.400,231.425,0
812.465,2382.402,16.539,0,0,14.203,0,2.336,0,0,2398.941,0,1569.937,0,0,444.776,-444.776,0,28693.818,26294.876,0,0,0,0,0,0,0,0,0,0,0,21309.006,1940.819,0,21309.006,23249.825,21309.006,23892.018,0,359.994,1634.505,2402.858,-4.900,26.575,0,0,0,0,0,0,0,0,0,0,66.192,84.064,10,60,0.112,0,0,0.067,0.000,0,0,0,0,1336.819,0,48.057,5,89,Radiative heating,,21.545,21.545,16.723,14.956,18.218,-4.900,1.100,185.140,0
1624.930,4764.805,16.386,0,0,14.203,0,2.183,0,0,4781.191,0,3139.875,0,0,449.147,-446.404,0,29448.374,24667.184,0,0,0,0,0,0,0,0,0,0,0,20117.667,1838.632,0,20117.667,21956.299,20117.667,22562.211,0,339.175,1427.310,2104.972,-4.800,26.687,0,0,0,0,0,0,0,0,0,0,64.368,81.245,10,60,0.112,0,0,0.063,0.000,0,0,0,0,1336.819,0,42.099,4,88,Radiative heating,,21.545,21.545,16.768,15.006,18.249,-4.800,1.000,174.433,0
968.684,2893.462,14.603,0,0,14.203,0,0.399,0,0,2908.064,0,1924.778,0,0,458.744,-368.323,0,28212.973,25304.908,0,0,0,0,0,0,0,0,0,0,0,20834.939,1917.412,0,20834.939,22752.351,20834.939,23379.088,0,318.356,1302.666,1925.820,-4.600,26.924,0,0,0,0,0,0,0,0,0,0,65.492,82.981,10,60,0.112,0,0,0.059,0.000,0,0,0,0,1336.819,0,38.516,4,87,Radiative heating,,21.545,21.545,16.783,15.035,18.259,-4.600,0.700,163.726,0
1176.976,3574.874,14.578,0,0,14.203,0,0.375,0,0,3589.451,0,2397.898,0,0,498.100,-189.910,0,28015.814,24426.363,0,0,0,0,0,0,0,0,0,0,0,20215.379,1906.746,0,20215.379,22122.126,20215.379,22727.613,0,387.535,1145.001,1698.750,-3.900,27.719,0,0,0,0,0,0,0,0,0,0,64.596,81.598,10,60,0.112,0,0,0.072,0.000,0,0,0,0,1336.819,0,33.975,5,83,Radiative heating,,21.545,21.545,16.833,15.091,18.294,-3.900,2.200,199.304,0
1176.976,3574.874,14.582,0,0,14.203,0,0.378,0,0,3589.455,0,2397.898,0,0,548.320,-134.052,0,27676.628,24087.173,0,0,0,0,0,0,0,0,0,0,0,19839.366,1926.126,0,19839.366,21765.491,19839.366,22356.843,0,456.714,1168.948,1730.330,-3.100,28.749,0,0,0,0,0,0,0,0,0,0,64.083,80.807,10,60,0.112,0,0,0.084,0.000,0,0,0,0,1336.819,0,34.607,6,85,Radiative heating,,21.545,21.545,16.892,15.163,18.335,-3.100,1.300,234.882,0
1729.076,5105.511,14.573,0,0,14.203,0,0.370,0,0,5120.084,0,3376.435,0,0,594.616,-326.752,0,28003.619,22883.534,0,0,0,0,0,0,0,0,0,0,0,18794.973,1872.757,0,18794.973,20667.730,18794.973,21225.622,0,456.714,1119.418,1657.912,-2.400,29.694,0,0,0,0,0,0,0,0,0,0,62.503,78.381,10,60,0.111,0,0,0.084,0.000,0,0,0,0,1336.819,0,33.158,6,88,Radiative heating,,21.545,21.545,16.971,15.258,18.389,-2.400,1.300,234.882,0
1624.930,4764.805,14.592,0,0,14.203,0,0.389,0,0,4779.397,0,3139.875,0,0,609.101,-557.396,0,27733.329,22953.932,0,0,0,0,0,0,0,0,0,0,0,18687.096,1890.441,0,18687.096,20577.537,18687.096,21130.926,0,408.354,1236.625,1823.006,-2.000,30.046,0,0,0,0,0,0,0,0,0,0,62.370,78.177,10,60,0.111,0,0,0.075,0.000,0,0,0,0,1336.819,0,36.460,5,81,Radiative heating,,21.545,21.545,17.032,15.343,18.431,-2.000,1.600,210.011,0
968.684,2893.462,14.591,0,0,14.203,0,0.388,0,0,2908.052,0,1924.778,0,0,620.628,-620.141,0,26599.852,23691.799,0,0,0,0,0,0,0,0,0,0,0,19338.880,1971.429,0,19338.880,21310.309,19338.880,21882.334,0,387.535,1227.552,1809.465,-1.800,30.324,0,0,0,0,0,0,0,0,0,0,63.423,79.792,10,60,0.111,0,0,0.071,0.000,0,0,0,0,1336.819,0,36.189,5,83,Radiative heating,,21.545,21.545,17.066,15.402,18.455,-1.800,0.200,199.304,0
1176.976,3574.874,14.545,0,0,14.203,0,0.342,0,0,3589.419,0,2397.898,0,0,617.326,-617.326,0,26329.989,22740.570,0,0,0,0,0,0,0,0,0,0,0,18839.604,1920.532,0,18839.604,20760.135,18839.604,21317.393,0,456.714,954.316,1423.177,-1.800,30.297,0,0,0,0,0,0,0,0,0,0,62.632,78.579,10,60,0.111,0,0,0.084,0.000,0,0,0,0,1336.819,0,28.464,6,81,Radiative heating,,21.545,21.545,17.113,15.465,18.487,-1.800,0.700,234.882,0
1176.976,3574.874,14.533,0,0,14.203,0,0.330,0,0,3589.407,0,2397.898,0,0,608.222,-608.222,0,26076.911,22487.505,0,0,0,0,0,0,0,0,0,0,0,18703.768,1899.378,0,18703.768,20603.146,18703.768,21156.707,0,456.714,888.276,1330.798,-1.900,30.172,0,0,0,0,0,0,0,0,0,0,62.406,78.232,10,60,0.111,0,0,0.084,0.000,0,0,0,0,1336.819,0,26.616,6,81,Radiative heating,,21.545,21.545,17.149,15.519,18.512,-1.900,2.000,234.882,0
1624.930,4764.805,14.505,0,0,14.203,0,0.301,0,0,4779.309,0,3139.875,0,0,590.023,-590.023,0,26338.495,21559.186,0,0,0,0,0,0,0,0,0,0,0,18080.878,1815.255,0,18080.878,19896.133,18080.878,20432.197,0,408.354,741.321,1126.989,-2.200,29.863,0,0,0,0,0,0,0,0,0,0,61.380,76.665,10,60,0.111,0,0,0.075,0.000,0,0,0,0,1336.819,0,22.540,5,84,Radiative heating,,21.545,21.545,17.189,15.575,18.539,-2.200,0.800,210.011,0
1572.857,4594.452,14.556,0,0,14.203,0,0.353,0,0,4609.007,0,3021.595,0,0,587.242,-587.242,0,26467.616,21858.609,0,0,0,0,0,0,0,0,0,0,0,18007.736,1807.911,0,18007.736,19815.647,18007.736,20349.543,0,429.173,1014.556,1509.066,-2.200,29.850,0,0,0,0,0,0,0,0,0,0,61.263,76.485,10,60,0.111,0,0,0.079,0.000,0,0,0,0,1336.819,0,30.181,6,83,Radiative heating,,21.545,21.545,17.221,15.623,18.562,-2.200,0.300,220.718,0
1572.857,4594.452,14.600,0,0,14.203,0,0.397,0,0,4609.052,0,3021.595,0,0,593.356,-593.356,0,26761.867,22152.815,0,0,0,0,0,0,0,0,0,0,0,17925.287,1799.634,0,17925.287,19724.921,17925.287,20256.372,0,359.994,1287.792,1896.443,-2.200,29.999,0,0,0,0,0,0,0,0,0,0,61.130,76.283,10,60,0.111,0,0,0.066,0.000,0,0,0,0,1336.819,0,37.929,5,91,Radiative heating,,21.545,21.545,17.250,15.666,18.582,-2.200,1.400,185.140,0
1572.857,4594.452,14.603,0,0,14.203,0,0.400,0,0,4609.054,0,3021.595,0,0,575.111,-575.111,0,26700.287,22091.233,0,0,0,0,0,0,0,0,0,0,0,17860.768,1779.672,0,17860.768,19640.439,17860.768,20170.602,0,359.994,1304.302,1920.631,-2.400,29.680,0,0,0,0,0,0,0,0,0,0,61.008,76.096,10,60,0.111,0,0,0.066,0.000,0,0,0,0,1336.819,0,38.413,5,87,Radiative heating,,21.545,21.545,17.272,15.700,18.597,-2.400,1.400,185.140,0
812.465,2382.402,14.554,0,0,14.203,0,0.351,0,0,2396.957,0,1569.937,0,0,572.376,-572.376,0,25170.302,22773.345,0,0,0,0,0,0,0,0,0,0,0,18843.702,1870.579,0,18843.702,20714.281,18843.702,21273.950,0,359.994,1007.119,1499.395,-2.500,29.649,0,0,0,0,0,0,0,0,0,0,62.571,78.485,10,60,0.111,0,0,0.066,0.000,0,0,0,0,1336.819,0,29.988,5,93,Radiative heating,,21.545,21.545,17.264,15.703,18.591,-2.500,0.500,185.140,0
812.465,2382.402,14.505,0,0,14.203,0,0.302,0,0,2396.907,0,1569.937,0,0,544.401,-544.401,0,24829.188,22432.281,0,0,0,0,0,0,0,0,0,0,0,18897.022,1841.383,0,18897.022,20738.405,18897.022,21301.330,0,449.992,742.957,1130.951,-3.000,29.103,0,0,0,0,0,0,0,0,0,0,62.610,78.544,10,60,0.112,0,0,0.083,0.000,0,0,0,0,1336.819,0,22.619,6,97,Radiative heating,,21.545,21.545,17.254,15.696,18.584,-3.000,0.300,231.425,0
812.465,2382.402,14.428,0,0,14.203,0,0.225,0,0,2396.830,0,1569.937,0,0,582.701,-582.701,0,24297.445,21900.615,0,0,0,0,0,0,0,0,0,0,0,18782.415,1871.506,0,18782.415,20653.921,18782.415,21211.440,0,449.992,412.754,689.174,-2.400,29.829,0,0,0,0,0,0,0,0,0,0,62.483,78.350,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,13.783,6,95,Radiative heating,,21.545,21.545,17.265,15.703,18.592,-2.400,0.800,231.425,0
204.151,612.763,14.399,0,0,14.203,0,0.196,0,0,627.162,0,408.612,0,0,589.608,-589.608,0,23298.876,22671.714,0,0,0,0,0,0,0,0,0,0,0,19557.307,1963.483,0,19557.307,21520.789,19557.307,22100.627,0,449.992,313.693,571.087,-2.200,29.971,0,0,0,0,0,0,0,0,0,0,63.728,80.260,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,11.422,6,89,Radiative heating,,21.545,21.545,17.254,15.693,18.584,-2.200,1.100,231.425,0
204.151,612.763,14.329,0,0,14.203,0,0.126,0,0,627.092,0,408.612,0,0,577.767,-577.767,0,23234.533,22607.440,0,0,0,0,0,0,0,0,0,0,0,19625.732,1955.535,0,19625.732,21581.267,19625.732,22163.819,0,449.992,130.270,443.622,-2.400,29.734,0,0,0,0,0,0,0,0,0,0,63.815,80.395,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,8.872,6,90,Radiative heating,,21.545,21.545,17.242,15.680,18.576,-2.400,1.700,231.425,0
204.151,612.763,14.337,0,0,14.203,0,0.134,0,0,627.100,0,408.612,0,0,568.970,-568.970,0,23288.373,22661.273,0,0,0,0,0,0,0,0,0,0,0,19680.498,1953.646,0,19680.498,21634.144,19680.498,22218.667,0,449.992,146.554,442.606,-2.500,29.555,0,0,0,0,0,0,0,0,0,0,63.892,80.512,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,8.852,6,88,Radiative heating,,21.545,21.545,17.232,15.666,18.569,-2.500,2.000,231.425,0
204.151,612.763,14.303,0,0,14.203,0,0.100,0,0,627.066,0,408.612,0,0,566.708,-566.708,0,23381.593,22754.527,0,0,0,0,0,0,0,0,0,0,0,19715.551,1957.126,0,19715.551,21672.676,19715.551,22258.240,0,449.992,81.419,496.287,-2.500,29.501,0,0,0,0,0,0,0,0,0,0,63.947,80.597,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,9.926,6,85,Radiative heating,,21.545,21.545,17.223,15.654,18.563,-2.500,2.400,231.425,0
204.151,612.763,14.266,0,0,14.203,0,0.063,0,0,627.029,0,408.612,0,0,569.282,-569.282,0,23661.093,23034.064,0,0,0,0,0,0,0,0,0,0,0,19747.976,1960.345,0,19747.976,21708.321,19747.976,22294.847,0,449.992,32.568,739.217,-2.500,29.541,0,0,0,0,0,0,0,0,0,0,63.997,80.675,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,14.784,6,87,Radiative heating,,21.545,21.545,17.215,15.642,18.557,-2.500,1.600,231.425,0
204.151,612.763,14.266,0,0,14.203,0,0.063,0,0,627.029,0,408.612,0,0,555.235,-555.235,0,23730.338,23103.308,0,0,0,0,0,0,0,0,0,0,0,19821.015,1952.964,0,19821.015,21773.979,19821.015,22363.374,0,449.992,32.568,739.935,-2.700,29.263,0,0,0,0,0,0,0,0,0,0,64.092,80.821,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,14.799,6,85,Radiative heating,,21.545,21.545,17.203,15.627,18.549,-2.700,0.800,231.425,0
204.151,612.763,14.344,0,0,14.203,0,0.141,0,0,627.107,0,408.612,0,0,559.193,-559.193,0,23499.200,22872.093,0,0,0,0,0,0,0,0,0,0,0,19882.429,1951.758,0,19882.429,21834.187,19882.429,22425.760,0,449.992,162.838,446.333,-2.800,29.327,0,0,0,0,0,0,0,0,0,0,64.179,80.954,10,60,0.112,0,0,0.083,0.000,0,0,0,0,1336.819,0,8.927,6,95,Radiative heating,,21.545,21.545,17.191,15.611,18.541,-2.800,0.400,231.425,0
812.465,2382.402,14.439,0,0,14.203,0,0.236,0,0,2396.842,0,1569.937,0,0,536.642,-536.642,0,24798.595,22401.753,0,0,0,0,0,0,0,0,0,0,0,19223.752,1859.545,0,19223.752,21083.298,19223.752,21656.645,0,359.994,455.945,745.109,-3.200,28.880,0,0,0,0,0,0,0,0,0,0,63.108,79.308,10,60,0.112,0,0,0.066,0.000,0,0,0,0,1336.819,0,14.902,5,98,Radiative heating,,21.545,21.545,17.190,15.607,18.540,-3.200,0.300,185.140,0
1572.857,4594.452,14.513,0,0,14.203,0,0.309,0,0,4608.964,0,3021.595,0,0,554.723,-400.002,0,26250.673,21641.709,0,0,0,0,0,0,0,0,0,0,0,18142.812,1774.415,0,18142.812,19917.228,18142.812,20457.363,0,269.995,781.621,1184.346,-2.900,29.229,0,0,0,0,0,0,0,0,0,0,61.416,76.719,10,60,0.112,0,0,0.050,0.000,0,0,0,0,1336.819,0,23.687,3,96,Radiative heating,,21.545,21.545,17.224,15.638,18.564,-2.900,1.300,138.855,0
812.465,2382.402,14.598,0,0,14.203,0,0.394,0,0,2397.000,0,1569.937,0,0,567.424,321.322,0,25692.389,23295.389,0,0,0,0,0,0,0,0,0,0,0,18987.020,1870.790,0,18987.020,20857.810,18987.020,21422.405,0,179.997,1270.134,1872.984,-2.700,29.507,0,0,0,0,0,0,0,0,0,0,62.780,78.805,10,60,0.111,0,0,0.033,0.000,0,0,0,0,1336.819,0,37.460,2,98,Radiative heating,,21.545,21.545,17.235,15.660,18.571,-2.700,2.400,92.570,0
812.465,2382.402,14.595,0,0,14.203,0,0.392,0,0,2396.997,0,1569.937,0,0,502.955,1296.964,0,25613.386,23216.389,0,0,0,0,0,0,0,0,0,0,0,18991.054,1804.109,0,18991.054,20795.162,18991.054,21363.286,0,179.997,1253.850,1853.103,-3.700,28.266,0,0,0,0,0,0,0,0,0,0,62.697,78.677,10,60,0.112,0,0,0.033,0.000,0,0,0,0,1336.819,0,37.062,2,99,Radiative heating,,21.545,21.545,17.240,15.678,18.575,-3.700,3.400,92.570,0
812.465,2382.402,14.577,0,0,14.203,0,0.374,0,0,2396.979,0,1569.937,0,0,592.879,1704.032,0,25036.753,22639.773,0,0,0,0,0,0,0,0,0,0,0,18547.842,1855.108,0,18547.842,20402.950,18547.842,20953.182,0,179.997,1139.863,1686.592,-2.300,30.008,0,0,0,0,0,0,0,0,0,0,62.119,77.793,10,60,0.111,0,0,0.033,0.000,0,0,0,0,1336.819,0,33.732,2,98,Radiative heating,,21.545,21.545,17.297,15.737,18.614,-2.300,0.800,92.570,0
1572.857,4594.452,14.590,0,0,14.203,0,0.387,0,0,4609.042,0,3021.595,0,0,621.622,1404.245,0,25974.683,21365.641,0,0,0,0,0,0,0,0,0,0,0,17290.968,1762.662,0,17290.968,19053.630,17290.968,19565.081,0,179.997,1221.282,1800.561,-1.800,30.608,0,0,0,0,0,0,0,0,0,0,60.139,74.775,10,60,0.111,0,0,0.033,0.000,0,0,0,0,1336.819,0,36.011,2,96,Radiative heating,,21.545,21.545,17.368,15.820,18.663,-1.800,2.000,92.570,0
1572.857,4594.452,14.593,0,0,14.203,0,0.389,0,0,4609.044,0,3021.595,0,0,644.649,42.884,0,25896.644,21287.600,0,0,0,0,0,0,0,0,0,0,0,17179.557,1778.674,0,17179.557,18958.231,17179.557,19465.216,0,269.995,1237.566,1822.384,-1.400,31.110,0,0,0,0,0,0,0,0,0,0,59.995,74.556,10,60,0.111,0,0,0.049,0.000,0,0,0,0,1336.819,0,36.448,3,96,Radiative heating,,21.545,21.545,17.406,15.876,18.689,-1.400,1.400,138.855,0
812.465,2382.402,14.549,0,0,14.203,0,0.346,0,0,2396.951,0,1569.937,0,0,649.339,-579.097,0,24504.130,22107.179,0,0,0,0,0,0,0,0,0,0,0,18221.957,1893.998,0,18221.957,20115.955,18221.957,20653.394,0,179.997,977.026,1453.784,-1.300,31.236,0,0,0,0,0,0,0,0,0,0,61.695,77.144,10,60,0.111,0,0,0.033,0.000,0,0,0,0,1336.819,0,29.076,2,96,Radiative heating,,21.545,21.545,17.404,15.889,18.688,-1.300,2.400,92.570,0
812.465,2382.402,14.513,0,0,14.203,0,0.309,0,0,2396.915,0,1569.937,0,0,652.551,-652.551,0,24190.399,21793.484,0,0,0,0,0,0,0,0,0,0,0,18179.934,1897.071,0,18179.934,20077.004,18179.934,20612.899,0,179.997,781.621,1180.586,-1.200,31.294,0,0,0,0,0,0,0,0,0,0,61.637,77.057,10,60,0.111,0,0,0.033,0.000,0,0,0,0,1336.819,0,23.612,2,93,Radiative heating,,21.545,21.545,17.414,15.901,18.695,-1.200,5.400,92.570,0
812.465,2382.402,14.478,0,0,14.203,0,0.275,0,0,2396.881,0,1569.937,0,0,635.683,-635.683,0,23967.354,21570.474,0,0,0,0,0,0,0,0,0,0,0,18192.378,1883.536,0,18192.378,20075.914,18192.378,20612.788,0,179.997,618.783,957.686,-1.400,30.989,0,0,0,0,0,0,0,0,0,0,61.637,77.056,10,60,0.111,0,0,0.033,0.000,0,0,0,0,1336.819,0,19.154,2,90,Radiative heating,,21.545,21.545,17.416,15.908,18.696,-1.400,4.100,92.570,0
1572.857,4594.452,14.513,0,0,14.203,0,0.309,0,0,4608.964,0,3021.595,0,0,613.337,-613.337,0,25196.525,20587.561,0,0,0,0,0,0,0,0,0,0,0,17144.557,1754.486,0,17144.557,18899.044,17144.557,19405.869,0,269.995,781.621,1181.692,-1.700,30.572,0,0,0,0,0,0,0,0,0,0,59.910,74.426,10,60,0.111,0,0,0.049,0.000,0,0,0,0,1336.819,0,23.634,3,88,Radiative heating,,21.545,21.545,17.440,15.934,18.713,-1.700,2.900,138.855,0
1572.857,4594.452,14.555,0,0,14.203,0,0.352,0,0,4609.006,0,3021.595,0,0,580.932,-580.932,0,25499.650,20890.643,0,0,0,0,0,0,0,0,0,0,0,17162.605,1716.560,0,17162.605,18879.165,17162.605,19388.304,0,359.994,1009.593,1502.340,-2.300,29.981,0,0,0,0,0,0,0,0,0,0,59.884,74.388,10,60,0.111,0,0,0.066,0.000,0,0,0,0,1336.819,0,30.047,5,96,Radiative heating,,21.545,21.545,17.442,15.945,18.714,-2.300,1.000,185.140,0
1572.857,4594.452,16.365,0,0,14.203,0,2.162,0,0,4610.817,0,3021.595,0,0,606.759,-606.759,0,25928.306,21317.489,0,0,0,0,0,0,0,0,0,0,0,17023.141,1735.360,0,17023.141,18758.500,17023.141,19262.028,0,359.994,1400.404,2055.461,-1.800,30.473,0,0,0,0,0,0,0,0,0,0,59.702,74.111,10,60,0.111,0,0,0.066,0.000,0,0,0,0,1336.819,0,41.109,5,89,Radiative heating,,21.545,21.545,17.462,15.967,18.728,-1.800,0.900,185.140,0
1572.857,4594.452,14.571,0,0,14.203,0,0.368,0,0,4609.023,0,3021.595,0,0,582.824,-582.824,0,25525.106,20916.083,0,0,0,0,0,0,0,0,0,0,0,17057.679,1712.529,0,17057.679,18770.208,17057.679,19275.937,0,359.994,1107.296,1640.146,-2.200,30.039,0,0,0,0,0,0,0,0,0,0,59.722,74.141,10,60,0.111,0,0,0.066,0.000,0,0,0,0,1336.819,0,32.803,5,92,Radiative heating,,21.545,21.545,17.465,15.977,18.730,-2.200,0.400,185.140,0
812.465,2382.402,14.478,0,0,14.203,0,0.275,0,0,2396.881,0,1569.937,0,0,590.876,-590.876,0,23747.270,21350.389,0,0,0,0,0,0,0,0,0,0,0,18033.263,1824.297,0,18033.263,19857.560,18033.263,20391.587,0,359.994,618.783,958.802,-2.000,30.195,0,0,0,0,0,0,0,0,0,0,61.323,76.576,10,60,0.111,0,0,0.066,0.000,0,0,0,0,1336.819,0,19.176,5,88,Radiative heating,,21.545,21.545,17.450,15.966,18.720,-2.000,0.800,185.140,0
812.465,2382.402,14.475,0,0,14.203,0,0.272,0,0,2396.877,0,1569.937,0,0,589.517,-589.517,0,23701.675,21304.798,0,0,0,0,0,0,0,0,0,0,0,18012.417,1822.188,0,18012.417,19834.605,18012.417,20368.015,0,449.992,602.499,936.783,-2.000,30.155,0,0,0,0,0,0,0,0,0,0,61.289,76.525,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,18.736,6,86,Radiative heating,,21.545,21.545,17.444,15.956,18.716,-2.000,2.200,231.425,0
812.465,2382.402,14.448,0,0,14.203,0,0.245,0,0,2396.850,0,1569.937,0,0,598.389,-598.389,0,23578.478,21181.628,0,0,0,0,0,0,0,0,0,0,0,18037.407,1824.716,0,18037.407,19862.124,18037.407,20396.274,0,449.992,488.513,785.354,-2.000,30.317,0,0,0,0,0,0,0,0,0,0,61.329,76.587,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,15.707,6,94,Radiative heating,,21.545,21.545,17.438,15.948,18.711,-2.000,3.100,231.425,0
204.151,612.763,14.393,0,0,14.203,0,0.190,0,0,627.156,0,408.612,0,0,589.957,-589.957,0,22560.974,21933.819,0,0,0,0,0,0,0,0,0,0,0,18918.202,1906.542,0,18918.202,20824.744,18918.202,21385.305,0,449.992,293.108,548.513,-2.100,30.151,0,0,0,0,0,0,0,0,0,0,62.728,78.725,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,10.970,6,92,Radiative heating,,21.545,21.545,17.409,15.917,18.691,-2.100,2.400,231.425,0
204.151,612.763,14.344,0,0,14.203,0,0.141,0,0,627.107,0,408.612,0,0,564.314,-564.314,0,22636.714,22009.606,0,0,0,0,0,0,0,0,0,0,0,19106.188,1889.557,0,19106.188,20995.746,19106.188,21563.547,0,449.992,162.838,446.060,-2.600,29.632,0,0,0,0,0,0,0,0,0,0,62.978,79.108,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,8.921,6,98,Radiative heating,,21.545,21.545,17.377,15.878,18.669,-2.600,1.700,231.425,0
204.151,612.763,14.329,0,0,14.203,0,0.126,0,0,627.092,0,408.612,0,0,591.563,-591.563,0,22672.209,22045.117,0,0,0,0,0,0,0,0,0,0,0,19115.878,1919.165,0,19115.878,21035.043,19115.878,21601.793,0,449.992,130.270,443.323,-2.200,30.120,0,0,0,0,0,0,0,0,0,0,63.031,79.190,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,8.866,6,97,Radiative heating,,21.545,21.545,17.363,15.852,18.660,-2.200,0.700,231.425,0
204.151,612.763,14.313,0,0,14.203,0,0.109,0,0,627.075,0,408.612,0,0,593.001,-593.001,0,22770.469,22143.393,0,0,0,0,0,0,0,0,0,0,0,19182.220,1925.825,0,19182.220,21108.045,19182.220,21676.763,0,449.992,97.703,466.631,-2.200,30.134,0,0,0,0,0,0,0,0,0,0,63.136,79.351,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,9.333,6,98,Radiative heating,,21.545,21.545,17.347,15.828,18.648,-2.200,0.900,231.425,0
204.151,612.763,14.266,0,0,14.203,0,0.063,0,0,627.029,0,408.612,0,0,593.864,-593.864,0,23109.804,22482.775,0,0,0,0,0,0,0,0,0,0,0,19242.281,1931.855,0,19242.281,21174.136,19242.281,21744.634,0,449.992,32.568,738.140,-2.200,30.134,0,0,0,0,0,0,0,0,0,0,63.231,79.497,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,14.763,6,98,Radiative heating,,21.545,21.545,17.332,15.807,18.638,-2.200,0.100,231.425,0
204.151,612.763,14.266,0,0,14.203,0,0.063,0,0,627.029,0,408.612,0,0,594.647,-594.647,0,23171.302,22544.273,0,0,0,0,0,0,0,0,0,0,0,19296.702,1937.319,0,19296.702,21234.021,19296.702,21806.132,0,449.992,32.568,738.140,-2.200,30.134,0,0,0,0,0,0,0,0,0,0,63.317,79.629,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,14.763,6,98,Radiative heating,,21.545,21.545,17.318,15.787,18.629,-2.200,0.100,231.425,0
204.151,612.763,14.313,0,0,14.203,0,0.109,0,0,627.075,0,408.612,0,0,587.333,-587.333,0,22973.333,22346.258,0,0,0,0,0,0,0,0,0,0,0,19367.781,1937.116,0,19367.781,21304.897,19367.781,21879.453,0,449.992,97.703,466.805,-2.300,29.981,0,0,0,0,0,0,0,0,0,0,63.419,79.786,10,60,0.111,0,0,0.083,0.000,0,0,0,0,1336.819,0,9.336,6,96,Radiative heating,,21.545,21.545,17.304,15.767,18.619,-2.300,0.900,231.425,0
