NODE0,NODE1,NODE2,NODE3,NODE4,NODE5,NODE6,NODE7,NODE8,NODE9,NODE10,NODE11,NODE12,NODE13,NODE14,NODE15,NODE16,NODE17,NODE18,NODE19,NODE20,NODE21,NODE22,NODE23,NODE24,NODE25,NODE26,NODE27,NODE28,NODE29,NODE30,NODE31,NODE32,NODE33,NODE34,NODE35,NODE36
8507.017,8507.017,8507.017,2411.0166,8507.017,2411.0166,8507.017,2411.0166,8507.017,2411.0166,8507.017,8507.017,971.28503,8507.017,8507.017,8507.017,2411.0166,2411.0166,8507.017,2411.0166,8507.017,8507.017,2411.0166,8507.017,8507.017,2411.0166,8507.017,2411.0166,2411.0166,8507.017,8507.017,8507.017,8507.017,8507.017,2411.0166,8507.017,230551.36
8507.733,8507.733,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,8507.733,971.25507,8507.733,8507.733,8507.733,2411.7332,2411.7332,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,2411.7332,2411.7332,8507.733,8507.733,8507.733,8507.733,8507.733,2411.7332,8507.733,230550.67
8507.733,8507.733,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,8507.733,971.25464,8507.733,8507.733,8507.733,2411.7332,2411.7332,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,2411.7332,2411.7332,8507.733,8507.733,8507.733,8507.733,8507.733,2411.7332,8507.733,230550.67
8507.733,8507.733,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,8507.733,971.25464,8507.733,8507.733,8507.733,2411.7332,2411.7332,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,2411.7332,2411.7332,8507.733,8507.733,8507.733,8507.733,8507.733,2411.7332,8507.733,230550.67
8507.733,8507.733,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,8507.733,971.25464,8507.733,8507.733,8507.733,2411.7332,2411.7332,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,2411.7332,2411.7332,8507.733,8507.733,8507.733,8507.733,8507.733,2411.7332,8507.733,230550.67
8508.21,8508.21,8508.21,2412.21,8508.21,2412.21,8508.21,2412.21,8508.21,2412.21,8508.21,8508.21,970.98535,8508.21,8508.21,8508.21,2412.21,2412.21,8508.21,2412.21,8508.21,8508.21,2412.21,8508.21,8508.21,2412.21,8508.21,2412.21,2412.21,8508.21,8508.21,8508.21,8508.21,8508.21,2412.21,8508.21,230550.17
8508.21,8508.21,8508.21,2412.21,8508.21,2412.21,8508.21,2412.21,8508.21,2412.21,8508.21,8508.21,970.98535,8508.21,8508.21,8508.21,2412.21,2412.21,8508.21,2412.21,8508.21,8508.21,2412.21,8508.21,8508.21,2412.21,8508.21,2412.21,2412.21,8508.21,8508.21,8508.21,8508.21,8508.21,2412.21,8508.21,230550.17
8507.733,8507.733,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,2411.7332,8507.733,8507.733,971.25507,8507.733,8507.733,8507.733,2411.7332,2411.7332,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,8507.733,2411.7332,8507.733,2411.7332,2411.7332,8507.733,8507.733,8507.733,8507.733,8507.733,2411.7332,8507.733,230550.67
8507.017,8507.017,8507.017,2411.0166,8507.017,2411.0166,8507.017,2411.0166,8507.017,2411.0166,8507.017,8507.017,971.28503,8507.017,8507.017,8507.017,2411.0166,2411.0166,8507.017,2411.0166,8507.017,8507.017,2411.0166,8507.017,8507.017,2411.0166,8507.017,2411.0166,2411.0166,8507.017,8507.017,8507.017,8507.017,8507.017,2411.0166,8507.017,230551.36
8507.017,8507.017,8507.017,2411.0166,8507.017,2411.0166,8507.017,2411.0166,8507.017,2411.0166,8507.017,8507.017,971.28503,8507.017,8507.017,8507.017,2411.0166,2411.0166,8507.017,2411.0166,8507.017,8507.017,2411.0166,8507.017,8507.017,2411.0166,8507.017,2411.0166,2411.0166,8507.017,8507.017,8507.017,8507.017,8507.017,2411.0166,8507.017,230551.36
8507.017,8507.017,8507.017,2411.0166,8507.017,2411.0166,8507.017,2411.0166,8507.017,2411.0166,8507.017,8507.017,971.28503,8507.017,8507.017,8507.017,2411.0166,2411.0166,8507.017,2411.0166,8507.017,8507.017,2411.0166,8507.017,8507.017,2411.0166,8507.017,2411.0166,2411.0166,8507.017,8507.017,8507.017,8507.017,8507.017,2411.0166,8507.017,230551.36
8506.301,8506.301,8506.301,2410.3008,8506.301,2410.3008,8506.301,2410.3008,8506.301,2410.3008,8506.301,8506.301,971.3154,8506.301,8506.301,8506.301,2410.3008,2410.3008,8506.301,2410.3008,8506.301,8506.301,2410.3008,8506.301,8506.301,2410.3008,8506.301,2410.3008,2410.3008,8506.301,8506.301,8506.301,8506.301,8506.301,2410.3008,8506.301,230552.06
8506.301,8506.301,8506.301,2410.3008,8506.301,2410.3008,8506.301,2410.3008,8506.301,2410.3008,8506.301,8506.301,971.3154,8506.301,8506.301,8506.301,2410.3008,2410.3008,8506.301,2410.3008,8506.301,8506.301,2410.3008,8506.301,8506.301,2410.3008,8506.301,2410.3008,2410.3008,8506.301,8506.301,8506.301,8506.301,8506.301,2410.3008,8506.301,230552.06
8506.301,8506.301,8506.301,2410.3008,8506.301,2410.3008,8506.301,2410.3008,8506.301,2410.3008,8506.301,8506.301,971.3154,8506.301,8506.301,8506.301,2410.3008,2410.3008,8506.301,2410.3008,8506.301,8506.301,2410.3008,8506.301,8506.301,2410.3008,8506.301,2410.3008,2410.3008,8506.301,8506.301,8506.301,8506.301,8506.301,2410.3008,8506.301,230552.06
8506.301,8506.301,8506.301,2410.3008,8506.301,2410.3008,8506.301,2410.3008,8506.301,2410.3008,8506.301,8506.301,971.3154,8506.301,8506.301,8506.301,2410.3008,2410.3008,8506.301,2410.3008,8506.301,8506.301,2410.3008,8506.301,8506.301,2410.3008,8506.301,2410.3008,2410.3008,8506.301,8506.301,8506.301,8506.301,8506.301,2410.3008,8506.301,230552.06
8505.823,8505.823,8505.823,2409.8237,8505.823,2409.8237,8505.823,2409.8237,8505.823,2409.8237,8505.823,8505.823,971.5842,8505.823,8505.823,8505.823,2409.8237,2409.8237,8505.823,2409.8237,8505.823,8505.823,2409.8237,8505.823,8505.823,2409.8237,8505.823,2409.8237,2409.8237,8505.823,8505.823,8505.823,8505.823,8505.823,2409.8237,8505.823,230552.55
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8504.631,8504.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,8504.631,971.8879,8504.631,8504.631,8504.631,2408.631,2408.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,2408.631,2408.631,8504.631,8504.631,8504.631,8504.631,8504.631,2408.631,8504.631,230553.73
8504.631,8504.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,8504.631,971.8879,8504.631,8504.631,8504.631,2408.631,2408.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,2408.631,2408.631,8504.631,8504.631,8504.631,8504.631,8504.631,2408.631,8504.631,230553.73
8504.631,8504.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,8504.631,971.8879,8504.631,8504.631,8504.631,2408.631,2408.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,2408.631,2408.631,8504.631,8504.631,8504.631,8504.631,8504.631,2408.631,8504.631,230553.73
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8504.631,8504.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,8504.631,971.8879,8504.631,8504.631,8504.631,2408.631,2408.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,2408.631,2408.631,8504.631,8504.631,8504.631,8504.631,8504.631,2408.631,8504.631,230553.73
8503.915,8503.915,8503.915,2407.9155,8503.915,2407.9155,8503.915,2407.9155,8503.915,2407.9155,8503.915,8503.915,971.9173,8503.915,8503.915,8503.915,2407.9155,2407.9155,8503.915,2407.9155,8503.915,8503.915,2407.9155,8503.915,8503.915,2407.9155,8503.915,2407.9155,2407.9155,8503.915,8503.915,8503.915,8503.915,8503.915,2407.9155,8503.915,230554.47
8503.915,8503.915,8503.915,2407.9155,8503.915,2407.9155,8503.915,2407.9155,8503.915,2407.9155,8503.915,8503.915,971.9169,8503.915,8503.915,8503.915,2407.9155,2407.9155,8503.915,2407.9155,8503.915,8503.915,2407.9155,8503.915,8503.915,2407.9155,8503.915,2407.9155,2407.9155,8503.915,8503.915,8503.915,8503.915,8503.915,2407.9155,8503.915,230554.47
8503.198,8503.198,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,8503.198,971.9465,8503.198,8503.198,8503.198,2407.1987,2407.1987,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,2407.1987,2407.1987,8503.198,8503.198,8503.198,8503.198,8503.198,2407.1987,8503.198,230555.19
8503.198,8503.198,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,8503.198,971.9465,8503.198,8503.198,8503.198,2407.1987,2407.1987,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,2407.1987,2407.1987,8503.198,8503.198,8503.198,8503.198,8503.198,2407.1987,8503.198,230555.19
8502.722,8502.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,8502.722,972.2145,8502.722,8502.722,8502.722,2406.722,2406.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,2406.722,2406.722,8502.722,8502.722,8502.722,8502.722,8502.722,2406.722,8502.722,230555.67
8502.722,8502.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,8502.722,972.2145,8502.722,8502.722,8502.722,2406.722,2406.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,2406.722,2406.722,8502.722,8502.722,8502.722,8502.722,8502.722,2406.722,8502.722,230555.67
8502.722,8502.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,8502.722,972.2145,8502.722,8502.722,8502.722,2406.722,2406.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,2406.722,2406.722,8502.722,8502.722,8502.722,8502.722,8502.722,2406.722,8502.722,230555.67
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
8502.722,8502.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,8502.722,972.2145,8502.722,8502.722,8502.722,2406.722,2406.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,2406.722,2406.722,8502.722,8502.722,8502.722,8502.722,8502.722,2406.722,8502.722,230555.67
8503.198,8503.198,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,8503.198,971.9465,8503.198,8503.198,8503.198,2407.1987,2407.1987,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,2407.1987,2407.1987,8503.198,8503.198,8503.198,8503.198,8503.198,2407.1987,8503.198,230555.19
8503.915,8503.915,8503.915,2407.9155,8503.915,2407.9155,8503.915,2407.9155,8503.915,2407.9155,8503.915,8503.915,971.9173,8503.915,8503.915,8503.915,2407.9155,2407.9155,8503.915,2407.9155,8503.915,8503.915,2407.9155,8503.915,8503.915,2407.9155,8503.915,2407.9155,2407.9155,8503.915,8503.915,8503.915,8503.915,8503.915,2407.9155,8503.915,230554.47
8504.631,8504.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,8504.631,971.8879,8504.631,8504.631,8504.631,2408.631,2408.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,2408.631,2408.631,8504.631,8504.631,8504.631,8504.631,8504.631,2408.631,8504.631,230553.73
8504.631,8504.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,8504.631,971.8879,8504.631,8504.631,8504.631,2408.631,2408.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,2408.631,2408.631,8504.631,8504.631,8504.631,8504.631,8504.631,2408.631,8504.631,230553.73
8505.108,8505.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,2409.108,8505.108,8505.108,971.6142,8505.108,8505.108,8505.108,2409.108,2409.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,8505.108,2409.108,8505.108,2409.108,2409.108,8505.108,8505.108,8505.108,8505.108,8505.108,2409.108,8505.108,230553.28
8504.631,8504.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,2408.631,8504.631,8504.631,971.8879,8504.631,8504.631,8504.631,2408.631,2408.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,8504.631,2408.631,8504.631,2408.631,2408.631,8504.631,8504.631,8504.631,8504.631,8504.631,2408.631,8504.631,230553.73
8503.915,8503.915,8503.915,2407.9155,8503.915,2407.9155,8503.915,2407.9155,8503.915,2407.9155,8503.915,8503.915,971.9173,8503.915,8503.915,8503.915,2407.9155,2407.9155,8503.915,2407.9155,8503.915,8503.915,2407.9155,8503.915,8503.915,2407.9155,8503.915,2407.9155,2407.9155,8503.915,8503.915,8503.915,8503.915,8503.915,2407.9155,8503.915,230554.47
8503.198,8503.198,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,8503.198,971.9465,8503.198,8503.198,8503.198,2407.1987,2407.1987,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,2407.1987,2407.1987,8503.198,8503.198,8503.198,8503.198,8503.198,2407.1987,8503.198,230555.19
8503.198,8503.198,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,2407.1987,8503.198,8503.198,971.9465,8503.198,8503.198,8503.198,2407.1987,2407.1987,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,8503.198,2407.1987,8503.198,2407.1987,2407.1987,8503.198,8503.198,8503.198,8503.198,8503.198,2407.1987,8503.198,230555.19
8502.722,8502.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,8502.722,972.2145,8502.722,8502.722,8502.722,2406.722,2406.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,2406.722,2406.722,8502.722,8502.722,8502.722,8502.722,8502.722,2406.722,8502.722,230555.67
8502.722,8502.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,2406.722,8502.722,8502.722,972.2145,8502.722,8502.722,8502.722,2406.722,2406.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,8502.722,2406.722,8502.722,2406.722,2406.722,8502.722,8502.722,8502.722,8502.722,8502.722,2406.722,8502.722,230555.67
8502.006,8502.006,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,2406.0063,8502.006,8502.006,972.2435,8502.006,8502.006,8502.006,2406.0063,2406.0063,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,8502.006,2406.0063,8502.006,2406.0063,2406.0063,8502.006,8502.006,8502.006,8502.006,8502.006,2406.0063,8502.006,230556.4
