PIPE0,PIPE1,PIPE2,PIPE3,PIPE4,PIPE5,PIPE6,PIPE7,PIPE8,PIPE9,PIPE10,PIPE11,PIPE12,PIPE13,PIPE14,PIPE15,PIPE16,PIPE17,PIPE18,PIPE19,PIPE20,PIPE21,PIPE22,PIPE23,PIPE24,PIPE25,PIPE26,PIPE27,PIPE28,PIPE29,PIPE30,PIPE31,PIPE32,PIPE33,PIPE34,PIPE35
2.9344874e-06,5.020297e-07,2.33952e-06,9.884067e-07,5.666011e-07,5.0269756e-07,3.4700442e-06,5.0201226e-07,4.4824938e-06,5.0202e-07,1.1474401e-09,5.622383e-07,5.020364e-07,1.3293886e-12,3.483034e-06,4.6814334e-06,4.7036633e-06,5.0195035e-07,4.7043113e-06,4.0766536e-06,5.0181376e-07,8.496088e-07,5.0183854e-07,3.989513e-07,3.5700002,1.8583498e-06,1.0011695e-06,5.019733e-07,5.019927e-07,1.7631276e-09,2.8172444e-11,5.0200134e-07,1.850969e-06,1.8593971e-09,5.0200623e-07,3.5700052
1.4223998e-06,5.6677277e-11,1.4185966e-06,5.9553673e-07,5.9830853e-07,8.67393e-10,1.414222e-06,5.4613957e-12,1.4217349e-06,8.21347e-12,5.0252993e-07,5.94043e-07,2.0704286e-11,5.0200265e-07,1.42498e-06,1.6581819e-06,1.6800541e-06,3.0131944e-10,1.6694224e-06,1.6746129e-06,4.74288e-10,2.1564157e-10,9.3316715e-11,7.5185545e-11,3.5709991,1.4132933e-06,1.4156833e-06,6.1996144e-11,8.485746e-11,5.028132e-07,5.0201504e-07,9.246319e-12,1.42159e-06,5.0285746e-07,2.370873e-10,3.571001
2.2379338e-06,5.020281e-07,2.3313996e-06,8.653674e-07,2.9240206e-07,5.024011e-07,2.6284345e-06,2.512478e-12,3.493268e-06,5.0200583e-07,2.765772e-10,2.9248713e-07,5.020116e-07,9.37599e-11,2.6179366e-06,5.7828565e-06,5.0448416e-06,5.0214067e-07,5.0414237e-06,4.284409e-06,5.017839e-07,1.505907e-06,5.02045e-07,5.0196746e-07,3.5709991,2.232384e-06,8.7079553e-07,5.0203056e-07,5.0196303e-07,1.3192589e-10,7.597555e-11,5.019978e-07,2.2221323e-06,6.250729e-10,5.0211116e-07,3.5710053
8.045527e-07,1.1108932e-10,8.0250805e-07,2.8340375e-07,2.7328616e-07,6.151775e-10,7.975222e-07,5.020009e-07,1.3100603e-06,3.895093e-12,1.2723746e-10,2.633167e-07,4.3780913e-13,5.019589e-07,7.950261e-07,1.6890821e-06,1.6909951e-06,2.6046865e-10,1.690374e-06,1.6896722e-06,1.0766889e-10,7.025306e-10,7.723234e-11,1.1440669e-10,3.5709991,8.0511336e-07,8.0707287e-07,5.2883673e-11,6.323523e-11,6.069161e-11,5.019671e-07,1.2263987e-11,7.9947205e-07,2.8756053e-10,1.6199836e-10,3.571001
5.1386032e-06,5.020532e-07,4.714277e-06,2.6403884e-06,1.6866908e-06,5.022851e-07,5.8807304e-06,8.701171e-11,5.910928e-06,5.0200026e-07,5.0206063e-07,1.6957315e-06,5.0200185e-07,7.1009566e-11,5.896539e-06,5.7970715e-06,6.0568627e-06,1.1982683e-10,6.043009e-06,5.7973425e-06,4.953234e-11,1.505683e-06,5.0196655e-07,5.019495e-07,3.5709991,4.656408e-06,2.8304428e-06,5.019777e-07,5.020311e-07,5.0203e-07,1.3016821e-10,5.019964e-07,4.6631717e-06,5.021343e-07,5.020766e-07,3.5710053
4.501692e-07,9.0670325e-11,4.495171e-07,6.39528e-09,2.8914406e-09,1.542108e-09,4.5347272e-07,5.0196206e-07,1.1013268e-06,8.641185e-12,9.666414e-10,2.8662747e-10,3.5049262e-11,5.019694e-07,4.5289065e-07,1.8662172e-06,1.8644462e-06,5.0194694e-07,1.8638735e-06,1.3624079e-06,5.0197923e-07,6.859977e-10,2.0233742e-10,3.304307e-11,3.5719984,4.4755873e-07,4.4874994e-07,1.6080116e-11,5.2093933e-11,2.263169e-09,5.0206194e-07,1.3446814e-11,4.4768686e-07,1.2739308e-09,1.325754e-10,3.5720003
4.2231136e-06,5.0196036e-07,3.95473e-06,2.0109505e-06,2.0093382e-06,5.012926e-07,4.7266362e-06,2.3590395e-11,5.5266787e-06,5.019981e-07,5.015574e-07,1.5058744e-06,5.0201817e-07,2.0627317e-12,4.726368e-06,6.2380045e-06,6.2184185e-06,6.3613594e-11,6.2160943e-06,6.1487895e-06,5.8825105e-11,1.0043196e-06,5.0209513e-07,5.019869e-07,3.5719984,3.3112542e-06,1.9591575e-06,5.019947e-07,5.019781e-07,5.009609e-07,3.599315e-11,5.0199594e-07,3.3046674e-06,5.0141597e-07,5.020631e-07,3.5720043
3.144311e-07,1.0912408e-10,3.192476e-07,9.4273345e-09,3.2095846e-09,1.7330375e-09,3.2064182e-07,5.0201294e-07,7.3990054e-07,6.514585e-11,2.9184632e-10,2.6515048e-09,5.184775e-12,5.020011e-07,3.1521074e-07,1.5712053e-06,1.5674001e-06,2.9265e-11,1.5706956e-06,1.2395969e-06,2.706209e-11,1.5926102e-11,3.4496173e-11,1.9461936e-10,3.5709991,3.165366e-07,3.1751958e-07,1.6532624e-10,7.6075334e-11,2.8240787e-10,5.019855e-07,9.316128e-11,3.2319446e-07,6.818375e-10,1.2104577e-10,3.571001
5.6666745e-06,5.020523e-07,5.1668885e-06,2.0123452e-06,1.5045296e-06,5.027993e-07,6.1715336e-06,4.920557e-12,5.8624087e-06,2.9969905e-11,5.021363e-07,1.0027843e-06,5.020045e-07,3.5064444e-11,5.6670333e-06,5.742843e-06,5.8478277e-06,5.0198867e-07,5.832476e-06,5.590289e-06,5.0201453e-07,1.0039967e-06,5.0198616e-07,5.0191255e-07,3.5700002,4.663639e-06,1.9609433e-06,5.01926e-07,5.0203704e-07,5.0213197e-07,2.2352582e-11,5.0204494e-07,4.1647e-06,5.0231574e-07,5.0205773e-07,3.5700064
7.496998e-07,3.0519627e-07,4.4226576e-07,1.0347918e-08,4.6779562e-09,9.539431e-10,7.503236e-07,5.019998e-07,1.6726422e-06,5.020159e-07,7.8459017e-10,5.7514966e-09,3.7252913e-11,5.0198594e-07,7.49342e-07,2.3191064e-06,2.324877e-06,2.8114015e-11,2.3314026e-06,2.3474947e-06,6.950609e-10,1.5986741e-10,2.1908113e-10,3.2237227e-11,3.5700002,4.4308646e-07,4.4290593e-07,1.4200151e-10,4.7060668e-11,4.4863516e-10,5.0201237e-07,2.7874744e-11,4.4036221e-07,2.637526e-10,4.789659e-11,3.5700026
4.3746104e-06,5.1899856e-11,4.353499e-06,1.5012457e-06,2.0058562e-06,5.0244097e-07,4.719334e-06,5.576404e-11,4.6938867e-06,4.632483e-12,5.02363e-07,1.0013582e-06,5.020192e-07,1.3207971e-10,4.707337e-06,5.574074e-06,5.559425e-06,5.019891e-07,5.5716364e-06,5.095965e-06,5.016822e-07,1.0039306e-06,5.0210286e-07,5.0198724e-07,3.5700002,3.902632e-06,2.1701474e-06,6.532684e-11,2.1649942e-11,5.017957e-07,7.825704e-11,5.0201487e-07,3.924855e-06,5.018807e-07,5.019801e-07,3.570006
1.5453165e-06,5.0197815e-07,9.604771e-07,9.1549435e-09,4.475486e-09,6.4905875e-10,1.5498191e-06,5.020277e-07,2.1658047e-06,5.020042e-07,4.080445e-09,2.8721492e-09,6.048501e-12,5.020628e-07,1.544826e-06,2.651462e-06,2.6376838e-06,3.3435024e-10,2.645011e-06,2.6253706e-06,1.9794442e-10,3.7904405e-07,3.742852e-10,3.794872e-07,3.5690012,9.588855e-07,5.794218e-07,5.0197195e-07,5.0199213e-07,2.4637432e-09,5.0196604e-07,1.09354276e-10,9.609569e-07,3.2024212e-09,1.14125376e-10,3.5690036
3.6120905e-06,1.276188e-11,3.6117353e-06,2.01222e-06,2.0059495e-06,5.023007e-07,4.1272283e-06,7.690086e-12,4.1329104e-06,7.034785e-11,5.001249e-07,1.0026828e-06,5.020048e-07,1.7514521e-11,4.1381277e-06,4.551587e-06,4.5542897e-06,5.0215584e-07,4.567189e-06,4.1295352e-06,5.0209314e-07,5.8272184e-07,5.018299e-07,8.762276e-13,3.5690012,2.5348584e-06,1.956875e-06,6.088156e-11,1.318153e-12,1.1334284e-09,5.7874304e-12,5.020524e-07,2.5292718e-06,5.0052876e-07,5.019496e-07,3.5690057
1.5080399e-06,5.0200794e-07,1.0451754e-06,3.598183e-07,3.6165284e-07,5.2969745e-10,1.5122573e-06,5.020056e-07,1.7654914e-06,5.020345e-07,3.5446823e-07,3.588397e-07,4.995599e-11,5.0201015e-07,1.5135635e-06,2.093927e-06,2.1087335e-06,1.14395195e-10,2.1182075e-06,2.1136746e-06,5.4770394e-10,3.7467274e-07,2.6057376e-10,5.020025e-07,3.5690012,1.0514011e-06,6.714774e-07,5.020301e-07,5.0200265e-07,5.0148066e-07,2.6624681e-12,3.4221306e-11,1.0431651e-06,3.542273e-07,1.4009077e-10,3.5690033
2.140799e-06,1.7669491e-11,2.139054e-06,6.6753404e-07,6.386938e-07,5.0224577e-07,2.6336838e-06,6.070629e-11,2.6566202e-06,5.518417e-11,3.1074474e-10,6.371199e-07,2.2981913e-11,2.7390527e-11,2.646305e-06,3.973699e-06,3.993418e-06,5.0205466e-07,4.002485e-06,3.4823918e-06,5.02254e-07,3.902664e-07,5.018822e-07,1.733632e-10,3.5690012,1.8193979e-06,1.4408993e-06,1.1034136e-10,9.700696e-11,1.0043851e-09,5.020033e-07,5.020178e-07,1.8115162e-06,1.1604608e-09,6.44478e-11,3.569005
2.3678897e-06,5.019939e-07,2.1339688e-06,1.2014228e-06,1.2160509e-06,1.5757164e-09,2.892858e-06,5.0203e-07,3.201424e-06,5.019767e-07,5.0185906e-07,1.215687e-06,5.019915e-07,5.019894e-07,2.88783e-06,3.200093e-06,3.202475e-06,3.3377823e-10,3.1937795e-06,3.2097767e-06,9.895843e-11,7.801003e-07,1.3049933e-10,5.020818e-07,3.5680017,2.1307685e-06,1.343879e-06,5.020528e-07,5.020467e-07,4.620606e-10,3.750301e-11,1.118413e-10,2.122638e-06,5.338622e-10,2.9648776e-11,3.568005
2.033979e-06,8.19542e-11,2.0424498e-06,1.1164489e-06,7.081151e-07,5.0127716e-07,2.7219232e-06,9.6272035e-12,2.7257772e-06,4.6905046e-11,7.075633e-07,7.0879275e-07,2.6213483e-11,7.5060284e-11,2.7156666e-06,3.4857035e-06,3.4628658e-06,5.018485e-07,3.4642014e-06,3.2378684e-06,5.0195655e-07,4.675613e-07,5.020621e-07,1.1198458e-10,3.567003,1.5671872e-06,1.1045913e-06,4.7895018e-11,3.8855672e-11,5.0178954e-07,5.0201936e-07,5.020535e-07,1.5636743e-06,5.0175646e-07,5.019884e-07,3.5670066
2.598087e-06,3.770247e-11,1.8118553e-06,6.751798e-07,6.682393e-07,1.7199099e-09,2.6083983e-06,5.020065e-07,3.5674611e-06,2.1578348e-11,4.971691e-12,6.674728e-07,5.0201413e-07,5.0203664e-07,2.6066368e-06,3.566654e-06,3.5572373e-06,5.7670807e-10,3.5561463e-06,3.5573291e-06,4.3144435e-10,6.006188e-07,2.8371983e-10,5.020536e-07,3.567003,1.8190369e-06,1.2165176e-06,5.020241e-07,5.019842e-07,7.407804e-10,7.2317825e-11,3.5196047e-11,1.8180281e-06,3.1268965e-10,1.0697144e-10,3.5670066
1.7414343e-06,5.020195e-07,1.7995021e-06,1.3911566e-06,5.982462e-07,5.0279334e-07,2.1228775e-06,8.2252684e-11,2.111185e-06,5.0201197e-07,5.0199975e-07,6.026388e-07,1.7215556e-12,4.8343478e-12,2.1127644e-06,3.387388e-06,3.394334e-06,2.6531066e-10,3.3928497e-06,2.781607e-06,1.9848302e-10,4.690335e-07,5.021326e-07,1.5241378e-10,3.567003,1.8442638e-06,1.376131e-06,1.0525229e-10,1.6795249e-10,3.4079095e-10,5.0196877e-07,5.020183e-07,1.8527824e-06,1.4385076e-10,5.0195285e-07,3.5670066
2.1263852e-06,1.1944082e-10,2.1217352e-06,1.0418488e-06,1.0388524e-06,9.488074e-10,2.1289252e-06,3.7839787e-11,3.0238039e-06,1.4994772e-10,4.274751e-07,1.0422865e-06,5.020028e-07,5.0199986e-07,2.1228063e-06,3.5698656e-06,3.5884862e-06,5.021241e-07,3.5878054e-06,3.0340414e-06,5.0209337e-07,8.419511e-07,2.5966e-12,7.0116926e-11,3.567003,2.122906e-06,1.2674549e-06,4.8420597e-11,7.726539e-11,5.018453e-07,8.11531e-12,1.1222327e-10,2.121601e-06,5.019359e-07,1.3728597e-10,3.5670066
2.540737e-06,5.019471e-07,1.9876884e-06,5.649809e-07,1.0087003e-09,4.3649243e-10,2.8455024e-06,5.0198463e-07,2.743823e-06,5.019331e-07,3.0284422e-10,2.0516239e-10,7.878281e-12,2.3874534e-11,2.8504323e-06,3.2601372e-06,3.257183e-06,6.365202e-10,3.2611476e-06,3.2634416e-06,6.277827e-10,8.672678e-07,5.0200083e-07,5.020343e-07,3.567003,1.4319619e-06,5.578828e-07,5.0202436e-07,5.0203755e-07,6.9318e-10,3.733393e-12,5.020537e-07,1.4395654e-06,6.9607187e-10,5.019389e-07,3.5670066
1.796488e-06,4.206916e-11,1.7938379e-06,1.7659218e-06,2.0075443e-06,5.022029e-07,1.7987477e-06,1.0086109e-10,1.7892673e-06,6.589176e-11,5.0214135e-07,1.0039097e-06,5.019984e-07,5.0201305e-07,1.8072523e-06,2.256773e-06,2.2503937e-06,5.017092e-07,2.2522693e-06,1.9681324e-06,5.0171326e-07,1.3462854e-10,2.3157878e-10,3.9281765e-11,3.567003,1.7896799e-06,1.7850973e-06,5.8205288e-11,1.2676837e-10,5.016832e-07,5.0200373e-07,7.171546e-11,1.7910884e-06,5.023223e-07,1.5286132e-11,3.567005
3.070292e-06,5.0202146e-07,2.1370784e-06,3.3313394e-10,3.1768295e-09,4.4646162e-10,3.0851447e-06,5.0195564e-07,3.5511198e-06,5.019718e-07,1.6321829e-09,4.7876e-09,7.5907294e-11,8.4921604e-11,3.0988122e-06,4.3332393e-06,4.3490413e-06,2.6620162e-10,4.3368054e-06,3.917438e-06,1.6784871e-10,1.0040661e-06,5.021086e-07,5.020201e-07,3.567003,1.6904625e-06,1.0469708e-09,2.6776947e-11,5.831891e-11,8.315111e-10,3.7922734e-11,5.019691e-07,1.687215e-06,6.858009e-10,5.020091e-07,3.5670073
2.9127166e-06,1.053648e-10,2.9108717e-06,2.0081613e-06,2.0065468e-06,5.0220746e-07,2.9102957e-06,5.3703007e-11,2.9027578e-06,3.2942208e-11,5.02753e-07,1.5038037e-06,5.0203704e-07,5.0196303e-07,2.9091236e-06,3.7214947e-06,3.6982692e-06,5.018796e-07,3.6991266e-06,3.2405092e-06,5.0192483e-07,7.0742055e-07,3.2331465e-10,7.070499e-07,3.5659974,2.908097e-06,2.00849e-06,5.0198975e-07,5.0202885e-07,5.016196e-07,5.020196e-07,3.6750387e-11,2.9036892e-06,5.0168654e-07,8.935546e-11,3.5660012
1.5877323e-06,5.020505e-07,9.974857e-07,6.266183e-11,1.520931e-09,1.6084447e-09,1.8249702e-06,2.4705703e-11,2.2723857e-06,5.0198696e-07,1.2183944e-09,1.3821174e-09,2.2572383e-11,7.515701e-12,1.8257153e-06,2.240749e-06,2.2412285e-06,1.2099674e-10,2.2475713e-06,2.2421684e-06,1.2453497e-11,5.482548e-07,5.0215084e-07,7.5695e-11,3.5659974,5.453019e-07,1.9767762e-10,5.8471856e-12,3.2661433e-11,8.858237e-10,5.132229e-11,5.0198514e-07,5.4366706e-07,3.722838e-10,5.01961e-07,3.5659997
2.628581e-06,9.29145e-11,2.6297264e-06,2.0080372e-06,2.0087082e-06,5.012621e-07,2.62695e-06,5.019907e-07,3.2350417e-06,2.0026725e-11,5.0144155e-07,1.0046399e-06,5.019916e-07,5.0199856e-07,2.6264702e-06,3.7208017e-06,3.7111588e-06,5.5663727e-11,3.7146774e-06,3.5415044e-06,5.0200777e-07,7.0221625e-07,1.2922699e-11,3.4822964e-11,3.5659974,2.6252712e-06,2.0079171e-06,2.6899576e-12,1.502567e-11,5.015945e-07,5.020256e-07,2.3044773e-11,2.6339774e-06,5.0183075e-07,3.4071898e-11,3.5660012
2.6513906e-06,5.019593e-07,1.982687e-06,4.3351038e-11,3.3599595e-10,3.549924e-10,3.199213e-06,4.8009915e-11,3.2057549e-06,5.019928e-07,4.0282395e-09,7.1976695e-11,1.7400695e-11,3.7201926e-11,3.2009714e-06,3.5194344e-06,3.5266348e-06,5.019764e-07,3.5308628e-06,3.2140788e-06,2.9365825e-07,1.1293412e-06,5.02008e-07,5.0201805e-07,3.567003,1.1356768e-06,4.179705e-09,5.0200083e-07,5.02009e-07,9.0714997e-10,6.690052e-11,5.019915e-07,1.1419518e-06,2.8172464e-09,5.0201777e-07,3.5670066
1.7671124e-06,1.0824464e-10,1.7579974e-06,2.0079885e-06,2.0078535e-06,5.0183877e-07,1.7672236e-06,5.0202414e-07,2.655318e-06,1.4964236e-11,5.0014893e-07,1.003971e-06,5.0199407e-07,5.0198497e-07,1.7675583e-06,3.462976e-06,3.4607037e-06,3.2355899e-10,3.4558198e-06,3.4459192e-06,4.500862e-10,1.6281461e-10,2.3765878e-10,3.9037103e-11,3.567003,1.7598637e-06,2.009931e-06,8.5428935e-11,1.0237864e-10,4.173282e-10,5.019713e-07,1.7672547e-11,1.7581671e-06,5.00706e-07,8.2444475e-11,3.5670066
3.542146e-06,5.020519e-07,2.673252e-06,4.4784053e-07,4.4731038e-07,1.3641384e-10,3.6735132e-06,7.6507765e-11,3.6706208e-06,6.884196e-12,4.534738e-07,4.4959094e-07,1.5373551e-11,1.1188285e-11,3.6883678e-06,3.841707e-06,3.8257913e-06,1.4885113e-10,3.816619e-06,3.6709737e-06,5.01795e-07,1.0039292e-06,5.0211145e-07,5.019841e-07,3.567003,1.8274094e-06,4.5555078e-07,5.020414e-07,5.0204915e-07,5.018101e-07,1.3372432e-10,5.019939e-07,1.831206e-06,4.5332567e-07,5.0204e-07,3.567007
9.962775e-07,4.2025076e-07,5.7407544e-07,2.06026e-07,2.0271537e-07,5.020648e-07,9.959087e-07,5.0203727e-07,1.6570082e-06,5.019989e-07,7.4068457e-10,2.0683127e-07,5.01995e-07,5.0200725e-07,9.970055e-07,2.4614253e-06,2.4628519e-06,5.020705e-07,2.4600001e-06,2.0941918e-06,3.6533686e-07,8.622005e-11,2.0650951e-11,1.0023503e-10,3.567003,5.775487e-07,5.7114806e-07,1.2552755e-10,3.675005e-11,7.232216e-10,6.1518964e-11,1.5566798e-11,5.8422745e-07,6.854824e-11,6.302829e-11,3.5670056
2.893976e-06,1.1945327e-10,2.8868646e-06,1.098785e-06,5.296394e-07,1.7303741e-09,3.466925e-06,1.5820541e-11,3.472259e-06,8.546004e-11,5.0234286e-07,5.0401593e-07,2.919547e-11,2.9870283e-11,3.4622865e-06,4.699596e-06,4.713051e-06,4.1698863e-11,4.7149124e-06,4.979435e-06,1.0727712e-09,1.0039645e-06,5.019926e-07,5.019559e-07,3.5659974,2.907474e-06,1.4058903e-06,5.019443e-07,5.0198514e-07,5.016693e-07,5.020304e-07,5.0199486e-07,2.9065525e-06,5.0197053e-07,5.0197303e-07,3.566002
1.3313539e-06,5.019471e-07,1.2862806e-06,1.3360639e-06,9.0578965e-07,5.0120605e-07,1.3190402e-06,5.0200936e-07,1.3403264e-06,5.0196275e-07,1.8032105e-09,9.092243e-07,5.020155e-07,5.0198827e-07,1.32115e-06,1.6681696e-06,1.6676299e-06,5.0202124e-07,1.6696989e-06,1.3397657e-06,5.024956e-07,3.1865252e-10,1.219116e-10,1.3374407e-10,3.5649981,1.2805139e-06,1.2894616e-06,3.7287787e-11,4.600456e-12,8.4330587e-10,6.0569966e-11,1.4741408e-11,1.2851884e-06,2.976596e-10,1.2005773e-10,3.5649998
2.2405327e-06,1.37161645e-11,2.2437039e-06,5.849376e-07,5.943447e-07,1.6594952e-09,3.0984354e-06,7.966043e-12,3.0609765e-06,3.5039183e-11,5.028316e-07,5.9643145e-07,2.8903596e-12,1.4061898e-11,3.1059328e-06,3.2774403e-06,3.2146584e-06,3.616949e-10,3.2001442e-06,3.6283625e-06,1.06843624e-10,1.0038575e-06,5.01946e-07,5.020636e-07,3.5649981,1.83905e-06,5.896603e-07,5.0201925e-07,5.02e-07,5.016141e-07,5.0202993e-07,5.0199526e-07,1.8407375e-06,5.02139e-07,5.0194683e-07,3.5650017
2.3064695e-06,5.0199577e-07,1.988783e-06,1.7751028e-06,3.0351444e-07,7.6343937e-10,2.3091507e-06,5.0199833e-07,2.931568e-06,5.0201817e-07,1.9935034e-09,3.0627783e-07,5.0200333e-07,5.0200856e-07,2.3088649e-06,3.3300164e-06,3.3464614e-06,5.021684e-07,3.3402418e-06,2.9486969e-06,5.020512e-07,1.6068799e-11,1.616126e-10,3.2503316e-11,3.5639992,1.9993793e-06,1.9987363e-06,1.9263086e-11,7.868605e-11,2.6192206e-09,6.327536e-11,1.4417882e-11,1.9968545e-06,2.1254893e-09,1.8649386e-10,3.5640028
