thermal_load_kW
115.01947115399166
115.00621572637922
115.01432245004146
115.0263433998431
115.00205239677246
114.9951389819156
115.00250748139686
115.022124725064
115.02580555442255
115.02638825985758
115.0381162218679
115.04707900596148
115.05126143743931
115.06703000371503
115.06281544129486
115.07433623323571
115.06595290392559
115.06186735337698
115.02123322397095
115.02986577340435
115.02261212573133
115.01073416892307
115.00131612004355
115.00279361710665
114.99578788997047
114.95941326390991
114.94682053249741
114.93888719671291
114.93932426965401
114.93884023210944
114.94226480543661
114.93671790793776
114.92260644175606
114.90123146192805
114.92336744504732
114.91971749635641
114.93613488916827
114.9439342256149
114.9299295040071
114.925449546809
114.90100893303482
114.8840533472434
114.86577472202329
114.84617671343045
114.8364612830719
114.83294553631546
114.81494907344309
114.80590115326926
114.797197153779
114.79648376515462
114.78493262326283
114.79344780824242
114.78245268759099
114.78759758801179
114.79983455756496
114.7894939626932
114.77768095616109
114.81057505109423
114.85229892235498
114.87629920109458
114.90550885036535
114.91956402958647
114.92940867579834
114.90702104966768
114.87094751966235
114.84299286385604
114.8396188401989
114.81066169322554
114.81027698933828
114.78634867846966
114.79120963215054
114.76969435903445
114.77388084675911
114.76187683328654
114.77131971620985
114.7919182226494
114.8145832234298
114.80466061688163
114.81831263946606
114.81679685751475
114.81605854058054
114.81719930279226
114.8335206139166
114.8504942567007
114.8603113517105
114.85995933293947
114.86249927448132
114.85904023326806
114.85954058618933
114.85964613985506
114.8561537065065
114.84964225628318
114.84952304828712
114.84535765579166
114.84549266314811
114.84330394774457
114.83197631554532
114.83313210094698
114.83083191970728
114.82761232415041
114.82362472922044
114.82124487387034
114.82085154997861
114.82218552419602
114.82103654346501
114.82556501918708
114.83425015363709
114.84099096235524
114.84351301235095
114.85225130095588
114.85934844258904
114.85912186140591
114.85487745409036
114.85966451861573
114.85393289760528
114.85781895770188
114.85065580229238
114.85924687300022
114.85182364039429
114.85391592374066
114.85108985454072
114.84743463680041
114.85140820658967
114.85052823310762
114.85384937815112
114.86259000604105
114.85442362044047
114.86311181443574
114.8645594413473
114.86763095945123
114.8658131529547
114.88010647374182
114.87956192845853
114.89433232747638
114.89192381917178
114.8996168457573
114.89149651718077
114.9039305935483
114.89424035165217
114.89289982845257
114.87844234432522
114.86938043923581
114.8278687783589
114.83021320937866
114.85231055316481
114.8486650162987
114.86005434818384
114.85390967179404
114.8321850311384
114.83654142947992
114.79528600398356
114.80918042409311
114.83814873719687
114.8506627605733
114.88819056803365
114.91662887672743
114.92498565929948
114.92551119725474
114.93109490805605
114.92776322904322
114.92340066977356
114.90946864180947
114.8922959811685
114.88653339832324
114.86832246560263
114.86823577151391
114.87325089392463
114.8811889306037
114.8927165397021
114.89216605950827
114.89147720060718
114.8959462344294
114.89332370839652
114.90571884958193
114.89865136927675
114.90277004018327
114.90304093560846
114.90942693503077
114.90905110006776
114.90971678252134
114.90251822107889
114.9009044947157
114.9005726102089
114.90408004836088
114.89937163596947
114.89917779586392
114.89645064439306
114.89444089047362
114.88895998784383
114.88924406233355
114.88952454897114
114.89280757905786
114.88117643638645
114.88154043881055
114.86650158641186
114.8650701337896
114.85471821271322
114.8591408848319
114.84832718381725
114.84776422478117
114.8404556278902
114.84170887810508
114.83830500924991
114.8419280171247
114.83542955789204
114.84591086566434
114.83631896287258
114.84506593972488
114.83940692771482
114.840329643602
114.84381274959743
114.84254855339506
114.84623530103103
114.83933957732141
114.84544137191276
114.83779947818948
114.84079629393945
114.83319293146783
