bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B153700_8_8,B153700,B153700,8,B153700_8,8,2.79,0.31,683701.03,248216.06,481.33,-0.01,-0.00,1.00,0.00,0.45,1115356.18,roof,15.22,1.98,0.16,5,6,5
B153700_9_0,B153700,B153700,9,B153700_9,0,52.14,2.17,683695.96,248224.35,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_1,B153700,B153700,9,B153700_9,1,52.14,2.17,683695.50,248226.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_2,B153700,B153700,9,B153700_9,2,52.14,2.17,683695.98,248227.52,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_3,B153700,B153700,9,B153700_9,3,52.14,2.17,683698.19,248220.72,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_4,B153700,B153700,9,B153700_9,4,52.14,2.17,683697.57,248222.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_5,B153700,B153700,9,B153700_9,5,52.14,2.17,683697.50,248224.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_6,B153700,B153700,9,B153700_9,6,52.14,2.17,683697.50,248226.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_7,B153700,B153700,9,B153700_9,7,52.14,2.17,683697.50,248228.06,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_8,B153700,B153700,9,B153700_9,8,52.14,2.17,683700.42,248217.10,481.33,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_9,B153700,B153700,9,B153700_9,9,52.14,2.17,683699.80,248218.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_10,B153700,B153700,9,B153700_9,10,52.14,2.17,683699.50,248220.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_11,B153700,B153700,9,B153700_9,11,52.14,2.17,683699.50,248222.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_12,B153700,B153700,9,B153700_9,12,52.14,2.17,683699.50,248224.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_13,B153700,B153700,9,B153700_9,13,52.14,2.17,683699.50,248226.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_14,B153700,B153700,9,B153700_9,14,52.14,2.17,683699.50,248228.23,481.31,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_15,B153700,B153700,9,B153700_9,15,52.14,2.17,683699.82,248229.60,481.31,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_16,B153700,B153700,9,B153700_9,16,52.14,2.17,683701.03,248216.23,481.33,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_17,B153700,B153700,9,B153700_9,17,52.14,2.17,683701.01,248218.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.22,roof,15.22,1.98,1.11,5,6,5
B153700_9_18,B153700,B153700,9,B153700_9,18,52.14,2.17,683701.00,248220.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_19,B153700,B153700,9,B153700_9,19,52.14,2.17,683700.98,248222.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_20,B153700,B153700,9,B153700_9,20,52.14,2.17,683700.97,248224.23,481.32,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_21,B153700,B153700,9,B153700_9,21,52.14,2.17,683700.95,248226.23,481.31,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_22,B153700,B153700,9,B153700_9,22,52.14,2.17,683700.93,248228.23,481.31,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_9_23,B153700,B153700,9,B153700_9,23,52.14,2.17,683700.92,248229.82,481.31,0.00,0.00,1.00,0.00,0.11,1113696.23,roof,15.22,1.98,1.11,5,6,5
B153700_10_0,B153700,B153700,10,B153700_10,0,12.77,1.60,683701.64,248216.23,481.32,0.01,0.00,1.00,0.00,0.45,1113765.02,roof,15.22,1.98,0.82,5,6,5
B153700_10_1,B153700,B153700,10,B153700_10,1,12.77,1.60,683701.72,248218.23,481.32,0.01,0.00,1.00,0.00,0.45,1113765.04,roof,15.22,1.98,0.82,5,6,5
B153700_10_2,B153700,B153700,10,B153700_10,2,12.77,1.60,683701.80,248220.23,481.32,0.01,0.00,1.00,0.00,0.45,1113765.04,roof,15.22,1.98,0.82,5,6,5
B153700_10_3,B153700,B153700,10,B153700_10,3,12.77,1.60,683701.88,248222.23,481.31,0.01,0.00,1.00,0.00,0.45,1113765.02,roof,15.22,1.98,0.82,5,6,5
B153700_10_4,B153700,B153700,10,B153700_10,4,12.77,1.60,683701.96,248224.23,481.31,0.01,0.00,1.00,0.00,0.45,1113765.02,roof,15.22,1.98,0.82,5,6,5
B153700_10_5,B153700,B153700,10,B153700_10,5,12.77,1.60,683702.04,248226.23,481.31,0.01,0.00,1.00,0.00,0.45,1113765.02,roof,15.22,1.98,0.82,5,6,5
B153700_10_6,B153700,B153700,10,B153700_10,6,12.77,1.60,683702.12,248228.23,481.30,0.01,0.00,1.00,0.00,0.45,1113765.02,roof,15.22,1.98,0.82,5,6,5
B153700_10_7,B153700,B153700,10,B153700_10,7,12.77,1.60,683702.16,248229.82,481.30,0.01,0.00,1.00,0.00,0.45,1113765.01,roof,15.22,1.98,0.82,5,6,5
B153700_11_0,B153700,B153700,11,B153700_11,0,29.81,1.57,683704.40,248224.62,479.53,0.68,-0.06,0.73,93.68,43.27,1040170.57,roof,43.27,0.00,1.57,2,6,5
B153700_11_1,B153700,B153700,11,B153700_11,1,29.81,1.57,683704.72,248226.21,479.37,0.68,-0.06,0.73,93.68,43.27,1039759.96,roof,43.27,0.00,1.57,2,6,5
B153700_11_2,B153700,B153700,11,B153700_11,2,29.81,1.57,683705.06,248228.20,479.23,0.68,-0.06,0.73,93.68,43.27,1039793.71,roof,43.27,0.00,1.57,2,6,5
B153700_11_3,B153700,B153700,11,B153700_11,3,29.81,1.57,683705.20,248229.60,479.22,0.68,-0.06,0.73,93.68,43.27,1039324.91,roof,43.27,0.00,1.57,2,6,5
B153700_11_4,B153700,B153700,11,B153700_11,4,29.81,1.57,683702.66,248218.72,480.64,0.68,-0.06,0.73,93.68,43.27,1044739.29,roof,43.27,0.00,1.57,2,6,5
B153700_11_5,B153700,B153700,11,B153700_11,5,29.81,1.57,683702.98,248220.22,480.48,0.68,-0.06,0.73,93.68,43.27,1044277.33,roof,43.27,0.00,1.57,2,6,5
B153700_11_6,B153700,B153700,11,B153700_11,6,29.81,1.57,683703.32,248222.21,480.33,0.68,-0.06,0.73,93.68,43.27,1043227.79,roof,43.27,0.00,1.57,2,6,5
B153700_11_7,B153700,B153700,11,B153700_11,7,29.81,1.57,683703.51,248224.21,480.33,0.68,-0.06,0.73,93.68,43.27,1042551.15,roof,43.27,0.00,1.57,2,6,5
B153700_11_8,B153700,B153700,11,B153700_11,8,29.81,1.57,683703.59,248226.21,480.43,0.68,-0.06,0.73,93.68,43.27,1042895.92,roof,43.27,0.00,1.57,2,6,5
B153700_11_9,B153700,B153700,11,B153700_11,9,29.81,1.57,683703.68,248228.20,480.52,0.68,-0.06,0.73,93.68,43.27,1043855.21,roof,43.27,0.00,1.57,2,6,5
B153700_11_10,B153700,B153700,11,B153700_11,10,29.81,1.57,683703.75,248229.68,480.59,0.68,-0.06,0.73,93.68,43.27,1043875.18,roof,43.27,0.00,1.57,2,6,5
B153700_11_11,B153700,B153700,11,B153700_11,11,29.81,1.57,683701.93,248216.23,481.11,0.68,-0.06,0.73,93.68,43.27,1046122.74,roof,43.27,0.00,1.57,2,6,5
B153700_11_12,B153700,B153700,11,B153700_11,12,29.81,1.57,683702.19,248218.22,481.04,0.68,-0.06,0.73,93.68,43.27,1045994.91,roof,43.27,0.00,1.57,2,6,5
B153700_11_13,B153700,B153700,11,B153700_11,13,29.81,1.57,683702.33,248220.22,481.08,0.68,-0.06,0.73,93.68,43.27,1046247.75,roof,43.27,0.00,1.57,2,6,5
B153700_11_14,B153700,B153700,11,B153700_11,14,29.81,1.57,683702.47,248222.21,481.13,0.68,-0.06,0.73,93.68,43.27,1046500.19,roof,43.27,0.00,1.57,2,6,5
B153700_11_15,B153700,B153700,11,B153700_11,15,29.81,1.57,683702.61,248224.21,481.17,0.68,-0.06,0.73,93.68,43.27,1045043.10,roof,43.27,0.00,1.57,2,6,5
B153700_11_16,B153700,B153700,11,B153700_11,16,29.81,1.57,683702.75,248226.21,481.22,0.68,-0.06,0.73,93.68,43.27,1045242.89,roof,43.27,0.00,1.57,2,6,5
B153700_11_17,B153700,B153700,11,B153700_11,17,29.81,1.57,683702.89,248228.20,481.26,0.68,-0.06,0.73,93.68,43.27,1046188.79,roof,43.27,0.00,1.57,2,6,5
B153700_11_18,B153700,B153700,11,B153700_11,18,29.81,1.57,683702.99,248229.40,481.27,0.68,-0.06,0.73,93.68,43.27,1046051.60,roof,43.27,0.00,1.57,2,6,5
B153700_12_0,B153700,B153700,12,B153700_12,0,34.01,1.89,683704.21,248214.10,478.87,0.67,-0.06,0.74,93.37,42.36,1039444.77,roof,42.36,0.00,1.89,2,6,5
B153700_12_1,B153700,B153700,12,B153700_12,1,34.01,1.89,683704.34,248216.10,478.91,0.67,-0.06,0.74,93.37,42.36,1039776.94,roof,42.36,0.00,1.89,2,6,5
B153700_12_2,B153700,B153700,12,B153700_12,2,34.01,1.89,683704.47,248218.09,478.95,0.67,-0.06,0.74,93.37,42.36,1040028.83,roof,42.36,0.00,1.89,2,6,5
B153700_12_3,B153700,B153700,12,B153700_12,3,34.01,1.89,683704.60,248220.09,478.99,0.67,-0.06,0.74,93.37,42.36,1040599.22,roof,42.36,0.00,1.89,2,6,5
B153700_12_4,B153700,B153700,12,B153700_12,4,34.01,1.89,683704.73,248222.09,479.03,0.67,-0.06,0.74,93.37,42.36,1040314.14,roof,42.36,0.00,1.89,2,6,5
B153700_12_5,B153700,B153700,12,B153700_12,5,34.01,1.89,683704.86,248224.08,479.07,0.67,-0.06,0.74,93.37,42.36,1040654.82,roof,42.36,0.00,1.89,2,6,5
B153700_12_6,B153700,B153700,12,B153700_12,6,34.01,1.89,683705.12,248226.08,479.00,0.67,-0.06,0.74,93.37,42.36,1040816.51,roof,42.36,0.00,1.89,2,6,5
B153700_12_7,B153700,B153700,12,B153700_12,7,34.01,1.89,683705.50,248228.08,478.81,0.67,-0.06,0.74,93.37,42.36,1040537.85,roof,42.36,0.00,1.89,2,6,5
B153700_12_8,B153700,B153700,12,B153700_12,8,34.01,1.89,683705.83,248229.46,478.62,0.67,-0.06,0.74,93.37,42.36,1040207.27,roof,42.36,0.00,1.89,2,6,5
B153700_12_9,B153700,B153700,12,B153700_12,9,34.01,1.89,683703.11,248214.34,479.89,0.67,-0.06,0.74,93.37,42.36,1039889.24,roof,42.36,0.00,1.89,2,6,5
B153700_12_10,B153700,B153700,12,B153700_12,10,34.01,1.89,683703.18,248216.10,479.96,0.67,-0.06,0.74,93.37,42.36,1040070.49,roof,42.36,0.00,1.89,2,6,5
B153700_12_11,B153700,B153700,12,B153700_12,11,34.01,1.89,683703.26,248218.09,480.05,0.67,-0.06,0.74,93.37,42.36,1041112.49,roof,42.36,0.00,1.89,2,6,5
B153700_12_12,B153700,B153700,12,B153700_12,12,34.01,1.89,683703.44,248220.09,480.04,0.67,-0.06,0.74,93.37,42.36,1041434.00,roof,42.36,0.00,1.89,2,6,5
B153700_12_13,B153700,B153700,12,B153700_12,13,34.01,1.89,683703.78,248222.09,479.90,0.67,-0.06,0.74,93.37,42.36,1041500.84,roof,42.36,0.00,1.89,2,6,5
B153700_12_14,B153700,B153700,12,B153700_12,14,34.01,1.89,683704.09,248223.57,479.73,0.67,-0.06,0.74,93.37,42.36,1041438.06,roof,42.36,0.00,1.89,2,6,5
B153700_12_15,B153700,B153700,12,B153700_12,15,34.01,1.89,683702.09,248214.88,480.85,0.67,-0.06,0.74,93.37,42.36,1040375.74,roof,42.36,0.00,1.89,2,6,5
B153700_12_16,B153700,B153700,12,B153700_12,16,34.01,1.89,683702.05,248216.10,480.99,0.67,-0.06,0.74,93.37,42.36,1040457.94,roof,42.36,0.00,1.89,2,6,5
B153700_12_17,B153700,B153700,12,B153700_12,17,34.01,1.89,683702.35,248217.67,480.84,0.67,-0.06,0.74,93.37,42.36,1041803.11,roof,42.36,0.00,1.89,2,6,5
B153700_15_0,B153700,B153700,15,B153700_15,0,2.57,0.64,683702.86,248213.66,480.04,0.66,-0.08,0.75,94.52,41.83,1048187.27,roof,41.83,0.00,0.64,2,6,5
B153700_15_1,B153700,B153700,15,B153700_15,1,2.57,0.64,683702.34,248214.55,480.60,0.66,-0.08,0.75,94.52,41.83,1048571.05,roof,41.83,0.00,0.64,2,6,5
B153700_15_2,B153700,B153700,15,B153700_15,2,2.57,0.64,683703.72,248212.88,479.20,0.66,-0.08,0.75,94.52,41.83,1047708.34,roof,41.83,0.00,0.64,2,6,5
B153700_15_3,B153700,B153700,15,B153700_15,3,2.57,0.64,683703.24,248214.01,479.74,0.66,-0.08,0.75,94.52,41.83,1048127.75,roof,41.83,0.00,0.64,2,6,5
B153700_18_0,B153700,B153700,18,B153700_18,0,27.18,1.51,683693.12,248223.79,478.97,-0.58,-0.33,0.74,-109.43,42.01,1133832.47,roof,42.01,0.00,1.51,1,6,5
B153700_18_1,B153700,B153700,18,B153700_18,1,27.18,1.51,683692.54,248225.29,479.18,-0.58,-0.33,0.74,-109.43,42.01,1134724.16,roof,42.01,0.00,1.51,1,6,5
B153700_18_2,B153700,B153700,18,B153700_18,2,27.18,1.51,683695.88,248220.78,479.78,-0.58,-0.33,0.74,-109.43,42.01,1136999.14,roof,42.01,0.00,1.51,1,6,5
B153700_18_3,B153700,B153700,18,B153700_18,3,27.18,1.51,683695.02,248221.72,479.52,-0.58,-0.33,0.74,-109.43,42.01,1135363.45,roof,42.01,0.00,1.51,1,6,5
B153700_18_4,B153700,B153700,18,B153700_18,4,27.18,1.51,683694.48,248223.61,479.95,-0.58,-0.33,0.74,-109.43,42.01,1136863.68,roof,42.01,0.00,1.51,1,6,5
B153700_18_5,B153700,B153700,18,B153700_18,5,27.18,1.51,683694.07,248225.50,480.47,-0.58,-0.33,0.74,-109.43,42.01,1138739.79,roof,42.01,0.00,1.51,1,6,5
B153700_18_6,B153700,B153700,18,B153700_18,6,27.18,1.51,683694.25,248226.56,481.09,-0.58,-0.33,0.74,-109.43,42.01,1141259.86,roof,42.01,0.00,1.51,1,6,5
B153700_18_7,B153700,B153700,18,B153700_18,7,27.18,1.51,683697.78,248218.71,480.33,-0.58,-0.33,0.74,-109.43,42.01,1141970.64,roof,42.01,0.00,1.51,1,6,5
B153700_18_8,B153700,B153700,18,B153700_18,8,27.18,1.51,683696.88,248219.84,480.13,-0.58,-0.33,0.74,-109.43,42.01,1139816.92,roof,42.01,0.00,1.51,1,6,5
B153700_18_9,B153700,B153700,18,B153700_18,9,27.18,1.51,683696.47,248221.72,480.66,-0.58,-0.33,0.74,-109.43,42.01,1140723.17,roof,42.01,0.00,1.51,1,6,5
B153700_18_10,B153700,B153700,18,B153700_18,10,27.18,1.51,683695.90,248223.61,481.06,-0.58,-0.33,0.74,-109.43,42.01,1141639.51,roof,42.01,0.00,1.51,1,6,5
B153700_18_11,B153700,B153700,18,B153700_18,11,27.18,1.51,683695.18,248225.40,481.30,-0.58,-0.33,0.74,-109.43,42.01,1142723.78,roof,42.01,0.00,1.51,1,6,5
B153700_18_12,B153700,B153700,18,B153700_18,12,27.18,1.51,683699.68,248216.64,480.89,-0.58,-0.33,0.74,-109.43,42.01,1145038.52,roof,42.01,0.00,1.51,1,6,5
B153700_18_13,B153700,B153700,18,B153700_18,13,27.18,1.51,683698.86,248217.95,480.84,-0.58,-0.33,0.74,-109.43,42.01,1144381.00,roof,42.01,0.00,1.51,1,6,5
B153700_18_14,B153700,B153700,18,B153700_18,14,27.18,1.51,683698.18,248219.84,481.15,-0.58,-0.33,0.74,-109.43,42.01,1145321.30,roof,42.01,0.00,1.51,1,6,5
B153700_18_15,B153700,B153700,18,B153700_18,15,27.18,1.51,683697.53,248221.30,481.30,-0.58,-0.33,0.74,-109.43,42.01,1144159.14,roof,42.01,0.00,1.51,1,6,5
B153700_18_16,B153700,B153700,18,B153700_18,16,27.18,1.51,683700.46,248216.07,481.25,-0.58,-0.33,0.74,-109.43,42.01,1147194.68,roof,42.01,0.00,1.51,1,6,5
B153700_18_17,B153700,B153700,18,B153700_18,17,27.18,1.51,683699.88,248217.19,481.30,-0.58,-0.33,0.74,-109.43,42.01,1146812.53,roof,42.01,0.00,1.51,1,6,5
B153700_19_0,B153700,B153700,19,B153700_19,0,32.07,1.60,683700.19,248213.07,479.72,-0.58,-0.33,0.75,-109.14,41.58,1141631.95,roof,41.58,0.00,1.60,1,6,5
B153700_19_1,B153700,B153700,19,B153700_19,1,32.07,1.60,683700.42,248214.44,480.50,-0.58,-0.33,0.75,-109.14,41.58,1144736.36,roof,41.58,0.00,1.60,1,6,5
B153700_19_2,B153700,B153700,19,B153700_19,2,32.07,1.60,683699.93,248216.33,480.95,-0.58,-0.33,0.75,-109.14,41.58,1146519.62,roof,41.58,0.00,1.60,1,6,5
B153700_19_3,B153700,B153700,19,B153700_19,3,32.07,1.60,683699.05,248217.32,480.71,-0.58,-0.33,0.75,-109.14,41.58,1144718.56,roof,41.58,0.00,1.60,1,6,5
B153700_19_4,B153700,B153700,19,B153700_19,4,32.07,1.60,683699.36,248212.55,478.85,-0.58,-0.33,0.75,-109.14,41.58,1136176.78,roof,41.58,0.00,1.60,1,6,5
B153700_19_5,B153700,B153700,19,B153700_19,5,32.07,1.60,683698.84,248214.44,479.28,-0.58,-0.33,0.75,-109.14,41.58,1138768.46,roof,41.58,0.00,1.60,1,6,5
B153700_19_6,B153700,B153700,19,B153700_19,6,32.07,1.60,683698.44,248216.33,479.80,-0.58,-0.33,0.75,-109.14,41.58,1140588.04,roof,41.58,0.00,1.60,1,6,5
B153700_19_7,B153700,B153700,19,B153700_19,7,32.07,1.60,683698.04,248218.22,480.32,-0.58,-0.33,0.75,-109.14,41.58,1143094.75,roof,41.58,0.00,1.60,1,6,5
B153700_19_8,B153700,B153700,19,B153700_19,8,32.07,1.60,683697.15,248219.39,480.15,-0.58,-0.33,0.75,-109.14,41.58,1141723.67,roof,41.58,0.00,1.60,1,6,5
B153700_19_9,B153700,B153700,19,B153700_19,9,32.07,1.60,683697.75,248214.78,478.59,-0.58,-0.33,0.75,-109.14,41.58,1132186.24,roof,41.58,0.00,1.60,1,6,5
B153700_19_10,B153700,B153700,19,B153700_19,10,32.07,1.60,683697.09,248216.33,478.76,-0.58,-0.33,0.75,-109.14,41.58,1133009.76,roof,41.58,0.00,1.60,1,6,5
B153700_19_11,B153700,B153700,19,B153700_19,11,32.07,1.60,683696.45,248218.22,479.09,-0.58,-0.33,0.75,-109.14,41.58,1135733.15,roof,41.58,0.00,1.60,1,6,5
B153700_19_12,B153700,B153700,19,B153700_19,12,32.07,1.60,683696.05,248220.11,479.61,-0.58,-0.33,0.75,-109.14,41.58,1137557.59,roof,41.58,0.00,1.60,1,6,5
B153700_19_13,B153700,B153700,19,B153700_19,13,32.07,1.60,683695.26,248221.46,479.59,-0.58,-0.33,0.75,-109.14,41.58,1136809.82,roof,41.58,0.00,1.60,1,6,5
B153700_19_14,B153700,B153700,19,B153700_19,14,32.07,1.60,683695.42,248218.87,478.58,-0.58,-0.33,0.75,-109.14,41.58,1130072.84,roof,41.58,0.00,1.60,1,6,5
B153700_19_15,B153700,B153700,19,B153700_19,15,32.07,1.60,683694.81,248220.11,478.66,-0.58,-0.33,0.75,-109.14,41.58,1128267.08,roof,41.58,0.00,1.60,1,6,5
B153700_19_16,B153700,B153700,19,B153700_19,16,32.07,1.60,683694.07,248222.00,478.92,-0.58,-0.33,0.75,-109.14,41.58,1130084.19,roof,41.58,0.00,1.60,1,6,5
B153700_19_17,B153700,B153700,19,B153700_19,17,32.07,1.60,683693.36,248223.53,479.04,-0.58,-0.33,0.75,-109.14,41.58,1134096.99,roof,41.58,0.00,1.60,1,6,5
B153700_19_18,B153700,B153700,19,B153700_19,18,32.07,1.60,683692.54,248223.91,478.57,-0.58,-0.33,0.75,-109.14,41.58,1127348.55,roof,41.58,0.00,1.60,1,6,5
B153700_19_19,B153700,B153700,19,B153700_19,19,32.07,1.60,683691.96,248225.06,478.63,-0.58,-0.33,0.75,-109.14,41.58,1127168.21,roof,41.58,0.00,1.60,1,6,5
B153700_22_0,B153700,B153700,22,B153700_22,0,1.55,0.78,683700.28,248209.33,476.57,-0.34,-0.68,0.66,-132.51,48.96,1210352.05,roof,48.96,0.00,0.78,6,6,5
B153700_22_1,B153700,B153700,22,B153700_22,1,1.55,0.78,683700.63,248210.56,478.02,-0.34,-0.68,0.66,-132.51,48.96,1217253.77,roof,48.96,0.00,0.78,6,6,5
B153700_23_0,B153700,B153700,23,B153700_23,0,1.79,0.60,683699.67,248210.15,476.72,-0.69,-0.49,0.53,-119.17,57.76,1072319.78,roof,57.76,0.00,0.60,1,6,5
B153700_23_1,B153700,B153700,23,B153700_23,1,1.79,0.60,683699.88,248209.13,476.06,-0.69,-0.49,0.53,-119.17,57.76,1074680.81,roof,57.76,0.00,0.60,1,6,5
B153700_23_2,B153700,B153700,23,B153700_23,2,1.79,0.60,683700.24,248210.83,478.09,-0.69,-0.49,0.53,-119.17,57.76,1082674.48,roof,57.76,0.00,0.60,1,6,5
B153700_24_0,B153700,B153700,24,B153700_24,0,1.82,0.61,683701.25,248208.61,476.40,-0.30,-0.63,0.72,-128.90,44.12,1230511.80,roof,44.12,0.00,0.61,6,6,5
B153700_24_1,B153700,B153700,24,B153700_24,1,1.82,0.61,683701.54,248210.05,477.78,-0.30,-0.63,0.72,-128.90,44.12,1237927.99,roof,44.12,0.00,0.61,6,6,5
B153700_24_2,B153700,B153700,24,B153700_24,2,1.82,0.61,683701.82,248210.81,478.57,-0.30,-0.63,0.72,-128.90,44.12,1243441.98,roof,44.12,0.00,0.61,6,6,5
B153700_25_0,B153700,B153700,25,B153700_25,0,1.49,0.74,683701.08,248208.84,476.53,-0.05,-0.71,0.70,-135.22,45.37,1255635.48,roof,45.37,0.00,0.74,6,6,5
B153700_25_1,B153700,B153700,25,B153700_25,1,1.49,0.74,683701.42,248210.22,477.94,-0.05,-0.71,0.70,-135.22,45.37,1273892.25,roof,45.37,0.00,0.74,6,6,5
B153700_26_0,B153700,B153700,26,B153700_26,0,1.86,0.93,683700.44,248209.00,476.37,-0.45,-0.61,0.65,-127.87,49.30,1191588.78,roof,49.30,0.00,0.93,6,6,5
B153700_26_1,B153700,B153700,26,B153700_26,1,1.86,0.93,683700.77,248210.32,477.84,-0.45,-0.61,0.65,-127.87,49.30,1190164.25,roof,49.30,0.00,0.93,6,6,5
B153700_27_0,B153700,B153700,27,B153700_27,0,1.40,0.70,683699.65,248210.08,476.61,-0.32,-0.76,0.56,-139.62,55.61,1169228.74,roof,55.61,0.00,0.70,6,6,5
B153700_27_1,B153700,B153700,27,B153700_27,1,1.40,0.70,683699.92,248211.04,478.05,-0.32,-0.76,0.56,-139.62,55.61,1186113.32,roof,55.61,0.00,0.70,6,6,5
B153700_28_0,B153700,B153700,28,B153700_28,0,1.81,0.90,683704.60,248209.75,476.59,0.44,-0.58,0.68,125.60,46.93,1206724.03,roof,46.93,0.00,0.90,6,6,5
B153700_28_1,B153700,B153700,28,B153700_28,1,1.81,0.90,683704.05,248211.06,478.06,0.44,-0.58,0.68,125.60,46.93,1208998.25,roof,46.93,0.00,0.90,6,6,5
