bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B153695_28_10,B153695,B153695,28,B153695_28,10,37.14,1.95,683666.82,248207.51,475.41,-0.61,-0.35,0.71,-110.49,44.53,1114351.16,roof,44.53,0.00,1.95,1,6,5
B153695_28_11,B153695,B153695,28,B153695_28,11,37.14,1.95,683666.49,248209.38,476.05,-0.61,-0.35,0.71,-110.49,44.53,1119276.86,roof,44.53,0.00,1.95,1,6,5
B153695_28_12,B153695,B153695,28,B153695_28,12,37.14,1.95,683666.16,248211.26,476.68,-0.61,-0.35,0.71,-110.49,44.53,1120117.24,roof,44.53,0.00,1.95,1,6,5
B153695_28_13,B153695,B153695,28,B153695_28,13,37.14,1.95,683665.82,248213.13,477.32,-0.61,-0.35,0.71,-110.49,44.53,1122442.74,roof,44.53,0.00,1.95,1,6,5
B153695_28_14,B153695,B153695,28,B153695_28,14,37.14,1.95,683665.49,248215.00,477.95,-0.61,-0.35,0.71,-110.49,44.53,1122758.19,roof,44.53,0.00,1.95,1,6,5
B153695_28_15,B153695,B153695,28,B153695_28,15,37.14,1.95,683665.12,248216.88,478.56,-0.61,-0.35,0.71,-110.49,44.53,1123022.65,roof,44.53,0.00,1.95,1,6,5
B153695_28_16,B153695,B153695,28,B153695_28,16,37.14,1.95,683664.91,248218.16,479.01,-0.61,-0.35,0.71,-110.49,44.53,1123201.74,roof,44.53,0.00,1.95,1,6,5
B153695_28_17,B153695,B153695,28,B153695_28,17,37.14,1.95,683665.74,248217.59,479.44,-0.61,-0.35,0.71,-110.49,44.53,1123565.63,roof,44.53,0.00,1.95,1,6,5
B153695_28_18,B153695,B153695,28,B153695_28,18,37.14,1.95,683665.64,248218.20,479.65,-0.61,-0.35,0.71,-110.49,44.53,1123667.37,roof,44.53,0.00,1.95,1,6,5
B153695_29_0,B153695,B153695,29,B153695_29,0,37.67,1.98,683670.17,248208.28,478.68,-0.61,-0.35,0.71,-110.43,44.85,1123603.41,roof,44.85,0.00,1.98,1,6,5
B153695_29_1,B153695,B153695,29,B153695_29,1,37.67,1.98,683670.30,248209.39,479.33,-0.61,-0.35,0.71,-110.43,44.85,1122787.23,roof,44.85,0.00,1.98,1,6,5
B153695_29_2,B153695,B153695,29,B153695_29,2,37.67,1.98,683669.59,248211.26,479.65,-0.61,-0.35,0.71,-110.43,44.85,1122420.14,roof,44.85,0.00,1.98,1,6,5
B153695_29_3,B153695,B153695,29,B153695_29,3,37.67,1.98,683668.91,248212.83,479.83,-0.61,-0.35,0.71,-110.43,44.85,1122455.70,roof,44.85,0.00,1.98,1,6,5
B153695_29_4,B153695,B153695,29,B153695_29,4,37.67,1.98,683669.14,248207.92,477.61,-0.61,-0.35,0.71,-110.43,44.85,1116758.32,roof,44.85,0.00,1.98,1,6,5
B153695_29_5,B153695,B153695,29,B153695_29,5,37.67,1.98,683668.78,248209.39,478.03,-0.61,-0.35,0.71,-110.43,44.85,1122590.38,roof,44.85,0.00,1.98,1,6,5
B153695_29_6,B153695,B153695,29,B153695_29,6,37.67,1.98,683668.33,248211.26,478.55,-0.61,-0.35,0.71,-110.43,44.85,1121605.02,roof,44.85,0.00,1.98,1,6,5
B153695_29_7,B153695,B153695,29,B153695_29,7,37.67,1.98,683667.87,248213.13,479.08,-0.61,-0.35,0.71,-110.43,44.85,1121881.56,roof,44.85,0.00,1.98,1,6,5
B153695_29_8,B153695,B153695,29,B153695_29,8,37.67,1.98,683667.31,248215.01,479.53,-0.61,-0.35,0.71,-110.43,44.85,1122027.53,roof,44.85,0.00,1.98,1,6,5
B153695_29_9,B153695,B153695,29,B153695_29,9,37.67,1.98,683666.55,248216.88,479.79,-0.61,-0.35,0.71,-110.43,44.85,1122055.25,roof,44.85,0.00,1.98,1,6,5
B153695_29_10,B153695,B153695,29,B153695_29,10,37.67,1.98,683665.98,248217.96,479.83,-0.61,-0.35,0.71,-110.43,44.85,1121987.96,roof,44.85,0.00,1.98,1,6,5
B153695_29_11,B153695,B153695,29,B153695_29,11,37.67,1.98,683667.71,248207.56,476.20,-0.61,-0.35,0.71,-110.43,44.85,1111742.47,roof,44.85,0.00,1.98,1,6,5
B153695_29_12,B153695,B153695,29,B153695_29,12,37.67,1.98,683667.29,248209.39,476.74,-0.61,-0.35,0.71,-110.43,44.85,1118069.39,roof,44.85,0.00,1.98,1,6,5
B153695_29_13,B153695,B153695,29,B153695_29,13,37.67,1.98,683666.96,248211.26,477.37,-0.61,-0.35,0.71,-110.43,44.85,1120726.01,roof,44.85,0.00,1.98,1,6,5
B153695_29_14,B153695,B153695,29,B153695_29,14,37.67,1.98,683666.62,248213.13,478.00,-0.61,-0.35,0.71,-110.43,44.85,1121080.08,roof,44.85,0.00,1.98,1,6,5
B153695_29_15,B153695,B153695,29,B153695_29,15,37.67,1.98,683666.29,248215.01,478.64,-0.61,-0.35,0.71,-110.43,44.85,1121403.80,roof,44.85,0.00,1.98,1,6,5
B153695_29_16,B153695,B153695,29,B153695_29,16,37.67,1.98,683665.95,248216.88,479.27,-0.61,-0.35,0.71,-110.43,44.85,1121686.35,roof,44.85,0.00,1.98,1,6,5
B153695_29_17,B153695,B153695,29,B153695_29,17,37.67,1.98,683665.75,248218.20,479.75,-0.61,-0.35,0.71,-110.43,44.85,1121907.31,roof,44.85,0.00,1.98,1,6,5
B153695_29_18,B153695,B153695,29,B153695_29,18,37.67,1.98,683666.91,248207.34,475.40,-0.61,-0.35,0.71,-110.43,44.85,1112517.92,roof,44.85,0.00,1.98,1,6,5
B153695_30_0,B153695,B153695,30,B153695_30,0,16.95,1.54,683666.77,248217.53,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.53,roof,15.22,1.98,0.79,5,6,5
B153695_30_1,B153695,B153695,30,B153695_30,1,16.95,1.54,683665.78,248218.46,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.59,roof,15.22,1.98,0.79,5,6,5
B153695_30_2,B153695,B153695,30,B153695_30,2,16.95,1.54,683668.76,248215.52,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.32,roof,15.22,1.98,0.79,5,6,5
B153695_30_3,B153695,B153695,30,B153695_30,3,16.95,1.54,683667.35,248215.70,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.46,roof,15.22,1.98,0.79,5,6,5
B153695_30_4,B153695,B153695,30,B153695_30,4,16.95,1.54,683670.75,248213.51,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.13,roof,15.22,1.98,0.79,5,6,5
B153695_30_5,B153695,B153695,30,B153695_30,5,16.95,1.54,683668.92,248213.62,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.26,roof,15.22,1.98,0.79,5,6,5
B153695_30_6,B153695,B153695,30,B153695_30,6,16.95,1.54,683672.74,248211.50,479.86,-0.00,-0.00,1.00,0.00,0.00,1113987.79,roof,15.22,1.98,0.79,5,6,5
B153695_30_7,B153695,B153695,30,B153695_30,7,16.95,1.54,683670.87,248211.62,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.07,roof,15.22,1.98,0.79,5,6,5
B153695_30_8,B153695,B153695,30,B153695_30,8,16.95,1.54,683669.49,248211.95,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.19,roof,15.22,1.98,0.79,5,6,5
B153695_30_9,B153695,B153695,30,B153695_30,9,16.95,1.54,683672.87,248209.92,479.86,-0.00,-0.00,1.00,0.00,0.00,1113987.79,roof,15.22,1.98,0.79,5,6,5
B153695_30_10,B153695,B153695,30,B153695_30,10,16.95,1.54,683671.06,248209.74,479.86,-0.00,-0.00,1.00,0.00,0.00,1113988.04,roof,15.22,1.98,0.79,5,6,5
B153695_31_0,B153695,B153695,31,B153695_31,0,17.07,1.55,683666.83,248217.47,479.86,0.00,0.00,1.00,0.00,0.01,1113932.47,roof,15.22,1.98,0.79,5,6,5
B153695_31_1,B153695,B153695,31,B153695_31,1,17.07,1.55,683666.69,248219.06,479.86,0.00,0.00,1.00,0.00,0.01,1113932.50,roof,15.22,1.98,0.79,5,6,5
B153695_31_2,B153695,B153695,31,B153695_31,2,17.07,1.55,683668.82,248215.46,479.86,0.00,0.00,1.00,0.00,0.01,1113932.29,roof,15.22,1.98,0.79,5,6,5
B153695_31_3,B153695,B153695,31,B153695_31,3,17.07,1.55,683668.69,248217.34,479.86,0.00,0.00,1.00,0.00,0.01,1113932.33,roof,15.22,1.98,0.79,5,6,5
B153695_31_4,B153695,B153695,31,B153695_31,4,17.07,1.55,683668.51,248219.24,479.86,0.00,0.00,1.00,0.00,0.01,1113932.37,roof,15.22,1.98,0.79,5,6,5
B153695_31_5,B153695,B153695,31,B153695_31,5,17.07,1.55,683670.80,248213.45,479.86,0.00,0.00,1.00,0.00,0.01,1113932.07,roof,15.22,1.98,0.79,5,6,5
B153695_31_6,B153695,B153695,31,B153695_31,6,17.07,1.55,683670.65,248215.34,479.86,0.00,0.00,1.00,0.00,0.01,1113932.12,roof,15.22,1.98,0.79,5,6,5
B153695_31_7,B153695,B153695,31,B153695_31,7,17.07,1.55,683670.08,248217.03,479.86,0.00,0.00,1.00,0.00,0.01,1113932.21,roof,15.22,1.98,0.79,5,6,5
B153695_31_8,B153695,B153695,31,B153695_31,8,17.07,1.55,683672.79,248211.44,479.86,0.00,0.00,1.00,0.00,0.01,1113931.88,roof,15.22,1.98,0.79,5,6,5
B153695_31_9,B153695,B153695,31,B153695_31,9,17.07,1.55,683672.21,248213.27,479.86,0.00,0.00,1.00,0.00,0.01,1113931.97,roof,15.22,1.98,0.79,5,6,5
B153695_31_10,B153695,B153695,31,B153695_31,10,17.07,1.55,683673.78,248210.51,479.86,0.00,0.00,1.00,0.00,0.01,1113931.74,roof,15.22,1.98,0.79,5,6,5
