,Area,PV_kWh
0,62.08,0.00
1,62.08,0.00
2,62.08,0.00
3,62.08,0.00
4,62.08,0.00
5,62.08,0.00
6,62.08,0.00
7,62.08,0.00
8,62.08,0.00
9,62.08,0.89
10,62.08,1.50
11,62.08,2.14
12,62.08,2.01
13,62.08,1.77
14,62.08,1.31
15,62.08,0.86
16,62.08,0.00
17,62.08,0.00
18,62.08,0.00
19,62.08,0.00
20,62.08,0.00
21,62.08,0.00
22,62.08,0.00
23,62.08,0.00
24,62.08,0.00
25,62.08,0.00
26,62.08,0.00
27,62.08,0.00
28,62.08,0.00
29,62.08,0.00
30,62.08,0.00
31,62.08,0.00
32,62.08,0.00
33,62.08,0.00
34,62.08,0.49
35,62.08,0.60
36,62.08,0.47
37,62.08,0.44
38,62.08,0.15
39,62.08,0.00
40,62.08,0.00
41,62.08,0.00
42,62.08,0.00
43,62.08,0.00
44,62.08,0.00
45,62.08,0.00
46,62.08,0.00
47,62.08,0.00
48,62.08,0.00
49,62.08,0.00
50,62.08,0.00
51,62.08,0.00
52,62.08,0.00
53,62.08,0.00
54,62.08,0.00
55,62.08,0.00
56,62.08,0.00
57,62.08,1.05
58,62.08,1.98
59,62.08,1.94
60,62.08,2.02
61,62.08,2.45
62,62.08,2.23
63,62.08,1.31
64,62.08,0.00
65,62.08,0.00
66,62.08,0.00
67,62.08,0.00
68,62.08,0.00
69,62.08,0.00
70,62.08,0.00
71,62.08,0.00
72,62.08,0.00
73,62.08,0.00
74,62.08,0.00
75,62.08,0.00
76,62.08,0.00
77,62.08,0.00
78,62.08,0.00
79,62.08,0.00
80,62.08,0.00
81,62.08,1.56
82,62.08,3.59
83,62.08,4.44
84,62.08,4.63
85,62.08,3.94
86,62.08,3.33
87,62.08,1.55
88,62.08,0.00
89,62.08,0.00
90,62.08,0.00
91,62.08,0.00
92,62.08,0.00
93,62.08,0.00
94,62.08,0.00
95,62.08,0.00
96,62.08,0.00
97,62.08,0.00
98,62.08,0.00
99,62.08,0.00
100,62.08,0.00
101,62.08,0.00
102,62.08,0.00
103,62.08,0.00
104,62.08,0.00
105,62.08,0.00
106,62.08,0.29
107,62.08,0.56
108,62.08,0.61
109,62.08,0.56
110,62.08,0.42
111,62.08,0.00
112,62.08,0.00
113,62.08,0.00
114,62.08,0.00
115,62.08,0.00
116,62.08,0.00
117,62.08,0.00
118,62.08,0.00
119,62.08,0.00
120,62.08,0.00
121,62.08,0.00
122,62.08,0.00
123,62.08,0.00
124,62.08,0.00
125,62.08,0.00
126,62.08,0.00
127,62.08,0.00
128,62.08,0.00
129,62.08,1.04
130,62.08,1.95
131,62.08,2.48
132,62.08,2.53
133,62.08,2.68
134,62.08,1.71
135,62.08,0.97
136,62.08,0.00
137,62.08,0.00
138,62.08,0.00
139,62.08,0.00
140,62.08,0.00
141,62.08,0.00
142,62.08,0.00
143,62.08,0.00
144,62.08,0.00
145,62.08,0.00
146,62.08,0.00
147,62.08,0.00
148,62.08,0.00
149,62.08,0.00
150,62.08,0.00
151,62.08,0.00
152,62.08,0.00
153,62.08,0.43
154,62.08,0.95
155,62.08,0.86
156,62.08,1.31
157,62.08,1.64
158,62.08,1.19
159,62.08,0.88
160,62.08,0.00
161,62.08,0.00
162,62.08,0.00
163,62.08,0.00
164,62.08,0.00
165,62.08,0.00
166,62.08,0.00
167,62.08,0.00
168,62.08,0.00
169,62.08,0.00
170,62.08,0.00
171,62.08,0.00
172,62.08,0.00
173,62.08,0.00
174,62.08,0.00
175,62.08,0.00
176,62.08,0.00
177,62.08,0.00
178,62.08,0.47
179,62.08,0.60
180,62.08,0.65
181,62.08,0.63
182,62.08,0.50
183,62.08,0.00
184,62.08,0.00
185,62.08,0.00
186,62.08,0.00
187,62.08,0.00
188,62.08,0.00
189,62.08,0.00
190,62.08,0.00
191,62.08,0.00
192,62.08,0.00
193,62.08,0.00
194,62.08,0.00
195,62.08,0.00
196,62.08,0.00
197,62.08,0.00
198,62.08,0.00
199,62.08,0.00
200,62.08,0.00
201,62.08,0.00
202,62.08,0.00
203,62.08,0.00
204,62.08,0.00
205,62.08,1.66
206,62.08,1.64
207,62.08,1.26
208,62.08,0.00
209,62.08,0.00
210,62.08,0.00
211,62.08,0.00
212,62.08,0.00
213,62.08,0.00
214,62.08,0.00
215,62.08,0.00
216,62.08,0.00
217,62.08,0.00
218,62.08,0.00
219,62.08,0.00
220,62.08,0.00
221,62.08,0.00
222,62.08,0.00
223,62.08,0.00
224,62.08,0.00
225,62.08,0.00
226,62.08,0.00
227,62.08,0.00
228,62.08,0.00
229,62.08,3.32
230,62.08,2.76
231,62.08,1.42
232,62.08,0.00
233,62.08,0.00
234,62.08,0.00
235,62.08,0.00
236,62.08,0.00
237,62.08,0.00
238,62.08,0.00
239,62.08,0.00
240,62.08,0.00
241,62.08,0.00
242,62.08,0.00
243,62.08,0.00
244,62.08,0.00
245,62.08,0.00
246,62.08,0.00
247,62.08,0.00
248,62.08,0.00
249,62.08,1.12
250,62.08,1.58
251,62.08,2.49
252,62.08,2.40
253,62.08,1.90
254,62.08,2.32
255,62.08,1.72
256,62.08,0.00
257,62.08,0.00
258,62.08,0.00
259,62.08,0.00
260,62.08,0.00
261,62.08,0.00
262,62.08,0.00
263,62.08,0.00
264,62.08,0.00
265,62.08,0.00
266,62.08,0.00
267,62.08,0.00
268,62.08,0.00
269,62.08,0.00
270,62.08,0.00
271,62.08,0.00
272,62.08,0.00
273,62.08,1.56
274,62.08,3.31
275,62.08,3.93
276,62.08,4.28
277,62.08,4.11
278,62.08,3.43
279,62.08,1.99
280,62.08,0.00
281,62.08,0.00
282,62.08,0.00
283,62.08,0.00
284,62.08,0.00
285,62.08,0.00
286,62.08,0.00
287,62.08,0.00
288,62.08,0.00
289,62.08,0.00
290,62.08,0.00
291,62.08,0.00
292,62.08,0.00
293,62.08,0.00
294,62.08,0.00
295,62.08,0.00
296,62.08,0.00
297,62.08,0.87
298,62.08,2.02
299,62.08,2.33
300,62.08,2.34
301,62.08,2.11
302,62.08,1.73
303,62.08,0.91
304,62.08,0.00
305,62.08,0.00
306,62.08,0.00
307,62.08,0.00
308,62.08,0.00
309,62.08,0.00
310,62.08,0.00
311,62.08,0.00
312,62.08,0.00
313,62.08,0.00
314,62.08,0.00
315,62.08,0.00
316,62.08,0.00
317,62.08,0.00
318,62.08,0.00
319,62.08,0.00
320,62.08,0.00
321,62.08,0.00
322,62.08,0.00
323,62.08,0.00
324,62.08,0.00
325,62.08,0.00
326,62.08,0.00
327,62.08,0.00
328,62.08,0.00
329,62.08,0.00
330,62.08,0.00
331,62.08,0.00
332,62.08,0.00
333,62.08,0.00
334,62.08,0.00
335,62.08,0.00
336,62.08,0.00
337,62.08,0.00
338,62.08,0.00
339,62.08,0.00
340,62.08,0.00
341,62.08,0.00
342,62.08,0.00
343,62.08,0.00
344,62.08,0.00
345,62.08,0.00
346,62.08,0.00
347,62.08,0.16
348,62.08,0.43
349,62.08,0.13
350,62.08,0.00
351,62.08,0.00
352,62.08,0.00
353,62.08,0.00
354,62.08,0.00
355,62.08,0.00
356,62.08,0.00
357,62.08,0.00
358,62.08,0.00
359,62.08,0.00
360,62.08,0.00
361,62.08,0.00
362,62.08,0.00
363,62.08,0.00
364,62.08,0.00
365,62.08,0.00
366,62.08,0.00
367,62.08,0.00
368,62.08,0.00
369,62.08,0.00
370,62.08,0.00
371,62.08,0.00
372,62.08,0.00
373,62.08,0.00
374,62.08,0.00
375,62.08,0.00
376,62.08,0.00
377,62.08,0.00
378,62.08,0.00
379,62.08,0.00
380,62.08,0.00
381,62.08,0.00
382,62.08,0.00
383,62.08,0.00
384,62.08,0.00
385,62.08,0.00
386,62.08,0.00
387,62.08,0.00
388,62.08,0.00
389,62.08,0.00
390,62.08,0.00
391,62.08,0.00
392,62.08,0.00
393,62.08,0.36
394,62.08,1.50
395,62.08,2.33
396,62.08,3.33
397,62.08,3.43
398,62.08,3.75
399,62.08,2.20
400,62.08,0.00
401,62.08,0.00
402,62.08,0.00
403,62.08,0.00
404,62.08,0.00
405,62.08,0.00
406,62.08,0.00
407,62.08,0.00
408,62.08,0.00
409,62.08,0.00
410,62.08,0.00
411,62.08,0.00
412,62.08,0.00
413,62.08,0.00
414,62.08,0.00
415,62.08,0.00
416,62.08,0.00
417,62.08,0.71
418,62.08,1.18
419,62.08,2.14
420,62.08,2.33
421,62.08,3.80
422,62.08,3.10
423,62.08,2.05
424,62.08,0.00
425,62.08,0.00
426,62.08,0.00
427,62.08,0.00
428,62.08,0.00
429,62.08,0.00
430,62.08,0.00
431,62.08,0.00
432,62.08,0.00
433,62.08,0.00
434,62.08,0.00
435,62.08,0.00
436,62.08,0.00
437,62.08,0.00
438,62.08,0.00
439,62.08,0.00
440,62.08,0.00
441,62.08,0.00
442,62.08,0.00
443,62.08,0.00
444,62.08,0.00
445,62.08,2.83
446,62.08,2.72
447,62.08,1.74
448,62.08,0.00
449,62.08,0.00
450,62.08,0.00
451,62.08,0.00
452,62.08,0.00
453,62.08,0.00
454,62.08,0.00
455,62.08,0.00
456,62.08,0.00
457,62.08,0.00
458,62.08,0.00
459,62.08,0.00
460,62.08,0.00
461,62.08,0.00
462,62.08,0.00
463,62.08,0.00
464,62.08,0.00
465,62.08,0.00
466,62.08,0.00
467,62.08,0.00
468,62.08,0.00
469,62.08,0.00
470,62.08,0.00
471,62.08,0.00
472,62.08,0.00
473,62.08,0.00
474,62.08,0.00
475,62.08,0.00
476,62.08,0.00
477,62.08,0.00
478,62.08,0.00
479,62.08,0.00
480,62.08,0.00
481,62.08,0.00
482,62.08,0.00
483,62.08,0.00
484,62.08,0.00
485,62.08,0.00
486,62.08,0.00
487,62.08,0.00
488,62.08,0.00
489,62.08,0.00
490,62.08,0.50
491,62.08,0.67
492,62.08,0.78
493,62.08,0.69
494,62.08,0.57
495,62.08,0.00
496,62.08,0.00
497,62.08,0.00
498,62.08,0.00
499,62.08,0.00
500,62.08,0.00
501,62.08,0.00
502,62.08,0.00
503,62.08,0.00
504,62.08,0.00
505,62.08,0.00
506,62.08,0.00
507,62.08,0.00
508,62.08,0.00
509,62.08,0.00
510,62.08,0.00
511,62.08,0.00
512,62.08,0.00
513,62.08,0.00
514,62.08,0.00
515,62.08,0.00
516,62.08,0.00
517,62.08,0.00
518,62.08,0.00
519,62.08,0.00
520,62.08,0.00
521,62.08,0.00
522,62.08,0.00
523,62.08,0.00
524,62.08,0.00
525,62.08,0.00
526,62.08,0.00
527,62.08,0.00
528,62.08,0.00
529,62.08,0.00
530,62.08,0.00
531,62.08,0.00
532,62.08,0.00
533,62.08,0.00
534,62.08,0.00
535,62.08,0.00
536,62.08,0.00
537,62.08,0.00
538,62.08,0.44
539,62.08,0.73
540,62.08,0.98
541,62.08,1.00
542,62.08,0.72
543,62.08,0.15
544,62.08,0.00
545,62.08,0.00
546,62.08,0.00
547,62.08,0.00
548,62.08,0.00
549,62.08,0.00
550,62.08,0.00
551,62.08,0.00
552,62.08,0.00
553,62.08,0.00
554,62.08,0.00
555,62.08,0.00
556,62.08,0.00
557,62.08,0.00
558,62.08,0.00
559,62.08,0.00
560,62.08,0.00
561,62.08,1.87
562,62.08,3.83
563,62.08,3.78
564,62.08,4.41
565,62.08,3.78
566,62.08,2.49
567,62.08,2.44
568,62.08,1.47
569,62.08,0.00
570,62.08,0.00
571,62.08,0.00
572,62.08,0.00
573,62.08,0.00
574,62.08,0.00
575,62.08,0.00
576,62.08,0.00
577,62.08,0.00
578,62.08,0.00
579,62.08,0.00
580,62.08,0.00
581,62.08,0.00
582,62.08,0.00
583,62.08,0.00
584,62.08,0.00
585,62.08,0.00
586,62.08,1.67
587,62.08,3.27
588,62.08,1.89
589,62.08,1.65
590,62.08,1.77
591,62.08,0.53
592,62.08,0.00
593,62.08,0.00
594,62.08,0.00
595,62.08,0.00
596,62.08,0.00
597,62.08,0.00
598,62.08,0.00
599,62.08,0.00
600,62.08,0.00
601,62.08,0.00
602,62.08,0.00
603,62.08,0.00
604,62.08,0.00
605,62.08,0.00
606,62.08,0.00
607,62.08,0.00
608,62.08,0.00
609,62.08,1.23
610,62.08,1.71
611,62.08,2.75
612,62.08,2.27
613,62.08,2.69
614,62.08,2.18
615,62.08,2.63
616,62.08,3.05
617,62.08,0.00
618,62.08,0.00
619,62.08,0.00
620,62.08,0.00
621,62.08,0.00
622,62.08,0.00
623,62.08,0.00
624,62.08,0.00
625,62.08,0.00
626,62.08,0.00
627,62.08,0.00
628,62.08,0.00
629,62.08,0.00
630,62.08,0.00
631,62.08,0.00
632,62.08,0.00
633,62.08,0.00
634,62.08,0.00
635,62.08,0.47
636,62.08,0.47
637,62.08,0.47
638,62.08,0.15
639,62.08,0.00
640,62.08,0.00
641,62.08,0.00
642,62.08,0.00
643,62.08,0.00
644,62.08,0.00
645,62.08,0.00
646,62.08,0.00
647,62.08,0.00
648,62.08,0.00
649,62.08,0.00
650,62.08,0.00
651,62.08,0.00
652,62.08,0.00
653,62.08,0.00
654,62.08,0.00
655,62.08,0.00
656,62.08,0.00
657,62.08,1.82
658,62.08,2.37
659,62.08,3.58
660,62.08,3.62
661,62.08,4.61
662,62.08,3.85
663,62.08,2.79
664,62.08,1.21
665,62.08,0.00
666,62.08,0.00
667,62.08,0.00
668,62.08,0.00
669,62.08,0.00
670,62.08,0.00
671,62.08,0.00
672,62.08,0.00
673,62.08,0.00
674,62.08,0.00
675,62.08,0.00
676,62.08,0.00
677,62.08,0.00
678,62.08,0.00
679,62.08,0.00
680,62.08,0.00
681,62.08,0.00
682,62.08,0.00
683,62.08,0.00
684,62.08,0.00
685,62.08,2.62
686,62.08,2.05
687,62.08,1.34
688,62.08,0.55
