bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B153692_26_8,B153692,B153692,26,B153692_26,8,16.00,1.14,683693.75,248170.78,476.42,-0.00,-0.00,1.00,0.00,0.06,1112679.47,roof,15.22,1.98,0.58,5,6,5
B153692_26_9,B153692,B153692,26,B153692_26,9,16.00,1.14,683693.71,248172.78,476.43,-0.00,-0.00,1.00,0.00,0.06,1113575.31,roof,15.22,1.98,0.58,5,6,5
B153692_26_10,B153692,B153692,26,B153692_26,10,16.00,1.14,683692.82,248173.86,476.43,-0.00,-0.00,1.00,0.00,0.06,1113577.81,roof,15.22,1.98,0.58,5,6,5
B153692_26_12,B153692,B153692,26,B153692_26,12,16.00,1.14,683695.61,248170.74,476.43,-0.00,-0.00,1.00,0.00,0.06,1113651.90,roof,15.22,1.98,0.58,5,6,5
B153692_26_13,B153692,B153692,26,B153692_26,13,16.00,1.14,683696.91,248169.19,476.43,-0.00,-0.00,1.00,0.00,0.06,1106631.13,roof,15.22,1.98,0.58,5,6,5
B153692_27_0,B153692,B153692,27,B153692_27,0,16.29,1.25,683696.17,248170.11,476.43,-0.00,-0.00,1.00,0.00,0.07,1110723.06,roof,15.22,1.98,0.64,5,6,5
B153692_27_1,B153692,B153692,27,B153692_27,1,16.29,1.25,683695.50,248171.88,476.43,-0.00,-0.00,1.00,0.00,0.07,1113491.76,roof,15.22,1.98,0.64,5,6,5
B153692_27_2,B153692,B153692,27,B153692_27,2,16.29,1.25,683694.28,248172.23,476.43,-0.00,-0.00,1.00,0.00,0.07,1113608.75,roof,15.22,1.98,0.64,5,6,5
B153692_27_3,B153692,B153692,27,B153692_27,3,16.29,1.25,683693.93,248174.11,476.43,-0.00,-0.00,1.00,0.00,0.07,1113608.06,roof,15.22,1.98,0.64,5,6,5
B153692_27_4,B153692,B153692,27,B153692_27,4,16.29,1.25,683693.37,248175.66,476.43,-0.00,-0.00,1.00,0.00,0.07,1113608.77,roof,15.22,1.98,0.64,5,6,5
B153692_27_5,B153692,B153692,27,B153692_27,5,16.29,1.25,683692.38,248174.35,476.43,-0.00,-0.00,1.00,0.00,0.07,1113613.77,roof,15.22,1.98,0.64,5,6,5
B153692_27_6,B153692,B153692,27,B153692_27,6,16.29,1.25,683692.06,248176.11,476.43,-0.00,-0.00,1.00,0.00,0.07,1113613.31,roof,15.22,1.98,0.64,5,6,5
B153692_27_7,B153692,B153692,27,B153692_27,7,16.29,1.25,683691.81,248178.11,476.43,-0.00,-0.00,1.00,0.00,0.07,1113493.17,roof,15.22,1.98,0.64,5,6,5
B153692_27_8,B153692,B153692,27,B153692_27,8,16.29,1.25,683691.24,248179.43,476.43,-0.00,-0.00,1.00,0.00,0.07,1102943.12,roof,15.22,1.98,0.64,5,6,5
B153692_27_9,B153692,B153692,27,B153692_27,9,16.29,1.25,683690.49,248176.47,476.42,-0.00,-0.00,1.00,0.00,0.07,1113618.81,roof,15.22,1.98,0.64,5,6,5
B153692_27_10,B153692,B153692,27,B153692_27,10,16.29,1.25,683690.06,248178.11,476.43,-0.00,-0.00,1.00,0.00,0.07,1113499.68,roof,15.22,1.98,0.64,5,6,5
B153692_58_3,B153692,B153692,58,B153692_58,3,3.90,0.98,683685.97,248171.83,470.85,-0.00,0.00,1.00,0.00,0.03,1009370.40,roof,15.22,1.98,0.50,5,6,5
B153692_59_1,B153692,B153692,59,B153692_59,1,4.00,1.00,683685.97,248170.89,470.85,0.00,0.00,1.00,0.00,0.04,1036222.58,roof,15.22,1.98,0.51,5,6,5
B153692_59_3,B153692,B153692,59,B153692_59,3,4.00,1.00,683686.51,248169.34,470.85,0.00,0.00,1.00,0.00,0.04,1029665.56,roof,15.22,1.98,0.51,5,6,5
