,Area,PV_kWh
0,92.21,0.00
1,92.21,0.00
2,92.21,0.00
3,92.21,0.00
4,92.21,0.00
5,92.21,0.00
6,92.21,0.00
7,92.21,0.00
8,92.21,0.00
9,92.21,0.48
10,92.21,1.44
11,92.21,2.35
12,92.21,2.75
13,92.21,2.80
14,92.21,2.33
15,92.21,2.22
16,92.21,0.00
17,92.21,0.00
18,92.21,0.00
19,92.21,0.00
20,92.21,0.00
21,92.21,0.00
22,92.21,0.00
23,92.21,0.00
24,92.21,0.00
25,92.21,0.00
26,92.21,0.00
27,92.21,0.00
28,92.21,0.00
29,92.21,0.00
30,92.21,0.00
31,92.21,0.00
32,92.21,0.00
33,92.21,0.00
34,92.21,0.69
35,92.21,0.87
36,92.21,0.69
37,92.21,0.67
38,92.21,0.43
39,92.21,0.00
40,92.21,0.00
41,92.21,0.00
42,92.21,0.00
43,92.21,0.00
44,92.21,0.00
45,92.21,0.00
46,92.21,0.00
47,92.21,0.00
48,92.21,0.00
49,92.21,0.00
50,92.21,0.00
51,92.21,0.00
52,92.21,0.00
53,92.21,0.00
54,92.21,0.00
55,92.21,0.00
56,92.21,0.00
57,92.21,0.70
58,92.21,1.43
59,92.21,2.10
60,92.21,2.77
61,92.21,4.00
62,92.21,4.44
63,92.21,3.38
64,92.21,0.00
65,92.21,0.00
66,92.21,0.00
67,92.21,0.00
68,92.21,0.00
69,92.21,0.00
70,92.21,0.00
71,92.21,0.00
72,92.21,0.00
73,92.21,0.00
74,92.21,0.00
75,92.21,0.00
76,92.21,0.00
77,92.21,0.00
78,92.21,0.00
79,92.21,0.00
80,92.21,0.00
81,92.21,0.96
82,92.21,2.14
83,92.21,4.48
84,92.21,6.08
85,92.21,6.23
86,92.21,6.37
87,92.21,3.44
88,92.21,0.00
89,92.21,0.00
90,92.21,0.00
91,92.21,0.00
92,92.21,0.00
93,92.21,0.00
94,92.21,0.00
95,92.21,0.00
96,92.21,0.00
97,92.21,0.00
98,92.21,0.00
99,92.21,0.00
100,92.21,0.00
101,92.21,0.00
102,92.21,0.00
103,92.21,0.00
104,92.21,0.00
105,92.21,0.00
106,92.21,0.14
107,92.21,0.81
108,92.21,0.90
109,92.21,0.82
110,92.21,0.66
111,92.21,0.00
112,92.21,0.00
113,92.21,0.00
114,92.21,0.00
115,92.21,0.00
116,92.21,0.00
117,92.21,0.00
118,92.21,0.00
119,92.21,0.00
120,92.21,0.00
121,92.21,0.00
122,92.21,0.00
123,92.21,0.00
124,92.21,0.00
125,92.21,0.00
126,92.21,0.00
127,92.21,0.00
128,92.21,0.00
129,92.21,0.71
130,92.21,1.48
131,92.21,2.68
132,92.21,3.40
133,92.21,4.35
134,92.21,3.19
135,92.21,2.26
136,92.21,0.00
137,92.21,0.00
138,92.21,0.00
139,92.21,0.00
140,92.21,0.00
141,92.21,0.00
142,92.21,0.00
143,92.21,0.00
144,92.21,0.00
145,92.21,0.00
146,92.21,0.00
147,92.21,0.00
148,92.21,0.00
149,92.21,0.00
150,92.21,0.00
151,92.21,0.00
152,92.21,0.00
153,92.21,0.15
154,92.21,1.02
155,92.21,1.09
156,92.21,1.86
157,92.21,2.50
158,92.21,2.10
159,92.21,2.14
160,92.21,0.00
161,92.21,0.00
162,92.21,0.00
163,92.21,0.00
164,92.21,0.00
165,92.21,0.00
166,92.21,0.00
167,92.21,0.00
168,92.21,0.00
169,92.21,0.00
170,92.21,0.00
171,92.21,0.00
172,92.21,0.00
173,92.21,0.00
174,92.21,0.00
175,92.21,0.00
176,92.21,0.00
177,92.21,0.00
178,92.21,0.67
179,92.21,0.86
180,92.21,0.95
181,92.21,0.94
182,92.21,0.76
183,92.21,0.00
184,92.21,0.00
185,92.21,0.00
186,92.21,0.00
187,92.21,0.00
188,92.21,0.00
189,92.21,0.00
190,92.21,0.00
191,92.21,0.00
192,92.21,0.00
193,92.21,0.00
194,92.21,0.00
195,92.21,0.00
196,92.21,0.00
197,92.21,0.00
198,92.21,0.00
199,92.21,0.00
200,92.21,0.00
201,92.21,0.00
202,92.21,0.00
203,92.21,0.00
204,92.21,0.00
205,92.21,2.94
206,92.21,3.63
207,92.21,3.28
208,92.21,0.00
209,92.21,0.00
210,92.21,0.00
211,92.21,0.00
212,92.21,0.00
213,92.21,0.00
214,92.21,0.00
215,92.21,0.00
216,92.21,0.00
217,92.21,0.00
218,92.21,0.00
219,92.21,0.00
220,92.21,0.00
221,92.21,0.00
222,92.21,0.00
223,92.21,0.00
224,92.21,0.00
225,92.21,0.00
226,92.21,0.00
227,92.21,0.00
228,92.21,0.00
229,92.21,5.62
230,92.21,6.24
231,92.21,4.19
232,92.21,0.00
233,92.21,0.00
234,92.21,0.00
235,92.21,0.00
236,92.21,0.00
237,92.21,0.00
238,92.21,0.00
239,92.21,0.00
240,92.21,0.00
241,92.21,0.00
242,92.21,0.00
243,92.21,0.00
244,92.21,0.00
245,92.21,0.00
246,92.21,0.00
247,92.21,0.00
248,92.21,0.00
249,92.21,0.69
250,92.21,1.17
251,92.21,2.60
252,92.21,3.19
253,92.21,3.08
254,92.21,4.61
255,92.21,4.82
256,92.21,0.00
257,92.21,0.00
258,92.21,0.00
259,92.21,0.00
260,92.21,0.00
261,92.21,0.00
262,92.21,0.00
263,92.21,0.00
264,92.21,0.00
265,92.21,0.00
266,92.21,0.00
267,92.21,0.00
268,92.21,0.00
269,92.21,0.00
270,92.21,0.00
271,92.21,0.00
272,92.21,0.00
273,92.21,0.97
274,92.21,2.06
275,92.21,4.01
276,92.21,5.60
277,92.21,6.51
278,92.21,6.77
279,92.21,5.39
280,92.21,0.00
281,92.21,0.00
282,92.21,0.00
283,92.21,0.00
284,92.21,0.00
285,92.21,0.00
286,92.21,0.00
287,92.21,0.00
288,92.21,0.00
289,92.21,0.00
290,92.21,0.00
291,92.21,0.00
292,92.21,0.00
293,92.21,0.00
294,92.21,0.00
295,92.21,0.00
296,92.21,0.00
297,92.21,0.63
298,92.21,1.60
299,92.21,2.52
300,92.21,3.18
301,92.21,3.62
302,92.21,3.23
303,92.21,1.98
304,92.21,0.00
305,92.21,0.00
306,92.21,0.00
307,92.21,0.00
308,92.21,0.00
309,92.21,0.00
310,92.21,0.00
311,92.21,0.00
312,92.21,0.00
313,92.21,0.00
314,92.21,0.00
315,92.21,0.00
316,92.21,0.00
317,92.21,0.00
318,92.21,0.00
319,92.21,0.00
320,92.21,0.00
321,92.21,0.00
322,92.21,0.00
323,92.21,0.00
324,92.21,0.00
325,92.21,0.00
326,92.21,0.00
327,92.21,0.00
328,92.21,0.00
329,92.21,0.00
330,92.21,0.00
331,92.21,0.00
332,92.21,0.00
333,92.21,0.00
334,92.21,0.00
335,92.21,0.00
336,92.21,0.00
337,92.21,0.00
338,92.21,0.00
339,92.21,0.00
340,92.21,0.00
341,92.21,0.00
342,92.21,0.00
343,92.21,0.00
344,92.21,0.00
345,92.21,0.00
346,92.21,0.00
347,92.21,0.14
348,92.21,0.64
349,92.21,0.13
350,92.21,0.00
351,92.21,0.00
352,92.21,0.00
353,92.21,0.00
354,92.21,0.00
355,92.21,0.00
356,92.21,0.00
357,92.21,0.00
358,92.21,0.00
359,92.21,0.00
360,92.21,0.00
361,92.21,0.00
362,92.21,0.00
363,92.21,0.00
364,92.21,0.00
365,92.21,0.00
366,92.21,0.00
367,92.21,0.00
368,92.21,0.00
369,92.21,0.00
370,92.21,0.00
371,92.21,0.00
372,92.21,0.00
373,92.21,0.00
374,92.21,0.00
375,92.21,0.00
376,92.21,0.00
377,92.21,0.00
378,92.21,0.00
379,92.21,0.00
380,92.21,0.00
381,92.21,0.00
382,92.21,0.00
383,92.21,0.00
384,92.21,0.00
385,92.21,0.00
386,92.21,0.00
387,92.21,0.00
388,92.21,0.00
389,92.21,0.00
390,92.21,0.00
391,92.21,0.00
392,92.21,0.00
393,92.21,0.15
394,92.21,1.48
395,92.21,2.67
396,92.21,4.41
397,92.21,5.35
398,92.21,7.01
399,92.21,4.89
400,92.21,0.00
401,92.21,0.00
402,92.21,0.00
403,92.21,0.00
404,92.21,0.00
405,92.21,0.00
406,92.21,0.00
407,92.21,0.00
408,92.21,0.00
409,92.21,0.00
410,92.21,0.00
411,92.21,0.00
412,92.21,0.00
413,92.21,0.00
414,92.21,0.00
415,92.21,0.00
416,92.21,0.00
417,92.21,0.70
418,92.21,1.33
419,92.21,2.50
420,92.21,3.15
421,92.21,5.92
422,92.21,5.78
423,92.21,4.49
424,92.21,0.00
425,92.21,0.00
426,92.21,0.00
427,92.21,0.00
428,92.21,0.00
429,92.21,0.00
430,92.21,0.00
431,92.21,0.00
432,92.21,0.00
433,92.21,0.00
434,92.21,0.00
435,92.21,0.00
436,92.21,0.00
437,92.21,0.00
438,92.21,0.00
439,92.21,0.00
440,92.21,0.00
441,92.21,0.00
442,92.21,0.00
443,92.21,0.00
444,92.21,0.00
445,92.21,4.63
446,92.21,4.97
447,92.21,3.88
448,92.21,0.00
449,92.21,0.00
450,92.21,0.00
451,92.21,0.00
452,92.21,0.00
453,92.21,0.00
454,92.21,0.00
455,92.21,0.00
456,92.21,0.00
457,92.21,0.00
458,92.21,0.00
459,92.21,0.00
460,92.21,0.00
461,92.21,0.00
462,92.21,0.00
463,92.21,0.00
464,92.21,0.00
465,92.21,0.00
466,92.21,0.00
467,92.21,0.00
468,92.21,0.00
469,92.21,0.00
470,92.21,0.00
471,92.21,0.00
472,92.21,0.00
473,92.21,0.00
474,92.21,0.00
475,92.21,0.00
476,92.21,0.00
477,92.21,0.00
478,92.21,0.00
479,92.21,0.00
480,92.21,0.00
481,92.21,0.00
482,92.21,0.00
483,92.21,0.00
484,92.21,0.00
485,92.21,0.00
486,92.21,0.00
487,92.21,0.00
488,92.21,0.00
489,92.21,0.00
490,92.21,0.71
491,92.21,0.97
492,92.21,1.15
493,92.21,1.05
494,92.21,0.94
495,92.21,0.00
496,92.21,0.00
497,92.21,0.00
498,92.21,0.00
499,92.21,0.00
500,92.21,0.00
501,92.21,0.00
502,92.21,0.00
503,92.21,0.00
504,92.21,0.00
505,92.21,0.00
506,92.21,0.00
507,92.21,0.00
508,92.21,0.00
509,92.21,0.00
510,92.21,0.00
511,92.21,0.00
512,92.21,0.00
513,92.21,0.00
514,92.21,0.00
515,92.21,0.00
516,92.21,0.00
517,92.21,0.00
518,92.21,0.00
519,92.21,0.00
520,92.21,0.00
521,92.21,0.00
522,92.21,0.00
523,92.21,0.00
524,92.21,0.00
525,92.21,0.00
526,92.21,0.00
527,92.21,0.00
528,92.21,0.00
529,92.21,0.00
530,92.21,0.00
531,92.21,0.00
532,92.21,0.00
533,92.21,0.00
534,92.21,0.00
535,92.21,0.00
536,92.21,0.00
537,92.21,0.00
538,92.21,0.64
539,92.21,1.06
540,92.21,1.45
541,92.21,1.55
542,92.21,1.17
543,92.21,0.13
544,92.21,0.00
545,92.21,0.00
546,92.21,0.00
547,92.21,0.00
548,92.21,0.00
549,92.21,0.00
550,92.21,0.00
551,92.21,0.00
552,92.21,0.00
553,92.21,0.00
554,92.21,0.00
555,92.21,0.00
556,92.21,0.00
557,92.21,0.00
558,92.21,0.00
559,92.21,0.00
560,92.21,0.00
561,92.21,1.14
562,92.21,2.59
563,92.21,4.01
564,92.21,5.74
565,92.21,6.05
566,92.21,4.92
567,92.21,7.48
568,92.21,7.77
569,92.21,0.00
570,92.21,0.00
571,92.21,0.00
572,92.21,0.00
573,92.21,0.00
574,92.21,0.00
575,92.21,0.00
576,92.21,0.00
577,92.21,0.00
578,92.21,0.00
579,92.21,0.00
580,92.21,0.00
581,92.21,0.00
582,92.21,0.00
583,92.21,0.00
584,92.21,0.00
585,92.21,0.00
586,92.21,1.58
587,92.21,3.53
588,92.21,2.64
589,92.21,2.74
590,92.21,3.92
591,92.21,0.97
592,92.21,0.00
593,92.21,0.00
594,92.21,0.00
595,92.21,0.00
596,92.21,0.00
597,92.21,0.00
598,92.21,0.00
599,92.21,0.00
600,92.21,0.00
601,92.21,0.00
602,92.21,0.00
603,92.21,0.00
604,92.21,0.00
