,Area,PV_kWh
0,140.13,0.00
1,140.13,0.00
2,140.13,0.00
3,140.13,0.00
4,140.13,0.00
5,140.13,0.00
6,140.13,0.00
7,140.13,0.00
8,140.13,0.00
9,140.13,2.19
10,140.13,3.46
11,140.13,4.92
12,140.13,4.88
13,140.13,4.38
14,140.13,3.34
15,140.13,2.28
16,140.13,0.00
17,140.13,0.00
18,140.13,0.00
19,140.13,0.00
20,140.13,0.00
21,140.13,0.00
22,140.13,0.00
23,140.13,0.00
24,140.13,0.00
25,140.13,0.00
26,140.13,0.00
27,140.13,0.00
28,140.13,0.00
29,140.13,0.00
30,140.13,0.00
31,140.13,0.00
32,140.13,0.00
33,140.13,0.00
34,140.13,1.26
35,140.13,1.51
36,140.13,1.19
37,140.13,1.09
38,140.13,1.02
39,140.13,0.00
40,140.13,0.00
41,140.13,0.00
42,140.13,0.00
43,140.13,0.00
44,140.13,0.00
45,140.13,0.00
46,140.13,0.00
47,140.13,0.00
48,140.13,0.00
49,140.13,0.00
50,140.13,0.00
51,140.13,0.00
52,140.13,0.00
53,140.13,0.00
54,140.13,0.00
55,140.13,0.00
56,140.13,0.00
57,140.13,2.93
58,140.13,4.60
59,140.13,4.69
60,140.13,4.93
61,140.13,5.91
62,140.13,5.65
63,140.13,3.57
64,140.13,0.00
65,140.13,0.00
66,140.13,0.00
67,140.13,0.00
68,140.13,0.00
69,140.13,0.00
70,140.13,0.00
71,140.13,0.00
72,140.13,0.00
73,140.13,0.00
74,140.13,0.00
75,140.13,0.00
76,140.13,0.00
77,140.13,0.00
78,140.13,0.00
79,140.13,0.00
80,140.13,0.00
81,140.13,3.39
82,140.13,7.23
83,140.13,9.59
84,140.13,10.75
85,140.13,9.66
86,140.13,8.64
87,140.13,4.24
88,140.13,0.00
89,140.13,0.00
90,140.13,0.00
91,140.13,0.00
92,140.13,0.00
93,140.13,0.00
94,140.13,0.00
95,140.13,0.00
96,140.13,0.00
97,140.13,0.00
98,140.13,0.00
99,140.13,0.00
100,140.13,0.00
101,140.13,0.00
102,140.13,0.00
103,140.13,0.00
104,140.13,0.00
105,140.13,0.00
106,140.13,1.03
107,140.13,1.39
108,140.13,1.52
109,140.13,1.39
110,140.13,1.11
111,140.13,0.00
112,140.13,0.00
113,140.13,0.00
114,140.13,0.00
115,140.13,0.00
116,140.13,0.00
117,140.13,0.00
118,140.13,0.00
119,140.13,0.00
120,140.13,0.00
121,140.13,0.00
122,140.13,0.00
123,140.13,0.00
124,140.13,0.00
125,140.13,0.00
126,140.13,0.00
127,140.13,0.00
128,140.13,0.00
129,140.13,2.55
130,140.13,4.39
131,140.13,5.69
132,140.13,5.97
133,140.13,6.46
134,140.13,4.31
135,140.13,2.59
136,140.13,0.00
137,140.13,0.00
138,140.13,0.00
139,140.13,0.00
140,140.13,0.00
141,140.13,0.00
142,140.13,0.00
143,140.13,0.00
144,140.13,0.00
145,140.13,0.00
146,140.13,0.00
147,140.13,0.00
148,140.13,0.00
149,140.13,0.00
150,140.13,0.00
151,140.13,0.00
152,140.13,0.00
153,140.13,1.34
