,Area,PV_kWh
0,196.28,0.00
1,196.28,0.00
2,196.28,0.00
3,196.28,0.00
4,196.28,0.00
5,196.28,0.00
6,196.28,0.00
7,196.28,0.00
8,196.28,0.00
9,196.28,3.24
10,196.28,5.06
11,196.28,7.35
12,196.28,6.84
13,196.28,6.05
14,196.28,4.59
15,196.28,3.01
16,196.28,0.00
17,196.28,0.00
18,196.28,0.00
19,196.28,0.00
20,196.28,0.00
21,196.28,0.00
22,196.28,0.00
23,196.28,0.00
24,196.28,0.00
25,196.28,0.00
26,196.28,0.00
27,196.28,0.00
28,196.28,0.00
29,196.28,0.00
30,196.28,0.00
31,196.28,0.00
32,196.28,0.00
33,196.28,0.00
34,196.28,1.79
35,196.28,2.09
36,196.28,1.55
37,196.28,1.47
38,196.28,0.96
39,196.28,0.00
40,196.28,0.00
41,196.28,0.00
42,196.28,0.00
43,196.28,0.00
44,196.28,0.00
45,196.28,0.00
46,196.28,0.00
47,196.28,0.00
48,196.28,0.00
49,196.28,0.00
50,196.28,0.00
51,196.28,0.00
52,196.28,0.00
53,196.28,0.00
54,196.28,0.00
55,196.28,0.00
56,196.28,0.00
57,196.28,4.31
58,196.28,7.11
59,196.28,7.49
60,196.28,7.00
61,196.28,8.34
62,196.28,7.86
63,196.28,4.83
64,196.28,0.00
65,196.28,0.00
66,196.28,0.00
67,196.28,0.00
68,196.28,0.00
69,196.28,0.00
70,196.28,0.00
71,196.28,0.00
72,196.28,0.00
73,196.28,0.00
74,196.28,0.00
75,196.28,0.00
76,196.28,0.00
77,196.28,0.00
78,196.28,0.00
79,196.28,0.00
80,196.28,0.00
81,196.28,4.97
82,196.28,10.60
83,196.28,13.72
84,196.28,14.95
85,196.28,13.32
86,196.28,12.14
87,196.28,6.15
88,196.28,0.00
89,196.28,0.00
90,196.28,0.00
91,196.28,0.00
92,196.28,0.00
93,196.28,0.00
94,196.28,0.00
95,196.28,0.00
96,196.28,0.00
97,196.28,0.00
98,196.28,0.00
99,196.28,0.00
100,196.28,0.00
101,196.28,0.00
102,196.28,0.00
103,196.28,0.00
104,196.28,0.00
105,196.28,0.00
106,196.28,0.79
107,196.28,1.77
108,196.28,1.95
109,196.28,1.79
