,Area,PV_kWh
0,177.13,0.00
1,177.13,0.00
2,177.13,0.00
3,177.13,0.00
4,177.13,0.00
5,177.13,0.00
6,177.13,0.00
7,177.13,0.00
8,177.13,0.00
9,177.13,1.65
10,177.13,3.48
11,177.13,4.98
12,177.13,5.38
13,177.13,5.02
14,177.13,3.98
15,177.13,2.86
16,177.13,0.00
17,177.13,0.00
18,177.13,0.00
19,177.13,0.00
20,177.13,0.00
21,177.13,0.00
22,177.13,0.00
23,177.13,0.00
24,177.13,0.00
25,177.13,0.00
26,177.13,0.00
27,177.13,0.00
28,177.13,0.00
29,177.13,0.00
30,177.13,0.00
31,177.13,0.00
32,177.13,0.00
33,177.13,0.00
34,177.13,1.49
35,177.13,1.86
36,177.13,1.47
37,177.13,1.40
38,177.13,1.23
39,177.13,0.00
40,177.13,0.00
41,177.13,0.00
42,177.13,0.00
43,177.13,0.00
44,177.13,0.00
45,177.13,0.00
46,177.13,0.00
47,177.13,0.00
48,177.13,0.00
49,177.13,0.00
50,177.13,0.00
51,177.13,0.00
52,177.13,0.00
53,177.13,0.00
54,177.13,0.00
55,177.13,0.00
56,177.13,0.00
57,177.13,2.84
58,177.13,4.17
59,177.13,4.80
60,177.13,5.52
61,177.13,6.82
62,177.13,6.83
63,177.13,4.15
64,177.13,0.00
65,177.13,0.00
66,177.13,0.00
67,177.13,0.00
68,177.13,0.00
69,177.13,0.00
70,177.13,0.00
71,177.13,0.00
72,177.13,0.00
73,177.13,0.00
74,177.13,0.00
75,177.13,0.00
76,177.13,0.00
77,177.13,0.00
78,177.13,0.00
79,177.13,0.00
80,177.13,0.00
81,177.13,3.26
82,177.13,6.06
83,177.13,8.89
84,177.13,10.65
85,177.13,10.10
86,177.13,9.67
87,177.13,4.63
88,177.13,0.00
89,177.13,0.00
90,177.13,0.00
91,177.13,0.00
92,177.13,0.00
93,177.13,0.00
94,177.13,0.00
95,177.13,0.00
96,177.13,0.00
97,177.13,0.00
98,177.13,0.00
99,177.13,0.00
100,177.13,0.00
101,177.13,0.00
102,177.13,0.00
103,177.13,0.00
104,177.13,0.00
105,177.13,0.00
106,177.13,0.88
107,177.13,1.68
108,177.13,1.85
109,177.13,1.71
110,177.13,1.36
111,177.13,0.00
112,177.13,0.00
113,177.13,0.00
114,177.13,0.00
115,177.13,0.00
116,177.13,0.00
117,177.13,0.00
118,177.13,0.00
119,177.13,0.00
120,177.13,0.00
121,177.13,0.00
122,177.13,0.00
123,177.13,0.00
124,177.13,0.00
125,177.13,0.00
126,177.13,0.00
127,177.13,0.00
128,177.13,0.00
129,177.13,2.45
130,177.13,4.06
131,177.13,5.69
132,177.13,6.47
133,177.13,7.25
134,177.13,5.19
135,177.13,2.97
136,177.13,0.00
137,177.13,0.00
138,177.13,0.00
139,177.13,0.00
140,177.13,0.00
141,177.13,0.00
142,177.13,0.00
143,177.13,0.00
144,177.13,0.00
145,177.13,0.00
146,177.13,0.00
147,177.13,0.00
148,177.13,0.00
149,177.13,0.00
150,177.13,0.00
151,177.13,0.00
152,177.13,0.00
153,177.13,0.92
154,177.13,2.48
