,Area,PV_kWh
0,99.50,0.00
1,99.50,0.00
2,99.50,0.00
3,99.50,0.00
4,99.50,0.00
5,99.50,0.00
6,99.50,0.00
7,99.50,0.00
8,99.50,0.00
9,99.50,1.07
10,99.50,2.05
11,99.50,3.04
12,99.50,3.14
13,99.50,2.83
14,99.50,2.16
15,99.50,1.22
16,99.50,0.00
17,99.50,0.00
18,99.50,0.00
19,99.50,0.00
20,99.50,0.00
21,99.50,0.00
22,99.50,0.00
23,99.50,0.00
24,99.50,0.00
25,99.50,0.00
26,99.50,0.00
27,99.50,0.00
28,99.50,0.00
29,99.50,0.00
30,99.50,0.00
31,99.50,0.00
32,99.50,0.00
33,99.50,0.00
34,99.50,0.84
35,99.50,1.04
36,99.50,0.81
37,99.50,0.75
38,99.50,0.68
39,99.50,0.00
40,99.50,0.00
41,99.50,0.00
42,99.50,0.00
43,99.50,0.00
44,99.50,0.00
45,99.50,0.00
46,99.50,0.00
47,99.50,0.00
48,99.50,0.00
49,99.50,0.00
50,99.50,0.00
51,99.50,0.00
52,99.50,0.00
53,99.50,0.00
54,99.50,0.00
55,99.50,0.00
56,99.50,0.00
57,99.50,1.28
58,99.50,2.50
59,99.50,2.94
60,99.50,3.19
61,99.50,3.74
62,99.50,3.48
63,99.50,2.05
64,99.50,0.00
65,99.50,0.00
66,99.50,0.00
67,99.50,0.00
68,99.50,0.00
69,99.50,0.00
70,99.50,0.00
71,99.50,0.00
72,99.50,0.00
73,99.50,0.00
74,99.50,0.00
75,99.50,0.00
76,99.50,0.00
77,99.50,0.00
78,99.50,0.00
79,99.50,0.00
80,99.50,0.00
81,99.50,1.81
82,99.50,4.04
83,99.50,5.67
84,99.50,6.51
85,99.50,6.01
86,99.50,5.51
87,99.50,2.76
88,99.50,0.00
89,99.50,0.00
90,99.50,0.00
91,99.50,0.00
92,99.50,0.00
93,99.50,0.00
94,99.50,0.00
95,99.50,0.00
96,99.50,0.00
97,99.50,0.00
98,99.50,0.00
