,Area,PV_kWh
0,91.34,0.00
1,91.34,0.00
2,91.34,0.00
3,91.34,0.00
4,91.34,0.00
5,91.34,0.00
6,91.34,0.00
7,91.34,0.00
8,91.34,0.00
9,91.34,0.58
10,91.34,1.46
11,91.34,2.32
12,91.34,2.71
13,91.34,2.79
14,91.34,2.35
15,91.34,2.27
16,91.34,0.00
17,91.34,0.00
18,91.34,0.00
19,91.34,0.00
20,91.34,0.00
21,91.34,0.00
22,91.34,0.00
23,91.34,0.00
24,91.34,0.00
25,91.34,0.00
26,91.34,0.00
27,91.34,0.00
28,91.34,0.00
29,91.34,0.00
30,91.34,0.00
31,91.34,0.00
32,91.34,0.00
33,91.34,0.00
34,91.34,0.68
35,91.34,0.85
36,91.34,0.68
37,91.34,0.67
38,91.34,0.65
39,91.34,0.00
40,91.34,0.00
41,91.34,0.00
42,91.34,0.00
43,91.34,0.00
44,91.34,0.00
45,91.34,0.00
46,91.34,0.00
47,91.34,0.00
48,91.34,0.00
49,91.34,0.00
50,91.34,0.00
51,91.34,0.00
52,91.34,0.00
53,91.34,0.00
54,91.34,0.00
55,91.34,0.00
56,91.34,0.00
57,91.34,0.68
58,91.34,1.53
59,91.34,2.06
60,91.34,2.74
61,91.34,4.00
62,91.34,4.50
63,91.34,3.44
64,91.34,0.00
65,91.34,0.00
66,91.34,0.00
67,91.34,0.00
68,91.34,0.00
69,91.34,0.00
70,91.34,0.00
71,91.34,0.00
72,91.34,0.00
73,91.34,0.00
74,91.34,0.00
75,91.34,0.00
76,91.34,0.00
77,91.34,0.00
78,91.34,0.00
79,91.34,0.00
80,91.34,0.00
81,91.34,0.95
82,91.34,2.40
83,91.34,4.45
84,91.34,5.98
85,91.34,6.16
86,91.34,6.41
87,91.34,3.47
88,91.34,0.00
89,91.34,0.00
90,91.34,0.00
91,91.34,0.00
92,91.34,0.00
93,91.34,0.00
94,91.34,0.00
95,91.34,0.00
96,91.34,0.00
97,91.34,0.00
98,91.34,0.00
99,91.34,0.00
100,91.34,0.00
101,91.34,0.00
102,91.34,0.00
103,91.34,0.00
104,91.34,0.00
105,91.34,0.00
106,91.34,0.12
107,91.34,0.80
108,91.34,0.88
109,91.34,0.82
110,91.34,0.66
111,91.34,0.00
112,91.34,0.00
113,91.34,0.00
114,91.34,0.00
115,91.34,0.00
116,91.34,0.00
117,91.34,0.00
118,91.34,0.00
119,91.34,0.00
120,91.34,0.00
121,91.34,0.00
122,91.34,0.00
123,91.34,0.00
124,91.34,0.00
125,91.34,0.00
126,91.34,0.00
127,91.34,0.00
128,91.34,0.00
129,91.34,0.69
130,91.34,1.56
131,91.34,2.64
132,91.34,3.36
133,91.34,4.34
134,91.34,3.22
135,91.34,2.30
136,91.34,0.00
137,91.34,0.00
138,91.34,0.00
139,91.34,0.00
140,91.34,0.00
141,91.34,0.00
142,91.34,0.00
143,91.34,0.00
144,91.34,0.00
145,91.34,0.00
146,91.34,0.00
147,91.34,0.00
148,91.34,0.00
149,91.34,0.00
150,91.34,0.00
151,91.34,0.00
152,91.34,0.00
153,91.34,0.12
154,91.34,1.02
155,91.34,1.05
156,91.34,1.85
157,91.34,2.49
158,91.34,2.11
159,91.34,2.18
160,91.34,0.00
161,91.34,0.00
162,91.34,0.00
163,91.34,0.00
164,91.34,0.00
165,91.34,0.00
166,91.34,0.00
167,91.34,0.00
168,91.34,0.00
169,91.34,0.00
170,91.34,0.00
171,91.34,0.00
172,91.34,0.00
173,91.34,0.00
174,91.34,0.00
175,91.34,0.00
176,91.34,0.00
177,91.34,0.00
178,91.34,0.66
179,91.34,0.85
180,91.34,0.94
181,91.34,0.94
182,91.34,0.76
183,91.34,0.00
184,91.34,0.00
185,91.34,0.00
186,91.34,0.00
187,91.34,0.00
188,91.34,0.00
189,91.34,0.00
190,91.34,0.00
191,91.34,0.00
192,91.34,0.00
193,91.34,0.00
194,91.34,0.00
195,91.34,0.00
196,91.34,0.00
197,91.34,0.00
198,91.34,0.00
199,91.34,0.00
200,91.34,0.00
201,91.34,0.00
202,91.34,0.00
203,91.34,0.00
204,91.34,0.00
205,91.34,2.99
206,91.34,3.72
207,91.34,3.34
208,91.34,0.00
209,91.34,0.00
210,91.34,0.00
211,91.34,0.00
212,91.34,0.00
213,91.34,0.00
214,91.34,0.00
215,91.34,0.00
216,91.34,0.00
217,91.34,0.00
218,91.34,0.00
219,91.34,0.00
220,91.34,0.00
221,91.34,0.00
222,91.34,0.00
223,91.34,0.00
224,91.34,0.00
225,91.34,0.00
226,91.34,0.00
227,91.34,0.00
228,91.34,0.00
229,91.34,5.65
230,91.34,6.38
231,91.34,4.30
232,91.34,0.00
233,91.34,0.00
234,91.34,0.00
235,91.34,0.00
236,91.34,0.00
237,91.34,0.00
238,91.34,0.00
239,91.34,0.00
240,91.34,0.00
241,91.34,0.00
242,91.34,0.00
243,91.34,0.00
244,91.34,0.00
245,91.34,0.00
246,91.34,0.00
247,91.34,0.00
248,91.34,0.00
249,91.34,0.66
250,91.34,1.21
251,91.34,2.54
252,91.34,3.16
253,91.34,3.07
254,91.34,4.67
255,91.34,4.93
256,91.34,0.00
257,91.34,0.00
258,91.34,0.00
259,91.34,0.00
260,91.34,0.00
261,91.34,0.00
262,91.34,0.00
263,91.34,0.00
264,91.34,0.00
265,91.34,0.00
266,91.34,0.00
267,91.34,0.00
268,91.34,0.00
269,91.34,0.00
270,91.34,0.00
271,91.34,0.00
272,91.34,0.00
273,91.34,0.96
274,91.34,2.28
275,91.34,3.98
276,91.34,5.50
277,91.34,6.45
278,91.34,6.85
279,91.34,5.49
280,91.34,0.00
281,91.34,0.00
282,91.34,0.00
283,91.34,0.00
284,91.34,0.00
285,91.34,0.00
286,91.34,0.00
287,91.34,0.00
288,91.34,0.00
289,91.34,0.00
290,91.34,0.00
291,91.34,0.00
292,91.34,0.00
293,91.34,0.00
294,91.34,0.00
295,91.34,0.00
296,91.34,0.00
297,91.34,0.61
298,91.34,1.68
299,91.34,2.48
300,91.34,3.15
301,91.34,3.65
302,91.34,3.27
303,91.34,2.02
304,91.34,0.00
305,91.34,0.00
306,91.34,0.00
307,91.34,0.00
308,91.34,0.00
309,91.34,0.00
310,91.34,0.00
311,91.34,0.00
312,91.34,0.00
313,91.34,0.00
314,91.34,0.00
315,91.34,0.00
316,91.34,0.00
317,91.34,0.00
318,91.34,0.00
319,91.34,0.00
320,91.34,0.00
321,91.34,0.00
322,91.34,0.00
323,91.34,0.00
324,91.34,0.00
325,91.34,0.00
326,91.34,0.00
327,91.34,0.00
328,91.34,0.00
329,91.34,0.00
330,91.34,0.00
331,91.34,0.00
332,91.34,0.00
333,91.34,0.00
334,91.34,0.00
335,91.34,0.00
336,91.34,0.00
337,91.34,0.00
338,91.34,0.00
339,91.34,0.00
340,91.34,0.00
341,91.34,0.00
342,91.34,0.00
343,91.34,0.00
344,91.34,0.00
345,91.34,0.00
346,91.34,0.00
347,91.34,0.11
348,91.34,0.64
349,91.34,0.10
350,91.34,0.00
351,91.34,0.00
352,91.34,0.00
353,91.34,0.00
354,91.34,0.00
355,91.34,0.00
356,91.34,0.00
357,91.34,0.00
358,91.34,0.00
359,91.34,0.00
360,91.34,0.00
361,91.34,0.00
362,91.34,0.00
363,91.34,0.00
364,91.34,0.00
365,91.34,0.00
366,91.34,0.00
367,91.34,0.00
368,91.34,0.00
