bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B153693_29_1,B153693,B153693,29,B153693_29,1,32.72,1.92,683685.50,248180.65,475.04,-0.61,-0.34,0.72,-109.82,44.28,1122509.31,roof,44.28,0.00,1.92,1,6,5
B153693_29_2,B153693,B153693,29,B153693_29,2,32.72,1.92,683685.36,248182.54,475.82,-0.61,-0.34,0.72,-109.82,44.28,1122092.82,roof,44.28,0.00,1.92,1,6,5
B153693_29_3,B153693,B153693,29,B153693_29,3,32.72,1.92,683684.48,248183.51,475.52,-0.61,-0.34,0.72,-109.82,44.28,1121476.86,roof,44.28,0.00,1.92,1,6,5
B153693_29_4,B153693,B153693,29,B153693_29,4,32.72,1.92,683684.83,248176.89,472.69,-0.61,-0.34,0.72,-109.82,44.28,1122882.57,roof,44.28,0.00,1.92,1,6,5
B153693_29_5,B153693,B153693,29,B153693_29,5,32.72,1.92,683684.72,248178.77,473.49,-0.61,-0.34,0.72,-109.82,44.28,1122479.36,roof,44.28,0.00,1.92,1,6,5
B153693_29_6,B153693,B153693,29,B153693_29,6,32.72,1.92,683684.28,248180.65,474.00,-0.61,-0.34,0.72,-109.82,44.28,1121912.87,roof,44.28,0.00,1.92,1,6,5
B153693_29_7,B153693,B153693,29,B153693_29,7,32.72,1.92,683683.84,248182.54,474.52,-0.61,-0.34,0.72,-109.82,44.28,1121346.20,roof,44.28,0.00,1.92,1,6,5
B153693_29_8,B153693,B153693,29,B153693_29,8,32.72,1.92,683683.56,248183.75,474.85,-0.61,-0.34,0.72,-109.82,44.28,1121208.53,roof,44.28,0.00,1.92,1,6,5
B153693_29_9,B153693,B153693,29,B153693_29,9,32.72,1.92,683684.11,248177.00,472.13,-0.61,-0.34,0.72,-109.82,44.28,1122510.06,roof,44.28,0.00,1.92,1,6,5
B153693_29_10,B153693,B153693,29,B153693_29,10,32.72,1.92,683683.40,248178.77,472.36,-0.61,-0.34,0.72,-109.82,44.28,1121829.40,roof,44.28,0.00,1.92,1,6,5
B153693_29_11,B153693,B153693,29,B153693_29,11,32.72,1.92,683682.76,248180.65,472.71,-0.61,-0.34,0.72,-109.82,44.28,1121165.83,roof,44.28,0.00,1.92,1,6,5
B153693_29_12,B153693,B153693,29,B153693_29,12,32.72,1.92,683682.32,248182.54,473.22,-0.61,-0.34,0.72,-109.82,44.28,1120599.09,roof,44.28,0.00,1.92,1,6,5
B153693_29_13,B153693,B153693,29,B153693_29,13,32.72,1.92,683681.98,248183.99,473.62,-0.61,-0.34,0.72,-109.82,44.28,1120210.62,roof,44.28,0.00,1.92,1,6,5
B153693_29_14,B153693,B153693,29,B153693_29,14,32.72,1.92,683681.75,248181.28,472.14,-0.61,-0.34,0.72,-109.82,44.28,1120555.32,roof,44.28,0.00,1.92,1,6,5
B153693_29_15,B153693,B153693,29,B153693_29,15,32.72,1.92,683681.16,248182.54,472.23,-0.61,-0.34,0.72,-109.82,44.28,1120029.18,roof,44.28,0.00,1.92,1,6,5
B153693_29_16,B153693,B153693,29,B153693_29,16,32.72,1.92,683680.54,248184.19,472.49,-0.61,-0.34,0.72,-109.82,44.28,1119475.86,roof,44.28,0.00,1.92,1,6,5
B153693_30_0,B153693,B153693,30,B153693_30,0,18.26,1.66,683685.24,248176.89,473.03,-0.60,-0.35,0.72,-110.28,43.63,1128242.89,roof,43.63,0.00,1.66,1,6,5
B153693_30_1,B153693,B153693,30,B153693_30,1,18.26,1.66,683685.20,248178.73,473.88,-0.60,-0.35,0.72,-110.28,43.63,1127883.33,roof,43.63,0.00,1.66,1,6,5
B153693_30_2,B153693,B153693,30,B153693_30,2,18.26,1.66,683686.70,248177.25,474.41,-0.60,-0.35,0.72,-110.28,43.63,1128883.53,roof,43.63,0.00,1.66,1,6,5
B153693_30_3,B153693,B153693,30,B153693_30,3,18.26,1.66,683686.34,248178.76,474.84,-0.60,-0.35,0.72,-110.28,43.63,1128431.03,roof,43.63,0.00,1.66,1,6,5
B153693_30_4,B153693,B153693,30,B153693_30,4,18.26,1.66,683685.92,248180.64,475.38,-0.60,-0.35,0.72,-110.28,43.63,1127876.18,roof,43.63,0.00,1.66,1,6,5
B153693_30_5,B153693,B153693,30,B153693_30,5,18.26,1.66,683685.92,248182.32,476.19,-0.60,-0.35,0.72,-110.28,43.63,1127564.18,roof,43.63,0.00,1.66,1,6,5
B153693_30_6,B153693,B153693,30,B153693_30,6,18.26,1.66,683687.82,248177.62,475.50,-0.60,-0.35,0.72,-110.28,43.63,1129359.50,roof,43.63,0.00,1.66,1,6,5
B153693_30_7,B153693,B153693,30,B153693_30,7,18.26,1.66,683687.89,248178.76,476.11,-0.60,-0.35,0.72,-110.28,43.63,1129181.16,roof,43.63,0.00,1.66,1,6,5
B153693_30_8,B153693,B153693,30,B153693_30,8,18.26,1.66,683687.19,248180.64,476.43,-0.60,-0.35,0.72,-110.28,43.63,1128494.57,roof,43.63,0.00,1.66,1,6,5
B153693_30_9,B153693,B153693,30,B153693_30,9,18.26,1.66,683686.51,248182.17,476.61,-0.60,-0.35,0.72,-110.28,43.63,1127883.14,roof,43.63,0.00,1.66,1,6,5
B153693_30_10,B153693,B153693,30,B153693_30,10,18.26,1.66,683688.81,248178.17,476.58,-0.60,-0.35,0.72,-110.28,43.63,1129737.69,roof,43.63,0.00,1.66,1,6,5
B153693_36_0,B153693,B153693,36,B153693_36,0,11.84,1.48,683687.69,248182.87,476.63,0.01,0.00,1.00,0.00,0.46,1113057.05,roof,15.22,1.98,0.76,5,6,5
B153693_36_1,B153693,B153693,36,B153693_36,1,11.84,1.48,683687.70,248184.78,476.63,0.01,0.00,1.00,0.00,0.46,1113055.63,roof,15.22,1.98,0.76,5,6,5
B153693_36_2,B153693,B153693,36,B153693_36,2,11.84,1.48,683687.52,248186.78,476.63,0.01,0.00,1.00,0.00,0.46,1113382.81,roof,15.22,1.98,0.76,5,6,5
B153693_36_3,B153693,B153693,36,B153693_36,3,11.84,1.48,683687.01,248187.91,476.63,0.01,0.00,1.00,0.00,0.46,1113397.75,roof,15.22,1.98,0.76,5,6,5
B153693_36_4,B153693,B153693,36,B153693_36,4,11.84,1.48,683689.81,248181.13,476.62,0.01,0.00,1.00,0.00,0.46,1113050.03,roof,15.22,1.98,0.76,5,6,5
B153693_36_5,B153693,B153693,36,B153693_36,5,11.84,1.48,683689.59,248182.78,476.62,0.01,0.00,1.00,0.00,0.46,1113049.57,roof,15.22,1.98,0.76,5,6,5
B153693_36_6,B153693,B153693,36,B153693_36,6,11.84,1.48,683689.02,248184.37,476.62,0.01,0.00,1.00,0.00,0.46,1113050.90,roof,15.22,1.98,0.76,5,6,5
B153693_36_7,B153693,B153693,36,B153693_36,7,11.84,1.48,683691.16,248180.61,476.61,0.01,0.00,1.00,0.00,0.46,1113134.23,roof,15.22,1.98,0.76,5,6,5
B153693_37_0,B153693,B153693,37,B153693_37,0,8.96,1.28,683690.63,248179.40,476.61,0.00,-0.00,1.00,0.00,0.32,1115535.31,roof,15.22,1.98,0.65,5,6,5
B153693_37_1,B153693,B153693,37,B153693_37,1,8.96,1.28,683688.83,248179.19,476.61,0.00,-0.00,1.00,0.00,0.32,1115537.41,roof,15.22,1.98,0.65,5,6,5
B153693_37_2,B153693,B153693,37,B153693_37,2,8.96,1.28,683690.35,248180.72,476.62,0.00,-0.00,1.00,0.00,0.32,1115532.92,roof,15.22,1.98,0.65,5,6,5
B153693_37_3,B153693,B153693,37,B153693_37,3,8.96,1.28,683688.63,248181.19,476.62,0.00,-0.00,1.00,0.00,0.32,1115504.53,roof,15.22,1.98,0.65,5,6,5
B153693_37_4,B153693,B153693,37,B153693_37,4,8.96,1.28,683687.42,248181.69,476.63,0.00,-0.00,1.00,0.00,0.32,1115492.51,roof,15.22,1.98,0.65,5,6,5
B153693_37_5,B153693,B153693,37,B153693_37,5,8.96,1.28,683688.00,248182.46,476.63,0.00,-0.00,1.00,0.00,0.32,1115479.03,roof,15.22,1.98,0.65,5,6,5
B153693_37_6,B153693,B153693,37,B153693_37,6,8.96,1.28,683687.16,248182.81,476.64,0.00,-0.00,1.00,0.00,0.32,1115478.70,roof,15.22,1.98,0.65,5,6,5
B153693_38_0,B153693,B153693,38,B153693_38,0,4.90,0.82,683686.16,248184.44,476.64,0.00,0.00,1.00,0.00,0.27,1112965.14,roof,15.22,1.98,0.42,5,6,5
B153693_38_1,B153693,B153693,38,B153693_38,1,4.90,0.82,683685.75,248186.44,476.64,0.00,0.00,1.00,0.00,0.27,1113280.20,roof,15.22,1.98,0.42,5,6,5
B153693_38_2,B153693,B153693,38,B153693_38,2,4.90,0.82,683686.25,248187.69,476.63,0.00,0.00,1.00,0.00,0.27,1113279.51,roof,15.22,1.98,0.42,5,6,5
B153693_38_3,B153693,B153693,38,B153693_38,3,4.90,0.82,683686.77,248185.01,476.64,0.00,0.00,1.00,0.00,0.27,1113065.29,roof,15.22,1.98,0.42,5,6,5
B153693_38_4,B153693,B153693,38,B153693_38,4,4.90,0.82,683686.83,248186.44,476.63,0.00,0.00,1.00,0.00,0.27,1113198.88,roof,15.22,1.98,0.42,5,6,5
B153693_38_5,B153693,B153693,38,B153693_38,5,4.90,0.82,683686.84,248187.74,476.63,0.00,0.00,1.00,0.00,0.27,1113270.04,roof,15.22,1.98,0.42,5,6,5
B153693_39_0,B153693,B153693,39,B153693_39,0,2.02,0.50,683687.20,248182.21,476.63,0.00,-0.01,1.00,0.00,0.32,1115570.20,roof,15.22,1.98,0.26,5,6,5
B153693_39_1,B153693,B153693,39,B153693_39,1,2.02,0.50,683686.47,248182.56,476.64,0.00,-0.01,1.00,0.00,0.32,1115574.99,roof,15.22,1.98,0.26,5,6,5
B153693_39_2,B153693,B153693,39,B153693_39,2,2.02,0.50,683687.68,248180.44,476.62,0.00,-0.01,1.00,0.00,0.32,1115591.21,roof,15.22,1.98,0.26,5,6,5
B153693_39_3,B153693,B153693,39,B153693_39,3,2.02,0.50,683688.52,248178.81,476.61,0.00,-0.01,1.00,0.00,0.32,1115623.31,roof,15.22,1.98,0.26,5,6,5
