,Area,PV_kWh
0,302.17,0.00
1,302.17,0.00
2,302.17,0.00
3,302.17,0.00
4,302.17,0.00
5,302.17,0.00
6,302.17,0.00
7,302.17,0.00
8,302.17,0.00
9,302.17,4.59
10,302.17,6.77
11,302.17,8.82
12,302.17,8.45
13,302.17,7.32
14,302.17,5.56
15,302.17,3.28
16,302.17,0.00
17,302.17,0.00
18,302.17,0.00
19,302.17,0.00
20,302.17,0.00
21,302.17,0.00
22,302.17,0.00
23,302.17,0.00
24,302.17,0.00
25,302.17,0.00
26,302.17,0.00
27,302.17,0.00
28,302.17,0.00
29,302.17,0.00
30,302.17,0.00
31,302.17,0.00
32,302.17,0.00
33,302.17,0.00
34,302.17,2.86
35,302.17,3.38
36,302.17,2.55
37,302.17,2.35
38,302.17,1.67
39,302.17,0.00
40,302.17,0.00
41,302.17,0.00
42,302.17,0.00
43,302.17,0.00
44,302.17,0.00
45,302.17,0.00
46,302.17,0.00
47,302.17,0.00
48,302.17,0.00
49,302.17,0.00
50,302.17,0.00
51,302.17,0.00
52,302.17,0.00
53,302.17,0.00
54,302.17,0.00
55,302.17,0.00
56,302.17,0.00
57,302.17,6.66
58,302.17,8.97
59,302.17,9.05
60,302.17,8.64
61,302.17,9.06
62,302.17,8.20
63,302.17,4.89
64,302.17,0.00
65,302.17,0.00
66,302.17,0.00
67,302.17,0.00
68,302.17,0.00
69,302.17,0.00
70,302.17,0.00
71,302.17,0.00
72,302.17,0.00
73,302.17,0.00
74,302.17,0.00
75,302.17,0.00
76,302.17,0.00
77,302.17,0.00
78,302.17,0.00
79,302.17,0.00
80,302.17,0.00
81,302.17,6.26
82,302.17,11.88
83,302.17,14.83
84,302.17,15.48
85,302.17,13.04
86,302.17,11.05
87,302.17,6.20
88,302.17,0.00
89,302.17,0.00
90,302.17,0.00
91,302.17,0.00
92,302.17,0.00
93,302.17,0.00
94,302.17,0.00
95,302.17,0.00
96,302.17,0.00
97,302.17,0.00
98,302.17,0.00
99,302.17,0.00
100,302.17,0.00
101,302.17,0.00
102,302.17,0.00
103,302.17,0.00
104,302.17,0.00
105,302.17,0.00
106,302.17,1.52
107,302.17,2.93
108,302.17,3.17
109,302.17,2.92
110,302.17,2.18
111,302.17,0.00
112,302.17,0.00
113,302.17,0.00
114,302.17,0.00
115,302.17,0.00
116,302.17,0.00
117,302.17,0.00
118,302.17,0.00
119,302.17,0.00
120,302.17,0.00
121,302.17,0.00
122,302.17,0.00
123,302.17,0.00
124,302.17,0.00
125,302.17,0.00
126,302.17,0.00
127,302.17,0.00
128,302.17,0.00
129,302.17,5.29
130,302.17,8.34
131,302.17,9.94
132,302.17,9.76
133,302.17,9.62
134,302.17,6.84
135,302.17,3.58
136,302.17,0.00
137,302.17,0.00
138,302.17,0.00
139,302.17,0.00
140,302.17,0.00
141,302.17,0.00
142,302.17,0.00
143,302.17,0.00
144,302.17,0.00
145,302.17,0.00
146,302.17,0.00
147,302.17,0.00
148,302.17,0.00
149,302.17,0.00
150,302.17,0.00
151,302.17,0.00
152,302.17,0.00
153,302.17,3.16
154,302.17,5.17
155,302.17,5.62
156,302.17,6.32
157,302.17,6.93
158,302.17,5.17
159,302.17,3.32
160,302.17,0.00
161,302.17,0.00
162,302.17,0.00
163,302.17,0.00
164,302.17,0.00
165,302.17,0.00
166,302.17,0.00
167,302.17,0.00
168,302.17,0.00
169,302.17,0.00
170,302.17,0.00
171,302.17,0.00
172,302.17,0.00
173,302.17,0.00
174,302.17,0.00
175,302.17,0.00
176,302.17,0.00
177,302.17,0.00
178,302.17,2.51
179,302.17,3.24
180,302.17,3.47
181,302.17,3.29
182,302.17,2.61
183,302.17,0.00
184,302.17,0.00
185,302.17,0.00
186,302.17,0.00
187,302.17,0.00
188,302.17,0.00
189,302.17,0.00
190,302.17,0.00
191,302.17,0.00
192,302.17,0.00
193,302.17,0.00
194,302.17,0.00
195,302.17,0.00
196,302.17,0.00
197,302.17,0.00
198,302.17,0.00
199,302.17,0.00
200,302.17,0.00
201,302.17,0.00
202,302.17,0.00
203,302.17,0.00
204,302.17,0.00
205,302.17,7.09
206,302.17,6.81
207,302.17,5.02
208,302.17,0.00
209,302.17,0.00
210,302.17,0.00
211,302.17,0.00
