DATE,Name,occ_pax,QHf_kWh,QCf_kWh,Ef_kWh,Qhsf_kWh,Qhs_kWh,Qhs_lat_kWh,Qhprof_kWh,Qwwf_kWh,Qww_kWh,Qcsf_kWh,Qcs_kWh,Qcs_lat_kWh,Qcref_kWh,Qcdataf_kWh,Ealf_kWh,Eauxf_kWh,Ecaf_kWh,Edataf_kWh,Eprof_kWh,Tshs_C,Trhs_C,Tscs_C,Trcs_C,Tsww_C,Trww_C,Tsref_C,Trref_C,Tsdata_C,Trdata_C,Vw_m3,mcphs_kWC,mcpww_kWC,mcpcs_kWC,mcpref_kWC,mcpdata_kWC
2016-01-01 00:00:00,B02,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 01:00:00,B02,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 02:00:00,B02,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 03:00:00,B02,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 04:00:00,B02,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 05:00:00,B02,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 06:00:00,B02,0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,8.244,0.000,0.000,0.000,0.000,0,0,0,0,60,10.000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
2016-01-01 07:00:00,B02,51.000,121.306,0.000,16.503,115.821,108.528,0.000,0.000,5.486,4.971,0.000,0.000,-0.000,0.000,0.000,16.488,0.015,0.000,0.000,0.000,45,39,0,0,60,10.000,0,0,0,0,0.171,18.720,0.110,0.000,0.000,0.000
2016-01-01 08:00:00,B02,102.000,119.662,0.000,32.991,108.909,101.598,0.000,0.000,10.752,9.942,0.000,0.000,-0.000,0.000,0.000,32.976,0.015,0.000,0.000,0.000,44,38,0,0,60,10.000,0,0,0,0,0.343,18.720,0.215,0.000,0.000,0.000
2016-01-01 09:00:00,B02,154.000,118.389,0.000,65.967,102.347,94.611,0.000,0.000,16.041,14.913,0.000,0.000,-0.000,0.000,0.000,65.952,0.015,0.000,0.000,0.000,43,37,0,0,60,10.000,0,0,0,0,0.514,18.720,0.321,0.000,0.000,0.000
2016-01-01 10:00:00,B02,205.000,129.142,0.000,65.977,107.806,99.593,0.000,0.000,21.336,19.884,0.000,0.000,-0.000,0.000,0.000,65.952,0.025,0.000,0.000,0.000,44,38,0,0,60,10.000,0,0,0,0,0.686,18.720,0.427,0.000,0.000,0.000
2016-01-01 11:00:00,B02,205.000,136.080,0.000,33.001,114.753,106.729,0.000,0.000,21.326,19.884,0.000,0.000,-0.000,0.000,0.000,32.976,0.025,0.000,0.000,0.000,45,39,0,0,60,10.000,0,0,0,0,0.686,18.720,0.427,0.000,0.000,0.000
2016-01-01 12:00:00,B02,102.000,104.433,0.000,16.550,93.727,87.328,0.000,0.000,10.706,9.942,0.000,0.000,-0.000,0.000,0.000,16.488,0.062,0.000,0.000,0.000,41,36,0,0,60,10.000,0,0,0,0,0.343,18.720,0.214,0.000,0.000,0.000
2016-01-01 13:00:00,B02,154.000,110.453,0.000,33.038,94.449,87.547,0.000,0.000,16.004,14.913,0.000,0.000,-0.000,0.000,0.000,32.976,0.062,0.000,0.000,0.000,41,36,0,0,60,10.000,0,0,0,0,0.514,18.720,0.320,0.000,0.000,0.000
2016-01-01 14:00:00,B02,205.000,110.393,0.000,66.023,89.085,81.683,0.000,0.000,21.309,19.884,0.000,0.000,-0.000,0.000,0.000,65.952,0.071,0.000,0.000,0.000,41,36,0,0,60,10.000,0,0,0,0,0.686,18.720,0.426,0.000,0.000,0.000
2016-01-01 15:00:00,B02,205.000,106.007,0.000,66.023,84.701,77.471,0.000,0.000,21.306,19.884,0.000,0.000,-0.000,0.000,0.000,65.952,0.071,0.000,0.000,0.000,40,35,0,0,60,10.000,0,0,0,0,0.686,18.720,0.426,0.000,0.000,0.000
