,FILE,FIELD,RMSE,ERROR
5575,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_electricalnetwork_sys_req_W,23442968.543251596, ok
5579,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, Eaux_req_W,0.0329908676, ok
5583,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, E_Furnace_dry_gen_W,7632541.938878288, ok
5584,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, E_Furnace_wet_gen_W,2101292.1646809815, ok
5585,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, E_PVT_gen_W,3856137.0501655256, ok
5586,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_BackupBoiler_gen_directload_W,1996.8290793818, ok
5587,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_BaseBoiler_gen_directload_W,925276.6231839122, ok
5589,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_Furnace_dry_gen_directload_W,139397157.45110762, ok
5590,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_Furnace_wet_gen_directload_W,97243256.86803105, ok
5591,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_GHP_gen_directload_W,2162622.201306993, ok
5592,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_HP_Lake_gen_directload_W,70536960.66493271, ok
5595,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_HP_Sew_gen_directload_W,355684.1631126531, ok
5596,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_PVT_gen_directload_W,9455514.46738129, ok
5597,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_PVT_gen_storage_W,38696863.18783736, ok
5598,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_PeakBoiler_gen_directload_W,1303851.7375918308, ok
5599,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_SC_ET_gen_directload_W,1463782.5390503432, ok
5600,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_SC_ET_gen_storage_W,2181781.88108749, ok
5602,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_SC_FP_gen_storage_W,755602.6106379323, ok
5603,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_Storage_gen_directload_W,1848458.6419364326, ok
5604,heating\outputs\data\optimization\slave\gen_0\ind_3_Heating_Activation_Pattern.csv, Q_districtheating_sys_req_W,17096.7954327899, ok
5605,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, Capex_a_sys_USD,2414025550.3147726, ok
5607,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, Capex_a_sys_district_scale_USD,2414025550.3147726, ok
5608,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, Capex_total_sys_USD,329996615710.11804, ok
5610,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, Capex_total_sys_district_scale_USD,329996615710.1138, ok
5611,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, GHG_sys_building_scale_tonCO2,0.020736, ok
5613,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, GHG_sys_tonCO2,0.037249, ok
5614,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, Opex_a_sys_USD,1421280198.0168996, ok
5615,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, Opex_a_sys_building_scale_USD,2895.9465959998, ok
5616,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, Opex_a_sys_district_scale_USD,1417225532.3551347, ok
5617,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, TAC_sys_USD,7539901117.420825, ok
5618,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, TAC_sys_building_scale_USD,2895.946596, ok
5619,heating\outputs\data\optimization\slave\gen_0\ind_3_total_performance.csv, TAC_sys_district_scale_USD,7530558220.30654, ok
6294,heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv, Q_dhw_W,0.0148401826, ok
6295,heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv, Q_heating_W,4.0001141553, ok
6302,heating\outputs\data\optimization\substations\0x37DH_B1001_result.csv, Q_heating_W,1.520890411, ok
6309,heating\outputs\data\optimization\substations\0x37DH_B1003_result.csv, Q_heating_W,2.5493150685, ok
6316,heating\outputs\data\optimization\substations\0x37DH_B1004_result.csv, Q_heating_W,1.7279680365, ok
6323,heating\outputs\data\optimization\substations\0x37DH_B1005_result.csv, Q_heating_W,0.2799086758, ok
6364,heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv, Q_dhw_W,0.0148401826, ok
6365,heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv, Q_heating_W,4.0001141553, ok
6372,heating\outputs\data\optimization\substations\0x3fDH_B1001_result.csv, Q_heating_W,1.520890411, ok
6379,heating\outputs\data\optimization\substations\0x3fDH_B1002_result.csv, Q_heating_W,0.6264840183, ok
6386,heating\outputs\data\optimization\substations\0x3fDH_B1003_result.csv, Q_heating_W,2.5493150685, ok
6393,heating\outputs\data\optimization\substations\0x3fDH_B1004_result.csv, Q_heating_W,1.7279680365, ok
6400,heating\outputs\data\optimization\substations\0x3fDH_B1005_result.csv, Q_heating_W,0.2799086758, ok
7410,heating\outputs\data\potentials\Sewage_heat_potential.csv, Qsw_kW,0.0558713397, ok
7425,heating\outputs\data\potentials\solar\B1000_PV.csv, PV_walls_west_m2,1.1236, ok
7427,heating\outputs\data\potentials\solar\B1000_PV.csv, radiation_kWh,0.0436156393, ok
7428,heating\outputs\data\potentials\solar\B1000_PV.csv, Area_PV_m2,1.1236, ok
7441,heating\outputs\data\potentials\solar\B1000_PVT.csv, PVT_walls_west_Q_kWh,0.0382948744, ok
7443,heating\outputs\data\potentials\solar\B1000_PVT.csv, PVT_walls_west_m2,1.1236, ok
7444,heating\outputs\data\potentials\solar\B1000_PVT.csv, Area_PVT_m2,1.1236, ok
7445,heating\outputs\data\potentials\solar\B1000_PVT.csv, radiation_kWh,0.0436156393, ok
7447,heating\outputs\data\potentials\solar\B1000_PVT.csv, Q_PVT_gen_kWh,0.0388885274, ok
7480,heating\outputs\data\potentials\solar\B1000_SC_ET.csv, SC_ET_walls_west_m2,1.1236, ok
7481,heating\outputs\data\potentials\solar\B1000_SC_ET.csv, Area_SC_m2,1.1236, ok
7482,heating\outputs\data\potentials\solar\B1000_SC_ET.csv, radiation_kWh,0.0436156393, ok
7504,heating\outputs\data\potentials\solar\B1000_SC_FP.csv, SC_FP_walls_west_m2,1.1236, ok
7505,heating\outputs\data\potentials\solar\B1000_SC_FP.csv, Area_SC_m2,1.1236, ok
7506,heating\outputs\data\potentials\solar\B1000_SC_FP.csv, radiation_kWh,0.0436156393, ok
7530,heating\outputs\data\potentials\solar\B1001_PV.csv, PV_walls_west_m2,1.1236, ok
7532,heating\outputs\data\potentials\solar\B1001_PV.csv, radiation_kWh,0.0505264612, ok
7533,heating\outputs\data\potentials\solar\B1001_PV.csv, Area_PV_m2,1.1025, ok
7534,heating\outputs\data\potentials\solar\B1001_PVT.csv, PVT_walls_south_Q_kWh,0.145470411, ok
7540,heating\outputs\data\potentials\solar\B1001_PVT.csv, PVT_roofs_top_Q_kWh,0.013180274, ok
7546,heating\outputs\data\potentials\solar\B1001_PVT.csv, PVT_walls_west_Q_kWh,0.0115081849, ok
7548,heating\outputs\data\potentials\solar\B1001_PVT.csv, PVT_walls_west_m2,1.1236, ok
7549,heating\outputs\data\potentials\solar\B1001_PVT.csv, Area_PVT_m2,1.1025, ok
7550,heating\outputs\data\potentials\solar\B1001_PVT.csv, radiation_kWh,0.0505264612, ok
7552,heating\outputs\data\potentials\solar\B1001_PVT.csv, Q_PVT_gen_kWh,0.1692382078, ok
7553,heating\outputs\data\potentials\solar\B1001_PVT.csv, mcp_PVT_kWperC,0.0156354909, ok
7582,heating\outputs\data\potentials\solar\B1001_SC_ET.csv, SC_ET_walls_south_Q_kWh,0.1944338242, ok
7587,heating\outputs\data\potentials\solar\B1001_SC_ET.csv, SC_ET_walls_west_m2,1.1236, ok
7588,heating\outputs\data\potentials\solar\B1001_SC_ET.csv, Area_SC_m2,1.1025, ok
7589,heating\outputs\data\potentials\solar\B1001_SC_ET.csv, radiation_kWh,0.0505264612, ok
7590,heating\outputs\data\potentials\solar\B1001_SC_ET.csv, Q_SC_gen_kWh,0.2064018721, ok
7591,heating\outputs\data\potentials\solar\B1001_SC_ET.csv, mcp_SC_kWperC,0.0106283676, ok
7613,heating\outputs\data\potentials\solar\B1001_SC_FP.csv, SC_FP_walls_west_m2,1.1236, ok
7614,heating\outputs\data\potentials\solar\B1001_SC_FP.csv, Area_SC_m2,1.1025, ok
7615,heating\outputs\data\potentials\solar\B1001_SC_FP.csv, radiation_kWh,0.0505264612, ok
7637,heating\outputs\data\potentials\solar\B1002_PV.csv, PV_walls_west_m2,1.1236, ok
7639,heating\outputs\data\potentials\solar\B1002_PV.csv, radiation_kWh,0.0463616895, ok
7640,heating\outputs\data\potentials\solar\B1002_PV.csv, Area_PV_m2,1.1025, ok
7647,heating\outputs\data\potentials\solar\B1002_PVT.csv, PVT_roofs_top_Q_kWh,0.0138851941, ok
7653,heating\outputs\data\potentials\solar\B1002_PVT.csv, PVT_walls_west_Q_kWh,0.0118585845, ok
7655,heating\outputs\data\potentials\solar\B1002_PVT.csv, PVT_walls_west_m2,1.1236, ok
7656,heating\outputs\data\potentials\solar\B1002_PVT.csv, Area_PVT_m2,1.1025, ok
7657,heating\outputs\data\potentials\solar\B1002_PVT.csv, radiation_kWh,0.0463616895, ok
7659,heating\outputs\data\potentials\solar\B1002_PVT.csv, Q_PVT_gen_kWh,0.0260434932, ok
7691,heating\outputs\data\potentials\solar\B1002_SC_ET.csv, SC_ET_walls_west_Q_kWh,0.0181194977, ok
7692,heating\outputs\data\potentials\solar\B1002_SC_ET.csv, SC_ET_walls_west_m2,1.1236, ok
7693,heating\outputs\data\potentials\solar\B1002_SC_ET.csv, Area_SC_m2,1.1025, ok
7694,heating\outputs\data\potentials\solar\B1002_SC_ET.csv, radiation_kWh,0.0463616895, ok
7695,heating\outputs\data\potentials\solar\B1002_SC_ET.csv, Q_SC_gen_kWh,0.0229518379, ok
7716,heating\outputs\data\potentials\solar\B1002_SC_FP.csv, SC_FP_walls_west_m2,1.1236, ok
7717,heating\outputs\data\potentials\solar\B1002_SC_FP.csv, Area_SC_m2,1.1025, ok
7718,heating\outputs\data\potentials\solar\B1002_SC_FP.csv, radiation_kWh,0.0463616895, ok
7750,heating\outputs\data\potentials\solar\B1003_PVT.csv, PVT_roofs_top_Q_kWh,0.0137027169, ok
7756,heating\outputs\data\potentials\solar\B1003_PVT.csv, PVT_walls_west_Q_kWh,0.0291217466, ok
7762,heating\outputs\data\potentials\solar\B1003_PVT.csv, Q_PVT_gen_kWh,0.0429922831, ok
7769,heating\outputs\data\potentials\solar\B1003_PVT_sensors.csv, Xcoor,5.00018, ok
7771,heating\outputs\data\potentials\solar\B1003_PVT_sensors.csv, Ycoor,0.0192199999, ok
7773,heating\outputs\data\potentials\solar\B1003_PVT_sensors.csv, Zcoor,0.06724, ok
7781,heating\outputs\data\potentials\solar\B1003_PV_sensors.csv, Xcoor,5.00018, ok
7783,heating\outputs\data\potentials\solar\B1003_PV_sensors.csv, Ycoor,0.0192199999, ok
7785,heating\outputs\data\potentials\solar\B1003_PV_sensors.csv, Zcoor,0.06724, ok
7792,heating\outputs\data\potentials\solar\B1003_SC_ET.csv, SC_ET_roofs_top_Q_kWh,0.011093242, ok
7794,heating\outputs\data\potentials\solar\B1003_SC_ET.csv, SC_ET_walls_west_Q_kWh,0.0193449886, ok
7798,heating\outputs\data\potentials\solar\B1003_SC_ET.csv, Q_SC_gen_kWh,0.0304696918, ok
7805,heating\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv, Xcoor,5.00018, ok
7807,heating\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv, Ycoor,0.0192199999, ok
7809,heating\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv, Zcoor,0.06724, ok
7829,heating\outputs\data\potentials\solar\B1003_SC_FP_sensors.csv, Xcoor,5.00018, ok
7831,heating\outputs\data\potentials\solar\B1003_SC_FP_sensors.csv, Ycoor,0.0192199999, ok
7833,heating\outputs\data\potentials\solar\B1003_SC_FP_sensors.csv, Zcoor,0.06724, ok
7853,heating\outputs\data\potentials\solar\B1004_PVT.csv, PVT_roofs_top_Q_kWh,0.0327159475, ok
7859,heating\outputs\data\potentials\solar\B1004_PVT.csv, PVT_walls_west_Q_kWh,0.0285037443, ok
7865,heating\outputs\data\potentials\solar\B1004_PVT.csv, Q_PVT_gen_kWh,0.0612880137, ok
7872,heating\outputs\data\potentials\solar\B1004_PVT_sensors.csv, Xcoor,5.000245, ok
7874,heating\outputs\data\potentials\solar\B1004_PVT_sensors.csv, Ycoor,0.0186050001, ok
7876,heating\outputs\data\potentials\solar\B1004_PVT_sensors.csv, Zcoor,0.10086, ok
7884,heating\outputs\data\potentials\solar\B1004_PV_sensors.csv, Xcoor,5.000245, ok
7886,heating\outputs\data\potentials\solar\B1004_PV_sensors.csv, Ycoor,0.0186050001, ok
7888,heating\outputs\data\potentials\solar\B1004_PV_sensors.csv, Zcoor,0.10086, ok
7897,heating\outputs\data\potentials\solar\B1004_SC_ET.csv, SC_ET_walls_west_Q_kWh,0.0122493037, ok
7901,heating\outputs\data\potentials\solar\B1004_SC_ET.csv, Q_SC_gen_kWh,0.0185571461, ok
7908,heating\outputs\data\potentials\solar\B1004_SC_ET_sensors.csv, Xcoor,5.000245, ok
7910,heating\outputs\data\potentials\solar\B1004_SC_ET_sensors.csv, Ycoor,0.0186050001, ok
7912,heating\outputs\data\potentials\solar\B1004_SC_ET_sensors.csv, Zcoor,0.10086, ok
7932,heating\outputs\data\potentials\solar\B1004_SC_FP_sensors.csv, Xcoor,5.000245, ok
7934,heating\outputs\data\potentials\solar\B1004_SC_FP_sensors.csv, Ycoor,0.0186050001, ok
7936,heating\outputs\data\potentials\solar\B1004_SC_FP_sensors.csv, Zcoor,0.10086, ok
7946,heating\outputs\data\potentials\solar\B1005_PV.csv, PV_walls_west_m2,5.3361, ok
7948,heating\outputs\data\potentials\solar\B1005_PV.csv, radiation_kWh,0.2115820091, ok
7949,heating\outputs\data\potentials\solar\B1005_PV.csv, Area_PV_m2,5.29, ok
7956,heating\outputs\data\potentials\solar\B1005_PVT.csv, PVT_roofs_top_Q_kWh,0.0139518836, ok
7962,heating\outputs\data\potentials\solar\B1005_PVT.csv, PVT_walls_west_Q_kWh,0.0443307078, ok
7964,heating\outputs\data\potentials\solar\B1005_PVT.csv, PVT_walls_west_m2,5.3361, ok
7965,heating\outputs\data\potentials\solar\B1005_PVT.csv, Area_PVT_m2,5.29, ok
7966,heating\outputs\data\potentials\solar\B1005_PVT.csv, radiation_kWh,0.2115820091, ok
7968,heating\outputs\data\potentials\solar\B1005_PVT.csv, Q_PVT_gen_kWh,0.0606420662, ok
7969,heating\outputs\data\potentials\solar\B1005_PVT.csv, mcp_PVT_kWperC,0.013339395, ok
7998,heating\outputs\data\potentials\solar\B1005_SC_ET.csv, SC_ET_roofs_top_Q_kWh,0.010884589, ok
8000,heating\outputs\data\potentials\solar\B1005_SC_ET.csv, SC_ET_walls_west_Q_kWh,0.0227843493, ok
8001,heating\outputs\data\potentials\solar\B1005_SC_ET.csv, SC_ET_walls_west_m2,5.3361, ok
8002,heating\outputs\data\potentials\solar\B1005_SC_ET.csv, Area_SC_m2,5.29, ok
8003,heating\outputs\data\potentials\solar\B1005_SC_ET.csv, radiation_kWh,0.2115820091, ok
8004,heating\outputs\data\potentials\solar\B1005_SC_ET.csv, Q_SC_gen_kWh,0.0337588356, ok
8025,heating\outputs\data\potentials\solar\B1005_SC_FP.csv, SC_FP_walls_west_m2,5.3361, ok
8026,heating\outputs\data\potentials\solar\B1005_SC_FP.csv, Area_SC_m2,5.29, ok
8027,heating\outputs\data\potentials\solar\B1005_SC_FP.csv, radiation_kWh,0.2115820091, ok
8046,heating\outputs\data\potentials\solar\PVT_total.csv, PVT_walls_south_Q_kWh,0.145470411, ok
8052,heating\outputs\data\potentials\solar\PVT_total.csv, PVT_roofs_top_Q_kWh,0.1495458676, ok
8058,heating\outputs\data\potentials\solar\PVT_total.csv, PVT_walls_west_Q_kWh,0.234414121, ok
8059,heating\outputs\data\potentials\solar\PVT_total.csv, PVT_walls_west_E_kWh,0.0426159132, ok
8060,heating\outputs\data\potentials\solar\PVT_total.csv, PVT_walls_west_m2,30.1401, ok
8061,heating\outputs\data\potentials\solar\PVT_total.csv, Area_PVT_m2,29.8116, ok
8062,heating\outputs\data\potentials\solar\PVT_total.csv, radiation_kWh,1.1775113356, ok
8063,heating\outputs\data\potentials\solar\PVT_total.csv, E_PVT_gen_kWh,0.0465800685, ok
8064,heating\outputs\data\potentials\solar\PVT_total.csv, Q_PVT_gen_kWh,0.5281736644, ok
8065,heating\outputs\data\potentials\solar\PVT_total.csv, mcp_PVT_kWperC,0.0770030023, ok
8070,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, PVT_walls_south_Q_kWh,391.7184, ok
8071,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, PVT_walls_south_E_kWh,60.1666666667, ok
8074,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, PVT_roofs_top_Q_kWh,297.3954666667, ok
8075,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, PVT_roofs_top_E_kWh,5.4123833333, ok
8078,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, PVT_walls_west_Q_kWh,31695.8519833335, ok
8079,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, PVT_walls_west_E_kWh,20940.3213, ok
8080,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, radiation_kWh,938513.7082166636, ok
8081,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, E_PVT_gen_kWh,22033.4604, ok
8082,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, Q_PVT_gen_kWh,31516.5012499998, ok
8083,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, Eaux_PVT_kWh,0.0499833333, ok
8084,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, Q_PVT_l_kWh,235.6572666667, ok
8089,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, PVT_walls_west_m2,1.45115, ok
8090,heating\outputs\data\potentials\solar\PVT_total_buildings.csv, Area_PVT_m2,1.4364333333, ok
8095,heating\outputs\data\potentials\solar\PV_total.csv, PV_walls_west_E_kWh,0.0400492922, ok
8096,heating\outputs\data\potentials\solar\PV_total.csv, PV_walls_west_m2,30.1401, ok
8097,heating\outputs\data\potentials\solar\PV_total.csv, E_PV_gen_kWh,0.0416940411, ok
8098,heating\outputs\data\potentials\solar\PV_total.csv, radiation_kWh,1.1775113356, ok
8099,heating\outputs\data\potentials\solar\PV_total.csv, Area_PV_m2,29.8116, ok
8100,heating\outputs\data\potentials\solar\PV_total_buildings.csv, PV_walls_south_E_kWh,7.6388166667, ok
8102,heating\outputs\data\potentials\solar\PV_total_buildings.csv, PV_roofs_top_E_kWh,5.39625, ok
8104,heating\outputs\data\potentials\solar\PV_total_buildings.csv, PV_walls_west_E_kWh,20857.2307333333, ok
8105,heating\outputs\data\potentials\solar\PV_total_buildings.csv, E_PV_gen_kWh,21235.7742333333, ok
8106,heating\outputs\data\potentials\solar\PV_total_buildings.csv, radiation_kWh,938513.7082166636, ok
8111,heating\outputs\data\potentials\solar\PV_total_buildings.csv, PV_walls_west_m2,1.45115, ok
8112,heating\outputs\data\potentials\solar\PV_total_buildings.csv, Area_PV_m2,1.4364333333, ok
8113,heating\outputs\data\potentials\solar\SC_ET_total.csv, SC_ET_walls_south_Q_kWh,0.1944338242, ok
8115,heating\outputs\data\potentials\solar\SC_ET_total.csv, SC_ET_roofs_top_Q_kWh,0.0623309361, ok
8117,heating\outputs\data\potentials\solar\SC_ET_total.csv, SC_ET_walls_west_Q_kWh,0.1256359817, ok
8118,heating\outputs\data\potentials\solar\SC_ET_total.csv, SC_ET_walls_west_m2,30.1401, ok
8119,heating\outputs\data\potentials\solar\SC_ET_total.csv, Area_SC_m2,29.8116, ok
8120,heating\outputs\data\potentials\solar\SC_ET_total.csv, radiation_kWh,1.1775113356, ok
8121,heating\outputs\data\potentials\solar\SC_ET_total.csv, Q_SC_gen_kWh,0.3873761758, ok
8122,heating\outputs\data\potentials\solar\SC_ET_total.csv, mcp_SC_kWperC,0.0288888128, ok
8127,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, SC_ET_walls_south_Q_kWh,114.1448166667, ok
8129,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, SC_ET_roofs_top_Q_kWh,89.3927666667, ok
8131,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, SC_ET_walls_west_Q_kWh,6817.7369333333, ok
8132,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, radiation_kWh,938513.7082166636, ok
8133,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, Q_SC_gen_kWh,7477.9127833333, ok
8134,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, Eaux_SC_kWh,0.7636833333, ok
8135,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, Q_SC_l_kWh,83.1774666667, ok
8140,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, SC_ET_walls_west_m2,1.45115, ok
8141,heating\outputs\data\potentials\solar\SC_ET_total_buildings.csv, Area_SC_m2,1.4364333333, ok
8147,heating\outputs\data\potentials\solar\SC_FP_total.csv, SC_FP_walls_west_m2,30.1401, ok
8148,heating\outputs\data\potentials\solar\SC_FP_total.csv, Area_SC_m2,29.8116, ok
8149,heating\outputs\data\potentials\solar\SC_FP_total.csv, radiation_kWh,1.1775113356, ok
8158,heating\outputs\data\potentials\solar\SC_FP_total_buildings.csv, SC_FP_roofs_top_Q_kWh,50.8663166667, ok
8161,heating\outputs\data\potentials\solar\SC_FP_total_buildings.csv, radiation_kWh,938513.7082166636, ok
8162,heating\outputs\data\potentials\solar\SC_FP_total_buildings.csv, Q_SC_gen_kWh,50.8663166667, ok
8164,heating\outputs\data\potentials\solar\SC_FP_total_buildings.csv, Q_SC_l_kWh,70.69185, ok
8169,heating\outputs\data\potentials\solar\SC_FP_total_buildings.csv, SC_FP_walls_west_m2,1.45115, ok
8170,heating\outputs\data\potentials\solar\SC_FP_total_buildings.csv, Area_SC_m2,1.4364333333, ok
8171,heating\outputs\data\solar-radiation\B1000_geometry.csv, AREA_m2,0.3664379226, ok
8172,heating\outputs\data\solar-radiation\B1000_geometry.csv, Xcoor,1.7276115932, ok
8174,heating\outputs\data\solar-radiation\B1000_geometry.csv, Ycoor,0.282734981, ok
8176,heating\outputs\data\solar-radiation\B1000_geometry.csv, Zcoor,0.2085309943, ok
8182,heating\outputs\data\solar-radiation\B1000_radiation.csv, walls_north_kW,0.038865, ok
8184,heating\outputs\data\solar-radiation\B1000_radiation.csv, walls_south_kW,0.0199825571, ok
8196,heating\outputs\data\solar-radiation\B1001_geometry.csv, AREA_m2,0.1833629151, ok
8197,heating\outputs\data\solar-radiation\B1001_geometry.csv, Xcoor,1.4042639469, ok
8199,heating\outputs\data\solar-radiation\B1001_geometry.csv, Ycoor,0.2143937069, ok
8201,heating\outputs\data\solar-radiation\B1001_geometry.csv, Zcoor,0.1342809943, ok
8207,heating\outputs\data\solar-radiation\B1001_radiation.csv, walls_north_kW,0.0185838356, ok
8221,heating\outputs\data\solar-radiation\B1002_geometry.csv, AREA_m2,0.3661529111, ok
8222,heating\outputs\data\solar-radiation\B1002_geometry.csv, Xcoor,1.7251725661, ok
8224,heating\outputs\data\solar-radiation\B1002_geometry.csv, Ycoor,0.3666080067, ok
8226,heating\outputs\data\solar-radiation\B1002_geometry.csv, Zcoor,0.1965247954, ok
8234,heating\outputs\data\solar-radiation\B1002_radiation.csv, walls_south_kW,0.0116409247, ok
8246,heating\outputs\data\solar-radiation\B1003_geometry.csv, AREA_m2,0.1830765668, ok
8247,heating\outputs\data\solar-radiation\B1003_geometry.csv, Xcoor,1.4035627545, ok
8249,heating\outputs\data\solar-radiation\B1003_geometry.csv, Ycoor,0.2143990239, ok
8251,heating\outputs\data\solar-radiation\B1003_geometry.csv, Zcoor,0.1222747954, ok
8259,heating\outputs\data\solar-radiation\B1003_radiation.csv, walls_south_kW,0.0190917009, ok
8271,heating\outputs\data\solar-radiation\B1004_geometry.csv, AREA_m2,0.3664383675, ok
8272,heating\outputs\data\solar-radiation\B1004_geometry.csv, Xcoor,1.8129667595, ok
8274,heating\outputs\data\solar-radiation\B1004_geometry.csv, Ycoor,0.3540371538, ok
8276,heating\outputs\data\solar-radiation\B1004_geometry.csv, Zcoor,0.2085309943, ok
8284,heating\outputs\data\solar-radiation\B1004_radiation.csv, walls_south_kW,0.0186889954, ok
8296,heating\outputs\data\solar-radiation\B1005_geometry.csv, AREA_m2,0.3659025293, ok
8297,heating\outputs\data\solar-radiation\B1005_geometry.csv, Xcoor,1.6742500884, ok
8299,heating\outputs\data\solar-radiation\B1005_geometry.csv, Ycoor,0.3065217206, ok
8301,heating\outputs\data\solar-radiation\B1005_geometry.csv, Zcoor,0.1845185966, ok
8309,heating\outputs\data\solar-radiation\B1005_radiation.csv, walls_south_kW,0.0135069406, ok
8324,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE0,0.4615384615, ok
8325,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE1,0.3076923077, ok
8326,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE2,0.3076923077, ok
8327,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE3,0.1538461538, ok
8328,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE4,0.3076923077, ok
8329,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE5,0.3076923077, ok
8330,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE6,0.4615384615, ok
8331,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE7,0.4615384615, ok
8332,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE8,0.4615384615, ok
8333,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE9,0.4615384615, ok
8334,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE10,0.3076923077, ok
8335,heating\outputs\data\thermal-network\DH__EdgeNode.csv, PIPE11,0.1538461538, ok
8336,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE0,93062.9950461149, ok
8337,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE1,598892.225807276, ok
8338,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE2,91104.7138334153, ok
8339,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE3,42.0794854717, ok
8340,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE4,27.4364552075, ok
8341,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE5,3.3983511154, ok
