cooling\outputs\data\solar-radiation\B1000_geometry.csv,AREA_m2,66.3544000777,ok,
cooling\outputs\data\solar-radiation\B1000_geometry.csv,Xcoor,8.1628070528,ok,
cooling\outputs\data\solar-radiation\B1000_geometry.csv,Xdir,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_geometry.csv,Ycoor,3.4932214058,ok,
cooling\outputs\data\solar-radiation\B1000_geometry.csv,Ydir,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_geometry.csv,Zcoor,0.2072940496,ok,
cooling\outputs\data\solar-radiation\B1000_geometry.csv,Zdir,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,roofs_top_kW,0.0196952055,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,roofs_top_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,walls_east_kW,0.0013746804,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,walls_east_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,walls_north_kW,0.0587896461,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,walls_north_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,walls_south_kW,0.0180709589,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,walls_south_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,walls_west_kW,0.0011412215,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,walls_west_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,windows_east_kW,0.0027479795,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,windows_east_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,windows_north_kW,0.0013908333,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,windows_north_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,windows_south_kW,0.0009063470,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,windows_south_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,windows_west_kW,0.0001504909,ok,
cooling\outputs\data\solar-radiation\B1000_radiation.csv,windows_west_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_geometry.csv,AREA_m2,66.4184832424,ok,
cooling\outputs\data\solar-radiation\B1001_geometry.csv,Xcoor,8.0834131958,ok,
cooling\outputs\data\solar-radiation\B1001_geometry.csv,Xdir,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_geometry.csv,Ycoor,3.4486519240,ok,
cooling\outputs\data\solar-radiation\B1001_geometry.csv,Ydir,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_geometry.csv,Zcoor,0.2072940496,ok,
cooling\outputs\data\solar-radiation\B1001_geometry.csv,Zdir,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,roofs_top_kW,0.0290846233,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,roofs_top_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,walls_east_kW,0.0040955479,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,walls_east_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,walls_north_kW,0.0087641553,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,walls_north_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,walls_south_kW,0.0107980936,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,walls_south_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,walls_west_kW,0.0008341895,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,walls_west_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,windows_east_kW,0.0009992466,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,windows_east_m2,0.0000000000,ok,
cooling\outputs\data\solar-radiation\B1001_radiation.csv,windows_north_kW,0.0041603653,ok,
