Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
1222.66,51.57,14.21,0.11,51.68,B140576,-0.00,366.30,-0.00,-0.00,0.00,268.24,328.25,152.71,30.44,38.05,11.09,0.63,0.00,14.83,30.00,15,44.10,7,54.40,60,0.00
