Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
263.78,9.00,4.75,0.04,9.04,B302040311,3.07,63.06,2.99,3.07,16.43,47.90,56.05,54.52,1.53,7.02,4.78,0.05,3,3,10.00,15,50.00,7,65.00,60,0.00
