Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
7240.25,246.98,130.32,0.40,247.39,B302007056a,66.96,888.96,66.88,66.96,281.08,721.55,836.88,804.82,41.93,52.08,34.96,1.45,56,53,289.00,15,50.00,7,65.00,60,0.00
