Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
772.00,32.56,8.97,0.11,32.67,B153696,-0.00,217.52,-0.00,-0.00,0.00,155.56,191.63,90.41,19.22,25.89,7.45,0.39,0.00,8.78,19.00,15,44.10,7,54.40,60,0.00
