SCRIPT,LOCATOR_METHOD,WORKSHEET,VARIABLE,DESCRIPTION,UNIT,VALUES,TYPE,COLOR,FILE_NAME
-,get_database_assemblies,HOT_WATER,reference,Reference of the data,[-],alphanumeric,string,black,inputs/technology/assemblies/assemblies.xls:SUPPLY
-,get_database_assemblies,HOT_WATER,scale,"whether the all in one system is used at the building, or the district scale",[-],alphanumeric,string,black,inputs/technology/assemblies/assemblies.xls:SUPPLY
-,get_database_assemblies,HOT_WATER,system,"whether the all in one system is used for heating, cooling or electricity",[-],alphanumeric,string,black,inputs/technology/assemblies/assemblies.xls:SUPPLY
-,get_database_assemblies,HOT_WATER,CAPEX_USD2015kW,Capital costs per kW,[USD2015/kW],{0.0...n},float,black,inputs/technology/assemblies/assemblies.xls:SUPPLY
-,get_database_conversion_systems,BH,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,assumption,items made by assumptions in this technology,[-],depends on the data availability,,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,Description,Describes the type of borehole heat exchanger,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,BH,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/conversion_systems.xls:BH
-,get_database_conversion_systems,Boiler,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,assumption,items made by assumptions in this technology,[-],depends on the data availability,,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,Description,Describes the type of boiler,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,Boiler,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/conversion_systems.xls:Boiler
-,get_database_conversion_systems,CCGT,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,assumption,items made by assumptions in this technology,[-],depends on the data availability,,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,Description,Describes the type of combined-cycle gas turbine,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,CCGT,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/conversion_systems.xls:CCGT
-,get_database_conversion_systems,Chiller,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,assumption,items made by assumptions in this technology,[-],depends on the data availability,string,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,Description,Describes the source of the benchmark standards.,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,Chiller,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/conversion_systems.xls:Chiller
-,get_database_conversion_systems,CT,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,assumption,items made by assumptions in this technology,[-],depends on the data availability,string,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,Description,Describes the type of cooling tower,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,CT,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/conversion_systems.xls:CT
-,get_database_conversion_systems,DETAILED_ELEC_PRICES,hour,TODO,TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:DETAILED_ELEC_PRICES
-,get_database_conversion_systems,DETAILED_ELEC_PRICES,Opex_var_buy_USD2015kWh,TODO,TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:DETAILED_ELEC_PRICES
-,get_database_conversion_systems,DETAILED_ELEC_PRICES,Opex_var_sell_USD2015kWh,TODO,TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:DETAILED_ELEC_PRICES
-,get_database_conversion_systems,DETAILED_ELEC_PRICES,year,TODO,TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:DETAILED_ELEC_PRICES
-,get_database_conversion_systems,FC, Assumptions,items made by assumptions in this technology,[-],depends on the data availability,string,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,Description,Describes the type of fuel cell,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,FC,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/conversion_systems.xls:FC
-,get_database_conversion_systems,Furnace,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,assumption,items made by assumptions in this technology,[-],depends on the data availability,,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,Description,Describes the type of furnace,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,Furnace,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/conversion_systems.xls:Furnace
-,get_database_conversion_systems,HEX,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,a_p,"pressure loss function, f(x) = a_p + b_p*x^c_p + d_p*ln(x) + e_p*x*ln*(x), where x is the capacity mass flow rate [W/K]   ",[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,assumption,items made by assumptions in this technology,[-],depends on the data availability,string,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,b_p,"pressure loss function, f(x) = a_p + b_p*x^c_p + d_p*ln(x) + e_p*x*ln*(x), where x is the capacity mass flow rate [W/K]   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,c_p,"pressure loss function, f(x) = a_p + b_p*x^c_p + d_p*ln(x) + e_p*x*ln*(x), where x is the capacity mass flow rate [W/K]   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,cap_max,maximum capacity ,[W] or [m2],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,cap_min,minimum capacity,[W] or [m2],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,d_p,"pressure loss function, f(x) = a_p + b_p*x^c_p + d_p*ln(x) + e_p*x*ln*(x), where x is the capacity mass flow rate [W/K]   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,Description,Describes the type of heat exchanger,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,e_p,"pressure loss function, f(x) = a_p + b_p*x^c_p + d_p*ln(x) + e_p*x*ln*(x), where x is the capacity mass flow rate [W/K]   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HEX,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/conversion_systems.xls:HEX
-,get_database_conversion_systems,HP,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,assumption,items made by assumptions in this technology,[-],depends on the data availability,,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,Description,Describes the source of the heat pump,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,e,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,IR_%,interest rate charged on the loan for the capital cost,[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,LT_yr,lifetime of this technology,year,depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,O&M_%,operation and maintanence cost factor (fraction of the investment cost),[-],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:HP
-,get_database_conversion_systems,HP,unit,unit of the min/max capacity,TODO,depends on the source,string,black,inputs/technology/systems/distribution_systems.xls:HP
-,get_database_distribution_systems,THERMAL_GRID,Code,no such column?,TODO,TODO,string,black,inputs/technology/systems/distribution_systems.xls:THERMAL_GRID
-,get_database_distribution_systems,THERMAL_GRID,D_ext_m,external pipe diameter tolerance for the nominal diameter (DN),[m],depends on the source,float,black,inputs/technology/systems/distribution_systems.xls:THERMAL_GRID
-,get_database_distribution_systems,THERMAL_GRID,D_ins_m,maximum pipe diameter tolerance for the nominal diameter (DN),[m],depends on the source,float,black,inputs/technology/systems/distribution_systems.xls:THERMAL_GRID
-,get_database_distribution_systems,THERMAL_GRID,D_int_m,internal pipe diameter tolerance for the nominal diameter (DN),[m],depends on the source,float,black,inputs/technology/systems/distribution_systems.xls:THERMAL_GRID
-,get_database_distribution_systems,THERMAL_GRID,Inv_USD2015perm,Typical cost of investment for a given pipe diameter.,[$/m],{0.0....n},float,black,inputs/technology/systems/distribution_systems.xls:THERMAL_GRID
-,get_database_distribution_systems,THERMAL_GRID,Pipe_DN,Nominal pipe diameter,[-],depends on the source,long,black,inputs/technology/systems/distribution_systems.xls:THERMAL_GRID
-,get_database_distribution_systems,THERMAL_GRID,Vdot_max_m3s,maximum volumetric flow rate for the nominal diameter (DN),[m3/s],depends on the source,float,black,inputs/technology/systems/distribution_systems.xls:THERMAL_GRID
-,get_database_distribution_systems,THERMAL_GRID,Vdot_min_m3s,minimum volumetric flow rate for the nominal diameter (DN),[m3/s],depends on the source,float,black,inputs/technology/systems/distribution_systems.xls:THERMAL_GRID
-,get_database_conversion_systems,Pump,a,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,assumption,items made by assumptions in this technology,[-],depends on the data availability,string,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,b,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,c,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,float,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,cap_max,maximum capacity ,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,cap_min,minimum capacity,[W],depends on the source,long,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,code,identifier of each unique equipment,[-],an unique code for each equipment in this worksheet,string,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,currency,currency-year information of the investment cost function,[currency-year],"should be unified to the same currency-year, e.g., USD-2015",string,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,d,"investment cost function, f(x) = a + b*x^c + d*ln(x) + e*x*ln*(x)   ",TODO,TODO,long,black,inputs/technology/systems/conversion_systems.xls:Pump
-,get_database_conversion_systems,Pump,Description,Describes the source of the benchmark standards.,[-],[-],string,black,inputs/technology/systems/conversion_systems.xls:Pump
