Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
941.05,39.69,10.94,0.10,39.80,B153717,-0.00,277.72,-0.00,-0.00,0.00,200.81,246.49,114.86,23.43,31.22,9.06,0.48,0.00,11.15,23.00,15,44.10,7,54.40,60,0.00
