Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
994.49,23.54,6.65,0.11,23.66,B153733,15.35,296.48,15.31,15.35,34.51,179.75,220.67,127.10,64.23,75.81,24.83,1.45,6,12.34,90.00,15,44.10,7,54.40,60,0.00
