Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
1006.14,42.44,11.69,0.09,42.53,B153737,-0.00,326.55,-0.00,-0.00,0.00,240.16,291.91,129.46,25.05,34.64,10.01,0.51,0.00,8.63,25.00,15,50.00,7,65.00,60,0.00
