Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
52050.07,1775.57,936.90,0.96,1776.53,B153701,1367.02,3475.01,1366.73,1367.02,2658.31,2537.62,3133.46,3691.00,301.44,341.56,228.40,10.41,531,358,2082.00,15,44.10,7,54.40,60,0.00
