Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
1132.43,38.63,20.38,0.06,38.69,B155067,24.73,120.35,24.70,24.73,60.95,93.68,111.46,115.69,6.56,8.89,5.94,0.23,12,11,45.00,15,44.10,7,54.40,60,0.00
