Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
6197.14,704.83,114.65,0.55,705.37,B302007163,132.61,2551.54,132.41,132.61,189.35,1078.45,1340.44,603.12,1076.24,1211.10,202.60,12.40,37,58.56,173.00,15,44.10,7,54.40,60,0.00
