Af,Ealf,Ealf0,Eauxf,Ef,Name,QCf,QHf,Qcs,Qcsf,Qcsf0,Qhs,Qhsf,Qhsf0,Qww,Qwwf,Qwwf0,Water0,mcpcs0,mcphs0,occupants,trc0,trh0,tsc0,tsh0,tsww0,uncomfort
22642.14,2575.18,418.88,62.62,2637.80,B2368754a,246.51,9798.30,246.29,246.51,510.86,4489.55,5400.47,2224.81,3932.20,4397.83,735.11,45.31,102,148.32,633.00,15,50.00,7,65.00,60,0.00
