METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.0,1,OFF,0.03,0.0,0.18,OFF,0.22,0.14,WEEKDAY
0.0,2,OFF,0.0,0.0,0.14,OFF,0.22,0.13,WEEKDAY
0.0,3,OFF,0.0,0.0,0.14,OFF,0.22,0.14,WEEKDAY
0.0,4,OFF,0.0,0.0,0.01,OFF,0.22,0.13,WEEKDAY
0.0,5,OFF,0.0,0.0,0.01,OFF,0.23,0.15,WEEKDAY
0.0,6,OFF,0.03,0.0,0.01,OFF,0.26,0.2,WEEKDAY
0.0,7,OFF,0.06,0.0,0.01,SETPOINT,0.26,0.2,WEEKDAY
0.0,8,OFF,0.24,0.0,0.53,SETPOINT,0.27,0.22,WEEKDAY
0.0,9,OFF,0.62,0.0,0.52,SETPOINT,0.64,0.44,WEEKDAY
0.0,10,OFF,0.62,0.0,0.47,SETPOINT,0.65,0.46,WEEKDAY
0.0,11,OFF,0.5,0.0,0.43,SETPOINT,0.67,0.49,WEEKDAY
0.0,12,OFF,0.68,0.0,0.49,SETPOINT,0.68,0.51,WEEKDAY
0.0,13,OFF,0.86,0.0,0.46,SETPOINT,0.67,0.5,WEEKDAY
0.0,14,OFF,0.8,0.0,0.42,SETPOINT,0.66,0.48,WEEKDAY
0.0,15,OFF,0.62,0.0,0.34,SETPOINT,0.66,0.47,WEEKDAY
0.0,16,OFF,0.5,0.0,0.35,SETPOINT,0.66,0.47,WEEKDAY
0.0,17,OFF,0.21,0.0,0.27,SETPOINT,0.67,0.49,WEEKDAY
0.0,18,OFF,0.36,0.0,0.36,SETPOINT,0.31,0.29,WEEKDAY
0.0,19,OFF,0.54,0.0,0.5,SETPOINT,0.31,0.28,WEEKDAY
0.0,20,OFF,0.54,0.0,0.55,SETPOINT,0.3,0.26,WEEKDAY
0.0,21,OFF,0.54,0.0,0.46,SETPOINT,0.29,0.25,WEEKDAY
0.0,22,OFF,0.3,0.0,0.5,SETPOINT,0.28,0.24,WEEKDAY
0.0,23,OFF,0.21,0.0,0.4,SETPOINT,0.24,0.18,WEEKDAY
0.0,24,OFF,0.12,0.0,0.23,SETPOINT,0.22,0.14,WEEKDAY
0.0,1,OFF,0.03,0.0,0.18,OFF,0.22,0.14,SATURDAY
0.0,2,OFF,0.0,0.0,0.13,OFF,0.22,0.13,SATURDAY
0.0,3,OFF,0.0,0.0,0.13,OFF,0.22,0.14,SATURDAY
0.0,4,OFF,0.0,0.0,0.0,OFF,0.22,0.13,SATURDAY
0.0,5,OFF,0.0,0.0,0.0,OFF,0.23,0.15,SATURDAY
0.0,6,OFF,0.0,0.0,0.0,OFF,0.26,0.2,SATURDAY
0.0,7,OFF,0.03,0.0,0.0,SETPOINT,0.26,0.2,SATURDAY
0.0,8,OFF,0.3,0.0,0.0,SETPOINT,0.27,0.22,SATURDAY
0.0,9,OFF,0.3,0.0,0.0,SETPOINT,0.28,0.24,SATURDAY
0.0,10,OFF,0.24,0.0,0.44,SETPOINT,0.29,0.26,SATURDAY
0.0,11,OFF,0.12,0.0,0.39,SETPOINT,0.31,0.29,SATURDAY
0.0,12,OFF,0.27,0.0,0.44,SETPOINT,0.33,0.31,SATURDAY
0.0,13,OFF,0.3,0.0,0.44,SETPOINT,0.32,0.3,SATURDAY
0.0,14,OFF,0.3,0.0,0.39,SETPOINT,0.31,0.28,SATURDAY
0.0,15,OFF,0.21,0.0,0.35,SETPOINT,0.3,0.27,SATURDAY
0.0,16,OFF,0.18,0.0,0.35,SETPOINT,0.3,0.27,SATURDAY
0.0,17,OFF,0.18,0.0,0.3,SETPOINT,0.31,0.29,SATURDAY
0.0,18,OFF,0.18,0.0,0.35,SETPOINT,0.31,0.29,SATURDAY
0.0,19,OFF,0.42,0.0,0.47,SETPOINT,0.31,0.28,SATURDAY
0.0,20,OFF,0.54,0.0,0.47,SETPOINT,0.3,0.26,SATURDAY
0.0,21,OFF,0.42,0.0,0.43,SETPOINT,0.29,0.25,SATURDAY
0.0,22,OFF,0.39,0.0,0.47,SETPOINT,0.28,0.24,SATURDAY
0.0,23,OFF,0.33,0.0,0.35,SETPOINT,0.24,0.18,SATURDAY
0.0,24,OFF,0.21,0.0,0.26,SETPOINT,0.22,0.14,SATURDAY
0.0,1,OFF,0.03,0.0,0.22,OFF,0.22,0.14,SUNDAY
0.0,2,OFF,0.0,0.0,0.18,OFF,0.22,0.13,SUNDAY
0.0,3,OFF,0.0,0.0,0.18,OFF,0.22,0.14,SUNDAY
0.0,4,OFF,0.0,0.0,0.0,OFF,0.22,0.13,SUNDAY
0.0,5,OFF,0.0,0.0,0.0,OFF,0.23,0.15,SUNDAY
0.0,6,OFF,0.0,0.0,0.0,OFF,0.26,0.2,SUNDAY
0.0,7,OFF,0.03,0.0,0.0,SETPOINT,0.26,0.2,SUNDAY
0.0,8,OFF,0.3,0.0,0.0,SETPOINT,0.27,0.22,SUNDAY
0.0,9,OFF,0.3,0.0,0.01,SETPOINT,0.28,0.24,SUNDAY
0.0,10,OFF,0.12,0.0,0.01,SETPOINT,0.29,0.26,SUNDAY
0.0,11,OFF,0.12,0.0,0.44,SETPOINT,0.31,0.29,SUNDAY
0.0,12,OFF,0.18,0.0,0.44,SETPOINT,0.33,0.31,SUNDAY
0.0,13,OFF,0.3,0.0,0.35,SETPOINT,0.32,0.3,SUNDAY
0.0,14,OFF,0.3,0.0,0.35,SETPOINT,0.31,0.28,SUNDAY
0.0,15,OFF,0.18,0.0,0.26,SETPOINT,0.3,0.27,SUNDAY
0.0,16,OFF,0.12,0.0,0.26,SETPOINT,0.3,0.27,SUNDAY
0.0,17,OFF,0.15,0.0,0.26,SETPOINT,0.31,0.29,SUNDAY
0.0,18,OFF,0.21,0.0,0.35,SETPOINT,0.31,0.29,SUNDAY
0.0,19,OFF,0.33,0.0,0.43,SETPOINT,0.31,0.28,SUNDAY
0.0,20,OFF,0.39,0.0,0.43,SETPOINT,0.3,0.26,SUNDAY
0.0,21,OFF,0.42,0.0,0.35,SETPOINT,0.29,0.25,SUNDAY
0.0,22,OFF,0.21,0.0,0.43,SETPOINT,0.28,0.24,SUNDAY
0.0,23,OFF,0.12,0.0,0.35,SETPOINT,0.24,0.18,SUNDAY
0.0,24,OFF,0.12,0.0,0.18,SETPOINT,0.22,0.14,SUNDAY
