METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.0,1,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,WEEKDAY
0.0,2,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,WEEKDAY
0.0,3,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,WEEKDAY
0.0,4,OFF,0.63,0.0,0.1,SETPOINT,0.33,0.3,WEEKDAY
0.0,5,OFF,0.63,0.0,0.1,SETPOINT,0.33,0.3,WEEKDAY
0.0,6,OFF,0.63,0.0,0.1,SETPOINT,0.38,0.37,WEEKDAY
0.0,7,OFF,0.54,0.0,0.44,SETPOINT,0.41,0.42,WEEKDAY
0.0,8,OFF,0.45,0.0,0.41,SETPOINT,0.65,0.61,WEEKDAY
0.0,9,OFF,0.51,0.0,0.54,SETPOINT,0.8,0.74,WEEKDAY
0.0,10,OFF,0.53,0.0,0.54,SETPOINT,0.8,0.74,WEEKDAY
0.0,11,OFF,0.53,0.0,0.54,SETPOINT,0.77,0.69,WEEKDAY
0.0,12,OFF,0.53,0.0,0.56,SETPOINT,0.77,0.69,WEEKDAY
0.0,13,OFF,0.53,0.0,0.5,SETPOINT,0.77,0.69,WEEKDAY
0.0,14,OFF,0.53,0.0,0.56,SETPOINT,0.77,0.69,WEEKDAY
0.0,15,OFF,0.53,0.0,0.65,SETPOINT,0.77,0.69,WEEKDAY
0.0,16,OFF,0.57,0.0,0.68,SETPOINT,0.77,0.69,WEEKDAY
0.0,17,OFF,0.66,0.0,0.66,SETPOINT,0.53,0.5,WEEKDAY
0.0,18,OFF,0.55,0.0,0.54,SETPOINT,0.53,0.5,WEEKDAY
0.0,19,OFF,0.5,0.0,0.28,SETPOINT,0.6,0.6,WEEKDAY
0.0,20,OFF,0.59,0.0,0.21,SETPOINT,0.64,0.67,WEEKDAY
0.0,21,OFF,0.54,0.0,0.19,SETPOINT,0.67,0.7,WEEKDAY
0.0,22,OFF,0.58,0.0,0.17,SETPOINT,0.64,0.67,WEEKDAY
0.0,23,OFF,0.63,0.0,0.1,SETPOINT,0.6,0.6,WEEKDAY
0.0,24,OFF,0.63,0.0,0.1,SETPOINT,0.38,0.37,WEEKDAY
0.0,1,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,SATURDAY
0.0,2,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,SATURDAY
0.0,3,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,SATURDAY
0.0,4,OFF,0.63,0.0,0.1,SETPOINT,0.33,0.3,SATURDAY
0.0,5,OFF,0.63,0.0,0.1,SETPOINT,0.33,0.3,SATURDAY
0.0,6,OFF,0.63,0.0,0.1,SETPOINT,0.38,0.37,SATURDAY
0.0,7,OFF,0.54,0.0,0.44,SETPOINT,0.41,0.42,SATURDAY
0.0,8,OFF,0.45,0.0,0.4,SETPOINT,0.49,0.48,SATURDAY
0.0,9,OFF,0.51,0.0,0.34,SETPOINT,0.61,0.58,SATURDAY
0.0,10,OFF,0.42,0.0,0.33,SETPOINT,0.61,0.58,SATURDAY
0.0,11,OFF,0.42,0.0,0.28,SETPOINT,0.57,0.53,SATURDAY
0.0,12,OFF,0.42,0.0,0.28,SETPOINT,0.57,0.53,SATURDAY
0.0,13,OFF,0.42,0.0,0.24,SETPOINT,0.57,0.53,SATURDAY
0.0,14,OFF,0.42,0.0,0.24,SETPOINT,0.57,0.53,SATURDAY
0.0,15,OFF,0.42,0.0,0.35,SETPOINT,0.57,0.53,SATURDAY
0.0,16,OFF,0.46,0.0,0.4,SETPOINT,0.57,0.53,SATURDAY
0.0,17,OFF,0.55,0.0,0.44,SETPOINT,0.57,0.53,SATURDAY
0.0,18,OFF,0.5,0.0,0.4,SETPOINT,0.57,0.53,SATURDAY
0.0,19,OFF,0.5,0.0,0.26,SETPOINT,0.44,0.47,SATURDAY
0.0,20,OFF,0.54,0.0,0.2,SETPOINT,0.49,0.54,SATURDAY
0.0,21,OFF,0.54,0.0,0.17,SETPOINT,0.51,0.57,SATURDAY
0.0,22,OFF,0.58,0.0,0.17,SETPOINT,0.49,0.54,SATURDAY
0.0,23,OFF,0.63,0.0,0.1,SETPOINT,0.44,0.47,SATURDAY
0.0,24,OFF,0.63,0.0,0.1,SETPOINT,0.38,0.37,SATURDAY
0.0,1,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,SUNDAY
0.0,2,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,SUNDAY
0.0,3,OFF,0.63,0.0,0.08,SETPOINT,0.33,0.3,SUNDAY
0.0,4,OFF,0.63,0.0,0.1,SETPOINT,0.33,0.3,SUNDAY
0.0,5,OFF,0.63,0.0,0.1,SETPOINT,0.33,0.3,SUNDAY
0.0,6,OFF,0.63,0.0,0.1,SETPOINT,0.38,0.37,SUNDAY
0.0,7,OFF,0.54,0.0,0.44,SETPOINT,0.41,0.42,SUNDAY
0.0,8,OFF,0.4,0.0,0.4,SETPOINT,0.41,0.42,SUNDAY
0.0,9,OFF,0.51,0.0,0.31,SETPOINT,0.57,0.55,SUNDAY
0.0,10,OFF,0.42,0.0,0.26,SETPOINT,0.57,0.55,SUNDAY
0.0,11,OFF,0.42,0.0,0.2,SETPOINT,0.53,0.5,SUNDAY
0.0,12,OFF,0.42,0.0,0.2,SETPOINT,0.53,0.5,SUNDAY
0.0,13,OFF,0.42,0.0,0.2,SETPOINT,0.53,0.5,SUNDAY
0.0,14,OFF,0.42,0.0,0.2,SETPOINT,0.53,0.5,SUNDAY
0.0,15,OFF,0.42,0.0,0.31,SETPOINT,0.53,0.5,SUNDAY
0.0,16,OFF,0.46,0.0,0.35,SETPOINT,0.53,0.5,SUNDAY
0.0,17,OFF,0.45,0.0,0.4,SETPOINT,0.38,0.37,SUNDAY
0.0,18,OFF,0.45,0.0,0.4,SETPOINT,0.38,0.37,SUNDAY
0.0,19,OFF,0.45,0.0,0.26,SETPOINT,0.44,0.47,SUNDAY
0.0,20,OFF,0.54,0.0,0.2,SETPOINT,0.49,0.54,SUNDAY
0.0,21,OFF,0.54,0.0,0.17,SETPOINT,0.51,0.57,SUNDAY
0.0,22,OFF,0.58,0.0,0.17,SETPOINT,0.49,0.54,SUNDAY
0.0,23,OFF,0.63,0.0,0.1,SETPOINT,0.44,0.47,SUNDAY
0.0,24,OFF,0.63,0.0,0.1,SETPOINT,0.38,0.37,SUNDAY
