METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.0,1,OFF,0.0,0.0,0.05,OFF,0.25,0.37,WEEKDAY
0.0,2,OFF,0.0,0.0,0.05,OFF,0.25,0.37,WEEKDAY
0.0,3,OFF,0.0,0.0,0.05,OFF,0.25,0.37,WEEKDAY
0.0,4,OFF,0.0,0.0,0.05,OFF,0.25,0.37,WEEKDAY
0.0,5,OFF,0.0,0.0,0.05,OFF,0.25,0.37,WEEKDAY
0.0,6,OFF,0.0,0.0,0.07,OFF,0.25,0.37,WEEKDAY
0.0,7,OFF,0.04,0.0,0.06,SETPOINT,0.25,0.37,WEEKDAY
0.0,8,OFF,0.08,0.0,0.18,SETPOINT,0.25,0.37,WEEKDAY
0.0,9,OFF,0.42,0.0,0.32,SETPOINT,0.52,0.82,WEEKDAY
0.0,10,OFF,0.48,0.0,0.37,SETPOINT,0.67,0.85,WEEKDAY
0.0,11,OFF,0.67,0.0,0.39,SETPOINT,0.9,0.9,WEEKDAY
0.0,12,OFF,0.67,0.0,0.49,SETPOINT,0.9,0.9,WEEKDAY
0.0,13,OFF,0.62,0.0,0.58,SETPOINT,0.88,0.82,WEEKDAY
0.0,14,OFF,0.79,0.0,0.56,SETPOINT,0.9,0.9,WEEKDAY
0.0,15,OFF,0.79,0.0,0.38,SETPOINT,0.9,0.9,WEEKDAY
0.0,16,OFF,0.79,0.0,0.36,SETPOINT,0.9,0.9,WEEKDAY
0.0,17,OFF,0.86,0.0,0.44,SETPOINT,0.9,0.9,WEEKDAY
0.0,18,OFF,0.55,0.0,0.31,SETPOINT,0.81,0.56,WEEKDAY
0.0,19,OFF,0.35,0.0,0.26,OFF,0.78,0.48,WEEKDAY
0.0,20,OFF,0.35,0.0,0.2,OFF,0.78,0.48,WEEKDAY
0.0,21,OFF,0.22,0.0,0.21,OFF,0.63,0.45,WEEKDAY
0.0,22,OFF,0.22,0.0,0.12,OFF,0.63,0.45,WEEKDAY
0.0,23,OFF,0.02,0.0,0.07,OFF,0.25,0.37,WEEKDAY
0.0,24,OFF,0.02,0.0,0.06,OFF,0.25,0.37,WEEKDAY
0.0,1,OFF,0.0,0.0,0.06,OFF,0.18,0.28,SATURDAY
0.0,2,OFF,0.0,0.0,0.06,OFF,0.18,0.28,SATURDAY
0.0,3,OFF,0.0,0.0,0.06,OFF,0.18,0.28,SATURDAY
0.0,4,OFF,0.0,0.0,0.05,OFF,0.18,0.28,SATURDAY
0.0,5,OFF,0.0,0.0,0.05,OFF,0.18,0.28,SATURDAY
0.0,6,OFF,0.0,0.0,0.08,OFF,0.18,0.28,SATURDAY
0.0,7,OFF,0.04,0.0,0.07,SETPOINT,0.21,0.36,SATURDAY
0.0,8,OFF,0.04,0.0,0.13,SETPOINT,0.21,0.36,SATURDAY
0.0,9,OFF,0.18,0.0,0.17,SETPOINT,0.35,0.47,SATURDAY
0.0,10,OFF,0.24,0.0,0.22,SETPOINT,0.5,0.5,SATURDAY
0.0,11,OFF,0.42,0.0,0.25,SETPOINT,0.73,0.55,SATURDAY
0.0,12,OFF,0.49,0.0,0.31,SETPOINT,0.81,0.56,SATURDAY
0.0,13,OFF,0.54,0.0,0.3,SETPOINT,0.77,0.43,SATURDAY
0.0,14,OFF,0.54,0.0,0.29,SETPOINT,0.77,0.43,SATURDAY
0.0,15,OFF,0.54,0.0,0.24,SETPOINT,0.77,0.43,SATURDAY
0.0,16,OFF,0.54,0.0,0.21,SETPOINT,0.77,0.43,SATURDAY
0.0,17,OFF,0.54,0.0,0.22,SETPOINT,0.77,0.43,SATURDAY
0.0,18,OFF,0.52,0.0,0.17,SETPOINT,0.76,0.39,SATURDAY
0.0,19,OFF,0.39,0.0,0.16,OFF,0.76,0.39,SATURDAY
0.0,20,OFF,0.12,0.0,0.14,OFF,0.61,0.36,SATURDAY
0.0,21,OFF,0.12,0.0,0.12,OFF,0.45,0.33,SATURDAY
0.0,22,OFF,0.12,0.0,0.12,OFF,0.45,0.33,SATURDAY
0.0,23,OFF,0.06,0.0,0.08,OFF,0.3,0.3,SATURDAY
0.0,24,OFF,0.0,0.0,0.07,OFF,0.18,0.28,SATURDAY
0.0,1,OFF,0.0,0.0,0.04,OFF,0.22,0.28,SUNDAY
0.0,2,OFF,0.0,0.0,0.04,OFF,0.22,0.28,SUNDAY
0.0,3,OFF,0.0,0.0,0.04,OFF,0.22,0.28,SUNDAY
0.0,4,OFF,0.0,0.0,0.04,OFF,0.22,0.28,SUNDAY
0.0,5,OFF,0.0,0.0,0.04,OFF,0.22,0.28,SUNDAY
0.0,6,OFF,0.0,0.0,0.06,OFF,0.22,0.28,SUNDAY
0.0,7,OFF,0.02,0.0,0.04,SETPOINT,0.22,0.28,SUNDAY
0.0,8,OFF,0.02,0.0,0.07,SETPOINT,0.22,0.28,SUNDAY
0.0,9,OFF,0.08,0.0,0.09,SETPOINT,0.38,0.32,SUNDAY
0.0,10,OFF,0.14,0.0,0.11,SETPOINT,0.53,0.35,SUNDAY
0.0,11,OFF,0.33,0.0,0.13,SETPOINT,0.76,0.39,SUNDAY
0.0,12,OFF,0.33,0.0,0.19,SETPOINT,0.76,0.39,SUNDAY
0.0,13,OFF,0.46,0.0,0.2,SETPOINT,0.76,0.39,SUNDAY
0.0,14,OFF,0.46,0.0,0.22,SETPOINT,0.76,0.39,SUNDAY
0.0,15,OFF,0.46,0.0,0.17,SETPOINT,0.76,0.39,SUNDAY
0.0,16,OFF,0.46,0.0,0.14,SETPOINT,0.76,0.39,SUNDAY
0.0,17,OFF,0.52,0.0,0.15,SETPOINT,0.76,0.39,SUNDAY
0.0,18,OFF,0.46,0.0,0.15,SETPOINT,0.76,0.39,SUNDAY
0.0,19,OFF,0.31,0.0,0.14,OFF,0.76,0.39,SUNDAY
0.0,20,OFF,0.31,0.0,0.12,OFF,0.76,0.39,SUNDAY
0.0,21,OFF,0.19,0.0,0.11,OFF,0.61,0.36,SUNDAY
0.0,22,OFF,0.19,0.0,0.11,OFF,0.61,0.36,SUNDAY
0.0,23,OFF,0.0,0.0,0.06,OFF,0.22,0.28,SUNDAY
0.0,24,OFF,0.0,0.0,0.05,OFF,0.22,0.28,SUNDAY
