METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.22,1,OFF,0.0,0.0,0.05,OFF,0.1,0.06,WEEKDAY
0.22,2,OFF,0.0,0.0,0.05,OFF,0.1,0.06,WEEKDAY
0.22,3,OFF,0.0,0.0,0.05,OFF,0.1,0.06,WEEKDAY
0.22,4,OFF,0.0,0.0,0.05,OFF,0.1,0.06,WEEKDAY
0.22,5,OFF,0.0,0.0,0.05,OFF,0.1,0.06,WEEKDAY
0.22,6,OFF,0.0,0.0,0.07,OFF,0.13,0.11,WEEKDAY
0.31,7,OFF,0.04,0.0,0.06,SETPOINT,0.13,0.11,WEEKDAY
0.28,8,OFF,0.08,0.0,0.18,SETPOINT,0.27,0.29,WEEKDAY
0.3,9,OFF,0.45,0.0,0.32,SETPOINT,0.74,0.85,WEEKDAY
0.31,10,OFF,0.51,0.0,0.37,SETPOINT,0.8,0.87,WEEKDAY
0.32,11,OFF,0.68,0.0,0.39,SETPOINT,0.9,0.9,WEEKDAY
0.32,12,OFF,0.68,0.0,0.49,SETPOINT,0.9,0.9,WEEKDAY
0.32,13,OFF,0.62,0.0,0.58,SETPOINT,0.83,0.81,WEEKDAY
0.31,14,OFF,0.8,0.0,0.56,SETPOINT,0.9,0.9,WEEKDAY
0.32,15,OFF,0.8,0.0,0.38,SETPOINT,0.9,0.9,WEEKDAY
0.33,16,OFF,0.8,0.0,0.36,SETPOINT,0.9,0.9,WEEKDAY
0.33,17,OFF,0.86,0.0,0.44,SETPOINT,0.9,0.9,WEEKDAY
0.32,18,OFF,0.54,0.0,0.31,SETPOINT,0.73,0.67,WEEKDAY
0.31,19,OFF,0.34,0.0,0.26,OFF,0.73,0.67,WEEKDAY
0.27,20,OFF,0.34,0.0,0.19,OFF,0.73,0.67,WEEKDAY
0.26,21,OFF,0.22,0.0,0.21,OFF,0.67,0.65,WEEKDAY
0.26,22,OFF,0.22,0.0,0.11,OFF,0.67,0.65,WEEKDAY
0.27,23,OFF,0.02,0.0,0.07,OFF,0.23,0.25,WEEKDAY
0.25,24,OFF,0.0,0.0,0.06,OFF,0.1,0.06,WEEKDAY
0.22,1,OFF,0.0,0.0,0.06,OFF,0.08,0.06,SATURDAY
0.22,2,OFF,0.0,0.0,0.06,OFF,0.08,0.06,SATURDAY
0.22,3,OFF,0.0,0.0,0.06,OFF,0.08,0.06,SATURDAY
0.22,4,OFF,0.0,0.0,0.05,OFF,0.08,0.06,SATURDAY
0.22,5,OFF,0.0,0.0,0.05,OFF,0.08,0.06,SATURDAY
0.22,6,OFF,0.0,0.0,0.08,OFF,0.08,0.06,SATURDAY
0.22,7,OFF,0.04,0.0,0.07,SETPOINT,0.12,0.1,SATURDAY
0.22,8,OFF,0.04,0.0,0.13,SETPOINT,0.12,0.1,SATURDAY
0.23,9,OFF,0.18,0.0,0.17,SETPOINT,0.3,0.3,SATURDAY
0.24,10,OFF,0.24,0.0,0.22,SETPOINT,0.36,0.32,SATURDAY
0.24,11,OFF,0.42,0.0,0.24,SETPOINT,0.46,0.35,SATURDAY
0.07,12,OFF,0.48,0.0,0.3,SETPOINT,0.49,0.35,SATURDAY
0.06,13,OFF,0.51,0.0,0.29,SETPOINT,0.39,0.22,SATURDAY
0.06,14,OFF,0.51,0.0,0.28,SETPOINT,0.39,0.22,SATURDAY
0.06,15,OFF,0.51,0.0,0.23,SETPOINT,0.39,0.22,SATURDAY
0.06,16,OFF,0.51,0.0,0.2,SETPOINT,0.39,0.22,SATURDAY
0.05,17,OFF,0.51,0.0,0.21,SETPOINT,0.39,0.22,SATURDAY
0.05,18,OFF,0.49,0.0,0.16,SETPOINT,0.32,0.13,SATURDAY
0.05,19,OFF,0.35,0.0,0.15,OFF,0.32,0.13,SATURDAY
0.05,20,OFF,0.12,0.0,0.13,OFF,0.26,0.11,SATURDAY
0.05,21,OFF,0.12,0.0,0.12,OFF,0.19,0.09,SATURDAY
0.05,22,OFF,0.12,0.0,0.12,OFF,0.19,0.09,SATURDAY
0.05,23,OFF,0.06,0.0,0.07,OFF,0.13,0.07,SATURDAY
0.05,24,OFF,0.0,0.0,0.07,OFF,0.08,0.06,SATURDAY
0.03,1,OFF,0.0,0.0,0.05,OFF,0.08,0.06,SUNDAY
0.03,2,OFF,0.0,0.0,0.05,OFF,0.08,0.06,SUNDAY
0.03,3,OFF,0.0,0.0,0.05,OFF,0.08,0.06,SUNDAY
0.03,4,OFF,0.0,0.0,0.04,OFF,0.08,0.06,SUNDAY
0.03,5,OFF,0.0,0.0,0.04,OFF,0.08,0.06,SUNDAY
0.03,6,OFF,0.0,0.0,0.07,OFF,0.08,0.06,SUNDAY
0.03,7,OFF,0.02,0.0,0.05,SETPOINT,0.08,0.06,SUNDAY
0.03,8,OFF,0.02,0.0,0.05,SETPOINT,0.08,0.06,SUNDAY
0.03,9,OFF,0.02,0.0,0.06,SETPOINT,0.08,0.06,SUNDAY
