METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.03,10,OFF,0.02,0.0,0.06,SETPOINT,0.08,0.06,SUNDAY
0.03,11,OFF,0.08,0.0,0.1,SETPOINT,0.13,0.07,SUNDAY
0.03,12,OFF,0.14,0.0,0.12,SETPOINT,0.23,0.1,SUNDAY
0.03,13,OFF,0.14,0.0,0.13,SETPOINT,0.23,0.1,SUNDAY
0.03,14,OFF,0.26,0.0,0.15,SETPOINT,0.29,0.12,SUNDAY
0.03,15,OFF,0.26,0.0,0.12,SETPOINT,0.29,0.12,SUNDAY
0.03,16,OFF,0.26,0.0,0.11,SETPOINT,0.29,0.12,SUNDAY
0.03,17,OFF,0.26,0.0,0.11,SETPOINT,0.29,0.12,SUNDAY
0.03,18,OFF,0.24,0.0,0.11,SETPOINT,0.29,0.12,SUNDAY
0.03,19,OFF,0.12,0.0,0.09,OFF,0.23,0.1,SUNDAY
0.03,20,OFF,0.06,0.0,0.09,OFF,0.16,0.08,SUNDAY
0.03,21,OFF,0.0,0.0,0.08,OFF,0.08,0.06,SUNDAY
0.03,22,OFF,0.0,0.0,0.09,OFF,0.08,0.06,SUNDAY
0.03,23,OFF,0.0,0.0,0.05,OFF,0.08,0.06,SUNDAY
0.03,24,OFF,0.0,0.0,0.04,OFF,0.08,0.06,SUNDAY
