METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.0,15,OFF,0.13,0.0,0.34,SETPOINT,0.47,0.4,SATURDAY
0.0,16,OFF,0.13,0.0,0.38,SETPOINT,0.47,0.4,SATURDAY
0.0,17,OFF,0.14,0.0,0.44,SETPOINT,0.5,0.42,SATURDAY
0.0,18,OFF,0.15,0.0,0.41,SETPOINT,0.53,0.41,SATURDAY
0.0,19,OFF,0.24,0.0,0.25,SETBACK,0.53,0.41,SATURDAY
0.0,20,OFF,0.2,0.0,0.17,SETBACK,0.5,0.39,SATURDAY
0.0,21,OFF,0.2,0.0,0.14,SETBACK,0.5,0.39,SATURDAY
0.0,22,OFF,0.22,0.0,0.15,SETBACK,0.47,0.38,SATURDAY
0.0,23,OFF,0.22,0.0,0.05,SETBACK,0.43,0.36,SATURDAY
0.0,24,OFF,0.22,0.0,0.05,SETBACK,0.4,0.35,SATURDAY
0.0,1,OFF,0.22,0.0,0.02,SETBACK,0.37,0.33,SUNDAY
0.0,2,OFF,0.22,0.0,0.02,SETBACK,0.33,0.32,SUNDAY
0.0,3,OFF,0.22,0.0,0.02,SETBACK,0.33,0.32,SUNDAY
0.0,4,OFF,0.22,0.0,0.05,SETBACK,0.33,0.32,SUNDAY
0.0,5,OFF,0.22,0.0,0.05,SETBACK,0.33,0.32,SUNDAY
0.0,6,OFF,0.22,0.0,0.06,SETBACK,0.33,0.32,SUNDAY
0.0,7,OFF,0.26,0.0,0.45,SETPOINT,0.37,0.33,SUNDAY
0.0,8,OFF,0.24,0.0,0.39,SETPOINT,0.43,0.36,SUNDAY
0.0,9,OFF,0.13,0.0,0.29,SETPOINT,0.43,0.36,SUNDAY
0.0,10,OFF,0.09,0.0,0.23,SETPOINT,0.43,0.36,SUNDAY
0.0,11,OFF,0.09,0.0,0.15,SETPOINT,0.43,0.36,SUNDAY
0.0,12,OFF,0.09,0.0,0.16,SETPOINT,0.43,0.36,SUNDAY
0.0,13,OFF,0.09,0.0,0.16,SETPOINT,0.43,0.36,SUNDAY
0.0,14,OFF,0.09,0.0,0.18,SETPOINT,0.43,0.36,SUNDAY
0.0,15,OFF,0.09,0.0,0.29,SETPOINT,0.43,0.36,SUNDAY
0.0,16,OFF,0.09,0.0,0.34,SETPOINT,0.43,0.36,SUNDAY
0.0,17,OFF,0.11,0.0,0.39,SETPOINT,0.47,0.38,SUNDAY
0.0,18,OFF,0.15,0.0,0.39,SETPOINT,0.53,0.41,SUNDAY
0.0,19,OFF,0.2,0.0,0.23,SETBACK,0.53,0.41,SUNDAY
0.0,20,OFF,0.2,0.0,0.15,SETBACK,0.5,0.39,SUNDAY
0.0,21,OFF,0.2,0.0,0.13,SETBACK,0.5,0.39,SUNDAY
0.0,22,OFF,0.22,0.0,0.14,SETBACK,0.47,0.38,SUNDAY
0.0,23,OFF,0.22,0.0,0.05,SETBACK,0.43,0.36,SUNDAY
0.0,24,OFF,0.22,0.0,0.05,SETBACK,0.4,0.35,SUNDAY
