METADATA,SG-ASHRAE-2009,MUSEUM
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY
WEEKDAY,1,0.0,0.2,0.2,0.04,OFF,OFF,0.0,0.0,0.0
WEEKDAY,2,0.0,0.2,0.2,0.05,OFF,OFF,0.0,0.0,0.0
WEEKDAY,3,0.0,0.2,0.2,0.05,OFF,OFF,0.0,0.0,0.0
WEEKDAY,4,0.0,0.2,0.2,0.04,OFF,OFF,0.0,0.0,0.0
WEEKDAY,5,0.0,0.2,0.2,0.04,OFF,OFF,0.0,0.0,0.0
WEEKDAY,6,0.0,0.2,0.2,0.04,OFF,OFF,0.0,0.0,0.0
WEEKDAY,7,0.0,0.2,0.2,0.04,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,8,0.0,0.2,0.2,0.15,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,9,0.1,0.4,0.4,0.23,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,10,0.2,0.6,0.6,0.32,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,11,0.5,0.9,0.9,0.41,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,12,0.5,0.9,0.9,0.57,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,13,0.7,0.9,0.9,0.62,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,14,0.7,0.9,0.9,0.61,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,15,0.7,0.9,0.9,0.5,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,16,0.7,0.9,0.9,0.45,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,17,0.8,0.9,0.9,0.46,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,18,0.7,0.9,0.9,0.47,OFF,SETPOINT,0.0,0.0,0.0
WEEKDAY,19,0.5,0.9,0.9,0.42,OFF,OFF,0.0,0.0,0.0
WEEKDAY,20,0.5,0.9,0.9,0.34,OFF,OFF,0.0,0.0,0.0
WEEKDAY,21,0.3,0.7,0.7,0.33,OFF,OFF,0.0,0.0,0.0
WEEKDAY,22,0.3,0.7,0.7,0.23,OFF,OFF,0.0,0.0,0.0
WEEKDAY,23,0.0,0.2,0.2,0.13,OFF,OFF,0.0,0.0,0.0
WEEKDAY,24,0.0,0.2,0.2,0.08,OFF,OFF,0.0,0.0,0.0
SATURDAY,1,0.0,0.15,0.15,0.11,OFF,OFF,0.0,0.0,0.0
SATURDAY,2,0.0,0.15,0.15,0.1,OFF,OFF,0.0,0.0,0.0
SATURDAY,3,0.0,0.15,0.15,0.08,OFF,OFF,0.0,0.0,0.0
SATURDAY,4,0.0,0.15,0.15,0.06,OFF,OFF,0.0,0.0,0.0
SATURDAY,5,0.0,0.15,0.15,0.06,OFF,OFF,0.0,0.0,0.0
SATURDAY,6,0.0,0.15,0.15,0.06,OFF,OFF,0.0,0.0,0.0
SATURDAY,7,0.0,0.15,0.15,0.07,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,8,0.0,0.15,0.15,0.2,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,9,0.1,0.3,0.3,0.24,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,10,0.2,0.5,0.5,0.27,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,11,0.5,0.8,0.8,0.42,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,12,0.6,0.9,0.9,0.54,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,13,0.8,0.9,0.9,0.59,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,14,0.8,0.9,0.9,0.6,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,15,0.8,0.9,0.9,0.49,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,16,0.8,0.9,0.9,0.48,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,17,0.8,0.9,0.9,0.47,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,18,0.8,0.9,0.9,0.46,OFF,SETPOINT,0.0,0.0,0.0
SATURDAY,19,0.6,0.9,0.9,0.44,OFF,OFF,0.0,0.0,0.0
SATURDAY,20,0.2,0.7,0.7,0.36,OFF,OFF,0.0,0.0,0.0
SATURDAY,21,0.2,0.5,0.5,0.29,OFF,OFF,0.0,0.0,0.0
SATURDAY,22,0.2,0.5,0.5,0.22,OFF,OFF,0.0,0.0,0.0
SATURDAY,23,0.1,0.3,0.3,0.16,OFF,OFF,0.0,0.0,0.0
SATURDAY,24,0.0,0.15,0.15,0.13,OFF,OFF,0.0,0.0,0.0
SUNDAY,1,0.0,0.15,0.15,0.07,OFF,OFF,0.0,0.0,0.0
SUNDAY,2,0.0,0.15,0.15,0.07,OFF,OFF,0.0,0.0,0.0
SUNDAY,3,0.0,0.15,0.15,0.07,OFF,OFF,0.0,0.0,0.0
SUNDAY,4,0.0,0.15,0.15,0.06,OFF,OFF,0.0,0.0,0.0
SUNDAY,5,0.0,0.15,0.15,0.06,OFF,OFF,0.0,0.0,0.0
SUNDAY,6,0.0,0.15,0.15,0.06,OFF,OFF,0.0,0.0,0.0
SUNDAY,7,0.0,0.15,0.15,0.07,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,8,0.0,0.15,0.15,0.1,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,9,0.0,0.15,0.15,0.12,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,10,0.0,0.15,0.15,0.14,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,11,0.1,0.3,0.3,0.29,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,12,0.2,0.6,0.6,0.31,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,13,0.2,0.6,0.6,0.36,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,14,0.4,0.8,0.8,0.36,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,15,0.4,0.8,0.8,0.34,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,16,0.4,0.8,0.8,0.35,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,17,0.4,0.8,0.8,0.37,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,18,0.4,0.8,0.8,0.34,OFF,SETPOINT,0.0,0.0,0.0
SUNDAY,19,0.2,0.6,0.6,0.25,OFF,OFF,0.0,0.0,0.0
SUNDAY,20,0.1,0.4,0.4,0.27,OFF,OFF,0.0,0.0,0.0
SUNDAY,21,0.0,0.15,0.15,0.21,OFF,OFF,0.0,0.0,0.0
SUNDAY,22,0.0,0.15,0.15,0.16,OFF,OFF,0.0,0.0,0.0
SUNDAY,23,0.0,0.15,0.15,0.1,OFF,OFF,0.0,0.0,0.0
SUNDAY,24,0.0,0.15,0.15,0.06,OFF,OFF,0.0,0.0,0.0
