description,code,material_name_1,thickness_1_m,material_name_2,thickness_2_m,material_name_3,thickness_3,Service_Life_floor,Reference,Unnamed: 7
"concrete floor, new (lower first)",FLOOR_AS3,Polystyrol extrudiert (XPS),0.2,concrete (1% steel reinforcement),0.3,Zementputz,0.03,30,assumption,
