AREA_m2,BUILDING,SURFACE,TYPE,Xcoor,Xdir,Ycoor,Ydir,Zcoor,Zdir,orientation
21.3970948617,B005,srf0,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,2.75,0.0,west
11.5226882224,B005,srf1,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,2.34620192062,0.0,west
11.5226882224,B005,srf2,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,1.40379807938,0.0,west
21.3970948617,B005,srf3,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,1.40379807938,0.0,west
11.5226882224,B005,srf4,walls,371732.395804,-0.742674986884,140354.310338,-0.669652046855,3.15379807938,0.0,west
21.3970948617,B005,srf5,walls,371732.395804,-0.742674986884,140354.310338,-0.669652046855,2.75,0.0,west
21.3970948617,B005,srf6,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,4.09620192062,0.0,west
11.5226882224,B005,srf7,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,4.09620192062,0.0,west
21.3970948617,B005,srf8,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,6.25,0.0,west
11.5226882224,B005,srf9,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,5.84620192062,0.0,west
11.5226882224,B005,srf10,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,4.90379807938,0.0,west
21.3970948617,B005,srf11,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,4.90379807938,0.0,west
11.5226882224,B005,srf12,walls,371732.395804,-0.742674986884,140354.310338,-0.669652046855,6.65379807938,0.0,west
21.3970948617,B005,srf13,walls,371732.395804,-0.742674986884,140354.310338,-0.669652046855,6.25,0.0,west
21.3970948617,B005,srf14,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,7.59620192062,0.0,west
11.5226882224,B005,srf15,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,7.59620192062,0.0,west
21.3970948617,B005,srf16,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,9.75,0.0,west
11.5226882224,B005,srf17,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,9.34620192062,0.0,west
11.5226882224,B005,srf18,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,8.40379807938,0.0,west
21.3970948617,B005,srf19,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,8.40379807938,0.0,west
11.5226882224,B005,srf20,walls,371732.395804,-0.742674986884,140354.310338,-0.669652046855,10.1537980794,0.0,west
21.3970948617,B005,srf21,walls,371732.395804,-0.742674986884,140354.310338,-0.669652046855,9.75,0.0,west
21.3970948617,B005,srf22,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,11.0962019206,0.0,west
11.5226882224,B005,srf23,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,11.0962019206,0.0,west
21.3970948617,B005,srf24,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,13.25,0.0,west
11.5226882224,B005,srf25,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,12.8462019206,0.0,west
11.5226882224,B005,srf26,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,11.9037980794,0.0,west
21.3970948617,B005,srf27,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,11.9037980794,0.0,west
11.5226882224,B005,srf28,walls,371732.395804,-0.742674986884,140354.310338,-0.669652046855,13.6537980794,0.0,west
21.3970948617,B005,srf29,walls,371732.395804,-0.742674986884,140354.310338,-0.669652046855,13.25,0.0,west
21.3970948617,B005,srf30,walls,371746.04421,-0.742674986884,140339.173627,-0.669652046855,14.5962019206,0.0,west
11.5226882224,B005,srf31,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,14.5962019206,0.0,west
21.3970948617,B005,srf32,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,16.75,0.0,west
11.5226882224,B005,srf33,walls,371759.692616,-0.742674986884,140324.036916,-0.669652046855,16.3462019206,0.0,west
11.5226882224,B005,srf34,walls,371741.950322,-0.742674986884,140343.713938,-0.669652046855,15.4037980794,0.0,west
