,OFFICE_temperature,OFFICE_total_fresh_air_flow,OFFICE_ahu_fresh_air_flow,OFFICE_window_fresh_air_flow,OFFICE_ahu_heat_electric_power,OFFICE_ahu_cool_electric_power,OFFICE_tu_heat_electric_power,OFFICE_tu_cool_electric_power
2005-01-01 00:00:00,25.0,0.998726573734,0.0,6.32383034826e-13,0.0,0.0,0.0,61417.2738417
2005-01-01 01:00:00,25.0,0.998726573734,0.0,9.09494701773e-13,0.0,0.0,0.0,61837.329277
2005-01-01 02:00:00,25.0,0.998726573734,0.0,9.09494701773e-13,0.0,0.0,0.0,61732.3154182
2005-01-01 03:00:00,25.0,0.998726573733,0.0,0.0,0.0,0.0,0.0,61697.3107985
2005-01-01 04:00:00,25.0,0.998726573733,0.0,0.0,0.0,0.0,0.0,61662.3061789
2005-01-01 05:00:00,25.0,0.998726573733,0.0,0.0,0.0,0.0,0.0,61627.3015593
2005-01-01 06:00:00,25.0,3.33768824098,0.0,2.33896166725,0.0,0.0,0.0,92738.8842249
2005-01-01 07:00:00,25.0,3.33768824098,0.0,2.33896166725,0.0,0.0,0.0,92773.8888445
2005-01-01 08:00:00,25.0,10.013064723,0.0,9.01433814922,0.0,0.0,0.0,138526.824403
2005-01-01 09:00:00,25.0,10.013064723,0.0,9.01433814922,0.0,0.0,0.0,138806.861359
2005-01-01 10:00:00,25.0,10.013064723,0.0,9.01433814922,0.0,0.0,0.0,138981.884457
2005-01-01 11:00:00,25.0,10.013064723,0.0,9.01433814922,0.0,0.0,0.0,139226.916795
2005-01-01 12:00:00,25.0,3.33768824098,0.0,2.33896166725,0.0,0.0,0.0,83716.1653974
2005-01-01 13:00:00,25.0,3.33768824098,0.0,2.33896166725,0.0,0.0,0.0,83786.1746366
2005-01-01 14:00:00,25.0,3.33768824098,0.0,2.33896166725,0.0,0.0,0.0,83751.170017
2005-01-01 15:00:00,25.0,3.33768824098,0.0,2.33896166725,0.0,0.0,0.0,83681.1607778
2005-01-01 16:00:00,25.0,3.33768824098,0.0,2.33896166725,0.0,0.0,0.0,83611.1515386
2005-01-01 17:00:00,25.0,1.66884412049,0.0,0.670117546759,0.0,0.0,0.0,66952.7146884
2005-01-01 18:00:00,25.0,1.66884412049,0.0,0.670117546759,0.0,0.0,0.0,66707.6823512
2005-01-01 19:00:00,25.0,0.998726573733,0.0,0.0,0.0,0.0,0.0,62187.3754286
2005-01-01 20:00:00,25.0000000001,0.998726573732,0.0,-9.09494701773e-13,0.0,0.0,0.0,61977.3477553
2005-01-01 21:00:00,25.0000000001,0.998726573733,0.0,0.0,0.0,0.0,0.0,61907.3385604
2005-01-01 22:00:00,25.0,0.998726573733,0.0,0.0,0.0,0.0,0.0,61837.329277
2005-01-01 23:00:00,25.0,0.998726573733,0.0,0.0,0.0,0.0,0.0,0.0
