,OFFICE_temperature,OFFICE_total_fresh_air_flow,OFFICE_ahu_fresh_air_flow,OFFICE_window_fresh_air_flow,OFFICE_ahu_heat_electric_power,OFFICE_ahu_cool_electric_power,OFFICE_tu_heat_electric_power,OFFICE_tu_cool_electric_power
2005-01-01 00:00:00,25.0,0.834156805978,0.0,0.0,0.0,0.0,0.0,51299.9488527
2005-01-01 01:00:00,25.0,0.834156805977,0.0,-9.09494701773e-13,0.0,0.0,0.0,51650.8081631
2005-01-01 02:00:00,25.0,0.834156805978,0.0,0.0,0.0,0.0,0.0,51563.0933355
2005-01-01 03:00:00,25.0,0.834156805977,0.0,-9.09494701773e-13,0.0,0.0,0.0,51533.8550596
2005-01-01 04:00:00,25.0,0.834156805978,0.0,0.0,0.0,0.0,0.0,51504.6167838
2005-01-01 05:00:00,25.0,0.834156805978,0.0,0.0,0.0,0.0,0.0,51475.3785079
2005-01-01 06:00:00,25.0,2.7877052996,0.0,1.95354849362,0.0,0.0,0.0,77461.9210494
2005-01-01 07:00:00,25.0,2.7877052996,0.0,1.95354849362,0.0,0.0,0.0,77491.1593252
2005-01-01 08:00:00,25.0,8.3631158988,0.0,7.52895909282,0.0,0.0,0.0,115707.170997
2005-01-01 09:00:00,25.0,8.3631158988,0.0,7.52895909282,0.0,0.0,0.0,115941.077204
2005-01-01 10:00:00,25.0,8.3631158988,0.0,7.52895909282,0.0,0.0,0.0,116087.268583
2005-01-01 11:00:00,25.0,8.3631158988,0.0,7.52895909282,0.0,0.0,0.0,116291.936514
2005-01-01 12:00:00,25.0,2.7877052996,0.0,1.95354849362,0.0,0.0,0.0,69925.523137
2005-01-01 13:00:00,25.0,2.7877052996,0.0,1.95354849362,0.0,0.0,0.0,69983.9996887
2005-01-01 14:00:00,25.0,2.7877052996,0.0,1.95354849362,0.0,0.0,0.0,69954.7614129
2005-01-01 15:00:00,25.0,2.7877052996,0.0,1.95354849362,0.0,0.0,0.0,69896.2848612
2005-01-01 16:00:00,25.0,2.7877052996,0.0,1.95354849362,0.0,0.0,0.0,69837.8083094
2005-01-01 17:00:00,25.0,1.3938526498,0.0,0.559695843822,0.0,0.0,0.0,55923.5313491
2005-01-01 18:00:00,25.0,1.3938526498,0.0,0.559695843822,0.0,0.0,0.0,55718.8634181
2005-01-01 19:00:00,25.0,0.834156805977,0.0,-9.09494701773e-13,0.0,0.0,0.0,51943.1908846
2005-01-01 20:00:00,25.0000000001,0.834156805978,0.0,0.0,0.0,0.0,0.0,51767.7612665
2005-01-01 21:00:00,25.0000000001,0.834156805978,0.0,0.0,0.0,0.0,0.0,51709.2847518
2005-01-01 22:00:00,25.0,0.834156805978,0.0,0.0,0.0,0.0,0.0,51650.8081631
2005-01-01 23:00:00,25.0,0.834156805978,0.0,0.0,0.0,0.0,0.0,0.0
