,OFFICE_temperature,OFFICE_total_fresh_air_flow,OFFICE_ahu_fresh_air_flow,OFFICE_window_fresh_air_flow,OFFICE_ahu_heat_electric_power,OFFICE_ahu_cool_electric_power,OFFICE_tu_heat_electric_power,OFFICE_tu_cool_electric_power
2005-01-01 00:00:00,25.0,1.01505869683,0.0,-9.09494701773e-13,0.0,0.0,0.0,62426.3504994
2005-01-01 01:00:00,25.0,1.01505869683,0.0,0.0,0.0,0.0,0.0,62853.3073828
2005-01-01 02:00:00,25.0,1.01505869683,0.0,-9.09494701773e-13,0.0,0.0,0.0,62746.5681619
2005-01-01 03:00:00,25.0,1.01505869683,0.0,0.0,0.0,0.0,0.0,62710.9884216
2005-01-01 04:00:00,25.0,1.01505869683,0.0,0.0,0.0,0.0,0.0,62675.4086813
2005-01-01 05:00:00,25.0,1.01505869683,0.0,-9.09494701773e-13,0.0,0.0,0.0,62639.8289411
2005-01-01 06:00:00,25.0,3.39226928112,0.0,2.37721058429,0.0,0.0,0.0,94262.5702739
2005-01-01 07:00:00,25.0,3.39226928112,0.0,2.37721058429,0.0,0.0,0.0,94298.1500142
2005-01-01 08:00:00,25.0,10.1768078433,0.0,9.16174914652,0.0,0.0,0.0,140802.799486
2005-01-01 09:00:00,25.0,10.1768078433,0.0,9.16174914652,0.0,0.0,0.0,141087.437408
2005-01-01 10:00:00,25.0,10.1768078433,0.0,9.16174914652,0.0,0.0,0.0,141265.33611
2005-01-01 11:00:00,25.0,10.1768078433,0.0,9.16174914652,0.0,0.0,0.0,141514.394292
2005-01-01 12:00:00,25.0,3.39226928112,0.0,2.37721058429,0.0,0.0,0.0,85091.6095205
2005-01-01 13:00:00,25.0,3.39226928112,0.0,2.37721058429,0.0,0.0,0.0,85162.7690011
2005-01-01 14:00:00,25.0,3.39226928112,0.0,2.37721058429,0.0,0.0,0.0,85127.1892608
2005-01-01 15:00:00,25.0,3.39226928112,0.0,2.37721058429,0.0,0.0,0.0,85056.0297803
2005-01-01 16:00:00,25.0,3.39226928112,0.0,2.37721058429,0.0,0.0,0.0,84984.8702997
2005-01-01 17:00:00,25.0,1.69613464056,0.0,0.681075943728,0.0,0.0,0.0,68052.7378143
2005-01-01 18:00:00,25.0,1.69613464056,0.0,0.681075943728,0.0,0.0,0.0,67803.6796323
2005-01-01 19:00:00,25.0,1.01505869683,0.0,0.0,0.0,0.0,0.0,63209.1047406
2005-01-01 20:00:00,25.0000000001,1.01505869683,0.0,-1.81898940355e-12,0.0,0.0,0.0,62995.6263439
2005-01-01 21:00:00,25.0000000001,1.01505869683,0.0,-9.09494701773e-13,0.0,0.0,0.0,62924.4669084
2005-01-01 22:00:00,25.0,1.01505869683,0.0,0.0,0.0,0.0,0.0,62853.3073828
2005-01-01 23:00:00,25.0,1.01505869683,0.0,0.0,0.0,0.0,0.0,0.0
