,OFFICE_temperature,OFFICE_total_fresh_air_flow,OFFICE_ahu_fresh_air_flow,OFFICE_window_fresh_air_flow,OFFICE_ahu_heat_electric_power,OFFICE_ahu_cool_electric_power,OFFICE_tu_heat_electric_power,OFFICE_tu_cool_electric_power
2005-01-01 00:00:00,25.0,1.04272188911,0.0,-1.63424829225e-12,0.0,0.0,0.0,64123.3919501
2005-01-01 01:00:00,25.0,1.04272188911,0.0,-9.09494701773e-13,0.0,0.0,0.0,64561.9555272
2005-01-01 02:00:00,25.0,1.0427218891,0.0,-1.81898940355e-12,0.0,0.0,0.0,64452.3146329
2005-01-01 03:00:00,25.0,1.0427218891,0.0,-1.81898940355e-12,0.0,0.0,0.0,64415.7676682
2005-01-01 04:00:00,25.0,1.04272188911,0.0,-9.09494701773e-13,0.0,0.0,0.0,64379.2207034
2005-01-01 05:00:00,25.0,1.0427218891,0.0,-1.81898940355e-12,0.0,0.0,0.0,64342.6737387
2005-01-01 06:00:00,25.0,3.48471811947,0.0,2.44199623036,0.0,0.0,0.0,96825.069727
2005-01-01 07:00:00,25.0,3.48471811947,0.0,2.44199623036,0.0,0.0,0.0,96861.6166917
2005-01-01 08:00:00,25.0,10.4541543584,0.0,9.41143246929,0.0,0.0,0.0,144630.480989
2005-01-01 09:00:00,25.0,10.4541543584,0.0,9.41143246929,0.0,0.0,0.0,144922.856707
2005-01-01 10:00:00,25.0,10.4541543584,0.0,9.41143246929,0.0,0.0,0.0,145105.591531
2005-01-01 11:00:00,25.0,10.4541543584,0.0,9.41143246929,0.0,0.0,0.0,145361.420284
2005-01-01 12:00:00,25.0,3.48471811947,0.0,2.44199623036,0.0,0.0,0.0,87404.7991803
2005-01-01 13:00:00,25.0,3.48471811947,0.0,2.44199623036,0.0,0.0,0.0,87477.8931098
2005-01-01 14:00:00,25.0,3.48471811947,0.0,2.44199623036,0.0,0.0,0.0,87441.346145
2005-01-01 15:00:00,25.0,3.48471811947,0.0,2.44199623036,0.0,0.0,0.0,87368.2522155
2005-01-01 16:00:00,25.0,3.48471811947,0.0,2.44199623036,0.0,0.0,0.0,87295.158286
2005-01-01 17:00:00,25.0,1.74235905973,0.0,0.699637170626,0.0,0.0,0.0,69902.7309019
2005-01-01 18:00:00,25.0,1.74235905973,0.0,0.699637170626,0.0,0.0,0.0,69646.9021486
2005-01-01 19:00:00,25.0,1.04272188911,0.0,-9.09494701773e-13,0.0,0.0,0.0,64927.4251285
2005-01-01 20:00:00,25.0000000001,1.04272188911,0.0,-9.09494701773e-13,0.0,0.0,0.0,64708.1433862
2005-01-01 21:00:00,25.0000000001,1.04272188911,0.0,0.0,0.0,0.0,0.0,64635.049503
2005-01-01 22:00:00,25.0,1.04272188911,0.0,0.0,0.0,0.0,0.0,64561.9555272
2005-01-01 23:00:00,25.0,1.04272188911,0.0,0.0,0.0,0.0,0.0,0.0
