,OFFICE_temperature,OFFICE_total_fresh_air_flow,OFFICE_ahu_fresh_air_flow,OFFICE_window_fresh_air_flow,OFFICE_ahu_heat_electric_power,OFFICE_ahu_cool_electric_power,OFFICE_tu_heat_electric_power,OFFICE_tu_cool_electric_power
2005-01-01 00:00:00,25.0,4.03798203642,0.0,3.63797880709e-12,0.0,0.0,0.0,248321.4864
2005-01-01 01:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,250019.848823
2005-01-01 02:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,249595.258218
2005-01-01 03:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,249453.728016
2005-01-01 04:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,249312.197814
2005-01-01 05:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,249170.667612
2005-01-01 06:00:00,25.0,13.494709678,0.0,9.45672764161,0.0,0.0,0.0,374960.595567
2005-01-01 07:00:00,25.0,13.494709678,0.0,9.45672764161,0.0,0.0,0.0,375102.125769
2005-01-01 08:00:00,25.0,40.4841290341,0.0,36.4461469977,0.0,0.0,0.0,560089.772636
2005-01-01 09:00:00,25.0,40.4841290341,0.0,36.4461469977,0.0,0.0,0.0,561222.014251
2005-01-01 10:00:00,25.0,40.4841290341,0.0,36.4461469977,0.0,0.0,0.0,561929.665261
2005-01-01 11:00:00,25.0,40.4841290341,0.0,36.4461469977,0.0,0.0,0.0,562920.376675
2005-01-01 12:00:00,25.0,13.494709678,0.0,9.45672764161,0.0,0.0,0.0,338480.061501
2005-01-01 13:00:00,25.0,13.494709678,0.0,9.45672764161,0.0,0.0,0.0,338763.121905
2005-01-01 14:00:00,25.0,13.494709678,0.0,9.45672764161,0.0,0.0,0.0,338621.591703
2005-01-01 15:00:00,25.0,13.494709678,0.0,9.45672764161,0.0,0.0,0.0,338338.531299
2005-01-01 16:00:00,25.0,13.494709678,0.0,9.45672764161,0.0,0.0,0.0,338055.470895
2005-01-01 17:00:00,25.0,6.74735483901,0.0,2.7093728026,0.0,0.0,0.0,270702.305556
2005-01-01 18:00:00,25.0,6.74735483901,0.0,2.7093728026,0.0,0.0,0.0,269711.594143
2005-01-01 19:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,251435.150843
2005-01-01 20:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,250585.969631
2005-01-01 21:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,250302.909227
2005-01-01 22:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,250019.848823
2005-01-01 23:00:00,25.0,4.03798203642,0.0,0.0,0.0,0.0,0.0,0.0
