,OFFICE_ahu_heat_air_flow,OFFICE_ahu_cool_air_flow,OFFICE_tu_heat_air_flow,OFFICE_tu_cool_air_flow,OFFICE_window_air_flow
2005-01-01 00:00:00,-0.0,0.0,-0.0,20.3278362606,0.0
2005-01-01 01:00:00,-0.0,0.0,-0.0,20.4668658458,0.0
2005-01-01 02:00:00,-0.0,0.0,-0.0,20.4321084495,0.0
2005-01-01 03:00:00,-0.0,0.0,-0.0,20.4205226508,0.0
2005-01-01 04:00:00,-0.0,0.0,-0.0,20.408936852,0.0
2005-01-01 05:00:00,-0.0,0.0,-0.0,20.3973510532,0.0
2005-01-01 06:00:00,-0.0,0.0,-0.0,30.6946358182,2.44199623036
2005-01-01 07:00:00,-0.0,0.0,-0.0,30.7062216169,2.44199623036
2005-01-01 08:00:00,-0.0,0.0,-0.0,45.849488719,9.41143246929
2005-01-01 09:00:00,-0.0,0.0,-0.0,45.9421751092,9.41143246929
2005-01-01 10:00:00,-0.0,0.0,-0.0,46.000104103,9.41143246929
2005-01-01 11:00:00,-0.0,0.0,-0.0,46.0812046944,9.41143246929
2005-01-01 12:00:00,-0.0,0.0,-0.0,27.708304132,2.44199623036
2005-01-01 13:00:00,-0.0,0.0,-0.0,27.7314757295,2.44199623036
2005-01-01 14:00:00,-0.0,0.0,-0.0,27.7198899308,2.44199623036
2005-01-01 15:00:00,-0.0,0.0,-0.0,27.6967183332,2.44199623036
2005-01-01 16:00:00,-0.0,0.0,-0.0,27.6735467357,2.44199623036
2005-01-01 17:00:00,-0.0,0.0,-0.0,22.1599516921,0.699637170626
2005-01-01 18:00:00,-0.0,0.0,-0.0,22.0788511007,0.699637170626
2005-01-01 19:00:00,-0.0,0.0,-0.0,20.5827238189,0.0
2005-01-01 20:00:00,-0.0,0.0,-0.0,20.5132090409,0.0
2005-01-01 21:00:00,-0.0,0.0,-0.0,20.490037458,0.0
2005-01-01 22:00:00,-0.0,0.0,-0.0,20.4668658458,0.0
2005-01-01 23:00:00,-0.0,0.0,-0.0,0.0,0.0
