METADATA,CH-SIA-2014,SINGLE_RES
MONTHLY_MULTIPLIER,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY
WEEKDAY,1,1.0,0.1,0.1,0.08,SETBACK,SETBACK,0.0,0.0,0.0
WEEKDAY,2,1.0,0.1,0.1,0.04,SETBACK,SETBACK,0.0,0.0,0.0
WEEKDAY,3,1.0,0.1,0.1,0.01,SETBACK,SETBACK,0.0,0.0,0.0
WEEKDAY,4,1.0,0.1,0.1,0.01,SETBACK,SETBACK,0.0,0.0,0.0
WEEKDAY,5,1.0,0.1,0.1,0.02,SETBACK,SETBACK,0.0,0.0,0.0
WEEKDAY,6,1.0,0.2,0.2,0.38,SETBACK,SETBACK,0.0,0.0,0.0
WEEKDAY,7,0.4,0.8,0.8,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,8,0.0,0.2,0.2,0.81,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,9,0.0,0.1,0.1,0.67,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,10,0.0,0.1,0.1,0.51,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,11,0.0,0.1,0.1,0.45,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,12,0.0,0.1,0.1,0.42,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,13,0.8,0.8,0.8,0.63,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,14,0.4,0.2,0.2,0.56,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,15,0.0,0.1,0.1,0.32,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,16,0.0,0.1,0.1,0.28,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,17,0.0,0.1,0.1,0.32,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,18,0.4,0.2,0.2,0.56,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,19,0.8,0.8,0.8,0.79,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,20,0.8,1.0,1.0,0.8,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,21,0.8,0.2,0.2,0.62,SETPOINT,SETPOINT,0.0,0.0,0.0
WEEKDAY,22,1.0,0.2,0.2,0.45,SETBACK,SETBACK,0.0,0.0,0.0
WEEKDAY,23,1.0,0.2,0.2,0.25,SETBACK,SETBACK,0.0,0.0,0.0
WEEKDAY,24,1.0,0.1,0.1,0.19,SETBACK,SETBACK,0.0,0.0,0.0
SATURDAY,1,1.0,0.1,0.1,0.09,SETBACK,SETBACK,0.0,0.0,0.0
SATURDAY,2,1.0,0.1,0.1,0.1,SETBACK,SETBACK,0.0,0.0,0.0
SATURDAY,3,1.0,0.1,0.1,0.06,SETBACK,SETBACK,0.0,0.0,0.0
SATURDAY,4,1.0,0.1,0.1,0.02,SETBACK,SETBACK,0.0,0.0,0.0
SATURDAY,5,1.0,0.1,0.1,0.02,SETBACK,SETBACK,0.0,0.0,0.0
SATURDAY,6,1.0,0.2,0.2,0.12,SETBACK,SETBACK,0.0,0.0,0.0
SATURDAY,7,0.4,0.8,0.8,0.33,SETPOINT,SETPOINT,0.0,0.0,0.0
SATURDAY,8,0.0,0.2,0.2,0.56,SETPOINT,SETPOINT,0.0,0.0,0.0
SATURDAY,9,0.0,0.1,0.1,0.91,SETPOINT,SETPOINT,0.0,0.0,0.0
SATURDAY,10,0.0,0.1,0.1,0.9,SETPOINT,SETPOINT,0.0,0.0,0.0
SATURDAY,11,0.0,0.1,0.1,0.81,SETPOINT,SETPOINT,0.0,0.0,0.0
