hour,GHG_kgCO2MJ,Opex_var_buy_USD2015kWh,Opex_var_sell_USD2015kWh,reference
0,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
1,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
2,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
3,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
4,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
5,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
6,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
7,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
8,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
9,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
10,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
11,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
12,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
13,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
14,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
15,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
16,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
17,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
18,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
19,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
20,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
21,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
22,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
23,0.08361111111111111,0.14,0.14,"KBOB 2009/1:2016, ID 41.001 Heizöl, https://www.oeffentlichen-dienst.de/wirtschafts-news/277-ratgeber/3930-heizung.html 2022/2023"
