DATE,Name,occ_pax,QHf_kWh,QCf_kWh,Ef_kWh,Qhsf_kWh,Qhs_kWh,Qhs_lat_kWh,Qhprof_kWh,Qwwf_kWh,Qww_kWh,Qcsf_kWh,Qcs_kWh,Qcs_lat_kWh,Qcref_kWh,Qcdataf_kWh,Ealf_kWh,Eauxf_kWh,Ecaf_kWh,Edataf_kWh,Eprof_kWh,Tshs_C,Trhs_C,Tscs_C,Trcs_C,Tsww_C,Trww_C,Tsref_C,Trref_C,Tsdata_C,Trdata_C,Vw_m3,mcphs_kWC,mcpww_kWC,mcpcs_kWC,mcpref_kWC,mcpdata_kWC
2016-01-01 00:00:00,B08,0.000,86.405,0.000,4.593,86.405,79.618,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,0.013,0.000,0.000,0.000,32.936,27.581,0,0,35,10.000,0,0,0,0,0.000,16.135,0.000,0.000,0.000,0.000
2016-01-01 01:00:00,B08,0.000,96.182,0.000,4.593,96.182,89.390,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,0.013,0.000,0.000,0.000,34.815,28.854,0,0,35,10.000,0,0,0,0,0.000,16.135,0.000,0.000,0.000,0.000
2016-01-01 02:00:00,B08,0.000,87.315,0.000,4.593,87.315,80.524,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,0.013,0.000,0.000,0.000,33.112,27.701,0,0,35,10.000,0,0,0,0,0.000,16.135,0.000,0.000,0.000,0.000
2016-01-01 03:00:00,B08,0.000,94.473,0.000,4.593,94.473,87.688,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,0.013,0.000,0.000,0.000,34.489,28.634,0,0,35,10.000,0,0,0,0,0.000,16.135,0.000,0.000,0.000,0.000
2016-01-01 04:00:00,B08,0.000,83.362,0.000,4.593,83.362,76.587,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,0.013,0.000,0.000,0.000,32.343,27.176,0,0,35,10.000,0,0,0,0,0.000,16.135,0.000,0.000,0.000,0.000
2016-01-01 05:00:00,B08,0.000,91.939,0.000,4.593,91.939,85.164,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,0.013,0.000,0.000,0.000,34.004,28.306,0,0,35,10.000,0,0,0,0,0.000,16.135,0.000,0.000,0.000,0.000
2016-01-01 06:00:00,B08,0.000,84.261,0.000,4.593,84.261,77.483,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,0.013,0.000,0.000,0.000,32.518,27.296,0,0,35,10.000,0,0,0,0,0.000,16.135,0.000,0.000,0.000,0.000
2016-01-01 07:00:00,B08,44.000,173.299,0.000,9.228,170.850,163.816,0.000,0.000,2.449,2.154,0.000,0.000,-0.000,0.000,0.000,9.160,0.068,0.000,0.000,0.000,58.223,47.635,0,0,35,10.000,0,0,0,0,0.149,16.135,0.049,0.000,0.000,0.000
2016-01-01 08:00:00,B08,89.000,159.599,0.000,18.334,154.898,147.705,0.000,0.000,4.701,4.308,0.000,0.000,-0.000,0.000,0.000,18.320,0.014,0.000,0.000,0.000,55.470,45.870,0,0,35,10.000,0,0,0,0,0.297,16.135,0.094,0.000,0.000,0.000
2016-01-01 09:00:00,B08,133.000,164.772,0.000,36.655,157.801,150.197,0.000,0.000,6.971,6.462,0.000,0.000,-0.000,0.000,0.000,36.640,0.015,0.000,0.000,0.000,55.975,46.195,0,0,35,10.000,0,0,0,0,0.446,16.135,0.140,0.000,0.000,0.000
