DATE,Name,occ_pax,QHf_kWh,QCf_kWh,Ef_kWh,Qhsf_kWh,Qhs_kWh,Qhs_lat_kWh,Qhprof_kWh,Qwwf_kWh,Qww_kWh,Qcsf_kWh,Qcs_kWh,Qcs_lat_kWh,Qcref_kWh,Qcdataf_kWh,Ealf_kWh,Eauxf_kWh,Ecaf_kWh,Edataf_kWh,Eprof_kWh,Tshs_C,Trhs_C,Tscs_C,Trcs_C,Tsww_C,Trww_C,Tsref_C,Trref_C,Tsdata_C,Trdata_C,Vw_m3,mcphs_kWC,mcpww_kWC,mcpcs_kWC,mcpref_kWC,mcpdata_kWC
2016-01-01 00:00:00,B06,0.000,77.515,0.000,5.989,77.515,79.091,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,1.409,0.000,0.000,0.000,18.620,17.000,0,0,45,10.000,0,0,0,0,0.000,47.823,0.000,0.000,0.000,0.000
2016-01-01 01:00:00,B06,0.000,88.465,0.000,5.989,88.465,90.051,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,1.409,0.000,0.000,0.000,18.912,17.062,0,0,45,10.000,0,0,0,0,0.000,47.823,0.000,0.000,0.000,0.000
2016-01-01 02:00:00,B06,0.000,78.541,0.000,5.989,78.541,80.118,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,1.409,0.000,0.000,0.000,18.631,16.988,0,0,45,10.000,0,0,0,0,0.000,47.823,0.000,0.000,0.000,0.000
2016-01-01 03:00:00,B06,0.000,86.547,0.000,5.989,86.547,88.130,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,1.409,0.000,0.000,0.000,18.895,17.085,0,0,45,10.000,0,0,0,0,0.000,47.823,0.000,0.000,0.000,0.000
2016-01-01 04:00:00,B06,0.000,74.163,0.000,5.989,74.163,75.734,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,1.409,0.000,0.000,0.000,18.599,17.049,0,0,45,10.000,0,0,0,0,0.000,47.823,0.000,0.000,0.000,0.000
2016-01-01 05:00:00,B06,0.000,83.714,0.000,5.989,83.714,85.293,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,1.409,0.000,0.000,0.000,18.870,17.119,0,0,45,10.000,0,0,0,0,0.000,47.823,0.000,0.000,0.000,0.000
2016-01-01 06:00:00,B06,0.000,75.155,0.000,5.989,75.155,76.727,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,1.409,0.000,0.000,0.000,18.609,17.037,0,0,45,10.000,0,0,0,0,0.000,47.823,0.000,0.000,0.000,0.000
2016-01-01 07:00:00,B06,44.000,227.573,0.000,10.570,224.174,226.304,89.411,0.000,3.400,3.016,0.000,0.000,-0.000,0.000,0.000,9.160,1.410,0.000,0.000,0.000,22.813,18.126,0,0,45,10.000,0,0,0,0,0.149,47.823,0.068,0.000,0.000,0.000
2016-01-01 08:00:00,B06,89.000,198.519,0.000,20.109,191.928,193.967,74.124,0.000,6.591,6.031,0.000,0.000,-0.000,0.000,0.000,18.320,1.789,0.000,0.000,0.000,26.490,22.477,0,0,45,10.000,0,0,0,0,0.297,47.823,0.132,0.000,0.000,0.000
2016-01-01 09:00:00,B06,133.000,187.946,0.000,39.311,178.143,180.134,67.435,0.000,9.803,9.047,0.000,0.000,-0.000,0.000,0.000,36.640,2.671,0.000,0.000,0.000,26.168,22.443,0,0,45,10.000,0,0,0,0,0.446,47.823,0.196,0.000,0.000,0.000
2016-01-01 10:00:00,B06,178.000,167.540,0.000,40.203,154.518,156.445,61.067,0.000,13.022,12.063,0.000,0.000,-0.000,0.000,0.000,36.640,3.563,0.000,0.000,0.000,25.608,22.377,0,0,45,10.000,0,0,0,0,0.594,47.823,0.261,0.000,0.000,0.000
2016-01-01 11:00:00,B06,178.000,203.138,0.000,21.883,190.126,192.157,77.759,0.000,13.012,12.063,0.000,0.000,-0.000,0.000,0.000,18.320,3.563,0.000,0.000,0.000,26.541,22.565,0,0,45,10.000,0,0,0,0,0.594,47.823,0.260,0.000,0.000,0.000
2016-01-01 12:00:00,B06,89.000,200.656,0.000,10.989,194.108,196.157,86.070,0.000,6.547,6.031,0.000,0.000,-0.000,0.000,0.000,9.160,1.829,0.000,0.000,0.000,26.644,22.585,0,0,45,10.000,0,0,0,0,0.297,47.823,0.131,0.000,0.000,0.000
2016-01-01 13:00:00,B06,133.000,197.725,0.000,21.032,187.956,189.982,80.925,0.000,9.769,9.047,0.000,0.000,-0.000,0.000,0.000,18.320,2.712,0.000,0.000,0.000,26.567,22.637,0,0,45,10.000,0,0,0,0,0.446,47.823,0.195,0.000,0.000,0.000
2016-01-01 14:00:00,B06,178.000,162.661,0.000,40.243,149.664,151.579,60.864,0.000,12.996,12.063,0.000,0.000,-0.000,0.000,0.000,36.640,3.603,0.000,0.000,0.000,25.589,22.460,0,0,45,10.000,0,0,0,0,0.594,47.823,0.260,0.000,0.000,0.000
2016-01-01 15:00:00,B06,178.000,177.835,0.000,40.243,164.841,166.796,64.108,0.000,12.994,12.063,0.000,0.000,-0.000,0.000,0.000,36.640,3.603,0.000,0.000,0.000,25.965,22.518,0,0,45,10.000,0,0,0,0,0.594,47.823,0.260,0.000,0.000,0.000
2016-01-01 16:00:00,B06,89.000,202.641,0.000,10.989,196.104,198.158,84.565,0.000,6.536,6.031,0.000,0.000,-0.000,0.000,0.000,9.160,1.829,0.000,0.000,0.000,26.679,22.579,0,0,45,10.000,0,0,0,0,0.297,47.823,0.131,0.000,0.000,0.000
2016-01-01 17:00:00,B06,44.000,223.805,0.000,5.990,220.482,222.604,67.683,0.000,3.322,3.016,0.000,0.000,-0.000,0.000,0.000,4.580,1.410,0.000,0.000,0.000,27.320,22.709,0,0,45,10.000,0,0,0,0,0.149,47.823,0.066,0.000,0.000,0.000
2016-01-01 18:00:00,B06,0.000,72.949,0.000,5.989,72.949,74.517,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,4.580,1.409,0.000,0.000,0.000,23.770,22.245,0,0,45,10.000,0,0,0,0,0.000,47.823,0.000,0.000,0.000,0.000
